From,NO2 (µg/m3)
22/02/2023 14:00,26.9
22/02/2023 14:15,27.3
22/02/2023 14:30,27.7
22/02/2023 14:45,28.5
22/02/2023 15:00,28.9
22/02/2023 15:15,29
22/02/2023 15:30,29
22/02/2023 15:45,29.6
22/02/2023 16:00,30.7
22/02/2023 16:15,31.8
22/02/2023 16:30,30.9
22/02/2023 16:45,30
22/02/2023 17:00,30.1
22/02/2023 17:15,32.1
22/02/2023 17:30,34.6
22/02/2023 17:45,35
22/02/2023 18:00,36
22/02/2023 18:15,37.3
22/02/2023 18:30,40.7
22/02/2023 18:45,44.3
22/02/2023 19:00,45.6
22/02/2023 19:15,44.6
22/02/2023 19:30,42.2
22/02/2023 19:45,41.3
22/02/2023 20:00,41.2
22/02/2023 20:15,44.4
22/02/2023 20:30,54.7
22/02/2023 20:45,65.6
22/02/2023 21:00,63.1
22/02/2023 21:15,64.5
22/02/2023 21:30,63.5
22/02/2023 21:45,63
22/02/2023 22:00,58.4
22/02/2023 22:15,55.8
22/02/2023 22:30,52.5
22/02/2023 22:45,54.7
22/02/2023 23:00,58.3
22/02/2023 23:15,59.4
22/02/2023 23:30,58.1
22/02/2023 23:45,56.7
23/02/2023 00:00,54.2
23/02/2023 00:15,53.2
23/02/2023 00:30,50.4
23/02/2023 00:45,47.4
23/02/2023 01:00,47.9
23/02/2023 01:15,48.2
23/02/2023 01:30,47.4
23/02/2023 01:45,46.5
23/02/2023 02:00,46.2
23/02/2023 02:15,48
23/02/2023 02:30,48.1
23/02/2023 02:45,46.2
23/02/2023 03:00,44.3
23/02/2023 03:15,43.5
23/02/2023 03:30,42.1
23/02/2023 03:45,41
23/02/2023 04:00,39.9
23/02/2023 04:15,40.7
23/02/2023 04:30,41.5
23/02/2023 04:45,35.6
23/02/2023 05:00,39.4
23/02/2023 05:15,47.2
23/02/2023 05:30,45.6
23/02/2023 05:45,46.4
23/02/2023 06:00,46.1
23/02/2023 06:15,46.8
23/02/2023 06:30,49.1
23/02/2023 06:45,49.5
23/02/2023 07:00,51.2
23/02/2023 07:15,53.4
23/02/2023 07:30,55.3
23/02/2023 07:45,57.4
23/02/2023 08:00,62.6
23/02/2023 08:15,56.8
23/02/2023 08:30,67.5
23/02/2023 08:45,61.6
23/02/2023 09:00,52
23/02/2023 09:15,44.3
23/02/2023 09:30,39.8
23/02/2023 09:45,38.9
23/02/2023 10:00,43.1
23/02/2023 10:15,46.9
23/02/2023 10:30,51
23/02/2023 10:45,54
23/02/2023 11:00,53.4
23/02/2023 11:15,55
23/02/2023 11:30,59
23/02/2023 11:45,53.875
23/02/2023 12:00,48.75
23/02/2023 12:15,43.625
23/02/2023 12:30,38.5
23/02/2023 12:45,36.9
23/02/2023 13:00,34.2
23/02/2023 13:15,31
23/02/2023 13:30,29.1
23/02/2023 13:45,27.2
23/02/2023 14:00,27.3
23/02/2023 14:15,27.1
23/02/2023 14:30,26.8
23/02/2023 14:45,26.8
23/02/2023 15:00,27.1
23/02/2023 15:15,27.6
23/02/2023 15:30,28.3
23/02/2023 15:45,28.2
23/02/2023 16:00,28.8
23/02/2023 16:15,28.9
23/02/2023 16:30,29
23/02/2023 16:45,29
23/02/2023 17:00,28.3
23/02/2023 17:15,28.9
23/02/2023 17:30,30.2
23/02/2023 17:45,30.9
23/02/2023 18:00,31.4
23/02/2023 18:15,31.8
23/02/2023 18:30,32.3
23/02/2023 18:45,33.7
23/02/2023 19:00,35.3
23/02/2023 19:15,34.9
23/02/2023 19:30,34.9
23/02/2023 19:45,34.6
23/02/2023 20:00,33.7
23/02/2023 20:15,32.5
23/02/2023 20:30,32.1
23/02/2023 20:45,32.8
23/02/2023 21:00,33.5
23/02/2023 21:15,37.2
23/02/2023 21:30,44.2
23/02/2023 21:45,48.9
23/02/2023 22:00,50.8
23/02/2023 22:15,50.5
23/02/2023 22:30,50.3
23/02/2023 22:45,49.9
23/02/2023 23:00,49
23/02/2023 23:15,50.6
23/02/2023 23:30,54.6
23/02/2023 23:45,58.5
24/02/2023 00:00,59.8
24/02/2023 00:15,59.6
24/02/2023 00:30,59.6
24/02/2023 00:45,59.6
24/02/2023 01:00,59.1
24/02/2023 01:15,58.8
24/02/2023 01:30,58.1
24/02/2023 01:45,57.8
24/02/2023 02:00,57.5
24/02/2023 02:15,57.6
24/02/2023 02:30,55.3
24/02/2023 02:45,52.1
24/02/2023 03:00,50
24/02/2023 03:15,48.3
24/02/2023 03:30,46.8
24/02/2023 03:45,44.4
24/02/2023 04:00,42.1
24/02/2023 04:15,40.8
24/02/2023 04:30,39.7
24/02/2023 04:45,40.2
24/02/2023 05:00,36.4
24/02/2023 05:15,37.8
24/02/2023 05:30,40.6
24/02/2023 05:45,42.4
24/02/2023 06:00,39.2
24/02/2023 06:15,50.4
24/02/2023 06:30,45.2
24/02/2023 06:45,50.3
24/02/2023 07:00,53.6
24/02/2023 07:15,55
24/02/2023 07:30,58.1
24/02/2023 07:45,63.2
24/02/2023 08:00,62.6
24/02/2023 08:15,67.3
24/02/2023 08:30,58.2
24/02/2023 08:45,55.3
24/02/2023 09:00,48.5
24/02/2023 09:15,43
24/02/2023 09:30,40.3
24/02/2023 09:45,37.4
24/02/2023 10:00,35.6
24/02/2023 10:15,35.5
24/02/2023 10:30,37.9
24/02/2023 10:45,39.5
24/02/2023 11:00,38.4
24/02/2023 11:15,37.7
24/02/2023 11:30,38.8
24/02/2023 11:45,37.425
24/02/2023 12:00,36.05
24/02/2023 12:15,34.675
24/02/2023 12:30,33.3
24/02/2023 12:45,32.9
24/02/2023 13:00,32.2
24/02/2023 13:15,31.7
24/02/2023 13:30,30.2
24/02/2023 13:45,28.8
24/02/2023 14:00,28.4
24/02/2023 14:15,28
24/02/2023 14:30,27.9
24/02/2023 14:45,27.9
24/02/2023 15:00,27.9
24/02/2023 15:15,28.9
24/02/2023 15:30,28.8
24/02/2023 15:45,29.7
24/02/2023 16:00,29.7
24/02/2023 16:15,29.5
24/02/2023 16:30,30.3
24/02/2023 16:45,30.2
24/02/2023 17:00,29.4
24/02/2023 17:15,27.4
24/02/2023 17:30,27.1
24/02/2023 17:45,28.1
24/02/2023 18:00,30.6
24/02/2023 18:15,34.2
24/02/2023 18:30,38
24/02/2023 18:45,41.1
24/02/2023 19:00,44.6
24/02/2023 19:15,46.5
24/02/2023 19:30,48.8
24/02/2023 19:45,47.9
24/02/2023 20:00,46.2
24/02/2023 20:15,44.9
24/02/2023 20:30,43
24/02/2023 20:45,41.7
24/02/2023 21:00,45.1
24/02/2023 21:15,53.7
24/02/2023 21:30,65.1
24/02/2023 21:45,65.9
24/02/2023 22:00,62.9
24/02/2023 22:15,61.8
24/02/2023 22:30,61.4
24/02/2023 22:45,60.7
24/02/2023 23:00,58
24/02/2023 23:15,56.2
24/02/2023 23:30,55.3
24/02/2023 23:45,52.8
25/02/2023 00:00,50.8
25/02/2023 00:15,49.1
25/02/2023 00:30,49.9
25/02/2023 00:45,51.3
25/02/2023 01:00,44.6
25/02/2023 01:15,52.5
25/02/2023 01:30,56
25/02/2023 01:45,55.5
25/02/2023 02:00,55.3
25/02/2023 02:15,55.2
25/02/2023 02:30,54.7
25/02/2023 02:45,53.1
25/02/2023 03:00,52
25/02/2023 03:15,51.2
25/02/2023 03:30,49.1
25/02/2023 03:45,47.5
25/02/2023 04:00,45.8
25/02/2023 04:15,46.2
25/02/2023 04:30,47.1
25/02/2023 04:45,47.6
25/02/2023 05:00,47.6
25/02/2023 05:15,43.8
25/02/2023 05:30,41.3
25/02/2023 05:45,47.4
25/02/2023 06:00,47.8
25/02/2023 06:15,48
25/02/2023 06:30,46.8
25/02/2023 06:45,45.9
25/02/2023 07:00,46.5
25/02/2023 07:15,47.1
25/02/2023 07:30,53.6
25/02/2023 07:45,78.4
25/02/2023 08:00,77.8
25/02/2023 08:15,78.9
25/02/2023 08:30,82.3
25/02/2023 08:45,83.5
25/02/2023 09:00,90.2
25/02/2023 09:15,75.4
25/02/2023 09:30,84.4
25/02/2023 09:45,76.9
25/02/2023 10:00,67.8
25/02/2023 10:15,65.5
25/02/2023 10:30,63.9
25/02/2023 10:45,65.2
25/02/2023 11:00,66.2
25/02/2023 11:15,65.3
25/02/2023 11:30,64.4
25/02/2023 11:45,64.7
25/02/2023 12:00,65
25/02/2023 12:15,65.3
25/02/2023 12:30,65.6
25/02/2023 12:45,65.4
25/02/2023 13:00,66.9
25/02/2023 13:15,69.4
25/02/2023 13:30,69.5
25/02/2023 13:45,68.9
25/02/2023 14:00,67.2
25/02/2023 14:15,63.7
25/02/2023 14:30,59.7
25/02/2023 14:45,55.3
25/02/2023 15:00,48.1
25/02/2023 15:15,40.9
25/02/2023 15:30,35.8
25/02/2023 15:45,31.5
25/02/2023 16:00,29.8
25/02/2023 16:15,29.7
25/02/2023 16:30,28.9
25/02/2023 16:45,29.3
25/02/2023 17:00,29.6
25/02/2023 17:15,29.5
25/02/2023 17:30,29.7
25/02/2023 17:45,31.6
25/02/2023 18:00,34.9
25/02/2023 18:15,37.9
25/02/2023 18:30,40.1
25/02/2023 18:45,43.1
25/02/2023 19:00,46.1
25/02/2023 19:15,49.6
25/02/2023 19:30,50.6
25/02/2023 19:45,49.5
25/02/2023 20:00,47.6
25/02/2023 20:15,45
25/02/2023 20:30,47.1
25/02/2023 20:45,51.5
25/02/2023 21:00,54.5
25/02/2023 21:15,55.3
25/02/2023 21:30,56.8
25/02/2023 21:45,57.1
25/02/2023 22:00,58.2
25/02/2023 22:15,58.1
25/02/2023 22:30,51
25/02/2023 22:45,56.1
25/02/2023 23:00,59.4
25/02/2023 23:15,60.4
25/02/2023 23:30,59.5
25/02/2023 23:45,58.5
26/02/2023 00:00,59.7
26/02/2023 00:15,58.8
26/02/2023 00:30,58.6
26/02/2023 00:45,57.7
26/02/2023 01:00,56.9
26/02/2023 01:15,55.7
26/02/2023 01:30,52.4
26/02/2023 01:45,50.5
26/02/2023 02:00,50.2
26/02/2023 02:15,48.2
26/02/2023 02:30,45.4
26/02/2023 02:45,43.7
26/02/2023 03:00,42
26/02/2023 03:15,42.7
26/02/2023 03:30,43.7
26/02/2023 03:45,43.6
26/02/2023 04:00,45.1
26/02/2023 04:15,46.7
26/02/2023 04:30,48.7
26/02/2023 04:45,49.5
26/02/2023 05:00,48.1
26/02/2023 05:15,48
26/02/2023 05:30,48.1
26/02/2023 05:45,47.2
26/02/2023 06:00,46.7
26/02/2023 06:15,46
26/02/2023 06:30,45.9
26/02/2023 06:45,45.7
26/02/2023 07:00,46.6
26/02/2023 07:15,46.7
26/02/2023 07:30,49.1
26/02/2023 07:45,50.3
26/02/2023 08:00,56.4
26/02/2023 08:15,54.1
26/02/2023 08:30,56.5
26/02/2023 08:45,56.2
26/02/2023 09:00,51.8
26/02/2023 09:15,46.1
26/02/2023 09:30,41.4
26/02/2023 09:45,37.1
26/02/2023 10:00,32.1
26/02/2023 10:15,29.6
26/02/2023 10:30,28.8
26/02/2023 10:45,27.3
26/02/2023 11:00,24.7
26/02/2023 11:15,23.7
26/02/2023 11:30,24.2
26/02/2023 11:45,24.95
26/02/2023 12:00,25.7
26/02/2023 12:15,26.45
26/02/2023 12:30,27.2
26/02/2023 12:45,29.3
26/02/2023 13:00,30.8
26/02/2023 13:15,32.3
26/02/2023 13:30,36.7
26/02/2023 13:45,41.7
26/02/2023 14:00,47.3
26/02/2023 14:15,52
26/02/2023 14:30,56.1
26/02/2023 14:45,60.6
26/02/2023 15:00,64
26/02/2023 15:15,65.2
26/02/2023 15:30,67
26/02/2023 15:45,69.4
26/02/2023 16:00,71.6
26/02/2023 16:15,73.6
26/02/2023 16:30,73.9
26/02/2023 16:45,74.2
26/02/2023 17:00,76
26/02/2023 17:15,74.2
26/02/2023 17:30,72.9
26/02/2023 17:45,75
26/02/2023 18:00,77.5
26/02/2023 18:15,79.3
26/02/2023 18:30,80.4
26/02/2023 18:45,81
26/02/2023 19:00,82.5
26/02/2023 19:15,83.7
26/02/2023 19:30,84.3
26/02/2023 19:45,85
26/02/2023 20:00,85.4
26/02/2023 20:15,86.7
26/02/2023 20:30,87.5
26/02/2023 20:45,88.6
26/02/2023 21:00,89.8
26/02/2023 21:15,89.3
26/02/2023 21:30,88.6
26/02/2023 21:45,88.8
26/02/2023 22:00,90.2
26/02/2023 22:15,91.3
26/02/2023 22:30,91.7
26/02/2023 22:45,92.2
26/02/2023 23:00,91.2
26/02/2023 23:15,90.3
26/02/2023 23:30,89.3
26/02/2023 23:45,90
27/02/2023 00:00,90.7
27/02/2023 00:15,90.1
27/02/2023 00:30,89.5
27/02/2023 00:45,88.4
27/02/2023 01:00,89.3
27/02/2023 01:15,87.9
27/02/2023 01:30,88.5
27/02/2023 01:45,90
27/02/2023 02:00,90.5
27/02/2023 02:15,91.6
27/02/2023 02:30,91.5
27/02/2023 02:45,91.5
27/02/2023 03:00,90.8
27/02/2023 03:15,89.5
27/02/2023 03:30,89
27/02/2023 03:45,88.9
27/02/2023 04:00,88.1
27/02/2023 04:15,89
27/02/2023 04:30,90.5
27/02/2023 04:45,90.2
27/02/2023 05:00,89.7
27/02/2023 05:15,88.2
27/02/2023 05:30,86.6
27/02/2023 05:45,85.8
27/02/2023 06:00,85.3
27/02/2023 06:15,86
27/02/2023 06:30,85.6
27/02/2023 06:45,84.6
27/02/2023 07:00,84.8
27/02/2023 07:15,85.8
27/02/2023 07:30,85.6
27/02/2023 07:45,85.8
27/02/2023 08:00,86
27/02/2023 08:15,86.9
27/02/2023 08:30,87.9
27/02/2023 08:45,88.7
27/02/2023 09:00,89.5
27/02/2023 09:15,90.2
27/02/2023 09:30,91.6
27/02/2023 09:45,92
27/02/2023 10:00,90.9
27/02/2023 10:15,56.7
27/02/2023 10:30,25.5
27/02/2023 10:45,15.5
27/02/2023 11:00,9.8
27/02/2023 11:15,11.7
27/02/2023 11:30,19.1
27/02/2023 11:45,18.875
27/02/2023 12:00,18.65
27/02/2023 12:15,18.425
27/02/2023 12:30,18.2
27/02/2023 12:45,20.3
27/02/2023 13:00,21
27/02/2023 13:15,25.3
27/02/2023 13:30,32.3
27/02/2023 13:45,39.4
27/02/2023 14:00,46.1
27/02/2023 14:15,50.9
27/02/2023 14:30,55.7
27/02/2023 14:45,58.6
27/02/2023 15:00,61.9
27/02/2023 15:15,64.1
27/02/2023 15:30,66.3
27/02/2023 15:45,68.8
27/02/2023 16:00,70.9
27/02/2023 16:15,72.2
27/02/2023 16:30,73.6
27/02/2023 16:45,74.7
27/02/2023 17:00,77.5
27/02/2023 17:15,73.5
27/02/2023 17:30,69.5
27/02/2023 17:45,71.6
27/02/2023 18:00,73.1
27/02/2023 18:15,75.3
27/02/2023 18:30,78.4
27/02/2023 18:45,81.2
27/02/2023 19:00,83.5
27/02/2023 19:15,85.9
27/02/2023 19:30,88.9
27/02/2023 19:45,90.9
27/02/2023 20:00,92
27/02/2023 20:15,93.1
27/02/2023 20:30,94.5
27/02/2023 20:45,95.9
27/02/2023 21:00,97.5
27/02/2023 21:15,98
27/02/2023 21:30,99.5
27/02/2023 21:45,100.4
27/02/2023 22:00,101.5
27/02/2023 22:15,102.2
27/02/2023 22:30,102
27/02/2023 22:45,102
27/02/2023 23:00,100.3
27/02/2023 23:15,99.8
27/02/2023 23:30,99
27/02/2023 23:45,98.7
28/02/2023 00:00,98.8
28/02/2023 00:15,99.4
28/02/2023 00:30,99.3
28/02/2023 00:45,99.3
28/02/2023 01:00,98.9
28/02/2023 01:15,99.1
28/02/2023 01:30,98.6
28/02/2023 01:45,98
28/02/2023 02:00,97.6
28/02/2023 02:15,96.9
28/02/2023 02:30,95.9
28/02/2023 02:45,95.4
28/02/2023 03:00,94.6
28/02/2023 03:15,94.9
28/02/2023 03:30,93.9
28/02/2023 03:45,94
28/02/2023 04:00,92.4
28/02/2023 04:15,92.3
28/02/2023 04:30,91.9
28/02/2023 04:45,92.2
28/02/2023 05:00,92.2
28/02/2023 05:15,91.1
28/02/2023 05:30,90.9
28/02/2023 05:45,90.1
28/02/2023 06:00,89.4
28/02/2023 06:15,89.9
28/02/2023 06:30,90.6
28/02/2023 06:45,90.2
28/02/2023 07:00,89.7
28/02/2023 07:15,89.3
28/02/2023 07:30,89.5
28/02/2023 07:45,90.3
28/02/2023 08:00,90
28/02/2023 08:15,91.5
28/02/2023 08:30,94.1
28/02/2023 08:45,94.8
28/02/2023 09:00,95.6
28/02/2023 09:15,95.8
28/02/2023 09:30,97
28/02/2023 09:45,99.4
28/02/2023 10:00,99.5
28/02/2023 10:15,98.6
28/02/2023 10:30,96.3
28/02/2023 10:45,43.1
28/02/2023 11:00,29.5
28/02/2023 11:15,28
28/02/2023 11:30,33.1
28/02/2023 11:45,36.5
28/02/2023 12:00,39.9
28/02/2023 12:15,43.3
28/02/2023 12:30,46.7
28/02/2023 12:45,58.3
28/02/2023 13:00,65.4
28/02/2023 13:15,71.5
28/02/2023 13:30,75.8
28/02/2023 13:45,78.7
28/02/2023 14:00,81.6
28/02/2023 14:15,83.4
28/02/2023 14:30,83.5
28/02/2023 14:45,83
28/02/2023 15:00,83.2
28/02/2023 15:15,84.7
28/02/2023 15:30,83.9
28/02/2023 15:45,43.9
28/02/2023 16:00,55.6
28/02/2023 16:15,58.7
28/02/2023 16:30,59.2
28/02/2023 16:45,60.9
28/02/2023 17:00,64.7
28/02/2023 17:15,69.2
28/02/2023 17:30,68.6
28/02/2023 17:45,69.1
28/02/2023 18:00,72.8
28/02/2023 18:15,73.9
28/02/2023 18:30,77.1
28/02/2023 18:45,80.3
28/02/2023 19:00,82.9
28/02/2023 19:15,84.8
28/02/2023 19:30,86.9
28/02/2023 19:45,88.3
28/02/2023 20:00,91.8
28/02/2023 20:15,93.5
28/02/2023 20:30,95.8
28/02/2023 20:45,97.4
28/02/2023 21:00,98.6
28/02/2023 21:15,99.3
28/02/2023 21:30,99.2
28/02/2023 21:45,99.6
28/02/2023 22:00,100.4
28/02/2023 22:15,100.6
28/02/2023 22:30,100.4
28/02/2023 22:45,101.2
28/02/2023 23:00,100.8
28/02/2023 23:15,101.1
28/02/2023 23:30,101
28/02/2023 23:45,99.7
01/03/2023 00:00,98.4
01/03/2023 00:15,98.9
01/03/2023 00:30,99.6
01/03/2023 00:45,99.3
01/03/2023 01:00,98.9
01/03/2023 01:15,99.2
01/03/2023 01:30,97.5
01/03/2023 01:45,97.9
01/03/2023 02:00,98.7
01/03/2023 02:15,99.4
01/03/2023 02:30,99.8
01/03/2023 02:45,98.5
01/03/2023 03:00,98
01/03/2023 03:15,97.6
01/03/2023 03:30,97
01/03/2023 03:45,98
01/03/2023 04:00,98.3
01/03/2023 04:15,99
01/03/2023 04:30,98.4
01/03/2023 04:45,99
01/03/2023 05:00,100
01/03/2023 05:15,99.4
01/03/2023 05:30,97.9
01/03/2023 05:45,96.8
01/03/2023 06:00,96
01/03/2023 06:15,95.3
01/03/2023 06:30,95.6
01/03/2023 06:45,95.6
01/03/2023 07:00,94
01/03/2023 07:15,95.2
01/03/2023 07:30,95.3
01/03/2023 07:45,95.6
01/03/2023 08:00,95.6
01/03/2023 08:15,96.1
01/03/2023 08:30,96.5
01/03/2023 08:45,97.7
01/03/2023 09:00,99.3
01/03/2023 09:15,101.9
01/03/2023 09:30,100.4
01/03/2023 09:45,100.1
01/03/2023 10:00,98.2
01/03/2023 10:15,99.9
01/03/2023 10:30,101.6
01/03/2023 10:45,47.8
01/03/2023 11:00,36.1
01/03/2023 11:15,32
01/03/2023 11:30,31.7
01/03/2023 11:45,46.47500001
01/03/2023 12:00,61.25
01/03/2023 12:15,76.025
01/03/2023 12:30,90.8
01/03/2023 12:45,78
01/03/2023 13:00,84.1
01/03/2023 13:15,88.7
01/03/2023 13:30,88.3
01/03/2023 13:45,88.7
01/03/2023 14:00,92.4
01/03/2023 14:15,94.6
01/03/2023 14:30,97.3
01/03/2023 14:45,99.6
01/03/2023 15:00,100.6
01/03/2023 15:15,101.6
01/03/2023 15:30,102.8
01/03/2023 15:45,101.9
01/03/2023 16:00,102.7
01/03/2023 16:15,104
01/03/2023 16:30,104.3
01/03/2023 16:45,104.8
01/03/2023 17:00,60.9
01/03/2023 17:15,28
01/03/2023 17:30,23.9
01/03/2023 17:45,28.7
01/03/2023 18:00,35.5
01/03/2023 18:15,43.9
01/03/2023 18:30,51.5
01/03/2023 18:45,57.4
01/03/2023 19:00,63.4
01/03/2023 19:15,66.9
01/03/2023 19:30,69.9
01/03/2023 19:45,73.1
01/03/2023 20:00,76.8
01/03/2023 20:15,80.5
01/03/2023 20:30,83.2
01/03/2023 20:45,84.4
01/03/2023 21:00,87.3
01/03/2023 21:15,88.9
01/03/2023 21:30,88.2
01/03/2023 21:45,88.9
01/03/2023 22:00,88.7
01/03/2023 22:15,90.3
01/03/2023 22:30,92.3
01/03/2023 22:45,94.6
01/03/2023 23:00,95.4
01/03/2023 23:15,95.8
01/03/2023 23:30,96.8
01/03/2023 23:45,96.7
02/03/2023 00:00,96.7
02/03/2023 00:15,96.4
02/03/2023 00:30,96.3
02/03/2023 00:45,96.7
02/03/2023 01:00,97.6
02/03/2023 01:15,98
02/03/2023 01:30,98
02/03/2023 01:45,97.8
02/03/2023 02:00,97.9
02/03/2023 02:15,98.7
02/03/2023 02:30,98.2
02/03/2023 02:45,98.3
02/03/2023 03:00,98.3
02/03/2023 03:15,98.6
02/03/2023 03:30,100
02/03/2023 03:45,100.3
02/03/2023 04:00,99.6
02/03/2023 04:15,100.7
02/03/2023 04:30,101.2
02/03/2023 04:45,99.3
02/03/2023 05:00,98.5
02/03/2023 05:15,99.3
02/03/2023 05:30,97.8
02/03/2023 05:45,96.2
02/03/2023 06:00,95.1
02/03/2023 06:15,95.1
02/03/2023 06:30,94
02/03/2023 06:45,93.1
02/03/2023 07:00,92.7
02/03/2023 07:15,93.2
02/03/2023 07:30,93.1
02/03/2023 07:45,94.3
02/03/2023 08:00,95.2
02/03/2023 08:15,95.8
02/03/2023 08:30,96.3
02/03/2023 08:45,96.8
02/03/2023 09:00,99.3
02/03/2023 09:15,100.6
02/03/2023 09:30,101.3
02/03/2023 09:45,97.7
02/03/2023 10:00,96.2
02/03/2023 10:15,81.7
02/03/2023 10:30,44.3
02/03/2023 10:45,38.7
02/03/2023 11:00,37.8
02/03/2023 11:15,39.5
02/03/2023 11:30,41.2
02/03/2023 11:45,42.05
02/03/2023 12:00,42.9
02/03/2023 12:15,43.75
02/03/2023 12:30,44.6
02/03/2023 12:45,48.9
02/03/2023 13:00,55.3
02/03/2023 13:15,61.5
02/03/2023 13:30,67.4
02/03/2023 13:45,71.8
02/03/2023 14:00,76.9
02/03/2023 14:15,80.4
02/03/2023 14:30,82.8
02/03/2023 14:45,86.8
02/03/2023 15:00,91.3
02/03/2023 15:15,92.8
02/03/2023 15:30,95
02/03/2023 15:45,97.4
02/03/2023 16:00,99.4
02/03/2023 16:15,100.6
02/03/2023 16:30,97.9
02/03/2023 16:45,87.9
02/03/2023 17:00,80.9
02/03/2023 17:15,79.3
02/03/2023 17:30,78.5
02/03/2023 17:45,77.4
02/03/2023 18:00,79.3
02/03/2023 18:15,80.6
02/03/2023 18:30,81.6
02/03/2023 18:45,83.8
02/03/2023 19:00,85.6
02/03/2023 19:15,87.2
02/03/2023 19:30,87.4
02/03/2023 19:45,88.1
02/03/2023 20:00,88.6
02/03/2023 20:15,89.4
02/03/2023 20:30,91
02/03/2023 20:45,92.6
02/03/2023 21:00,95.9
02/03/2023 21:15,97
02/03/2023 21:30,97.7
02/03/2023 21:45,97.5
02/03/2023 22:00,97.4
02/03/2023 22:15,98.7
02/03/2023 22:30,99
02/03/2023 22:45,98.9
02/03/2023 23:00,99
02/03/2023 23:15,99.5
02/03/2023 23:30,99.2
02/03/2023 23:45,99.7
03/03/2023 00:00,100.2
03/03/2023 00:15,100.3
03/03/2023 00:30,99.2
03/03/2023 00:45,99.5
03/03/2023 01:00,98.8
03/03/2023 01:15,99.1
03/03/2023 01:30,97.3
03/03/2023 01:45,96.1
03/03/2023 02:00,97.5
03/03/2023 02:15,96.7
03/03/2023 02:30,95.6
03/03/2023 02:45,94.3
03/03/2023 03:00,94.2
03/03/2023 03:15,93.5
03/03/2023 03:30,92.6
03/03/2023 03:45,92.9
03/03/2023 04:00,91.3
03/03/2023 04:15,89.6
03/03/2023 04:30,89.9
03/03/2023 04:45,88.7
03/03/2023 05:00,88.8
03/03/2023 05:15,89.8
03/03/2023 05:30,89.1
03/03/2023 05:45,87.5
03/03/2023 06:00,86.6
03/03/2023 06:15,85.7
03/03/2023 06:30,86.4
03/03/2023 06:45,86.6
03/03/2023 07:00,85.7
03/03/2023 07:15,85.4
03/03/2023 07:30,86.1
03/03/2023 07:45,87.6
03/03/2023 08:00,89.3
03/03/2023 08:15,91.7
03/03/2023 08:30,94.1
03/03/2023 08:45,93.7
03/03/2023 09:00,94.5
03/03/2023 09:15,98.4
03/03/2023 09:30,99.9
03/03/2023 09:45,100.1
03/03/2023 10:00,96
03/03/2023 10:15,95.9
03/03/2023 10:30,48.9
03/03/2023 10:45,26.6
03/03/2023 11:00,23.9
03/03/2023 11:15,19.5
03/03/2023 11:30,19.9
03/03/2023 11:45,21.825
03/03/2023 12:00,23.75
03/03/2023 12:15,25.675
03/03/2023 12:30,27.6
03/03/2023 12:45,28.4
03/03/2023 13:00,28.2
03/03/2023 13:15,28
03/03/2023 13:30,27.7
03/03/2023 13:45,27.9
03/03/2023 14:00,28.3
03/03/2023 14:15,27.8
03/03/2023 14:30,27.6
03/03/2023 14:45,27.9
03/03/2023 15:00,28.3
03/03/2023 15:15,28.7
03/03/2023 15:30,28.7
03/03/2023 15:45,29.5
03/03/2023 16:00,29.6
03/03/2023 16:15,29.8
03/03/2023 16:30,30.6
03/03/2023 16:45,31
03/03/2023 17:00,31.6
03/03/2023 17:15,33.1
03/03/2023 17:30,33.9
03/03/2023 17:45,35.6
03/03/2023 18:00,36.2
03/03/2023 18:15,40.3
03/03/2023 18:30,45.1
03/03/2023 18:45,53.7
03/03/2023 19:00,59.9
03/03/2023 19:15,65
03/03/2023 19:30,69.2
03/03/2023 19:45,69.3
03/03/2023 20:00,71.3
03/03/2023 20:15,73.3
03/03/2023 20:30,73.3
03/03/2023 20:45,74.6
03/03/2023 21:00,73.8
03/03/2023 21:15,72.2
03/03/2023 21:30,70.7
03/03/2023 21:45,69.6
03/03/2023 22:00,67.6
03/03/2023 22:15,65
03/03/2023 22:30,61.6
03/03/2023 22:45,57
03/03/2023 23:00,54.4
03/03/2023 23:15,51.7
03/03/2023 23:30,48.4
03/03/2023 23:45,47.1
04/03/2023 00:00,47.1
04/03/2023 00:15,46.8
04/03/2023 00:30,48.7
04/03/2023 00:45,51.5
04/03/2023 01:00,49.8
04/03/2023 01:15,53.5
04/03/2023 01:30,56.2
04/03/2023 01:45,56.8
04/03/2023 02:00,55.5
04/03/2023 02:15,52.8
04/03/2023 02:30,51.5
04/03/2023 02:45,50.8
04/03/2023 03:00,49.5
04/03/2023 03:15,50
04/03/2023 03:30,50
04/03/2023 03:45,50.4
04/03/2023 04:00,52.7
04/03/2023 04:15,53.5
04/03/2023 04:30,53.1
04/03/2023 04:45,51.9
04/03/2023 05:00,48.8
04/03/2023 05:15,47.1
04/03/2023 05:30,46.1
04/03/2023 05:45,49.1
04/03/2023 06:00,50.4
04/03/2023 06:15,41
04/03/2023 06:30,41.1
04/03/2023 06:45,39.3
04/03/2023 07:00,39
04/03/2023 07:15,40.5
04/03/2023 07:30,43.8
04/03/2023 07:45,46.2
04/03/2023 08:00,48.3
04/03/2023 08:15,49
04/03/2023 08:30,49.4
04/03/2023 08:45,50.1
04/03/2023 09:00,48
04/03/2023 09:15,45.3
04/03/2023 09:30,43
04/03/2023 09:45,39
04/03/2023 10:00,30
