From,NO2 (µg/m3)
11/04/2023 04:45,52
11/04/2023 05:00,51.7
11/04/2023 05:15,50.4
11/04/2023 05:30,48.3
11/04/2023 05:45,47.6
11/04/2023 06:00,47.4
11/04/2023 06:15,46.7
11/04/2023 06:30,45.1
11/04/2023 06:45,46.7
11/04/2023 07:00,49.2
11/04/2023 07:15,62.2
11/04/2023 07:30,69
11/04/2023 07:45,70.1
11/04/2023 08:00,78.8
11/04/2023 08:15,74
11/04/2023 08:30,61.3
11/04/2023 08:45,49
11/04/2023 09:00,42.6
11/04/2023 09:15,38.8
11/04/2023 09:30,35.5
11/04/2023 09:45,33.9
11/04/2023 10:00,32.9
11/04/2023 10:15,31.3
11/04/2023 10:30,29.6
11/04/2023 10:45,30
11/04/2023 11:00,30.1
11/04/2023 11:15,28.8
11/04/2023 11:30,26.5
11/04/2023 11:45,26.275
11/04/2023 12:00,26.05
11/04/2023 12:15,25.825
11/04/2023 12:30,25.6
11/04/2023 12:45,25.2
11/04/2023 13:00,25.6
11/04/2023 13:15,25.8
11/04/2023 13:30,26
11/04/2023 13:45,26.7
11/04/2023 14:00,26.7
11/04/2023 14:15,28.4
11/04/2023 14:30,29.6
11/04/2023 14:45,30.8
11/04/2023 15:00,30.7
11/04/2023 15:15,30.9
11/04/2023 15:30,30.5
11/04/2023 15:45,30.5
11/04/2023 16:00,29.1
11/04/2023 16:15,28.5
11/04/2023 16:30,29
11/04/2023 16:45,29.9
11/04/2023 17:00,31.4
11/04/2023 17:15,33.7
11/04/2023 17:30,35.9
11/04/2023 17:45,36.2
11/04/2023 18:00,36.9
11/04/2023 18:15,38.3
11/04/2023 18:30,40.1
11/04/2023 18:45,42.1
11/04/2023 19:00,45.4
11/04/2023 19:15,51.6
11/04/2023 19:30,57.5
11/04/2023 19:45,64.7
11/04/2023 20:00,69.7
11/04/2023 20:15,71.3
11/04/2023 20:30,72.8
11/04/2023 20:45,73.3
11/04/2023 21:00,65.3
11/04/2023 21:15,66.6
11/04/2023 21:30,70.6
11/04/2023 21:45,71.4
11/04/2023 22:00,72.8
11/04/2023 22:15,73.8
11/04/2023 22:30,73.7
11/04/2023 22:45,72.2
11/04/2023 23:00,71.4
11/04/2023 23:15,71.8
11/04/2023 23:30,67.4
11/04/2023 23:45,62.4
12/04/2023 00:00,59.5
12/04/2023 00:15,56.7
12/04/2023 00:30,54.1
12/04/2023 00:45,51
12/04/2023 01:00,49.4
12/04/2023 01:15,48.3
12/04/2023 01:30,49.3
12/04/2023 01:45,50.2
12/04/2023 02:00,51.1
12/04/2023 02:15,52.4
12/04/2023 02:30,52.9
12/04/2023 02:45,53.6
12/04/2023 03:00,54.2
12/04/2023 03:15,54
12/04/2023 03:30,54.5
12/04/2023 03:45,55.3
12/04/2023 04:00,55
12/04/2023 04:15,51.5
12/04/2023 04:30,49.5
12/04/2023 04:45,50
12/04/2023 05:00,50.4
12/04/2023 05:15,50.3
12/04/2023 05:30,50.2
12/04/2023 05:45,49.7
12/04/2023 06:00,49.2
12/04/2023 06:15,50.1
12/04/2023 06:30,52.2
12/04/2023 06:45,50
12/04/2023 07:00,49.4
12/04/2023 07:15,49.9
12/04/2023 07:30,52
12/04/2023 07:45,54.8
12/04/2023 08:00,57.7
12/04/2023 08:15,60.4
12/04/2023 08:30,60.9
12/04/2023 08:45,59.5
12/04/2023 09:00,56.2
12/04/2023 09:15,50.5
12/04/2023 09:30,45.6
12/04/2023 09:45,42.5
12/04/2023 10:00,41.2
12/04/2023 10:15,41
12/04/2023 10:30,40.5
12/04/2023 10:45,40.2
12/04/2023 11:00,39.1
12/04/2023 11:15,36.5
12/04/2023 11:30,33
12/04/2023 11:45,31.55
12/04/2023 12:00,30.1
12/04/2023 12:15,28.65
12/04/2023 12:30,27.2
12/04/2023 12:45,26.4
12/04/2023 13:00,27
12/04/2023 13:15,27.1
12/04/2023 13:30,26.8
12/04/2023 13:45,27.6
12/04/2023 14:00,28.1
12/04/2023 14:15,28.4
12/04/2023 14:30,27.7
12/04/2023 14:45,28
12/04/2023 15:00,28.2
12/04/2023 15:15,27.4
12/04/2023 15:30,27.1
12/04/2023 15:45,27.5
12/04/2023 16:00,27.8
12/04/2023 16:15,28
12/04/2023 16:30,28.1
12/04/2023 16:45,29.7
12/04/2023 17:00,31.2
12/04/2023 17:15,30.7
12/04/2023 17:30,31
12/04/2023 17:45,32.5
12/04/2023 18:00,34.5
12/04/2023 18:15,37.2
12/04/2023 18:30,41.9
12/04/2023 18:45,47.5
12/04/2023 19:00,49.3
12/04/2023 19:15,50.4
12/04/2023 19:30,51.6
12/04/2023 19:45,55.9
12/04/2023 20:00,64.9
12/04/2023 20:15,72.2
12/04/2023 20:30,76.5
12/04/2023 20:45,79.8
12/04/2023 21:00,78.9
12/04/2023 21:15,78.5
12/04/2023 21:30,78.7
12/04/2023 21:45,77.8
12/04/2023 22:00,76.9
12/04/2023 22:15,76.2
12/04/2023 22:30,74.8
12/04/2023 22:45,74.3
12/04/2023 23:00,70.6
12/04/2023 23:15,72.3
12/04/2023 23:30,73
12/04/2023 23:45,71.8
13/04/2023 00:00,69.6
13/04/2023 00:15,63.2
13/04/2023 00:30,58.6
13/04/2023 00:45,56.4
13/04/2023 01:00,54.7
13/04/2023 01:15,53.9
13/04/2023 01:30,53.7
13/04/2023 01:45,53.4
13/04/2023 02:00,53.7
13/04/2023 02:15,52.8
13/04/2023 02:30,51.9
13/04/2023 02:45,50.6
13/04/2023 03:00,49.4
13/04/2023 03:15,49.3
13/04/2023 03:30,48.6
13/04/2023 03:45,48.4
13/04/2023 04:00,48.6
13/04/2023 04:15,48.6
13/04/2023 04:30,48.2
13/04/2023 04:45,48.1
13/04/2023 05:00,48.2
13/04/2023 05:15,50.6
13/04/2023 05:30,52.5
13/04/2023 05:45,53.8
13/04/2023 06:00,55.1
13/04/2023 06:15,56.1
13/04/2023 06:30,56.8
13/04/2023 06:45,59
13/04/2023 07:00,61.4
13/04/2023 07:15,65.2
13/04/2023 07:30,78.6
13/04/2023 07:45,62.5
13/04/2023 08:00,65.9
13/04/2023 08:15,63.9
13/04/2023 08:30,62.8
13/04/2023 08:45,62
13/04/2023 09:00,58.9
13/04/2023 09:15,56.8
13/04/2023 09:30,55
13/04/2023 09:45,53.3
13/04/2023 10:00,53.2
13/04/2023 10:15,51
13/04/2023 10:30,49.1
13/04/2023 10:45,48.4
13/04/2023 11:00,47.1
13/04/2023 11:15,43.9
13/04/2023 11:30,43.4
13/04/2023 11:45,42.05
13/04/2023 12:00,40.7
13/04/2023 12:15,39.35
13/04/2023 12:30,38
13/04/2023 12:45,36.1
13/04/2023 13:00,33.2
13/04/2023 13:15,32.2
13/04/2023 13:30,32.4
13/04/2023 13:45,31.3
13/04/2023 14:00,31.5
13/04/2023 14:15,32.6
13/04/2023 14:30,32.8
13/04/2023 14:45,33.3
13/04/2023 15:00,28.2
13/04/2023 15:15,23
13/04/2023 15:30,23.2
13/04/2023 15:45,26.4
13/04/2023 16:00,29.1
13/04/2023 16:15,29.8
13/04/2023 16:30,31.8
13/04/2023 16:45,32.6
13/04/2023 17:00,33.1
13/04/2023 17:15,31.6
13/04/2023 17:30,33.2
13/04/2023 17:45,35.6
13/04/2023 18:00,38.2
13/04/2023 18:15,40.8
13/04/2023 18:30,43.3
13/04/2023 18:45,45.6
13/04/2023 19:00,47.8
13/04/2023 19:15,50
13/04/2023 19:30,54.4
13/04/2023 19:45,66.4
13/04/2023 20:00,85.9
13/04/2023 20:15,85.8
13/04/2023 20:30,82.4
13/04/2023 20:45,77.6
13/04/2023 21:00,74.7
13/04/2023 21:15,72.6
13/04/2023 21:30,70
13/04/2023 21:45,67.3
13/04/2023 22:00,66
13/04/2023 22:15,67.7
13/04/2023 22:30,69.3
13/04/2023 22:45,71.3
13/04/2023 23:00,70.2
13/04/2023 23:15,70.7
13/04/2023 23:30,72.8
13/04/2023 23:45,73.8
14/04/2023 00:00,75.3
14/04/2023 00:15,75.2
14/04/2023 00:30,74.9
14/04/2023 00:45,73.6
14/04/2023 01:00,71.5
14/04/2023 01:15,70.1
14/04/2023 01:30,67.7
14/04/2023 01:45,65
14/04/2023 02:00,62.1
14/04/2023 02:15,60.7
14/04/2023 02:30,58.7
14/04/2023 02:45,57
14/04/2023 03:00,56.5
14/04/2023 03:15,55.4
14/04/2023 03:30,54.6
14/04/2023 03:45,56.4
14/04/2023 04:00,58.3
14/04/2023 04:15,60
14/04/2023 04:30,62.4
14/04/2023 04:45,63.1
14/04/2023 05:00,63
14/04/2023 05:15,63.2
14/04/2023 05:30,62.8
14/04/2023 05:45,62.2
14/04/2023 06:00,63.9
14/04/2023 06:15,63.1
14/04/2023 06:30,61.3
14/04/2023 06:45,58.9
14/04/2023 07:00,57.8
14/04/2023 07:15,63.4
14/04/2023 07:30,71.3
14/04/2023 07:45,72.6
14/04/2023 08:00,72.4
14/04/2023 08:15,67.4
14/04/2023 08:30,61.2
14/04/2023 08:45,56.5
14/04/2023 09:00,53.5
14/04/2023 09:15,52.3
14/04/2023 09:30,51.9
14/04/2023 09:45,51.8
14/04/2023 10:00,54.5
14/04/2023 10:15,59.9
14/04/2023 10:30,61.9
14/04/2023 10:45,66.9
14/04/2023 11:00,86
14/04/2023 11:15,83.2
14/04/2023 11:30,97.7
14/04/2023 11:45,93.85
14/04/2023 12:00,90
14/04/2023 12:15,86.15
14/04/2023 12:30,82.3
14/04/2023 12:45,81.6
14/04/2023 13:00,78.4
14/04/2023 13:15,75.2
14/04/2023 13:30,69.7
14/04/2023 13:45,64.9
14/04/2023 14:00,61.4
14/04/2023 14:15,56.4
14/04/2023 14:30,51.7
14/04/2023 14:45,49.4
14/04/2023 15:00,45
14/04/2023 15:15,39.6
14/04/2023 15:30,37.5
14/04/2023 15:45,35.4
14/04/2023 16:00,33.7
14/04/2023 16:15,33.3
14/04/2023 16:30,33.7
14/04/2023 16:45,33.1
14/04/2023 17:00,33.7
14/04/2023 17:15,34.2
14/04/2023 17:30,35.5
14/04/2023 17:45,36.9
14/04/2023 18:00,38.7
14/04/2023 18:15,40.3
14/04/2023 18:30,43.1
14/04/2023 18:45,47.7
14/04/2023 19:00,51
14/04/2023 19:15,51.4
14/04/2023 19:30,50.9
14/04/2023 19:45,49.3
14/04/2023 20:00,50.3
14/04/2023 20:15,53.8
14/04/2023 20:30,58.4
14/04/2023 20:45,62.5
14/04/2023 21:00,64.3
14/04/2023 21:15,62.8
14/04/2023 21:30,58.3
14/04/2023 21:45,55.1
14/04/2023 22:00,55.5
14/04/2023 22:15,56.7
14/04/2023 22:30,57.7
14/04/2023 22:45,58.1
14/04/2023 23:00,59.2
14/04/2023 23:15,61.8
14/04/2023 23:30,64.2
14/04/2023 23:45,67.5
15/04/2023 00:00,69.1
15/04/2023 00:15,68.6
15/04/2023 00:30,66.9
15/04/2023 00:45,66.6
15/04/2023 01:00,64.8
15/04/2023 01:15,64.6
15/04/2023 01:30,67.6
15/04/2023 01:45,70.1
15/04/2023 02:00,70.4
15/04/2023 02:15,69.9
15/04/2023 02:30,68.5
15/04/2023 02:45,70.6
15/04/2023 03:00,62.1
15/04/2023 03:15,68.9
15/04/2023 03:30,75.8
15/04/2023 03:45,77.9
15/04/2023 04:00,78.2
15/04/2023 04:15,79.1
15/04/2023 04:30,76.1
15/04/2023 04:45,73.9
15/04/2023 05:00,72.1
15/04/2023 05:15,67.1
15/04/2023 05:30,64.5
15/04/2023 05:45,60.7
15/04/2023 06:00,59.8
15/04/2023 06:15,59.6
15/04/2023 06:30,59.2
15/04/2023 06:45,57.6
15/04/2023 07:00,57
15/04/2023 07:15,63.4
15/04/2023 07:30,66
15/04/2023 07:45,60.3
15/04/2023 08:00,55.3
15/04/2023 08:15,49.8
15/04/2023 08:30,45.4
15/04/2023 08:45,41.9
15/04/2023 09:00,40.3
15/04/2023 09:15,41.3
15/04/2023 09:30,44.6
15/04/2023 09:45,51.6
15/04/2023 10:00,62.5
15/04/2023 10:15,73.5
15/04/2023 10:30,68.4
15/04/2023 10:45,58
15/04/2023 11:00,51.5
15/04/2023 11:15,48.6
15/04/2023 11:30,46.4
15/04/2023 11:45,52.15
15/04/2023 12:00,57.9
15/04/2023 12:15,63.64999999
15/04/2023 12:30,69.4
15/04/2023 12:45,71.6
15/04/2023 13:00,78.5
15/04/2023 13:15,82
15/04/2023 13:30,78.8
15/04/2023 13:45,71.1
15/04/2023 14:00,64
15/04/2023 14:15,59.9
15/04/2023 14:30,56.7
15/04/2023 14:45,53.5
15/04/2023 15:00,51.1
15/04/2023 15:15,47.3
15/04/2023 15:30,45.3
15/04/2023 15:45,41
15/04/2023 16:00,37.2
15/04/2023 16:15,35.4
15/04/2023 16:30,33.2
15/04/2023 16:45,33.1
15/04/2023 17:00,33.8
15/04/2023 17:15,33.5
15/04/2023 17:30,33.8
15/04/2023 17:45,36.4
15/04/2023 18:00,40.5
15/04/2023 18:15,43.4
15/04/2023 18:30,46
15/04/2023 18:45,50.1
15/04/2023 19:00,54.9
15/04/2023 19:15,59.4
15/04/2023 19:30,60.8
15/04/2023 19:45,59.7
15/04/2023 20:00,61.3
15/04/2023 20:15,65.8
15/04/2023 20:30,68.7
15/04/2023 20:45,73.3
15/04/2023 21:00,78.6
15/04/2023 21:15,80.7
15/04/2023 21:30,77.7
15/04/2023 21:45,71
15/04/2023 22:00,64.3
15/04/2023 22:15,59
15/04/2023 22:30,57.7
15/04/2023 22:45,58.9
15/04/2023 23:00,63.4
15/04/2023 23:15,66.8
15/04/2023 23:30,67.4
15/04/2023 23:45,66.3
16/04/2023 00:00,64.3
16/04/2023 00:15,60.4
16/04/2023 00:30,56.9
16/04/2023 00:45,52.4
16/04/2023 01:00,46.4
16/04/2023 01:15,43.7
16/04/2023 01:30,45.2
16/04/2023 01:45,46.5
16/04/2023 02:00,47.5
16/04/2023 02:15,47.8
16/04/2023 02:30,46.6
16/04/2023 02:45,45.9
16/04/2023 03:00,44.4
16/04/2023 03:15,44.3
16/04/2023 03:30,46
16/04/2023 03:45,46.3
16/04/2023 04:00,47.5
16/04/2023 04:15,47.2
16/04/2023 04:30,47.5
16/04/2023 04:45,48
16/04/2023 05:00,45
16/04/2023 05:15,42.7
16/04/2023 05:30,39.6
16/04/2023 05:45,36.9
16/04/2023 06:00,35.6
16/04/2023 06:15,35.5
16/04/2023 06:30,35.5
16/04/2023 06:45,35
16/04/2023 07:00,35.5
16/04/2023 07:15,36.5
16/04/2023 07:30,38.8
16/04/2023 07:45,42.6
16/04/2023 08:00,42.1
16/04/2023 08:15,39.7
16/04/2023 08:30,36.5
16/04/2023 08:45,34.6
16/04/2023 09:00,33.4
16/04/2023 09:15,31.7
16/04/2023 09:30,29.8
16/04/2023 09:45,29
16/04/2023 10:00,29.3
16/04/2023 10:15,29.4
16/04/2023 10:30,28.4
16/04/2023 10:45,26.9
16/04/2023 11:00,25.6
16/04/2023 11:15,25.7
16/04/2023 11:30,26.4
16/04/2023 11:45,26.65
16/04/2023 12:00,26.9
16/04/2023 12:15,27.15
16/04/2023 12:30,27.4
16/04/2023 12:45,29.2
16/04/2023 13:00,32.4
16/04/2023 13:15,35
16/04/2023 13:30,37
16/04/2023 13:45,39.5
16/04/2023 14:00,38.1
16/04/2023 14:15,35.2
16/04/2023 14:30,32.2
16/04/2023 14:45,29.9
16/04/2023 15:00,29.8
16/04/2023 15:15,28.7
16/04/2023 15:30,27.4
16/04/2023 15:45,26.5
16/04/2023 16:00,26.9
16/04/2023 16:15,26
16/04/2023 16:30,25.4
16/04/2023 16:45,23.7
16/04/2023 17:00,23.6
16/04/2023 17:15,23.7
16/04/2023 17:30,24.3
16/04/2023 17:45,25.9
16/04/2023 18:00,28
16/04/2023 18:15,29.8
16/04/2023 18:30,31.6
16/04/2023 18:45,37.7
16/04/2023 19:00,47.4
16/04/2023 19:15,53
16/04/2023 19:30,60.9
16/04/2023 19:45,65.3
16/04/2023 20:00,66.3
16/04/2023 20:15,80.6
16/04/2023 20:30,75.3
16/04/2023 20:45,73.6
16/04/2023 21:00,72.1
16/04/2023 21:15,70
16/04/2023 21:30,68.2
16/04/2023 21:45,67.3
16/04/2023 22:00,68.5
16/04/2023 22:15,68.6
16/04/2023 22:30,68
16/04/2023 22:45,67.4
16/04/2023 23:00,66.2
16/04/2023 23:15,66.4
16/04/2023 23:30,65.8
16/04/2023 23:45,66
17/04/2023 00:00,65.7
17/04/2023 00:15,65.5
17/04/2023 00:30,65.2
17/04/2023 00:45,63.2
17/04/2023 01:00,61.2
17/04/2023 01:15,60.5
17/04/2023 01:30,61.3
17/04/2023 01:45,61.9
17/04/2023 02:00,60.1
17/04/2023 02:15,68.1
17/04/2023 02:30,69.1
17/04/2023 02:45,67.6
17/04/2023 03:00,70.2
17/04/2023 03:15,69.9
17/04/2023 03:30,65.7
17/04/2023 03:45,64.8
17/04/2023 04:00,64.7
17/04/2023 04:15,63.8
17/04/2023 04:30,62.5
17/04/2023 04:45,61.7
17/04/2023 05:00,61.8
17/04/2023 05:15,60.4
17/04/2023 05:30,57.7
17/04/2023 05:45,57.6
17/04/2023 06:00,57.5
17/04/2023 06:15,58.7
17/04/2023 06:30,60.3
17/04/2023 06:45,60.4
17/04/2023 07:00,61.6
17/04/2023 07:15,62.5
17/04/2023 07:30,86.6
17/04/2023 07:45,73.7
17/04/2023 08:00,79.4
17/04/2023 08:15,79.3
17/04/2023 08:30,55.8
17/04/2023 08:45,48.7
17/04/2023 09:00,44.1
17/04/2023 09:15,39.7
17/04/2023 09:30,35.6
17/04/2023 09:45,33.9
17/04/2023 10:00,33.1
17/04/2023 10:15,35
17/04/2023 10:30,45.5
17/04/2023 10:45,84.2
17/04/2023 11:00,93.8
17/04/2023 11:15,94.1
17/04/2023 11:30,97.9
17/04/2023 11:45,98.85
17/04/2023 12:00,99.8
17/04/2023 12:15,100.75
17/04/2023 12:30,101.7
17/04/2023 12:45,92.9
17/04/2023 13:00,84.4
17/04/2023 13:15,78.5
17/04/2023 13:30,70.8
17/04/2023 13:45,62.5
17/04/2023 14:00,52
17/04/2023 14:15,45.4
17/04/2023 14:30,43.4
17/04/2023 14:45,40.4
17/04/2023 15:00,37.1
17/04/2023 15:15,34.3
17/04/2023 15:30,32.6
17/04/2023 15:45,30.6
17/04/2023 16:00,29.9
17/04/2023 16:15,30.3
17/04/2023 16:30,29.6
17/04/2023 16:45,29
17/04/2023 17:00,29.3
17/04/2023 17:15,29.7
17/04/2023 17:30,32.7
17/04/2023 17:45,36.8
17/04/2023 18:00,41.2
17/04/2023 18:15,46.9
17/04/2023 18:30,53.2
17/04/2023 18:45,59.5
17/04/2023 19:00,68.2
17/04/2023 19:15,75.6
17/04/2023 19:30,80.8
17/04/2023 19:45,82.1
17/04/2023 20:00,83.6
17/04/2023 20:15,83.3
17/04/2023 20:30,81.4
17/04/2023 20:45,82
17/04/2023 21:00,75.3
17/04/2023 21:15,78.7
17/04/2023 21:30,80.5
17/04/2023 21:45,77.4
17/04/2023 22:00,74.8
17/04/2023 22:15,74.1
17/04/2023 22:30,73.9
17/04/2023 22:45,73
17/04/2023 23:00,72.3
17/04/2023 23:15,70.6
17/04/2023 23:30,68.2
17/04/2023 23:45,66.6
18/04/2023 00:00,67.8
18/04/2023 00:15,69.1
18/04/2023 00:30,68.1
18/04/2023 00:45,65.8
18/04/2023 01:00,63.1
18/04/2023 01:15,60.1
18/04/2023 01:30,59.3
18/04/2023 01:45,59.8
18/04/2023 02:00,59
18/04/2023 02:15,56.7
18/04/2023 02:30,56.3
18/04/2023 02:45,57.2
18/04/2023 03:00,58.4
18/04/2023 03:15,60
18/04/2023 03:30,59.4
18/04/2023 03:45,56.3
18/04/2023 04:00,53.9
18/04/2023 04:15,53.1
18/04/2023 04:30,52.3
18/04/2023 04:45,51.5
18/04/2023 05:00,50
18/04/2023 05:15,49.8
18/04/2023 05:30,49.9
18/04/2023 05:45,48.6
18/04/2023 06:00,49.2
18/04/2023 06:15,52.1
18/04/2023 06:30,55
18/04/2023 06:45,58.5
18/04/2023 07:00,64.2
18/04/2023 07:15,69.9
18/04/2023 07:30,74
18/04/2023 07:45,79.4
18/04/2023 08:00,98
18/04/2023 08:15,89.9
18/04/2023 08:30,76.3
18/04/2023 08:45,66.6
18/04/2023 09:00,55.5
18/04/2023 09:15,47.8
18/04/2023 09:30,43.1
18/04/2023 09:45,40.9
18/04/2023 10:00,39.2
18/04/2023 10:15,37.9
18/04/2023 10:30,35.7
18/04/2023 10:45,32.7
18/04/2023 11:00,29.7
18/04/2023 11:15,29.5
18/04/2023 11:30,29.2
18/04/2023 11:45,29.15
18/04/2023 12:00,29.1
18/04/2023 12:15,29.05
18/04/2023 12:30,29
18/04/2023 12:45,29.6
18/04/2023 13:00,29.8
18/04/2023 13:15,31
18/04/2023 13:30,30.8
18/04/2023 13:45,29.9
18/04/2023 14:00,29.9
18/04/2023 14:15,29.2
18/04/2023 14:30,29.5
18/04/2023 14:45,29.8
18/04/2023 15:00,29.7
18/04/2023 15:15,30.1
18/04/2023 15:30,30.1
18/04/2023 15:45,30
18/04/2023 16:00,29.4
18/04/2023 16:15,28.7
18/04/2023 16:30,29
18/04/2023 16:45,29.8
18/04/2023 17:00,30.4
18/04/2023 17:15,30.3
18/04/2023 17:30,30.1
18/04/2023 17:45,29.9
18/04/2023 18:00,31.8
18/04/2023 18:15,33.8
18/04/2023 18:30,37.6
18/04/2023 18:45,43.1
18/04/2023 19:00,50.1
18/04/2023 19:15,58.6
18/04/2023 19:30,71.7
18/04/2023 19:45,80.7
18/04/2023 20:00,80.1
18/04/2023 20:15,79.7
18/04/2023 20:30,79.4
18/04/2023 20:45,80.9
18/04/2023 21:00,81.1
18/04/2023 21:15,80
18/04/2023 21:30,75.8
18/04/2023 21:45,69.9
18/04/2023 22:00,64.3
18/04/2023 22:15,59.7
18/04/2023 22:30,56.2
18/04/2023 22:45,54.2
18/04/2023 23:00,53.8
18/04/2023 23:15,54.1
18/04/2023 23:30,52.1
18/04/2023 23:45,50.2
19/04/2023 00:00,48.8
19/04/2023 00:15,48
19/04/2023 00:30,47.6
19/04/2023 00:45,48.6
19/04/2023 01:00,50.1
19/04/2023 01:15,51.3
19/04/2023 01:30,51.9
19/04/2023 01:45,52.5
19/04/2023 02:00,52.3
19/04/2023 02:15,52.8
19/04/2023 02:30,52.9
19/04/2023 02:45,51.7
19/04/2023 03:00,50.2
19/04/2023 03:15,50.2
19/04/2023 03:30,49.6
19/04/2023 03:45,48.5
19/04/2023 04:00,46.9
19/04/2023 04:15,47.4
19/04/2023 04:30,46.8
19/04/2023 04:45,47.4
19/04/2023 05:00,46.2
19/04/2023 05:15,44.6
19/04/2023 05:30,46
19/04/2023 05:45,49.4
19/04/2023 06:00,49.1
19/04/2023 06:15,49.3
19/04/2023 06:30,51.1
19/04/2023 06:45,53.9
19/04/2023 07:00,56.8
19/04/2023 07:15,65.2
19/04/2023 07:30,66.8
19/04/2023 07:45,55.2
19/04/2023 08:00,53.5
19/04/2023 08:15,50.7
19/04/2023 08:30,48.1
19/04/2023 08:45,45.8
19/04/2023 09:00,42.8
19/04/2023 09:15,39.7
19/04/2023 09:30,37.1
19/04/2023 09:45,34.5
19/04/2023 10:00,32.2
19/04/2023 10:15,30.1
19/04/2023 10:30,29.9
19/04/2023 10:45,29.5
19/04/2023 11:00,29.7
19/04/2023 11:15,30.3
19/04/2023 11:30,29
19/04/2023 11:45,27.85
19/04/2023 12:00,26.7
19/04/2023 12:15,25.55
19/04/2023 12:30,24.4
19/04/2023 12:45,25.8
19/04/2023 13:00,26
19/04/2023 13:15,26.3
19/04/2023 13:30,26.9
19/04/2023 13:45,28.3
19/04/2023 14:00,28.5
19/04/2023 14:15,28.1
19/04/2023 14:30,28.8
19/04/2023 14:45,28.3
19/04/2023 15:00,29.3
19/04/2023 15:15,28.5
19/04/2023 15:30,27.7
19/04/2023 15:45,28.4
19/04/2023 16:00,29.3
19/04/2023 16:15,28.2
19/04/2023 16:30,27.1
19/04/2023 16:45,26.6
19/04/2023 17:00,27.4
19/04/2023 17:15,27.3
19/04/2023 17:30,27.6
19/04/2023 17:45,29.1
19/04/2023 18:00,29.5
19/04/2023 18:15,31.2
19/04/2023 18:30,33.5
19/04/2023 18:45,38.6
19/04/2023 19:00,43.7
19/04/2023 19:15,57.1
19/04/2023 19:30,66.6
19/04/2023 19:45,70.3
19/04/2023 20:00,71.8
19/04/2023 20:15,71.3
19/04/2023 20:30,68.5
19/04/2023 20:45,65.3
19/04/2023 21:00,60.8
19/04/2023 21:15,58
19/04/2023 21:30,55.7
19/04/2023 21:45,52.5
19/04/2023 22:00,46
19/04/2023 22:15,39.6
19/04/2023 22:30,37.6
19/04/2023 22:45,37
19/04/2023 23:00,39.1
19/04/2023 23:15,44.9
19/04/2023 23:30,51.9
19/04/2023 23:45,56.1
20/04/2023 00:00,57.5
20/04/2023 00:15,54.4
20/04/2023 00:30,59.2
20/04/2023 00:45,62.5
20/04/2023 01:00,62.8
20/04/2023 01:15,62.3
20/04/2023 01:30,61.4
20/04/2023 01:45,59.6
20/04/2023 02:00,59
20/04/2023 02:15,57.7
20/04/2023 02:30,55.4
20/04/2023 02:45,57.1
20/04/2023 03:00,59.9
20/04/2023 03:15,60.9
20/04/2023 03:30,61.9
20/04/2023 03:45,66.6
20/04/2023 04:00,62.4
20/04/2023 04:15,56.4
20/04/2023 04:30,51.7
20/04/2023 04:45,49
20/04/2023 05:00,47.6
20/04/2023 05:15,45.5
20/04/2023 05:30,44.8
20/04/2023 05:45,44.2
20/04/2023 06:00,43.8
20/04/2023 06:15,44.7
20/04/2023 06:30,50.6
20/04/2023 06:45,61.7
20/04/2023 07:00,62.6
20/04/2023 07:15,62.7
20/04/2023 07:30,56
20/04/2023 07:45,50.8
20/04/2023 08:00,47.5
20/04/2023 08:15,42.5
20/04/2023 08:30,37.9
20/04/2023 08:45,35.3
20/04/2023 09:00,32.8
20/04/2023 09:15,31.9
20/04/2023 09:30,30.3
20/04/2023 09:45,29.2
20/04/2023 10:00,28.8
20/04/2023 10:15,31
20/04/2023 10:30,31
20/04/2023 10:45,30.1
20/04/2023 11:00,28.5
20/04/2023 11:15,27.7
20/04/2023 11:30,30.7
20/04/2023 11:45,29.475
20/04/2023 12:00,28.25
20/04/2023 12:15,27.025
20/04/2023 12:30,25.8
20/04/2023 12:45,26.6
20/04/2023 13:00,26.6
20/04/2023 13:15,26.7
20/04/2023 13:30,26.7
20/04/2023 13:45,27.8
20/04/2023 14:00,29.9
20/04/2023 14:15,29.5
20/04/2023 14:30,29.1
20/04/2023 14:45,29.5
20/04/2023 15:00,28.8
20/04/2023 15:15,28.4
20/04/2023 15:30,28
20/04/2023 15:45,27.3
20/04/2023 16:00,26.8
20/04/2023 16:15,26.9
20/04/2023 16:30,26.5
20/04/2023 16:45,26.2
20/04/2023 17:00,26.1
20/04/2023 17:15,27.7
20/04/2023 17:30,27.8
20/04/2023 17:45,27.2
20/04/2023 18:00,26.7
20/04/2023 18:15,28.1
20/04/2023 18:30,30
20/04/2023 18:45,31.8
20/04/2023 19:00,34.6
20/04/2023 19:15,36.8
20/04/2023 19:30,37
20/04/2023 19:45,36.1
20/04/2023 20:00,35.7
20/04/2023 20:15,35.1
20/04/2023 20:30,35.5
20/04/2023 20:45,36.7
20/04/2023 21:00,35.9
20/04/2023 21:15,35.4
20/04/2023 21:30,36.4
20/04/2023 21:45,38.1
20/04/2023 22:00,36.9
20/04/2023 22:15,34.9
20/04/2023 22:30,34
20/04/2023 22:45,34
20/04/2023 23:00,34
20/04/2023 23:15,33
20/04/2023 23:30,32.2
20/04/2023 23:45,31.4
21/04/2023 00:00,31.6
21/04/2023 00:15,30.8
21/04/2023 00:30,28.7
