From,PM2.5 (µg/m3)
22/02/2023 23:30,109
22/02/2023 23:45,84
23/02/2023 00:00,84
23/02/2023 00:15,84
23/02/2023 00:30,84
23/02/2023 00:45,84
23/02/2023 01:00,84
23/02/2023 01:15,84
23/02/2023 01:30,84
23/02/2023 01:45,96
23/02/2023 02:00,96
23/02/2023 02:15,96
23/02/2023 02:30,96
23/02/2023 02:45,107
23/02/2023 03:00,107
23/02/2023 03:15,107
23/02/2023 03:30,107
23/02/2023 03:45,86
23/02/2023 04:00,86
23/02/2023 04:15,86
23/02/2023 04:30,86
23/02/2023 04:45,119
23/02/2023 05:00,119
23/02/2023 05:15,119
23/02/2023 05:30,119
23/02/2023 05:45,142
23/02/2023 06:00,142
23/02/2023 06:15,142
23/02/2023 06:30,142
23/02/2023 06:45,232
23/02/2023 07:00,232
23/02/2023 07:15,232
23/02/2023 07:30,232
23/02/2023 07:45,448
23/02/2023 08:00,448
23/02/2023 08:15,448
23/02/2023 08:30,448
23/02/2023 08:45,101
23/02/2023 09:00,101
23/02/2023 09:15,101
23/02/2023 09:30,101
23/02/2023 09:45,57
23/02/2023 10:00,57
23/02/2023 10:15,57
23/02/2023 10:30,57
23/02/2023 10:45,56
23/02/2023 11:00,56
23/02/2023 11:15,56
23/02/2023 11:30,56
23/02/2023 11:45,44
23/02/2023 12:00,44
23/02/2023 12:15,44
23/02/2023 12:30,44
23/02/2023 12:45,32
23/02/2023 13:00,32
23/02/2023 13:15,32
23/02/2023 13:30,32
23/02/2023 13:45,28
23/02/2023 14:00,28
23/02/2023 14:15,28
23/02/2023 14:30,28
23/02/2023 14:45,31
23/02/2023 15:00,31
23/02/2023 15:15,31
23/02/2023 15:30,31
23/02/2023 15:45,29
23/02/2023 16:00,29
23/02/2023 16:15,29
23/02/2023 16:30,29
23/02/2023 16:45,30
23/02/2023 17:00,30
23/02/2023 17:15,30
23/02/2023 17:30,30
23/02/2023 17:45,51
23/02/2023 18:00,51
23/02/2023 18:15,51
23/02/2023 18:30,51
23/02/2023 18:45,48
23/02/2023 19:00,48
23/02/2023 19:15,48
23/02/2023 19:30,48
23/02/2023 19:45,47
23/02/2023 20:00,47
23/02/2023 20:15,47
23/02/2023 20:30,47
23/02/2023 20:45,43
23/02/2023 21:00,43
23/02/2023 21:15,43
23/02/2023 21:30,43
23/02/2023 21:45,58
23/02/2023 22:00,58
23/02/2023 22:15,58
23/02/2023 22:30,58
23/02/2023 22:45,65
23/02/2023 23:00,65
23/02/2023 23:15,65
23/02/2023 23:30,65
23/02/2023 23:45,90
24/02/2023 00:00,90
24/02/2023 00:15,90
24/02/2023 00:30,90
24/02/2023 00:45,106
24/02/2023 01:00,106
24/02/2023 01:15,106
24/02/2023 01:30,106
24/02/2023 01:45,117
24/02/2023 02:00,117
24/02/2023 02:15,117
24/02/2023 02:30,117
24/02/2023 02:45,101
24/02/2023 03:00,101
24/02/2023 03:15,101
24/02/2023 03:30,101
24/02/2023 03:45,90
24/02/2023 04:00,90
24/02/2023 04:15,90
24/02/2023 04:30,90
24/02/2023 04:45,91
24/02/2023 05:00,91
24/02/2023 05:15,91
24/02/2023 05:30,91
24/02/2023 05:45,121
24/02/2023 06:00,121
24/02/2023 06:15,121
24/02/2023 06:30,121
24/02/2023 06:45,199
24/02/2023 07:00,199
24/02/2023 07:15,199
24/02/2023 07:30,199
24/02/2023 07:45,208
24/02/2023 08:00,208
24/02/2023 08:15,208
24/02/2023 08:30,208
24/02/2023 08:45,118
24/02/2023 09:00,118
24/02/2023 09:15,118
24/02/2023 09:30,118
24/02/2023 09:45,94
24/02/2023 10:00,94
24/02/2023 10:15,94
24/02/2023 10:30,94
24/02/2023 10:45,70
24/02/2023 11:00,70
24/02/2023 11:15,70
24/02/2023 11:30,70
24/02/2023 11:45,64
24/02/2023 12:00,64
24/02/2023 12:15,64
24/02/2023 12:30,64
24/02/2023 12:45,50
24/02/2023 13:00,50
24/02/2023 13:15,50
24/02/2023 13:30,50
24/02/2023 13:45,33
24/02/2023 14:00,33
24/02/2023 14:15,33
24/02/2023 14:30,33
24/02/2023 14:45,31
24/02/2023 15:00,31
24/02/2023 15:15,31
24/02/2023 15:30,31
24/02/2023 15:45,42
24/02/2023 16:00,42
24/02/2023 16:15,42
24/02/2023 16:30,42
24/02/2023 16:45,41
24/02/2023 17:00,41
24/02/2023 17:15,41
24/02/2023 17:30,41
24/02/2023 17:45,35
24/02/2023 18:00,35
24/02/2023 18:15,35
24/02/2023 18:30,35
24/02/2023 18:45,56
24/02/2023 19:00,56
24/02/2023 19:15,56
24/02/2023 19:30,56
24/02/2023 19:45,55
24/02/2023 20:00,55
24/02/2023 20:15,55
24/02/2023 20:30,55
24/02/2023 20:45,35
24/02/2023 21:00,35
24/02/2023 21:15,35
24/02/2023 21:30,35
24/02/2023 21:45,79
24/02/2023 22:00,79
24/02/2023 22:15,79
24/02/2023 22:30,79
24/02/2023 22:45,78
24/02/2023 23:00,78
24/02/2023 23:15,78
24/02/2023 23:30,78
24/02/2023 23:45,96
25/02/2023 00:00,96
25/02/2023 00:15,96
25/02/2023 00:30,96
25/02/2023 00:45,98
25/02/2023 01:00,98
25/02/2023 01:15,98
25/02/2023 01:30,98
25/02/2023 01:45,104
25/02/2023 02:00,104
25/02/2023 02:15,104
25/02/2023 02:30,104
25/02/2023 02:45,98
25/02/2023 03:00,98
25/02/2023 03:15,98
25/02/2023 03:30,98
25/02/2023 03:45,89
25/02/2023 04:00,89
25/02/2023 04:15,89
25/02/2023 04:30,89
25/02/2023 04:45,107
25/02/2023 05:00,107
25/02/2023 05:15,107
25/02/2023 05:30,107
25/02/2023 05:45,120
25/02/2023 06:00,120
25/02/2023 06:15,120
25/02/2023 06:30,120
25/02/2023 06:45,259
25/02/2023 07:00,259
25/02/2023 07:15,259
25/02/2023 07:30,259
25/02/2023 07:45,285
25/02/2023 08:00,285
25/02/2023 08:15,285
25/02/2023 08:30,285
25/02/2023 08:45,218
25/02/2023 09:00,218
25/02/2023 09:15,218
25/02/2023 09:30,218
25/02/2023 09:45,123
25/02/2023 10:00,123
25/02/2023 10:15,123
25/02/2023 10:30,123
25/02/2023 10:45,74
25/02/2023 11:00,74
25/02/2023 11:15,74
25/02/2023 11:30,74
25/02/2023 11:45,44
25/02/2023 12:00,44
25/02/2023 12:15,44
25/02/2023 12:30,44
25/02/2023 12:45,40
25/02/2023 13:00,40
25/02/2023 13:15,40
25/02/2023 13:30,40
25/02/2023 13:45,47
25/02/2023 14:00,47
25/02/2023 14:15,47
25/02/2023 14:30,47
25/02/2023 14:45,37
25/02/2023 15:00,37
25/02/2023 15:15,37
25/02/2023 15:30,37
25/02/2023 15:45,27
25/02/2023 16:00,27
25/02/2023 16:15,27
25/02/2023 16:30,27
25/02/2023 16:45,28
25/02/2023 17:00,28
25/02/2023 17:15,28
25/02/2023 17:30,28
25/02/2023 17:45,34
25/02/2023 18:00,34
25/02/2023 18:15,34
25/02/2023 18:30,34
25/02/2023 18:45,66
25/02/2023 19:00,66
25/02/2023 19:15,66
25/02/2023 19:30,66
25/02/2023 19:45,60
25/02/2023 20:00,60
25/02/2023 20:15,60
25/02/2023 20:30,60
25/02/2023 20:45,53
25/02/2023 21:00,53
25/02/2023 21:15,53
25/02/2023 21:30,53
25/02/2023 21:45,66
25/02/2023 22:00,66
25/02/2023 22:15,66
25/02/2023 22:30,66
25/02/2023 22:45,124
25/02/2023 23:00,124
25/02/2023 23:15,124
25/02/2023 23:30,124
25/02/2023 23:45,119
26/02/2023 00:00,119
26/02/2023 00:15,119
26/02/2023 00:30,119
26/02/2023 00:45,121
26/02/2023 01:00,121
26/02/2023 01:15,121
26/02/2023 01:30,121
26/02/2023 01:45,99
26/02/2023 02:00,99
26/02/2023 02:15,99
26/02/2023 02:30,99
26/02/2023 02:45,84
26/02/2023 03:00,84
26/02/2023 03:15,84
26/02/2023 03:30,84
26/02/2023 03:45,92
26/02/2023 04:00,92
26/02/2023 04:15,92
26/02/2023 04:30,92
26/02/2023 04:45,108
26/02/2023 05:00,108
26/02/2023 05:15,108
26/02/2023 05:30,108
26/02/2023 05:45,111
26/02/2023 06:00,111
26/02/2023 06:15,111
26/02/2023 06:30,111
26/02/2023 06:45,109
26/02/2023 07:00,109
26/02/2023 07:15,109
26/02/2023 07:30,109
26/02/2023 07:45,185
26/02/2023 08:00,185
26/02/2023 08:15,185
26/02/2023 08:30,185
26/02/2023 08:45,83
26/02/2023 09:00,83
26/02/2023 09:15,83
26/02/2023 09:30,83
26/02/2023 09:45,79
26/02/2023 10:00,79
26/02/2023 10:15,79
26/02/2023 10:30,79
26/02/2023 10:45,47
26/02/2023 11:00,47
26/02/2023 11:15,47
26/02/2023 11:30,47
26/02/2023 11:45,31
26/02/2023 12:00,31
26/02/2023 12:15,31
26/02/2023 12:30,31
26/02/2023 12:45,31
26/02/2023 13:00,31
26/02/2023 13:15,31
26/02/2023 13:30,31
26/02/2023 13:45,30
26/02/2023 14:00,30
26/02/2023 14:15,30
26/02/2023 14:30,30
26/02/2023 14:45,32
26/02/2023 15:00,32
26/02/2023 15:15,32
26/02/2023 15:30,32
26/02/2023 15:45,27
26/02/2023 16:00,27
26/02/2023 16:15,27
26/02/2023 16:30,27
26/02/2023 16:45,20
26/02/2023 17:00,20
26/02/2023 17:15,20
26/02/2023 17:30,20
26/02/2023 17:45,42
26/02/2023 18:00,42
26/02/2023 18:15,42
26/02/2023 18:30,42
26/02/2023 18:45,77
26/02/2023 19:00,77
26/02/2023 19:15,77
26/02/2023 19:30,77
26/02/2023 19:45,31
26/02/2023 20:00,31
26/02/2023 20:15,31
26/02/2023 20:30,31
26/02/2023 20:45,82
26/02/2023 21:00,82
26/02/2023 21:15,82
26/02/2023 21:30,82
26/02/2023 21:45,98
26/02/2023 22:00,98
26/02/2023 22:15,98
26/02/2023 22:30,98
26/02/2023 22:45,83
26/02/2023 23:00,83
26/02/2023 23:15,83
26/02/2023 23:30,83
26/02/2023 23:45,101
27/02/2023 00:00,101
27/02/2023 00:15,101
27/02/2023 00:30,101
27/02/2023 00:45,102
27/02/2023 01:00,102
27/02/2023 01:15,102
27/02/2023 01:30,102
27/02/2023 01:45,126
27/02/2023 02:00,126
27/02/2023 02:15,126
27/02/2023 02:30,126
27/02/2023 02:45,99
27/02/2023 03:00,99
27/02/2023 03:15,99
27/02/2023 03:30,99
27/02/2023 03:45,99
27/02/2023 04:00,99
27/02/2023 04:15,99
27/02/2023 04:30,99
27/02/2023 04:45,105
27/02/2023 05:00,105
27/02/2023 05:15,105
27/02/2023 05:30,105
27/02/2023 05:45,64
27/02/2023 06:00,64
27/02/2023 06:15,64
27/02/2023 06:30,64
27/02/2023 06:45,89
27/02/2023 07:00,89
27/02/2023 07:15,89
27/02/2023 07:30,89
27/02/2023 07:45,104
27/02/2023 08:00,104
27/02/2023 08:15,104
27/02/2023 08:30,104
27/02/2023 08:45,98
27/02/2023 09:00,98
27/02/2023 09:15,98
27/02/2023 09:30,98
27/02/2023 09:45,48
27/02/2023 10:00,48
27/02/2023 10:15,48
27/02/2023 10:30,48
27/02/2023 10:45,44
27/02/2023 11:00,44
27/02/2023 11:15,44
27/02/2023 11:30,44
27/02/2023 11:45,52
27/02/2023 12:00,52
27/02/2023 12:15,52
27/02/2023 12:30,52
27/02/2023 12:45,27
27/02/2023 13:00,27
27/02/2023 13:15,27
27/02/2023 13:30,27
27/02/2023 13:45,29
27/02/2023 14:00,29
27/02/2023 14:15,29
27/02/2023 14:30,29
27/02/2023 14:45,20
27/02/2023 15:00,20
27/02/2023 15:15,20
27/02/2023 15:30,20
27/02/2023 15:45,25
27/02/2023 16:00,25
27/02/2023 16:15,25
27/02/2023 16:30,25
27/02/2023 16:45,32
27/02/2023 17:00,32
27/02/2023 17:15,32
27/02/2023 17:30,32
27/02/2023 17:45,44
27/02/2023 18:00,44
27/02/2023 18:15,44
27/02/2023 18:30,44
27/02/2023 18:45,85
27/02/2023 19:00,85
27/02/2023 19:15,85
27/02/2023 19:30,85
27/02/2023 19:45,165
27/02/2023 20:00,165
27/02/2023 20:15,165
27/02/2023 20:30,165
27/02/2023 20:45,109
27/02/2023 21:00,109
27/02/2023 21:15,109
27/02/2023 21:30,109
27/02/2023 21:45,86
27/02/2023 22:00,86
27/02/2023 22:15,86
27/02/2023 22:30,86
27/02/2023 22:45,123
27/02/2023 23:00,123
27/02/2023 23:15,123
27/02/2023 23:30,123
27/02/2023 23:45,138
28/02/2023 00:00,138
28/02/2023 00:15,138
28/02/2023 00:30,138
28/02/2023 00:45,108
28/02/2023 01:00,108
28/02/2023 01:15,108
28/02/2023 01:30,108
28/02/2023 01:45,90
28/02/2023 02:00,90
28/02/2023 02:15,90
28/02/2023 02:30,90
28/02/2023 02:45,94
28/02/2023 03:00,94
28/02/2023 03:15,94
28/02/2023 03:30,94
28/02/2023 03:45,94
28/02/2023 04:00,94
28/02/2023 04:15,94
28/02/2023 04:30,94
28/02/2023 04:45,99
28/02/2023 05:00,99
28/02/2023 05:15,99
28/02/2023 05:30,99
28/02/2023 05:45,144
28/02/2023 06:00,144
28/02/2023 06:15,144
28/02/2023 06:30,144
28/02/2023 06:45,110
28/02/2023 07:00,110
28/02/2023 07:15,110
28/02/2023 07:30,110
28/02/2023 07:45,132
28/02/2023 08:00,132
28/02/2023 08:15,132
28/02/2023 08:30,132
28/02/2023 08:45,100
28/02/2023 09:00,100
28/02/2023 09:15,100
28/02/2023 09:30,100
28/02/2023 09:45,112
28/02/2023 10:00,112
28/02/2023 10:15,112
28/02/2023 10:30,112
28/02/2023 10:45,42
28/02/2023 11:00,42
28/02/2023 11:15,42
28/02/2023 11:30,42
28/02/2023 11:45,36
28/02/2023 12:00,36
28/02/2023 12:15,36
28/02/2023 12:30,36
28/02/2023 12:45,32
28/02/2023 13:00,32
28/02/2023 13:15,32
28/02/2023 13:30,32
28/02/2023 13:45,39
28/02/2023 14:00,39
28/02/2023 14:15,39
28/02/2023 14:30,39
28/02/2023 14:45,39
28/02/2023 15:00,39
28/02/2023 15:15,39
28/02/2023 15:30,39
28/02/2023 15:45,40
28/02/2023 16:00,40
28/02/2023 16:15,40
28/02/2023 16:30,40
28/02/2023 16:45,50
28/02/2023 17:00,50
28/02/2023 17:15,50
28/02/2023 17:30,50
28/02/2023 17:45,40
28/02/2023 18:00,40
28/02/2023 18:15,40
28/02/2023 18:30,40
28/02/2023 18:45,42
28/02/2023 19:00,42
28/02/2023 19:15,42
28/02/2023 19:30,42
28/02/2023 19:45,62
28/02/2023 20:00,62
28/02/2023 20:15,62
28/02/2023 20:30,62
28/02/2023 20:45,81
28/02/2023 21:00,81
28/02/2023 21:15,81
28/02/2023 21:30,81
28/02/2023 21:45,86
28/02/2023 22:00,86
28/02/2023 22:15,86
28/02/2023 22:30,86
28/02/2023 22:45,82
28/02/2023 23:00,82
28/02/2023 23:15,82
28/02/2023 23:30,82
28/02/2023 23:45,86
01/03/2023 00:00,90
01/03/2023 00:15,90
01/03/2023 00:30,90
01/03/2023 00:45,121
01/03/2023 01:00,121
01/03/2023 01:15,121
01/03/2023 01:30,121
01/03/2023 01:45,143
01/03/2023 02:00,143
01/03/2023 02:15,143
01/03/2023 02:30,143
01/03/2023 02:45,105
01/03/2023 03:00,105
01/03/2023 03:15,105
01/03/2023 03:30,105
01/03/2023 03:45,110
01/03/2023 04:00,110
01/03/2023 04:15,110
01/03/2023 04:30,110
01/03/2023 04:45,105
01/03/2023 05:00,105
01/03/2023 05:15,105
01/03/2023 05:30,105
01/03/2023 05:45,111
01/03/2023 06:00,111
01/03/2023 06:15,111
01/03/2023 06:30,111
01/03/2023 06:45,91
01/03/2023 07:00,91
01/03/2023 07:15,91
01/03/2023 07:30,91
01/03/2023 07:45,146
01/03/2023 08:00,146
01/03/2023 08:15,146
01/03/2023 08:30,146
01/03/2023 08:45,153
01/03/2023 09:00,153
01/03/2023 09:15,153
01/03/2023 09:30,153
01/03/2023 09:45,107
01/03/2023 10:00,107
01/03/2023 10:15,107
01/03/2023 10:30,107
01/03/2023 10:45,72
01/03/2023 11:00,72
01/03/2023 11:15,72
01/03/2023 11:30,72
01/03/2023 11:45,46
01/03/2023 12:00,46
01/03/2023 12:15,46
01/03/2023 12:30,46
01/03/2023 12:45,47
01/03/2023 13:00,47
01/03/2023 13:15,47
01/03/2023 13:30,47
01/03/2023 13:45,46
01/03/2023 14:00,46
01/03/2023 14:15,46
01/03/2023 14:30,46
01/03/2023 14:45,38
01/03/2023 15:00,38
01/03/2023 15:15,38
01/03/2023 15:30,38
01/03/2023 15:45,43
01/03/2023 16:00,43
01/03/2023 16:15,43
01/03/2023 16:30,43
01/03/2023 16:45,57
01/03/2023 17:00,57
01/03/2023 17:15,57
01/03/2023 17:30,57
01/03/2023 17:45,55
01/03/2023 18:00,55
01/03/2023 18:15,55
01/03/2023 18:30,55
01/03/2023 18:45,171
01/03/2023 19:00,171
01/03/2023 19:15,171
01/03/2023 19:30,171
01/03/2023 19:45,50
01/03/2023 20:00,50
01/03/2023 20:15,50
01/03/2023 20:30,50
01/03/2023 20:45,59
01/03/2023 21:00,59
01/03/2023 21:15,59
01/03/2023 21:30,59
01/03/2023 21:45,60
01/03/2023 22:00,60
01/03/2023 22:15,60
01/03/2023 22:30,60
01/03/2023 22:45,93
01/03/2023 23:00,93
01/03/2023 23:15,93
01/03/2023 23:30,93
01/03/2023 23:45,133
02/03/2023 00:00,133
02/03/2023 00:15,133
02/03/2023 00:30,133
02/03/2023 00:45,113
02/03/2023 01:00,113
02/03/2023 01:15,113
02/03/2023 01:30,113
02/03/2023 01:45,112
02/03/2023 02:00,112
02/03/2023 02:15,112
02/03/2023 02:30,112
02/03/2023 02:45,114
02/03/2023 03:00,114
02/03/2023 03:15,114
02/03/2023 03:30,114
02/03/2023 03:45,116
02/03/2023 04:00,116
02/03/2023 04:15,116
02/03/2023 04:30,116
02/03/2023 04:45,89
02/03/2023 05:00,89
02/03/2023 05:15,89
02/03/2023 05:30,89
02/03/2023 05:45,84
02/03/2023 06:00,84
02/03/2023 06:15,84
02/03/2023 06:30,84
02/03/2023 06:45,70
02/03/2023 07:00,70
02/03/2023 07:15,70
02/03/2023 07:30,70
02/03/2023 07:45,123
02/03/2023 08:00,123
02/03/2023 08:15,123
02/03/2023 08:30,123
02/03/2023 08:45,83
02/03/2023 09:00,83
02/03/2023 09:15,83
02/03/2023 09:30,83
02/03/2023 09:45,81
02/03/2023 10:00,81
02/03/2023 10:15,81
02/03/2023 10:30,81
02/03/2023 10:45,70
02/03/2023 11:00,70
02/03/2023 11:15,70
02/03/2023 11:30,70
02/03/2023 11:45,69
02/03/2023 12:00,69
02/03/2023 12:15,69
02/03/2023 12:30,69
02/03/2023 12:45,66
02/03/2023 13:00,66
02/03/2023 13:15,66
02/03/2023 13:30,66
02/03/2023 13:45,62
02/03/2023 14:00,62
02/03/2023 14:15,62
02/03/2023 14:30,62
02/03/2023 14:45,60
02/03/2023 15:00,60
02/03/2023 15:15,60
02/03/2023 15:30,60
02/03/2023 15:45,50
02/03/2023 16:00,50
02/03/2023 16:15,50
02/03/2023 16:30,50
02/03/2023 16:45,65
02/03/2023 17:00,65
02/03/2023 17:15,65
02/03/2023 17:30,65
02/03/2023 17:45,77
02/03/2023 18:00,77
02/03/2023 18:15,77
02/03/2023 18:30,77
02/03/2023 18:45,107
02/03/2023 19:00,107
02/03/2023 19:15,107
02/03/2023 19:30,107
02/03/2023 19:45,50
02/03/2023 20:00,50
02/03/2023 20:15,50
02/03/2023 20:30,50
02/03/2023 20:45,56
02/03/2023 21:00,56
02/03/2023 21:15,56
02/03/2023 21:30,56
02/03/2023 21:45,61
02/03/2023 22:00,61
02/03/2023 22:15,61
02/03/2023 22:30,61
02/03/2023 22:45,84
02/03/2023 23:00,84
02/03/2023 23:15,84
02/03/2023 23:30,84
02/03/2023 23:45,81
03/03/2023 00:00,81
03/03/2023 00:15,81
03/03/2023 00:30,81
03/03/2023 00:45,81
03/03/2023 01:00,81
03/03/2023 01:15,81
03/03/2023 01:30,81
03/03/2023 01:45,99
03/03/2023 02:00,99
03/03/2023 02:15,99
03/03/2023 02:30,99
03/03/2023 02:45,94
03/03/2023 03:00,94
03/03/2023 03:15,94
03/03/2023 03:30,94
03/03/2023 03:45,102
03/03/2023 04:00,102
03/03/2023 04:15,102
03/03/2023 04:30,102
03/03/2023 04:45,84
03/03/2023 05:00,84
03/03/2023 05:15,84
03/03/2023 05:30,84
03/03/2023 05:45,95
03/03/2023 06:00,95
03/03/2023 06:15,95
03/03/2023 06:30,95
03/03/2023 06:45,134
03/03/2023 07:00,134
03/03/2023 07:15,134
03/03/2023 07:30,134
03/03/2023 07:45,119
03/03/2023 08:00,119
03/03/2023 08:15,119
03/03/2023 08:30,119
03/03/2023 08:45,122
03/03/2023 09:00,122
03/03/2023 09:15,122
03/03/2023 09:30,122
03/03/2023 09:45,100
03/03/2023 10:00,100
03/03/2023 10:15,100
03/03/2023 10:30,100
03/03/2023 10:45,48
03/03/2023 11:00,48
03/03/2023 11:15,48
03/03/2023 11:30,48
03/03/2023 11:45,86
03/03/2023 12:00,86
03/03/2023 12:15,86
03/03/2023 12:30,86
03/03/2023 12:45,30
03/03/2023 13:00,30
03/03/2023 13:15,30
03/03/2023 13:30,30
03/03/2023 13:45,28
03/03/2023 14:00,28
03/03/2023 14:15,28
03/03/2023 14:30,28
03/03/2023 14:45,28
03/03/2023 15:00,28
03/03/2023 15:15,28
03/03/2023 15:30,28
03/03/2023 15:45,24
03/03/2023 16:00,24
03/03/2023 16:15,24
03/03/2023 16:30,24
03/03/2023 16:45,32
03/03/2023 17:00,32
03/03/2023 17:15,32
03/03/2023 17:30,32
03/03/2023 17:45,36
03/03/2023 18:00,36
03/03/2023 18:15,36
03/03/2023 18:30,36
03/03/2023 18:45,50
03/03/2023 19:00,50
03/03/2023 19:15,50
03/03/2023 19:30,50
03/03/2023 19:45,109
03/03/2023 20:00,109
03/03/2023 20:15,109
03/03/2023 20:30,109
03/03/2023 20:45,71
03/03/2023 21:00,71
03/03/2023 21:15,71
03/03/2023 21:30,71
03/03/2023 21:45,103
03/03/2023 22:00,103
03/03/2023 22:15,103
03/03/2023 22:30,103
03/03/2023 22:45,135
03/03/2023 23:00,135
03/03/2023 23:15,135
03/03/2023 23:30,135
03/03/2023 23:45,83
04/03/2023 00:00,83
04/03/2023 00:15,83
04/03/2023 00:30,83
04/03/2023 00:45,86
04/03/2023 01:00,86
04/03/2023 01:15,86
04/03/2023 01:30,86
04/03/2023 01:45,111
04/03/2023 02:00,111
04/03/2023 02:15,111
04/03/2023 02:30,111
04/03/2023 02:45,99
04/03/2023 03:00,99
04/03/2023 03:15,99
04/03/2023 03:30,99
04/03/2023 03:45,106
04/03/2023 04:00,106
04/03/2023 04:15,106
04/03/2023 04:30,106
04/03/2023 04:45,117
04/03/2023 05:00,117
04/03/2023 05:15,117
04/03/2023 05:30,117
04/03/2023 05:45,106
04/03/2023 06:00,106
04/03/2023 06:15,106
04/03/2023 06:30,106
04/03/2023 06:45,86
04/03/2023 07:00,86
04/03/2023 07:15,86
04/03/2023 07:30,86
04/03/2023 07:45,142
04/03/2023 08:00,142
04/03/2023 08:15,142
04/03/2023 08:30,142
04/03/2023 08:45,109
04/03/2023 09:00,109
04/03/2023 09:15,109
04/03/2023 09:30,109
04/03/2023 09:45,69
04/03/2023 10:00,69
04/03/2023 10:15,69
04/03/2023 10:30,69
04/03/2023 10:45,60
04/03/2023 11:00,60
04/03/2023 11:15,60
04/03/2023 11:30,60
04/03/2023 11:45,42
04/03/2023 12:00,42
04/03/2023 12:15,42
04/03/2023 12:30,42
04/03/2023 12:45,32
04/03/2023 13:00,32
04/03/2023 13:15,32
04/03/2023 13:30,32
04/03/2023 13:45,32
04/03/2023 14:00,32
04/03/2023 14:15,32
04/03/2023 14:30,32
04/03/2023 14:45,35
04/03/2023 15:00,35
04/03/2023 15:15,35
04/03/2023 15:30,35
04/03/2023 15:45,33
04/03/2023 16:00,33
04/03/2023 16:15,33
04/03/2023 16:30,33
04/03/2023 16:45,31
04/03/2023 17:00,31
04/03/2023 17:15,31
04/03/2023 17:30,31
04/03/2023 17:45,33
04/03/2023 18:00,33
04/03/2023 18:15,33
04/03/2023 18:30,33
04/03/2023 18:45,51
04/03/2023 19:00,51
04/03/2023 19:15,51
04/03/2023 19:30,51
04/03/2023 19:45,42
04/03/2023 20:00,42
04/03/2023 20:15,42
04/03/2023 20:30,42
04/03/2023 20:45,44
04/03/2023 21:00,44
04/03/2023 21:15,44
04/03/2023 21:30,44
04/03/2023 21:45,33
04/03/2023 22:00,33
04/03/2023 22:15,33
04/03/2023 22:30,33
04/03/2023 22:45,37
04/03/2023 23:00,37
04/03/2023 23:15,37
04/03/2023 23:30,37
04/03/2023 23:45,48
05/03/2023 00:00,48
05/03/2023 00:15,48
05/03/2023 00:30,48.48148148
05/03/2023 00:45,48.96296296
05/03/2023 01:00,49.44444444
05/03/2023 01:15,49.92592593
05/03/2023 01:30,50.40740741
05/03/2023 01:45,50.88888889
05/03/2023 02:00,51.37037037
05/03/2023 02:15,51.85185185
05/03/2023 02:30,52.33333333
05/03/2023 02:45,52.81481482
05/03/2023 03:00,53.2962963
05/03/2023 03:15,53.77777778
05/03/2023 03:30,54.25925926
05/03/2023 03:45,54.74074074
05/03/2023 04:00,55.22222222
05/03/2023 04:15,55.7037037
05/03/2023 04:30,56.18518519
05/03/2023 04:45,56.66666667
05/03/2023 05:00,57.14814815
05/03/2023 05:15,57.62962963
05/03/2023 05:30,58.11111111
05/03/2023 05:45,58.59259259
05/03/2023 06:00,59.07407407
05/03/2023 06:15,59.55555556
05/03/2023 06:30,60.03703704
05/03/2023 06:45,60.51851852
05/03/2023 07:00,61
05/03/2023 07:15,61.48148148
05/03/2023 07:30,61.96296296
05/03/2023 07:45,62.44444444
05/03/2023 08:00,62.92592593
05/03/2023 08:15,63.40740741
05/03/2023 08:30,63.88888889
05/03/2023 08:45,64.37037037
05/03/2023 09:00,64.85185185
05/03/2023 09:15,65.33333333
05/03/2023 09:30,65.81481482
05/03/2023 09:45,66.2962963
05/03/2023 10:00,66.77777778
05/03/2023 10:15,67.25925926
05/03/2023 10:30,67.74074074
05/03/2023 10:45,68.22222222
05/03/2023 11:00,68.7037037
05/03/2023 11:15,69.18518519
05/03/2023 11:30,69.66666667
05/03/2023 11:45,70.14814815
05/03/2023 12:00,70.62962963
05/03/2023 12:15,71.11111111
05/03/2023 12:30,71.59259259
05/03/2023 12:45,72.07407407
05/03/2023 13:00,72.55555556
05/03/2023 13:15,73.03703704
05/03/2023 13:30,73.51851852
05/03/2023 13:45,74
05/03/2023 14:00,74.48148148
05/03/2023 14:15,74.96296296
05/03/2023 14:30,75.44444444
05/03/2023 14:45,75.92592593
05/03/2023 15:00,76.40740741
05/03/2023 15:15,76.88888889
05/03/2023 15:30,77.37037037
05/03/2023 15:45,77.85185185
05/03/2023 16:00,78.33333333
05/03/2023 16:15,78.81481482
05/03/2023 16:30,79.2962963
05/03/2023 16:45,79.77777778
05/03/2023 17:00,80.25925926
05/03/2023 17:15,80.74074074
05/03/2023 17:30,81.22222222
05/03/2023 17:45,81.7037037
05/03/2023 18:00,82.18518519
05/03/2023 18:15,82.66666667
05/03/2023 18:30,83.14814815
05/03/2023 18:45,83.62962963
05/03/2023 19:00,84.11111111
05/03/2023 19:15,84.59259259
05/03/2023 19:30,85.07407407
05/03/2023 19:45,85.55555556
05/03/2023 20:00,86.03703704
05/03/2023 20:15,86.51851852
05/03/2023 20:30,87
05/03/2023 20:45,87.48148148
05/03/2023 21:00,87.96296296
05/03/2023 21:15,88.44444444
05/03/2023 21:30,88.92592593
05/03/2023 21:45,89.40740741
