From,PM10 (µg/m3)
23/02/2023 09:15,471
23/02/2023 09:30,471
23/02/2023 09:45,471
23/02/2023 10:00,823
23/02/2023 10:15,823
23/02/2023 10:30,823
23/02/2023 10:45,823
23/02/2023 11:00,823
23/02/2023 11:15,823
23/02/2023 11:30,823
23/02/2023 11:45,823
23/02/2023 12:00,823
23/02/2023 12:15,823
23/02/2023 12:30,823
23/02/2023 12:45,823
23/02/2023 13:00,823
23/02/2023 13:15,823
23/02/2023 13:30,385
23/02/2023 13:45,385
23/02/2023 14:00,385
23/02/2023 14:15,385
23/02/2023 14:30,385
23/02/2023 14:45,385
23/02/2023 15:00,385
23/02/2023 15:15,385
23/02/2023 15:30,385
23/02/2023 15:45,385
23/02/2023 16:00,385
23/02/2023 16:15,385
23/02/2023 16:30,385
23/02/2023 16:45,385
23/02/2023 17:00,385
23/02/2023 17:15,385
23/02/2023 17:30,385
23/02/2023 17:45,385
23/02/2023 18:00,385
23/02/2023 18:15,385
23/02/2023 18:30,385
23/02/2023 18:45,385
23/02/2023 19:00,385
23/02/2023 19:15,532
23/02/2023 19:30,532
23/02/2023 19:45,532
23/02/2023 20:00,532
23/02/2023 20:15,532
23/02/2023 20:30,532
23/02/2023 20:45,532
23/02/2023 21:00,532
23/02/2023 21:15,532
23/02/2023 21:30,532
23/02/2023 21:45,532
23/02/2023 22:00,532
23/02/2023 22:15,532
23/02/2023 22:30,532
23/02/2023 22:45,532
23/02/2023 23:00,532
23/02/2023 23:15,532
23/02/2023 23:30,532
23/02/2023 23:45,532
24/02/2023 00:00,532
24/02/2023 00:15,532
24/02/2023 00:30,532
24/02/2023 00:45,532
24/02/2023 01:00,532
24/02/2023 01:15,532
24/02/2023 01:30,532
24/02/2023 01:45,532
24/02/2023 02:00,532
24/02/2023 02:15,NA
24/02/2023 02:30,NA
24/02/2023 02:45,NA
24/02/2023 03:00,NA
24/02/2023 03:15,NA
24/02/2023 03:30,233
24/02/2023 03:45,233
24/02/2023 04:00,233
24/02/2023 04:15,233
24/02/2023 04:30,233
24/02/2023 04:45,233
24/02/2023 05:00,233
24/02/2023 05:15,233
24/02/2023 05:30,233
24/02/2023 05:45,233
24/02/2023 06:00,233
24/02/2023 06:15,233
24/02/2023 06:30,233
24/02/2023 06:45,233
24/02/2023 07:00,233
24/02/2023 07:15,233
24/02/2023 07:30,233
24/02/2023 07:45,233
24/02/2023 08:00,233
24/02/2023 08:15,233
24/02/2023 08:30,233
24/02/2023 08:45,NA
24/02/2023 09:00,NA
24/02/2023 09:15,NA
24/02/2023 09:30,NA
24/02/2023 09:45,NA
24/02/2023 10:00,177
24/02/2023 10:15,177
24/02/2023 10:30,177
24/02/2023 10:45,177
24/02/2023 11:00,177
24/02/2023 11:15,177
24/02/2023 11:30,177
24/02/2023 11:45,177
24/02/2023 12:00,177
24/02/2023 12:15,177
24/02/2023 12:30,177
24/02/2023 12:45,177
24/02/2023 13:00,177
24/02/2023 13:15,177
24/02/2023 13:30,177
24/02/2023 13:45,177
24/02/2023 14:00,177
24/02/2023 14:15,177
24/02/2023 14:30,177
24/02/2023 14:45,177
24/02/2023 15:00,177
24/02/2023 15:15,177
24/02/2023 15:30,177
24/02/2023 15:45,177
24/02/2023 16:00,177
24/02/2023 16:15,177
24/02/2023 16:30,177
24/02/2023 16:45,177
24/02/2023 17:00,177
24/02/2023 17:15,177
24/02/2023 17:30,177
24/02/2023 17:45,177
24/02/2023 18:00,NA
24/02/2023 18:15,NA
24/02/2023 18:30,NA
24/02/2023 18:45,NA
24/02/2023 19:00,NA
24/02/2023 19:15,NA
24/02/2023 19:30,NA
24/02/2023 19:45,NA
24/02/2023 20:00,NA
24/02/2023 20:15,NA
24/02/2023 20:30,NA
24/02/2023 20:45,NA
24/02/2023 21:00,NA
24/02/2023 21:15,NA
24/02/2023 21:30,NA
24/02/2023 21:45,NA
24/02/2023 22:00,NA
24/02/2023 22:15,NA
24/02/2023 22:30,NA
24/02/2023 22:45,NA
24/02/2023 23:00,NA
24/02/2023 23:15,NA
24/02/2023 23:30,NA
24/02/2023 23:45,NA
25/02/2023 00:00,NA
25/02/2023 00:15,NA
25/02/2023 00:30,NA
25/02/2023 00:45,NA
25/02/2023 01:00,NA
25/02/2023 01:15,NA
25/02/2023 01:30,NA
25/02/2023 01:45,NA
25/02/2023 02:00,NA
25/02/2023 02:15,NA
25/02/2023 02:30,NA
25/02/2023 02:45,NA
25/02/2023 03:00,NA
25/02/2023 03:15,NA
25/02/2023 03:30,NA
25/02/2023 03:45,NA
25/02/2023 04:00,NA
25/02/2023 04:15,NA
25/02/2023 04:30,NA
25/02/2023 04:45,NA
25/02/2023 05:00,NA
25/02/2023 05:15,NA
25/02/2023 05:30,NA
25/02/2023 05:45,NA
25/02/2023 06:00,NA
25/02/2023 06:15,NA
25/02/2023 06:30,NA
25/02/2023 06:45,NA
25/02/2023 07:00,NA
25/02/2023 07:15,NA
25/02/2023 07:30,NA
25/02/2023 07:45,NA
25/02/2023 08:00,NA
25/02/2023 08:15,NA
25/02/2023 08:30,NA
25/02/2023 08:45,NA
25/02/2023 09:00,NA
25/02/2023 09:15,NA
25/02/2023 09:30,NA
25/02/2023 09:45,NA
25/02/2023 10:00,NA
25/02/2023 10:15,NA
25/02/2023 10:30,NA
25/02/2023 10:45,NA
25/02/2023 11:00,NA
25/02/2023 11:15,NA
25/02/2023 11:30,NA
25/02/2023 11:45,NA
25/02/2023 12:00,NA
25/02/2023 12:15,NA
25/02/2023 12:30,NA
25/02/2023 12:45,NA
25/02/2023 13:00,NA
25/02/2023 13:15,NA
25/02/2023 13:30,NA
25/02/2023 13:45,NA
25/02/2023 14:00,NA
25/02/2023 14:15,NA
25/02/2023 14:30,NA
25/02/2023 14:45,NA
25/02/2023 15:00,NA
25/02/2023 15:15,NA
25/02/2023 15:30,NA
25/02/2023 15:45,NA
25/02/2023 16:00,NA
25/02/2023 16:15,NA
25/02/2023 16:30,NA
25/02/2023 16:45,NA
25/02/2023 17:00,NA
25/02/2023 17:15,NA
25/02/2023 17:30,NA
25/02/2023 17:45,NA
25/02/2023 18:00,NA
25/02/2023 18:15,NA
25/02/2023 18:30,NA
25/02/2023 18:45,NA
25/02/2023 19:00,NA
25/02/2023 19:15,NA
25/02/2023 19:30,NA
25/02/2023 19:45,NA
25/02/2023 20:00,NA
25/02/2023 20:15,NA
25/02/2023 20:30,NA
25/02/2023 20:45,NA
25/02/2023 21:00,NA
25/02/2023 21:15,NA
25/02/2023 21:30,NA
25/02/2023 21:45,NA
25/02/2023 22:00,NA
25/02/2023 22:15,NA
25/02/2023 22:30,NA
25/02/2023 22:45,NA
25/02/2023 23:00,NA
25/02/2023 23:15,NA
25/02/2023 23:30,NA
25/02/2023 23:45,NA
26/02/2023 00:00,NA
26/02/2023 00:15,NA
26/02/2023 00:30,NA
26/02/2023 00:45,NA
26/02/2023 01:00,NA
26/02/2023 01:15,NA
26/02/2023 01:30,NA
26/02/2023 01:45,NA
26/02/2023 02:00,NA
26/02/2023 02:15,NA
26/02/2023 02:30,NA
26/02/2023 02:45,NA
26/02/2023 03:00,NA
26/02/2023 03:15,NA
26/02/2023 03:30,NA
26/02/2023 03:45,NA
26/02/2023 04:00,NA
26/02/2023 04:15,NA
26/02/2023 04:30,NA
26/02/2023 04:45,NA
26/02/2023 05:00,NA
26/02/2023 05:15,NA
26/02/2023 05:30,NA
26/02/2023 05:45,NA
26/02/2023 06:00,NA
26/02/2023 06:15,NA
26/02/2023 06:30,NA
26/02/2023 06:45,NA
26/02/2023 07:00,NA
26/02/2023 07:15,NA
26/02/2023 07:30,NA
26/02/2023 07:45,NA
26/02/2023 08:00,NA
26/02/2023 08:15,NA
26/02/2023 08:30,NA
26/02/2023 08:45,NA
26/02/2023 09:00,NA
26/02/2023 09:15,NA
26/02/2023 09:30,NA
26/02/2023 09:45,NA
26/02/2023 10:00,NA
26/02/2023 10:15,NA
26/02/2023 10:30,NA
26/02/2023 10:45,NA
26/02/2023 11:00,NA
26/02/2023 11:15,NA
26/02/2023 11:30,NA
26/02/2023 11:45,NA
26/02/2023 12:00,NA
26/02/2023 12:15,NA
26/02/2023 12:30,NA
26/02/2023 12:45,NA
26/02/2023 13:00,NA
26/02/2023 13:15,NA
26/02/2023 13:30,NA
26/02/2023 13:45,NA
26/02/2023 14:00,NA
26/02/2023 14:15,NA
26/02/2023 14:30,NA
26/02/2023 14:45,NA
26/02/2023 15:00,NA
26/02/2023 15:15,NA
26/02/2023 15:30,NA
26/02/2023 15:45,NA
26/02/2023 16:00,NA
26/02/2023 16:15,NA
26/02/2023 16:30,NA
26/02/2023 16:45,NA
26/02/2023 17:00,NA
26/02/2023 17:15,NA
26/02/2023 17:30,NA
26/02/2023 17:45,NA
26/02/2023 18:00,NA
26/02/2023 18:15,NA
26/02/2023 18:30,NA
26/02/2023 18:45,NA
26/02/2023 19:00,NA
26/02/2023 19:15,NA
26/02/2023 19:30,NA
26/02/2023 19:45,NA
26/02/2023 20:00,NA
26/02/2023 20:15,NA
26/02/2023 20:30,NA
26/02/2023 20:45,NA
26/02/2023 21:00,NA
26/02/2023 21:15,NA
26/02/2023 21:30,NA
26/02/2023 21:45,NA
26/02/2023 22:00,NA
26/02/2023 22:15,NA
26/02/2023 22:30,NA
26/02/2023 22:45,NA
26/02/2023 23:00,NA
26/02/2023 23:15,NA
26/02/2023 23:30,NA
26/02/2023 23:45,NA
27/02/2023 00:00,NA
27/02/2023 00:15,NA
27/02/2023 00:30,NA
27/02/2023 00:45,NA
27/02/2023 01:00,NA
27/02/2023 01:15,NA
27/02/2023 01:30,NA
27/02/2023 01:45,NA
27/02/2023 02:00,NA
27/02/2023 02:15,NA
27/02/2023 02:30,NA
27/02/2023 02:45,NA
27/02/2023 03:00,NA
27/02/2023 03:15,NA
27/02/2023 03:30,NA
27/02/2023 03:45,NA
27/02/2023 04:00,NA
27/02/2023 04:15,NA
27/02/2023 04:30,NA
27/02/2023 04:45,NA
27/02/2023 05:00,NA
27/02/2023 05:15,NA
27/02/2023 05:30,NA
27/02/2023 05:45,NA
27/02/2023 06:00,NA
27/02/2023 06:15,NA
27/02/2023 06:30,NA
27/02/2023 06:45,NA
27/02/2023 07:00,NA
27/02/2023 07:15,NA
27/02/2023 07:30,NA
27/02/2023 07:45,NA
27/02/2023 08:00,NA
27/02/2023 08:15,NA
27/02/2023 08:30,NA
27/02/2023 08:45,NA
27/02/2023 09:00,NA
27/02/2023 09:15,NA
27/02/2023 09:30,NA
27/02/2023 09:45,NA
27/02/2023 10:00,NA
27/02/2023 10:15,NA
27/02/2023 10:30,NA
27/02/2023 10:45,NA
27/02/2023 11:00,NA
27/02/2023 11:15,NA
27/02/2023 11:30,NA
27/02/2023 11:45,NA
27/02/2023 12:00,NA
27/02/2023 12:15,NA
27/02/2023 12:30,NA
27/02/2023 12:45,NA
27/02/2023 13:00,NA
27/02/2023 13:15,NA
27/02/2023 13:30,NA
27/02/2023 13:45,NA
27/02/2023 14:00,NA
27/02/2023 14:15,NA
27/02/2023 14:30,NA
27/02/2023 14:45,NA
27/02/2023 15:00,NA
27/02/2023 15:15,NA
27/02/2023 15:30,NA
27/02/2023 15:45,NA
27/02/2023 16:00,NA
27/02/2023 16:15,NA
27/02/2023 16:30,NA
27/02/2023 16:45,NA
27/02/2023 17:00,NA
27/02/2023 17:15,NA
27/02/2023 17:30,NA
27/02/2023 17:45,NA
27/02/2023 18:00,NA
27/02/2023 18:15,NA
27/02/2023 18:30,NA
27/02/2023 18:45,NA
27/02/2023 19:00,NA
27/02/2023 19:15,NA
27/02/2023 19:30,NA
27/02/2023 19:45,NA
27/02/2023 20:00,NA
27/02/2023 20:15,NA
27/02/2023 20:30,NA
27/02/2023 20:45,NA
27/02/2023 21:00,NA
27/02/2023 21:15,NA
27/02/2023 21:30,NA
27/02/2023 21:45,NA
27/02/2023 22:00,NA
27/02/2023 22:15,NA
27/02/2023 22:30,NA
27/02/2023 22:45,NA
27/02/2023 23:00,NA
27/02/2023 23:15,NA
27/02/2023 23:30,NA
27/02/2023 23:45,NA
28/02/2023 00:00,NA
28/02/2023 00:15,NA
28/02/2023 00:30,NA
28/02/2023 00:45,NA
28/02/2023 01:00,NA
28/02/2023 01:15,NA
28/02/2023 01:30,NA
28/02/2023 01:45,NA
28/02/2023 02:00,NA
28/02/2023 02:15,NA
28/02/2023 02:30,NA
28/02/2023 02:45,NA
28/02/2023 03:00,NA
28/02/2023 03:15,NA
28/02/2023 03:30,NA
28/02/2023 03:45,NA
28/02/2023 04:00,NA
28/02/2023 04:15,NA
28/02/2023 04:30,NA
28/02/2023 04:45,NA
28/02/2023 05:00,NA
28/02/2023 05:15,NA
28/02/2023 05:30,NA
28/02/2023 05:45,NA
28/02/2023 06:00,NA
28/02/2023 06:15,NA
28/02/2023 06:30,NA
28/02/2023 06:45,NA
28/02/2023 07:00,NA
28/02/2023 07:15,NA
28/02/2023 07:30,NA
28/02/2023 07:45,NA
28/02/2023 08:00,NA
28/02/2023 08:15,NA
28/02/2023 08:30,NA
28/02/2023 08:45,NA
28/02/2023 09:00,NA
28/02/2023 09:15,NA
28/02/2023 09:30,NA
28/02/2023 09:45,NA
28/02/2023 10:00,NA
28/02/2023 10:15,NA
28/02/2023 10:30,NA
28/02/2023 10:45,NA
28/02/2023 11:00,NA
28/02/2023 11:15,NA
28/02/2023 11:30,NA
28/02/2023 11:45,NA
28/02/2023 12:00,NA
28/02/2023 12:15,NA
28/02/2023 12:30,NA
28/02/2023 12:45,NA
28/02/2023 13:00,NA
28/02/2023 13:15,NA
28/02/2023 13:30,NA
28/02/2023 13:45,NA
28/02/2023 14:00,NA
28/02/2023 14:15,NA
28/02/2023 14:30,NA
28/02/2023 14:45,NA
28/02/2023 15:00,NA
28/02/2023 15:15,NA
28/02/2023 15:30,NA
28/02/2023 15:45,NA
28/02/2023 16:00,NA
28/02/2023 16:15,NA
28/02/2023 16:30,NA
28/02/2023 16:45,NA
28/02/2023 17:00,NA
28/02/2023 17:15,NA
28/02/2023 17:30,NA
28/02/2023 17:45,NA
28/02/2023 18:00,NA
28/02/2023 18:15,NA
28/02/2023 18:30,NA
28/02/2023 18:45,NA
28/02/2023 19:00,NA
28/02/2023 19:15,NA
28/02/2023 19:30,NA
28/02/2023 19:45,NA
28/02/2023 20:00,NA
28/02/2023 20:15,NA
28/02/2023 20:30,NA
28/02/2023 20:45,NA
28/02/2023 21:00,NA
28/02/2023 21:15,NA
28/02/2023 21:30,NA
28/02/2023 21:45,NA
28/02/2023 22:00,NA
28/02/2023 22:15,NA
28/02/2023 22:30,NA
28/02/2023 22:45,NA
28/02/2023 23:00,NA
28/02/2023 23:15,NA
28/02/2023 23:30,NA
28/02/2023 23:45,NA
01/03/2023 00:00,NA
01/03/2023 00:15,NA
01/03/2023 00:30,NA
01/03/2023 00:45,NA
01/03/2023 01:00,NA
01/03/2023 01:15,NA
01/03/2023 01:30,NA
01/03/2023 01:45,NA
01/03/2023 02:00,NA
01/03/2023 02:15,NA
01/03/2023 02:30,NA
01/03/2023 02:45,NA
01/03/2023 03:00,NA
01/03/2023 03:15,NA
01/03/2023 03:30,NA
01/03/2023 03:45,NA
01/03/2023 04:00,NA
01/03/2023 04:15,NA
01/03/2023 04:30,NA
01/03/2023 04:45,NA
01/03/2023 05:00,NA
01/03/2023 05:15,NA
01/03/2023 05:30,NA
01/03/2023 05:45,NA
01/03/2023 06:00,NA
01/03/2023 06:15,NA
01/03/2023 06:30,NA
01/03/2023 06:45,NA
01/03/2023 07:00,NA
01/03/2023 07:15,NA
01/03/2023 07:30,NA
01/03/2023 07:45,NA
01/03/2023 08:00,NA
01/03/2023 08:15,NA
01/03/2023 08:30,NA
01/03/2023 08:45,NA
01/03/2023 09:00,NA
01/03/2023 09:15,NA
01/03/2023 09:30,NA
01/03/2023 09:45,NA
01/03/2023 10:00,NA
01/03/2023 10:15,NA
01/03/2023 10:30,NA
01/03/2023 10:45,NA
01/03/2023 11:00,NA
01/03/2023 11:15,NA
01/03/2023 11:30,NA
01/03/2023 11:45,NA
01/03/2023 12:00,NA
01/03/2023 12:15,NA
01/03/2023 12:30,NA
01/03/2023 12:45,NA
01/03/2023 13:00,NA
01/03/2023 13:15,NA
01/03/2023 13:30,NA
01/03/2023 13:45,NA
01/03/2023 14:00,NA
01/03/2023 14:15,NA
01/03/2023 14:30,NA
01/03/2023 14:45,NA
01/03/2023 15:00,NA
01/03/2023 15:15,NA
01/03/2023 15:30,NA
01/03/2023 15:45,NA
01/03/2023 16:00,NA
01/03/2023 16:15,NA
01/03/2023 16:30,NA
01/03/2023 16:45,NA
01/03/2023 17:00,NA
01/03/2023 17:15,NA
01/03/2023 17:30,NA
01/03/2023 17:45,NA
01/03/2023 18:00,NA
01/03/2023 18:15,NA
01/03/2023 18:30,NA
01/03/2023 18:45,NA
01/03/2023 19:00,NA
01/03/2023 19:15,NA
01/03/2023 19:30,NA
01/03/2023 19:45,NA
01/03/2023 20:00,NA
01/03/2023 20:15,NA
01/03/2023 20:30,NA
01/03/2023 20:45,NA
01/03/2023 21:00,NA
01/03/2023 21:15,NA
01/03/2023 21:30,NA
01/03/2023 21:45,NA
01/03/2023 22:00,NA
01/03/2023 22:15,NA
01/03/2023 22:30,NA
01/03/2023 22:45,NA
01/03/2023 23:00,NA
01/03/2023 23:15,NA
01/03/2023 23:30,NA
01/03/2023 23:45,NA
02/03/2023 00:00,NA
02/03/2023 00:15,NA
02/03/2023 00:30,NA
02/03/2023 00:45,NA
02/03/2023 01:00,NA
02/03/2023 01:15,NA
02/03/2023 01:30,NA
02/03/2023 01:45,NA
02/03/2023 02:00,NA
02/03/2023 02:15,NA
02/03/2023 02:30,NA
02/03/2023 02:45,NA
02/03/2023 03:00,NA
02/03/2023 03:15,NA
02/03/2023 03:30,NA
02/03/2023 03:45,NA
02/03/2023 04:00,NA
02/03/2023 04:15,NA
02/03/2023 04:30,NA
02/03/2023 04:45,NA
02/03/2023 05:00,NA
02/03/2023 05:15,NA
02/03/2023 05:30,NA
02/03/2023 05:45,NA
02/03/2023 06:00,NA
02/03/2023 06:15,NA
02/03/2023 06:30,NA
02/03/2023 06:45,NA
02/03/2023 07:00,NA
02/03/2023 07:15,NA
02/03/2023 07:30,NA
02/03/2023 07:45,NA
02/03/2023 08:00,NA
02/03/2023 08:15,NA
02/03/2023 08:30,NA
02/03/2023 08:45,NA
02/03/2023 09:00,NA
02/03/2023 09:15,NA
02/03/2023 09:30,NA
02/03/2023 09:45,NA
02/03/2023 10:00,NA
02/03/2023 10:15,NA
02/03/2023 10:30,NA
02/03/2023 10:45,NA
02/03/2023 11:00,NA
02/03/2023 11:15,NA
02/03/2023 11:30,NA
02/03/2023 11:45,NA
02/03/2023 12:00,NA
02/03/2023 12:15,NA
02/03/2023 12:30,NA
02/03/2023 12:45,NA
02/03/2023 13:00,NA
02/03/2023 13:15,NA
02/03/2023 13:30,NA
02/03/2023 13:45,NA
02/03/2023 14:00,NA
02/03/2023 14:15,NA
02/03/2023 14:30,NA
02/03/2023 14:45,NA
02/03/2023 15:00,NA
02/03/2023 15:15,NA
02/03/2023 15:30,NA
02/03/2023 15:45,NA
02/03/2023 16:00,NA
02/03/2023 16:15,NA
02/03/2023 16:30,NA
02/03/2023 16:45,NA
02/03/2023 17:00,NA
02/03/2023 17:15,NA
02/03/2023 17:30,NA
02/03/2023 17:45,NA
02/03/2023 18:00,NA
02/03/2023 18:15,NA
02/03/2023 18:30,NA
02/03/2023 18:45,NA
02/03/2023 19:00,NA
02/03/2023 19:15,NA
02/03/2023 19:30,NA
02/03/2023 19:45,NA
02/03/2023 20:00,NA
02/03/2023 20:15,NA
02/03/2023 20:30,NA
02/03/2023 20:45,NA
02/03/2023 21:00,NA
02/03/2023 21:15,NA
02/03/2023 21:30,NA
02/03/2023 21:45,NA
02/03/2023 22:00,NA
02/03/2023 22:15,NA
02/03/2023 22:30,NA
02/03/2023 22:45,NA
02/03/2023 23:00,NA
02/03/2023 23:15,NA
02/03/2023 23:30,NA
02/03/2023 23:45,NA
03/03/2023 00:00,NA
03/03/2023 00:15,NA
03/03/2023 00:30,NA
03/03/2023 00:45,NA
03/03/2023 01:00,NA
03/03/2023 01:15,NA
03/03/2023 01:30,NA
03/03/2023 01:45,NA
03/03/2023 02:00,NA
03/03/2023 02:15,NA
03/03/2023 02:30,NA
03/03/2023 02:45,NA
03/03/2023 03:00,NA
03/03/2023 03:15,NA
03/03/2023 03:30,NA
03/03/2023 03:45,NA
03/03/2023 04:00,NA
03/03/2023 04:15,NA
03/03/2023 04:30,NA
03/03/2023 04:45,NA
03/03/2023 05:00,NA
03/03/2023 05:15,NA
03/03/2023 05:30,NA
03/03/2023 05:45,NA
03/03/2023 06:00,NA
03/03/2023 06:15,NA
03/03/2023 06:30,NA
03/03/2023 06:45,NA
03/03/2023 07:00,NA
03/03/2023 07:15,NA
03/03/2023 07:30,NA
03/03/2023 07:45,NA
03/03/2023 08:00,NA
03/03/2023 08:15,NA
03/03/2023 08:30,NA
03/03/2023 08:45,NA
03/03/2023 09:00,NA
03/03/2023 09:15,NA
03/03/2023 09:30,NA
03/03/2023 09:45,NA
03/03/2023 10:00,NA
03/03/2023 10:15,NA
03/03/2023 10:30,NA
03/03/2023 10:45,NA
03/03/2023 11:00,NA
03/03/2023 11:15,NA
03/03/2023 11:30,NA
03/03/2023 11:45,NA
03/03/2023 12:00,NA
03/03/2023 12:15,NA
03/03/2023 12:30,NA
03/03/2023 12:45,NA
03/03/2023 13:00,NA
03/03/2023 13:15,NA
03/03/2023 13:30,NA
03/03/2023 13:45,NA
03/03/2023 14:00,NA
03/03/2023 14:15,NA
03/03/2023 14:30,NA
03/03/2023 14:45,NA
03/03/2023 15:00,NA
03/03/2023 15:15,NA
03/03/2023 15:30,NA
03/03/2023 15:45,NA
03/03/2023 16:00,NA
03/03/2023 16:15,NA
03/03/2023 16:30,NA
03/03/2023 16:45,NA
03/03/2023 17:00,NA
03/03/2023 17:15,NA
03/03/2023 17:30,NA
03/03/2023 17:45,NA
03/03/2023 18:00,NA
03/03/2023 18:15,NA
03/03/2023 18:30,NA
03/03/2023 18:45,NA
03/03/2023 19:00,NA
03/03/2023 19:15,NA
03/03/2023 19:30,NA
03/03/2023 19:45,NA
03/03/2023 20:00,NA
03/03/2023 20:15,NA
03/03/2023 20:30,NA
03/03/2023 20:45,NA
03/03/2023 21:00,NA
03/03/2023 21:15,NA
03/03/2023 21:30,NA
03/03/2023 21:45,NA
03/03/2023 22:00,NA
03/03/2023 22:15,NA
03/03/2023 22:30,NA
03/03/2023 22:45,NA
03/03/2023 23:00,NA
03/03/2023 23:15,NA
03/03/2023 23:30,NA
03/03/2023 23:45,NA
04/03/2023 00:00,NA
04/03/2023 00:15,NA
04/03/2023 00:30,NA
04/03/2023 00:45,NA
04/03/2023 01:00,NA
04/03/2023 01:15,NA
04/03/2023 01:30,NA
04/03/2023 01:45,NA
04/03/2023 02:00,NA
04/03/2023 02:15,NA
04/03/2023 02:30,NA
04/03/2023 02:45,NA
04/03/2023 03:00,NA
04/03/2023 03:15,NA
04/03/2023 03:30,NA
04/03/2023 03:45,NA
04/03/2023 04:00,NA
04/03/2023 04:15,NA
04/03/2023 04:30,NA
04/03/2023 04:45,NA
04/03/2023 05:00,NA
04/03/2023 05:15,NA
04/03/2023 05:30,NA
04/03/2023 05:45,NA
04/03/2023 06:00,NA
04/03/2023 06:15,NA
04/03/2023 06:30,NA
04/03/2023 06:45,NA
04/03/2023 07:00,NA
04/03/2023 07:15,NA
04/03/2023 07:30,NA
04/03/2023 07:45,NA
04/03/2023 08:00,NA
04/03/2023 08:15,NA
04/03/2023 08:30,NA
04/03/2023 08:45,NA
04/03/2023 09:00,NA
04/03/2023 09:15,NA
04/03/2023 09:30,NA
04/03/2023 09:45,NA
04/03/2023 10:00,NA
04/03/2023 10:15,NA
04/03/2023 10:30,NA
04/03/2023 10:45,NA
04/03/2023 11:00,NA
04/03/2023 11:15,NA
04/03/2023 11:30,NA
04/03/2023 11:45,NA
04/03/2023 12:00,NA
04/03/2023 12:15,NA
04/03/2023 12:30,NA
04/03/2023 12:45,NA
04/03/2023 13:00,NA
04/03/2023 13:15,NA
04/03/2023 13:30,NA
04/03/2023 13:45,NA
04/03/2023 14:00,NA
04/03/2023 14:15,NA
04/03/2023 14:30,NA
04/03/2023 14:45,111
04/03/2023 15:00,111
04/03/2023 15:15,111
04/03/2023 15:30,111
04/03/2023 15:45,136
04/03/2023 16:00,136
04/03/2023 16:15,136
04/03/2023 16:30,136
04/03/2023 16:45,113
04/03/2023 17:00,113
04/03/2023 17:15,113
04/03/2023 17:30,113
04/03/2023 17:45,116
04/03/2023 18:00,116
04/03/2023 18:15,116
04/03/2023 18:30,116
04/03/2023 18:45,121
04/03/2023 19:00,121
04/03/2023 19:15,121
04/03/2023 19:30,121
04/03/2023 19:45,162
04/03/2023 20:00,162
04/03/2023 20:15,162
04/03/2023 20:30,162
04/03/2023 20:45,162
04/03/2023 21:00,162
04/03/2023 21:15,162
04/03/2023 21:30,162
04/03/2023 21:45,114
04/03/2023 22:00,114
04/03/2023 22:15,114
04/03/2023 22:30,114
04/03/2023 22:45,97
04/03/2023 23:00,97
04/03/2023 23:15,97
04/03/2023 23:30,97
04/03/2023 23:45,105
05/03/2023 00:00,105
05/03/2023 00:15,105
05/03/2023 00:30,NA
05/03/2023 00:45,NA
05/03/2023 01:00,NA
05/03/2023 01:15,NA
05/03/2023 01:30,NA
05/03/2023 01:45,NA
05/03/2023 02:00,NA
05/03/2023 02:15,NA
05/03/2023 02:30,NA
05/03/2023 02:45,NA
05/03/2023 03:00,NA
05/03/2023 03:15,NA
05/03/2023 03:30,NA
05/03/2023 03:45,NA
05/03/2023 04:00,NA
05/03/2023 04:15,NA
05/03/2023 04:30,NA
05/03/2023 04:45,NA
05/03/2023 05:00,NA
05/03/2023 05:15,NA
05/03/2023 05:30,NA
05/03/2023 05:45,NA
05/03/2023 06:00,NA
05/03/2023 06:15,NA
05/03/2023 06:30,NA
05/03/2023 06:45,NA
05/03/2023 07:00,NA
05/03/2023 07:15,NA
05/03/2023 07:30,NA
05/03/2023 07:45,NA
05/03/2023 08:00,NA
05/03/2023 08:15,NA
05/03/2023 08:30,NA
05/03/2023 08:45,NA
05/03/2023 09:00,NA
05/03/2023 09:15,NA
05/03/2023 09:30,NA
05/03/2023 09:45,NA
05/03/2023 10:00,NA
05/03/2023 10:15,NA
05/03/2023 10:30,NA
05/03/2023 10:45,NA
05/03/2023 11:00,NA
05/03/2023 11:15,NA
05/03/2023 11:30,NA
05/03/2023 11:45,NA
05/03/2023 12:00,NA
05/03/2023 12:15,NA
05/03/2023 12:30,NA
05/03/2023 12:45,NA
05/03/2023 13:00,NA
05/03/2023 13:15,NA
05/03/2023 13:30,NA
05/03/2023 13:45,NA
05/03/2023 14:00,NA
05/03/2023 14:15,NA
05/03/2023 14:30,NA
05/03/2023 14:45,NA
05/03/2023 15:00,NA
05/03/2023 15:15,NA
05/03/2023 15:30,NA
05/03/2023 15:45,NA
05/03/2023 16:00,NA
05/03/2023 16:15,NA
05/03/2023 16:30,NA
05/03/2023 16:45,NA
05/03/2023 17:00,NA
05/03/2023 17:15,NA
05/03/2023 17:30,NA
05/03/2023 17:45,NA
05/03/2023 18:00,NA
05/03/2023 18:15,NA
05/03/2023 18:30,NA
05/03/2023 18:45,NA
05/03/2023 19:00,NA
05/03/2023 19:15,NA
05/03/2023 19:30,NA
05/03/2023 19:45,NA
05/03/2023 20:00,NA
05/03/2023 20:15,NA
05/03/2023 20:30,NA
05/03/2023 20:45,NA
05/03/2023 21:00,NA
05/03/2023 21:15,NA
05/03/2023 21:30,NA
