From,PM10 (µg/m3)
17/03/2023 16:00,168
17/03/2023 16:15,168
17/03/2023 16:30,168
17/03/2023 16:45,111
17/03/2023 17:00,111
17/03/2023 17:15,111
17/03/2023 17:30,111
17/03/2023 17:45,118
17/03/2023 18:00,118
17/03/2023 18:15,118
17/03/2023 18:30,118
17/03/2023 18:45,75
17/03/2023 19:00,75
17/03/2023 19:15,75
17/03/2023 19:30,75
17/03/2023 19:45,64
17/03/2023 20:00,64
17/03/2023 20:15,64
17/03/2023 20:30,64
17/03/2023 20:45,64
17/03/2023 21:00,64
17/03/2023 21:15,64
17/03/2023 21:30,64
17/03/2023 21:45,96
17/03/2023 22:00,96
17/03/2023 22:15,96
17/03/2023 22:30,96
17/03/2023 22:45,67
17/03/2023 23:00,67
17/03/2023 23:15,67
17/03/2023 23:30,67
17/03/2023 23:45,51
18/03/2023 00:00,51
18/03/2023 00:15,51
18/03/2023 00:30,51
18/03/2023 00:45,45
18/03/2023 01:00,45
18/03/2023 01:15,45
18/03/2023 01:30,45
18/03/2023 01:45,57
18/03/2023 02:00,57
18/03/2023 02:15,57
18/03/2023 02:30,57
18/03/2023 02:45,45
18/03/2023 03:00,45
18/03/2023 03:15,45
18/03/2023 03:30,45
18/03/2023 03:45,45
18/03/2023 04:00,45
18/03/2023 04:15,45
18/03/2023 04:30,45
18/03/2023 04:45,46
18/03/2023 05:00,46
18/03/2023 05:15,46
18/03/2023 05:30,46
18/03/2023 05:45,56
18/03/2023 06:00,56
18/03/2023 06:15,56
18/03/2023 06:30,56
18/03/2023 06:45,145
18/03/2023 07:00,145
18/03/2023 07:15,145
18/03/2023 07:30,145
18/03/2023 07:45,317
18/03/2023 08:00,317
18/03/2023 08:15,317
18/03/2023 08:30,317
18/03/2023 08:45,230
18/03/2023 09:00,230
18/03/2023 09:15,230
18/03/2023 09:30,230
18/03/2023 09:45,151
18/03/2023 10:00,151
18/03/2023 10:15,151
18/03/2023 10:30,151
18/03/2023 10:45,103
18/03/2023 11:00,103
18/03/2023 11:15,103
18/03/2023 11:30,103
18/03/2023 11:45,103
18/03/2023 12:00,103
18/03/2023 12:15,103
18/03/2023 12:30,103
18/03/2023 12:45,51
18/03/2023 13:00,51
18/03/2023 13:15,51
18/03/2023 13:30,51
18/03/2023 13:45,55
18/03/2023 14:00,55
18/03/2023 14:15,55
18/03/2023 14:30,55
18/03/2023 14:45,72
18/03/2023 15:00,72
18/03/2023 15:15,72
18/03/2023 15:30,72
18/03/2023 15:45,40
18/03/2023 16:00,40
18/03/2023 16:15,40
18/03/2023 16:30,40
18/03/2023 16:45,63
18/03/2023 17:00,63
18/03/2023 17:15,63
18/03/2023 17:30,63
18/03/2023 17:45,58
18/03/2023 18:00,58
18/03/2023 18:15,58
18/03/2023 18:30,58
18/03/2023 18:45,99
18/03/2023 19:00,99
18/03/2023 19:15,99
18/03/2023 19:30,99
18/03/2023 19:45,99
18/03/2023 20:00,99
18/03/2023 20:15,99
18/03/2023 20:30,99
18/03/2023 20:45,84
18/03/2023 21:00,84
18/03/2023 21:15,84
18/03/2023 21:30,84
18/03/2023 21:45,106
18/03/2023 22:00,106
18/03/2023 22:15,106
18/03/2023 22:30,106
18/03/2023 22:45,117
18/03/2023 23:00,117
18/03/2023 23:15,117
18/03/2023 23:30,117
18/03/2023 23:45,79
19/03/2023 00:00,79
19/03/2023 00:15,79
19/03/2023 00:30,79
19/03/2023 00:45,67
19/03/2023 01:00,67
19/03/2023 01:15,67
19/03/2023 01:30,67
19/03/2023 01:45,73
19/03/2023 02:00,73
19/03/2023 02:15,73
19/03/2023 02:30,73
19/03/2023 02:45,73
19/03/2023 03:00,73
19/03/2023 03:15,73
19/03/2023 03:30,73
19/03/2023 03:45,155
19/03/2023 04:00,155
19/03/2023 04:15,155
19/03/2023 04:30,155
19/03/2023 04:45,119
19/03/2023 05:00,119
19/03/2023 05:15,119
19/03/2023 05:30,119
19/03/2023 05:45,110
19/03/2023 06:00,110
19/03/2023 06:15,110
19/03/2023 06:30,110
19/03/2023 06:45,96
19/03/2023 07:00,96
19/03/2023 07:15,96
19/03/2023 07:30,96
19/03/2023 07:45,188
19/03/2023 08:00,188
19/03/2023 08:15,188
19/03/2023 08:30,188
19/03/2023 08:45,188
19/03/2023 09:00,188
19/03/2023 09:15,NA
19/03/2023 09:30,254
19/03/2023 09:45,254
19/03/2023 10:00,254
19/03/2023 10:15,254
19/03/2023 10:30,191
19/03/2023 10:45,191
19/03/2023 11:00,191
19/03/2023 11:15,191
19/03/2023 11:30,130
19/03/2023 11:45,130
19/03/2023 12:00,130
19/03/2023 12:15,130
19/03/2023 12:30,NA
19/03/2023 12:45,141
19/03/2023 13:00,141
19/03/2023 13:15,141
19/03/2023 13:30,119
19/03/2023 13:45,119
19/03/2023 14:00,119
19/03/2023 14:15,119
19/03/2023 14:30,111
19/03/2023 14:45,111
19/03/2023 15:00,111
19/03/2023 15:15,111
19/03/2023 15:30,111
19/03/2023 15:45,111
19/03/2023 16:00,111
19/03/2023 16:15,111
19/03/2023 16:30,118
19/03/2023 16:45,118
19/03/2023 17:00,118
19/03/2023 17:15,118
19/03/2023 17:30,99
19/03/2023 17:45,99
19/03/2023 18:00,99
19/03/2023 18:15,99
19/03/2023 18:30,155
19/03/2023 18:45,155
19/03/2023 19:00,155
19/03/2023 19:15,155
19/03/2023 19:30,128
19/03/2023 19:45,128
19/03/2023 20:00,128
19/03/2023 20:15,128
19/03/2023 20:30,128
19/03/2023 20:45,58
19/03/2023 21:00,58
19/03/2023 21:15,58
19/03/2023 21:30,58
19/03/2023 21:45,30
19/03/2023 22:00,30
19/03/2023 22:15,30
19/03/2023 22:30,30
19/03/2023 22:45,20
19/03/2023 23:00,20
19/03/2023 23:15,20
19/03/2023 23:30,20
19/03/2023 23:45,20
20/03/2023 00:00,20
20/03/2023 00:15,20
20/03/2023 00:30,20
20/03/2023 00:45,18
20/03/2023 01:00,18
20/03/2023 01:15,18
20/03/2023 01:30,18
20/03/2023 01:45,18
20/03/2023 02:00,18
20/03/2023 02:15,18
20/03/2023 02:30,18
20/03/2023 02:45,18
20/03/2023 03:00,18
20/03/2023 03:15,52
20/03/2023 03:30,52
20/03/2023 03:45,52
20/03/2023 04:00,52
20/03/2023 04:15,57
20/03/2023 04:30,57
20/03/2023 04:45,57
20/03/2023 05:00,57
20/03/2023 05:15,45
20/03/2023 05:30,45
20/03/2023 05:45,45
20/03/2023 06:00,45
20/03/2023 06:15,36
20/03/2023 06:30,36
20/03/2023 06:45,36
20/03/2023 07:00,36
20/03/2023 07:15,27
20/03/2023 07:30,27
20/03/2023 07:45,27
20/03/2023 08:00,27
20/03/2023 08:15,64
20/03/2023 08:30,64
20/03/2023 08:45,64
20/03/2023 09:00,64
20/03/2023 09:15,48
20/03/2023 09:30,48
20/03/2023 09:45,48
20/03/2023 10:00,48
20/03/2023 10:15,48
20/03/2023 10:30,48
20/03/2023 10:45,48
20/03/2023 11:00,48
20/03/2023 11:15,42
20/03/2023 11:30,42
20/03/2023 11:45,42
20/03/2023 12:00,42
20/03/2023 12:15,67
20/03/2023 12:30,67
20/03/2023 12:45,67
20/03/2023 13:00,67
20/03/2023 13:15,63
20/03/2023 13:30,63
20/03/2023 13:45,63
20/03/2023 14:00,63
20/03/2023 14:15,70
20/03/2023 14:30,70
20/03/2023 14:45,70
20/03/2023 15:00,70
20/03/2023 15:15,39
20/03/2023 15:30,39
20/03/2023 15:45,39
20/03/2023 16:00,39
20/03/2023 16:15,86
20/03/2023 16:30,86
20/03/2023 16:45,86
20/03/2023 17:00,86
20/03/2023 17:15,108
20/03/2023 17:30,108
20/03/2023 17:45,108
20/03/2023 18:00,108
20/03/2023 18:15,108
20/03/2023 18:30,108
20/03/2023 18:45,108
20/03/2023 19:00,108
20/03/2023 19:15,66
20/03/2023 19:30,66
20/03/2023 19:45,66
20/03/2023 20:00,66
20/03/2023 20:15,193
20/03/2023 20:30,193
20/03/2023 20:45,193
20/03/2023 21:00,193
20/03/2023 21:15,316
20/03/2023 21:30,316
20/03/2023 21:45,316
20/03/2023 22:00,316
20/03/2023 22:15,185
20/03/2023 22:30,185
20/03/2023 22:45,185
20/03/2023 23:00,185
20/03/2023 23:15,164
20/03/2023 23:30,164
20/03/2023 23:45,164
21/03/2023 00:00,164
21/03/2023 00:15,164
21/03/2023 00:30,164
21/03/2023 00:45,108
21/03/2023 01:00,108
21/03/2023 01:15,108
21/03/2023 01:30,108
21/03/2023 01:45,NA
21/03/2023 02:00,NA
21/03/2023 02:15,NA
21/03/2023 02:30,NA
21/03/2023 02:45,89
21/03/2023 03:00,89
21/03/2023 03:15,89
21/03/2023 03:30,89
21/03/2023 03:45,68
21/03/2023 04:00,68
21/03/2023 04:15,68
21/03/2023 04:30,68
21/03/2023 04:45,83
21/03/2023 05:00,83
21/03/2023 05:15,83
21/03/2023 05:30,83
21/03/2023 05:45,83
21/03/2023 06:00,75
21/03/2023 06:15,75
21/03/2023 06:30,75
21/03/2023 06:45,75
21/03/2023 07:00,112
21/03/2023 07:15,112
21/03/2023 07:30,112
21/03/2023 07:45,112
21/03/2023 08:00,112
21/03/2023 08:15,112
21/03/2023 08:30,112
21/03/2023 08:45,112
21/03/2023 09:00,73
21/03/2023 09:15,73
21/03/2023 09:30,73
21/03/2023 09:45,73
21/03/2023 10:00,42
21/03/2023 10:15,42
21/03/2023 10:30,42
21/03/2023 10:45,42
21/03/2023 11:00,40
21/03/2023 11:15,40
21/03/2023 11:30,40
21/03/2023 11:45,40
21/03/2023 12:00,22
21/03/2023 12:15,22
21/03/2023 12:30,22
21/03/2023 12:45,22
21/03/2023 13:00,31
21/03/2023 13:15,31
21/03/2023 13:30,31
21/03/2023 13:45,31
21/03/2023 14:00,31
21/03/2023 14:15,31
21/03/2023 14:30,31
21/03/2023 14:45,31
21/03/2023 15:00,44
21/03/2023 15:15,44
21/03/2023 15:30,44
21/03/2023 15:45,44
21/03/2023 16:00,44
21/03/2023 16:15,44
21/03/2023 16:30,44
21/03/2023 16:45,44
21/03/2023 17:00,44
21/03/2023 17:15,44
21/03/2023 17:30,44
21/03/2023 17:45,66
21/03/2023 18:00,66
21/03/2023 18:15,66
21/03/2023 18:30,66
21/03/2023 18:45,66
21/03/2023 19:00,66
21/03/2023 19:15,66
21/03/2023 19:30,66
21/03/2023 19:45,66
21/03/2023 20:00,66
21/03/2023 20:15,66
21/03/2023 20:30,66
21/03/2023 20:45,66
21/03/2023 21:00,NA
21/03/2023 21:15,139
21/03/2023 21:30,139
21/03/2023 21:45,139
21/03/2023 22:00,139
21/03/2023 22:15,73
21/03/2023 22:30,73
21/03/2023 22:45,73
21/03/2023 23:00,73
21/03/2023 23:15,77
21/03/2023 23:30,77
21/03/2023 23:45,77
22/03/2023 00:00,77
22/03/2023 00:15,77
22/03/2023 00:30,77
22/03/2023 00:45,90
22/03/2023 01:00,90
22/03/2023 01:15,90
22/03/2023 01:30,90
22/03/2023 01:45,90
22/03/2023 02:00,90
22/03/2023 02:15,90
22/03/2023 02:30,90
22/03/2023 02:45,144
22/03/2023 03:00,144
22/03/2023 03:15,144
22/03/2023 03:30,144
22/03/2023 03:45,138
22/03/2023 04:00,138
22/03/2023 04:15,138
22/03/2023 04:30,138
22/03/2023 04:45,97
22/03/2023 05:00,97
22/03/2023 05:15,97
22/03/2023 05:30,97
22/03/2023 05:45,84
22/03/2023 06:00,84
22/03/2023 06:15,84
22/03/2023 06:30,84
22/03/2023 06:45,80
22/03/2023 07:00,80
22/03/2023 07:15,80
22/03/2023 07:30,80
22/03/2023 07:45,110
22/03/2023 08:00,110
22/03/2023 08:15,110
22/03/2023 08:30,110
22/03/2023 08:45,97
22/03/2023 09:00,97
22/03/2023 09:15,97
22/03/2023 09:30,97
22/03/2023 09:45,97
22/03/2023 10:00,97
22/03/2023 10:15,97
22/03/2023 10:30,97
22/03/2023 10:45,97
22/03/2023 11:00,97
22/03/2023 11:15,97
22/03/2023 11:30,81
22/03/2023 11:45,81
22/03/2023 12:00,81
22/03/2023 12:15,81
22/03/2023 12:30,56
22/03/2023 12:45,56
22/03/2023 13:00,56
22/03/2023 13:15,56
22/03/2023 13:30,56
22/03/2023 13:45,56
22/03/2023 14:00,56
22/03/2023 14:15,56
22/03/2023 14:30,44
22/03/2023 14:45,44
22/03/2023 15:00,44
22/03/2023 15:15,44
22/03/2023 15:30,42
22/03/2023 15:45,42
22/03/2023 16:00,42
22/03/2023 16:15,42
22/03/2023 16:30,52
22/03/2023 16:45,52
22/03/2023 17:00,52
22/03/2023 17:15,52
22/03/2023 17:30,57
22/03/2023 17:45,57
22/03/2023 18:00,57
22/03/2023 18:15,57
22/03/2023 18:30,75
22/03/2023 18:45,75
22/03/2023 19:00,75
22/03/2023 19:15,75
22/03/2023 19:30,75
22/03/2023 19:45,75
22/03/2023 20:00,99
22/03/2023 20:15,99
22/03/2023 20:30,99
22/03/2023 20:45,99
22/03/2023 21:00,97
22/03/2023 21:15,97
22/03/2023 21:30,97
22/03/2023 21:45,97
22/03/2023 22:00,97
22/03/2023 22:15,97
22/03/2023 22:30,97
22/03/2023 22:45,97
22/03/2023 23:00,89
22/03/2023 23:15,89
22/03/2023 23:30,89
22/03/2023 23:45,89
23/03/2023 00:00,132
23/03/2023 00:15,132
23/03/2023 00:30,132
23/03/2023 00:45,121
23/03/2023 01:00,121
23/03/2023 01:15,121
23/03/2023 01:30,121
23/03/2023 01:45,NA
23/03/2023 02:00,NA
23/03/2023 02:15,NA
23/03/2023 02:30,NA
23/03/2023 02:45,223
23/03/2023 03:00,223
23/03/2023 03:15,223
23/03/2023 03:30,223
23/03/2023 03:45,223
23/03/2023 04:00,223
23/03/2023 04:15,223
23/03/2023 04:30,223
23/03/2023 04:45,228
23/03/2023 05:00,228
23/03/2023 05:15,228
23/03/2023 05:30,228
23/03/2023 05:45,228
23/03/2023 06:00,228
23/03/2023 06:15,228
23/03/2023 06:30,228
23/03/2023 06:45,228
23/03/2023 07:00,228
23/03/2023 07:15,228
23/03/2023 07:30,228
23/03/2023 07:45,228
23/03/2023 08:00,228
23/03/2023 08:15,228
23/03/2023 08:30,228
23/03/2023 08:45,228
23/03/2023 09:00,228
23/03/2023 09:15,228
23/03/2023 09:30,228
23/03/2023 09:45,NA
23/03/2023 10:00,NA
23/03/2023 10:15,NA
23/03/2023 10:30,NA
23/03/2023 10:45,NA
23/03/2023 11:00,NA
23/03/2023 11:15,NA
23/03/2023 11:30,NA
23/03/2023 11:45,NA
23/03/2023 12:00,NA
23/03/2023 12:15,NA
23/03/2023 12:30,NA
23/03/2023 12:45,NA
23/03/2023 13:00,NA
23/03/2023 13:15,NA
23/03/2023 13:30,NA
23/03/2023 13:45,NA
23/03/2023 14:00,NA
23/03/2023 14:15,NA
23/03/2023 14:30,NA
23/03/2023 14:45,NA
23/03/2023 15:00,NA
23/03/2023 15:15,NA
23/03/2023 15:30,NA
23/03/2023 15:45,NA
23/03/2023 16:00,NA
23/03/2023 16:15,NA
23/03/2023 16:30,NA
23/03/2023 16:45,NA
23/03/2023 17:00,NA
23/03/2023 17:15,NA
23/03/2023 17:30,NA
23/03/2023 17:45,NA
23/03/2023 18:00,NA
23/03/2023 18:15,NA
23/03/2023 18:30,NA
23/03/2023 18:45,NA
23/03/2023 19:00,NA
23/03/2023 19:15,NA
23/03/2023 19:30,NA
23/03/2023 19:45,NA
23/03/2023 20:00,NA
23/03/2023 20:15,NA
23/03/2023 20:30,NA
23/03/2023 20:45,NA
23/03/2023 21:00,NA
23/03/2023 21:15,NA
23/03/2023 21:30,NA
23/03/2023 21:45,NA
23/03/2023 22:00,NA
23/03/2023 22:15,NA
23/03/2023 22:30,NA
23/03/2023 22:45,NA
23/03/2023 23:00,NA
23/03/2023 23:15,NA
23/03/2023 23:30,NA
23/03/2023 23:45,NA
24/03/2023 00:00,NA
24/03/2023 00:15,NA
24/03/2023 00:30,NA
24/03/2023 00:45,NA
24/03/2023 01:00,NA
24/03/2023 01:15,NA
24/03/2023 01:30,NA
24/03/2023 01:45,NA
24/03/2023 02:00,NA
24/03/2023 02:15,NA
24/03/2023 02:30,NA
24/03/2023 02:45,NA
24/03/2023 03:00,NA
24/03/2023 03:15,NA
24/03/2023 03:30,NA
24/03/2023 03:45,NA
24/03/2023 04:00,NA
24/03/2023 04:15,NA
24/03/2023 04:30,NA
24/03/2023 04:45,NA
24/03/2023 05:00,NA
24/03/2023 05:15,NA
24/03/2023 05:30,NA
24/03/2023 05:45,NA
24/03/2023 06:00,NA
24/03/2023 06:15,NA
24/03/2023 06:30,NA
24/03/2023 06:45,NA
24/03/2023 07:00,NA
24/03/2023 07:15,NA
24/03/2023 07:30,NA
24/03/2023 07:45,NA
24/03/2023 08:00,NA
24/03/2023 08:15,NA
24/03/2023 08:30,NA
24/03/2023 08:45,NA
24/03/2023 09:00,NA
24/03/2023 09:15,NA
24/03/2023 09:30,NA
24/03/2023 09:45,NA
24/03/2023 10:00,NA
24/03/2023 10:15,NA
24/03/2023 10:30,NA
24/03/2023 10:45,NA
24/03/2023 11:00,NA
24/03/2023 11:15,NA
24/03/2023 11:30,NA
24/03/2023 11:45,NA
24/03/2023 12:00,NA
24/03/2023 12:15,NA
24/03/2023 12:30,NA
24/03/2023 12:45,NA
24/03/2023 13:00,NA
24/03/2023 13:15,NA
24/03/2023 13:30,NA
24/03/2023 13:45,NA
24/03/2023 14:00,NA
24/03/2023 14:15,NA
24/03/2023 14:30,NA
24/03/2023 14:45,NA
24/03/2023 15:00,NA
24/03/2023 15:15,NA
24/03/2023 15:30,NA
24/03/2023 15:45,NA
24/03/2023 16:00,NA
24/03/2023 16:15,NA
24/03/2023 16:30,NA
24/03/2023 16:45,56
24/03/2023 17:00,56
24/03/2023 17:15,56
24/03/2023 17:30,56
24/03/2023 17:45,95
24/03/2023 18:00,95
24/03/2023 18:15,95
24/03/2023 18:30,95
24/03/2023 18:45,114
24/03/2023 19:00,114
24/03/2023 19:15,114
24/03/2023 19:30,114
24/03/2023 19:45,284
24/03/2023 20:00,284
24/03/2023 20:15,284
24/03/2023 20:30,284
24/03/2023 20:45,454
24/03/2023 21:00,454
24/03/2023 21:15,454
24/03/2023 21:30,454
24/03/2023 21:45,182
24/03/2023 22:00,182
24/03/2023 22:15,182
24/03/2023 22:30,182
24/03/2023 22:45,217
24/03/2023 23:00,217
24/03/2023 23:15,217
24/03/2023 23:30,217
24/03/2023 23:45,217
25/03/2023 00:00,217
25/03/2023 00:15,217
25/03/2023 00:30,217
25/03/2023 00:45,317
25/03/2023 01:00,317
25/03/2023 01:15,317
25/03/2023 01:30,317
25/03/2023 01:45,290
25/03/2023 02:00,290
25/03/2023 02:15,290
25/03/2023 02:30,290
25/03/2023 02:45,189
25/03/2023 03:00,189
25/03/2023 03:15,189
25/03/2023 03:30,189
25/03/2023 03:45,129
25/03/2023 04:00,129
25/03/2023 04:15,129
25/03/2023 04:30,129
25/03/2023 04:45,84
25/03/2023 05:00,84
25/03/2023 05:15,84
25/03/2023 05:30,84
25/03/2023 05:45,81
25/03/2023 06:00,81
25/03/2023 06:15,81
25/03/2023 06:30,81
25/03/2023 06:45,89
25/03/2023 07:00,89
25/03/2023 07:15,89
25/03/2023 07:30,89
25/03/2023 07:45,89
25/03/2023 08:00,89
25/03/2023 08:15,89
25/03/2023 08:30,89
25/03/2023 08:45,80
25/03/2023 09:00,80
25/03/2023 09:15,80
25/03/2023 09:30,80
25/03/2023 09:45,57
25/03/2023 10:00,57
25/03/2023 10:15,57
25/03/2023 10:30,57
25/03/2023 10:45,50
25/03/2023 11:00,50
25/03/2023 11:15,50
25/03/2023 11:30,50
25/03/2023 11:45,64
25/03/2023 12:00,64
25/03/2023 12:15,64
25/03/2023 12:30,64
25/03/2023 12:45,63
25/03/2023 13:00,63
25/03/2023 13:15,63
25/03/2023 13:30,63
25/03/2023 13:45,47
25/03/2023 14:00,47
25/03/2023 14:15,47
25/03/2023 14:30,47
25/03/2023 14:45,59
25/03/2023 15:00,59
25/03/2023 15:15,59
25/03/2023 15:30,59
25/03/2023 15:45,59
25/03/2023 16:00,59
25/03/2023 16:15,59
25/03/2023 16:30,59
25/03/2023 16:45,52
25/03/2023 17:00,52
25/03/2023 17:15,52
25/03/2023 17:30,52
25/03/2023 17:45,47
25/03/2023 18:00,47
25/03/2023 18:15,47
25/03/2023 18:30,47
25/03/2023 18:45,111
25/03/2023 19:00,111
25/03/2023 19:15,111
25/03/2023 19:30,111
25/03/2023 19:45,111
25/03/2023 20:00,221
25/03/2023 20:15,221
25/03/2023 20:30,221
25/03/2023 20:45,221
25/03/2023 21:00,221
25/03/2023 21:15,221
25/03/2023 21:30,221
25/03/2023 21:45,221
25/03/2023 22:00,205
25/03/2023 22:15,205
25/03/2023 22:30,205
25/03/2023 22:45,205
25/03/2023 23:00,191
25/03/2023 23:15,191
25/03/2023 23:30,191
25/03/2023 23:45,191
26/03/2023 00:00,227
26/03/2023 00:15,227
26/03/2023 00:30,227
26/03/2023 00:45,287
26/03/2023 01:00,287
26/03/2023 01:15,287
26/03/2023 01:30,287
26/03/2023 01:45,NA
26/03/2023 02:00,NA
26/03/2023 02:15,NA
26/03/2023 02:30,NA
26/03/2023 02:45,200
26/03/2023 03:00,200
26/03/2023 03:15,200
26/03/2023 03:30,200
26/03/2023 03:45,237
26/03/2023 04:00,237
26/03/2023 04:15,237
26/03/2023 04:30,237
26/03/2023 04:45,237
26/03/2023 05:00,295
26/03/2023 05:15,295
26/03/2023 05:30,295
26/03/2023 05:45,295
26/03/2023 06:00,295
26/03/2023 06:15,188
26/03/2023 06:30,188
26/03/2023 06:45,188
26/03/2023 07:00,188
26/03/2023 07:15,188
26/03/2023 07:30,NA
26/03/2023 07:45,237
26/03/2023 08:00,237
26/03/2023 08:15,237
26/03/2023 08:30,237
26/03/2023 08:45,224
26/03/2023 09:00,224
26/03/2023 09:15,224
26/03/2023 09:30,224
26/03/2023 09:45,224
26/03/2023 10:00,179
26/03/2023 10:15,179
26/03/2023 10:30,179
26/03/2023 10:45,179
26/03/2023 11:00,179
26/03/2023 11:15,179
26/03/2023 11:30,179
26/03/2023 11:45,179
26/03/2023 12:00,113
26/03/2023 12:15,113
26/03/2023 12:30,113
26/03/2023 12:45,113
26/03/2023 13:00,102
26/03/2023 13:15,102
26/03/2023 13:30,102
26/03/2023 13:45,102
26/03/2023 14:00,102
26/03/2023 14:15,102
26/03/2023 14:30,102
26/03/2023 14:45,102
26/03/2023 15:00,102
26/03/2023 15:15,73
26/03/2023 15:30,73
26/03/2023 15:45,73
26/03/2023 16:00,73
26/03/2023 16:15,46
26/03/2023 16:30,46
26/03/2023 16:45,46
26/03/2023 17:00,46
26/03/2023 17:15,46
26/03/2023 17:30,240
26/03/2023 17:45,240
26/03/2023 18:00,240
26/03/2023 18:15,240
26/03/2023 18:30,240
26/03/2023 18:45,240
26/03/2023 19:00,84
26/03/2023 19:15,84
26/03/2023 19:30,84
26/03/2023 19:45,84
26/03/2023 20:00,84
26/03/2023 20:15,96
26/03/2023 20:30,96
26/03/2023 20:45,96
26/03/2023 21:00,96
26/03/2023 21:15,96
26/03/2023 21:30,96
26/03/2023 21:45,96
26/03/2023 22:00,96
26/03/2023 22:15,96
26/03/2023 22:30,96
26/03/2023 22:45,202
26/03/2023 23:00,202
26/03/2023 23:15,202
26/03/2023 23:30,202
26/03/2023 23:45,202
27/03/2023 00:00,202
27/03/2023 00:15,202
27/03/2023 00:30,202
27/03/2023 00:45,171
27/03/2023 01:00,171
27/03/2023 01:15,171
27/03/2023 01:30,171
27/03/2023 01:45,171
27/03/2023 02:00,171
27/03/2023 02:15,171
27/03/2023 02:30,171
27/03/2023 02:45,135
27/03/2023 03:00,135
27/03/2023 03:15,135
27/03/2023 03:30,135
27/03/2023 03:45,135
27/03/2023 04:00,135
27/03/2023 04:15,135
27/03/2023 04:30,135
27/03/2023 04:45,130
27/03/2023 05:00,130
27/03/2023 05:15,130
27/03/2023 05:30,130
27/03/2023 05:45,130
27/03/2023 06:00,182
27/03/2023 06:15,182
27/03/2023 06:30,182
27/03/2023 06:45,182
27/03/2023 07:00,182
27/03/2023 07:15,182
27/03/2023 07:30,460
27/03/2023 07:45,460
27/03/2023 08:00,460
27/03/2023 08:15,460
27/03/2023 08:30,460
27/03/2023 08:45,460
27/03/2023 09:00,259
27/03/2023 09:15,259
27/03/2023 09:30,259
27/03/2023 09:45,259
27/03/2023 10:00,259
27/03/2023 10:15,161
27/03/2023 10:30,161
27/03/2023 10:45,161
27/03/2023 11:00,161
27/03/2023 11:15,161
27/03/2023 11:30,161
27/03/2023 11:45,182
27/03/2023 12:00,182
27/03/2023 12:15,182
27/03/2023 12:30,182
27/03/2023 12:45,182
27/03/2023 13:00,182
27/03/2023 13:15,182
27/03/2023 13:30,182
27/03/2023 13:45,182
27/03/2023 14:00,168
27/03/2023 14:15,168
27/03/2023 14:30,168
27/03/2023 14:45,168
27/03/2023 15:00,169
27/03/2023 15:15,169
27/03/2023 15:30,169
27/03/2023 15:45,169
27/03/2023 16:00,107
27/03/2023 16:15,107
27/03/2023 16:30,107
27/03/2023 16:45,107
27/03/2023 17:00,107
27/03/2023 17:15,85
27/03/2023 17:30,85
27/03/2023 17:45,85
27/03/2023 18:00,85
27/03/2023 18:15,107
27/03/2023 18:30,107
27/03/2023 18:45,107
27/03/2023 19:00,107
27/03/2023 19:15,107
27/03/2023 19:30,107
27/03/2023 19:45,133
27/03/2023 20:00,133
27/03/2023 20:15,133
27/03/2023 20:30,133
27/03/2023 20:45,133
27/03/2023 21:00,283
27/03/2023 21:15,283
27/03/2023 21:30,283
27/03/2023 21:45,283
27/03/2023 22:00,283
27/03/2023 22:15,283
27/03/2023 22:30,283
27/03/2023 22:45,283
27/03/2023 23:00,241
27/03/2023 23:15,241
27/03/2023 23:30,241
27/03/2023 23:45,241
28/03/2023 00:00,273
28/03/2023 00:15,273
28/03/2023 00:30,273
28/03/2023 00:45,240
28/03/2023 01:00,240
28/03/2023 01:15,240
28/03/2023 01:30,240
28/03/2023 01:45,240
28/03/2023 02:00,260
28/03/2023 02:15,260
28/03/2023 02:30,260
28/03/2023 02:45,260
28/03/2023 03:00,260
28/03/2023 03:15,350
28/03/2023 03:30,350
28/03/2023 03:45,350
28/03/2023 04:00,350
28/03/2023 04:15,350
28/03/2023 04:30,350
28/03/2023 04:45,350
28/03/2023 05:00,350
28/03/2023 05:15,350
28/03/2023 05:30,329
28/03/2023 05:45,329
28/03/2023 06:00,329
28/03/2023 06:15,329
28/03/2023 06:30,222
28/03/2023 06:45,222
28/03/2023 07:00,222
28/03/2023 07:15,222
28/03/2023 07:30,327
28/03/2023 07:45,327
28/03/2023 08:00,327
28/03/2023 08:15,327
28/03/2023 08:30,428
28/03/2023 08:45,428
28/03/2023 09:00,428
28/03/2023 09:15,428
28/03/2023 09:30,428
28/03/2023 09:45,246
28/03/2023 10:00,246
28/03/2023 10:15,246
28/03/2023 10:30,246
28/03/2023 10:45,246
28/03/2023 11:00,239
28/03/2023 11:15,239
28/03/2023 11:30,239
28/03/2023 11:45,239
28/03/2023 12:00,132
28/03/2023 12:15,132
28/03/2023 12:30,132
28/03/2023 12:45,132
28/03/2023 13:00,132
28/03/2023 13:15,132
28/03/2023 13:30,132
28/03/2023 13:45,132
28/03/2023 14:00,132
28/03/2023 14:15,132
28/03/2023 14:30,132
28/03/2023 14:45,132
28/03/2023 15:00,132
28/03/2023 15:15,257
28/03/2023 15:30,257
28/03/2023 15:45,257
28/03/2023 16:00,257
28/03/2023 16:15,257
28/03/2023 16:30,178
28/03/2023 16:45,178
28/03/2023 17:00,178
28/03/2023 17:15,178
28/03/2023 17:30,178
28/03/2023 17:45,178
28/03/2023 18:00,245
