#,From,To (Interval: 15M),"Singrauli, Surya Kiran Bhawan Dudhichua  PM10 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  PM2.5 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NOX (ppb)","Singrauli, Surya Kiran Bhawan Dudhichua  CO (mg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  SO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NH3 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Ozone (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Benzene (µg/m3)"
917,10/02/2023 13:00,10/02/2023 13:15,94,29,17.56533865,82.7,48.2,0.77,8.2,19.3,67.7,0.2
918,10/02/2023 13:15,10/02/2023 13:30,94,29,17.57141434,81.2,47.8,0.73,8.2,20,65.1,0.2
919,10/02/2023 13:30,10/02/2023 13:45,94,29,17.57749004,76,45.2,0.77,8.2,20.3,71,0.2
920,10/02/2023 13:45,10/02/2023 14:00,106,17,17.58356574,72.6,43.1,0.76,8.2,20.4,68.8,0.2
921,10/02/2023 14:00,10/02/2023 14:15,106,17,17.58964143,70.8,41.6,0.74,8.2,19.5,66.5,0.1
922,10/02/2023 14:15,10/02/2023 14:30,106,17,17.59571713,64.7,37.8,0.61,8.2,19.6,64.6,0.1
923,10/02/2023 14:30,10/02/2023 14:45,106,17,17.60179283,62.6,36.8,0.57,8.2,20,64.6,0.1
924,10/02/2023 14:45,10/02/2023 15:00,97,13,17.60786853,58.3,35.5,0.56,8.2,24.9,65,0.1
925,10/02/2023 15:00,10/02/2023 15:15,97,13,17.61394422,57.3,35.9,0.56,8.2,31.1,67.8,0.1
926,10/02/2023 15:15,10/02/2023 15:30,97,13,17.62001992,46.5,33.6,0.6,8.2,31.2,68.9,0.1
927,10/02/2023 15:30,10/02/2023 15:45,97,13,17.62609562,27.2,23,0.58,8.2,25.2,68.7,0.1
928,10/02/2023 15:45,10/02/2023 16:00,85,14,17.63217131,20.3,19.1,0.56,8.2,23.2,66.5,0.1
929,10/02/2023 16:00,10/02/2023 16:15,85,14,17.63824701,18.6,17.5,0.56,8.2,23.5,66.6,0.1
930,10/02/2023 16:15,10/02/2023 16:30,85,14,17.64432271,19.6,17.8,0.56,8.2,23.7,67.4,0.1
931,10/02/2023 16:30,10/02/2023 16:45,85,14,17.65039841,19.4,18,0.56,8.2,27.2,67.3,0.1
932,10/02/2023 16:45,10/02/2023 17:00,58,14,17.6564741,20.5,19.2,0.58,8.2,30,68.6,0.1
933,10/02/2023 17:00,10/02/2023 17:15,58,14,17.6625498,24,20.9,0.58,8.2,30.6,66.2,0.1
934,10/02/2023 17:15,10/02/2023 17:30,58,14,17.6686255,28.2,22.4,0.66,8.2,30.3,51.9,0.1
935,10/02/2023 17:30,10/02/2023 17:45,58,14,17.6747012,31.3,24.2,0.98,8.2,30.5,29.5,0.1
936,10/02/2023 17:45,10/02/2023 18:00,70,48,17.68077689,37.7,26.9,1.06,8.2,29.9,28.5,0.1
937,10/02/2023 18:00,10/02/2023 18:15,70,48,17.68685259,44.4,30.5,1.18,8.2,29.2,25.1,0.1
938,10/02/2023 18:15,10/02/2023 18:30,70,48,17.69292829,50.4,33.8,1.2,8.2,28.5,18,0.1
939,10/02/2023 18:30,10/02/2023 18:45,70,48,17.69900398,55.3,36.5,1.51,8.2,28.4,7.5,0.1
940,10/02/2023 18:45,10/02/2023 19:00,70,161,17.70507968,62.1,40.4,2.08,8.2,27.5,6,0.1
941,10/02/2023 19:00,10/02/2023 19:15,70,161,17.71115538,68.6,45.2,1.96,8.2,27.1,4.6,0.2
942,10/02/2023 19:15,10/02/2023 19:30,70,161,17.71723108,74,50.8,2.26,8.2,26.4,6,0.2
943,10/02/2023 19:30,10/02/2023 19:45,70,161,17.72330677,75.36666667,56.16666666,2.183333333,8.2,27.1,5.766666667,0.233333333
944,10/02/2023 19:45,10/02/2023 20:00,469,196,17.72938247,76.73333333,61.53333333,2.106666667,8.2,27.8,5.533333333,0.266666667
945,10/02/2023 20:00,10/02/2023 20:15,469,196,17.73545817,78.1,66.9,2.03,8.2,28.5,5.3,0.3
946,10/02/2023 20:15,10/02/2023 20:30,469,196,17.74153386,78.1,71.8,2.91,8.2,30.4,5.2,0.3
947,10/02/2023 20:30,10/02/2023 20:45,469,196,17.74760956,77.6,78.1,3.82,8.2,29.3,5.1,0.3
948,10/02/2023 20:45,10/02/2023 21:00,770,281,17.75368526,76.3,83.4,2.4,8.2,28.4,5.8,0.4
949,10/02/2023 21:00,10/02/2023 21:15,770,281,17.75976096,79.6,91,2.92,8.2,26.1,5.5,0.4
950,10/02/2023 21:15,10/02/2023 21:30,770,281,17.76583665,80.7,98.3,2.45,8.2,24.6,5.3,0.4
951,10/02/2023 21:30,10/02/2023 21:45,770,281,17.77191235,80.5,102.5,2.27,8.2,24.3,5.4,0.4
952,10/02/2023 21:45,10/02/2023 22:00,751.3333333,280,17.77798805,81,106.7,2.29,8.2,23.8,5.5,0.4
953,10/02/2023 22:00,10/02/2023 22:15,732.6666667,280,17.78406375,82.9,110.3,1.98,8.2,22.5,5.4,0.4
954,10/02/2023 22:15,10/02/2023 22:30,714,280,17.79013944,82.3,112,2.06,8.2,22.2,5.4,0.4
955,10/02/2023 22:30,10/02/2023 22:45,695.3333333,280,17.79621514,80.3,113.1,2.63,8.2,22.6,5.3,0.4
956,10/02/2023 22:45,10/02/2023 23:00,676.6666667,171,17.80229084,80.1,114.8,2.84,8.2,22.5,4.9,0.4
957,10/02/2023 23:00,10/02/2023 23:15,658,171,17.80836653,80.9,117.6,2.36,8.2,22.3,4.9,0.4
958,10/02/2023 23:15,10/02/2023 23:30,639.3333333,171,17.81444223,81.3,119.5,2.18,8.2,21.7,5.5,0.4
959,10/02/2023 23:30,10/02/2023 23:45,620.6666667,171,17.82051793,82,119.9,2.03,8.2,21.1,5.5,0.4
960,10/02/2023 23:45,11/02/2023 00:00,602,142,17.82659363,81.9,119.5,2.025,8.2,21.6,5.3,0.4
961,11/02/2023 00:00,11/02/2023 00:15,602,142,17.83266932,81,120,2.02,8.2,21.7,4.9,0.4
962,11/02/2023 00:15,11/02/2023 00:30,602,142,17.83874502,80.5,120.7,1.59,8.2,21.5,5.4,0.4
963,11/02/2023 00:30,11/02/2023 00:45,602,142,17.84482072,79.2,118.8,1.61,8.2,23.1,5.3,0.4
964,11/02/2023 00:45,11/02/2023 01:00,605,138,17.85089641,77.5,115.8,1.6,8.2,25.2,4.9,0.4
965,11/02/2023 01:00,11/02/2023 01:15,605,138,17.85697211,76.8,113.3,1.56,8.2,26.4,4.3,0.4
966,11/02/2023 01:15,11/02/2023 01:30,605,138,17.86304781,78,111.8,1.49,8.2,26.4,4.8,0.4
967,11/02/2023 01:30,11/02/2023 01:45,605,138,17.86912351,79.7,110.7,1.43,8.2,26.5,4.9,0.4
968,11/02/2023 01:45,11/02/2023 02:00,603,124,17.8751992,79.2,109,1.49,8.2,27.1,5.2,0.4
969,11/02/2023 02:00,11/02/2023 02:15,603,124,17.8812749,79.2,108.2,1.57,8.2,26.8,4.9,0.4
970,11/02/2023 02:15,11/02/2023 02:30,603,124,17.8873506,79.7,107.7,1.5,8.2,27,5.1,0.3
971,11/02/2023 02:30,11/02/2023 02:45,603,124,17.89342629,80.1,107.9,1.51,8.2,27.3,3.9,0.4
972,11/02/2023 02:45,11/02/2023 03:00,603,108,17.89950199,79.9,108.6,1.52,8.2,27.8,4.8,0.3
973,11/02/2023 03:00,11/02/2023 03:15,603,108,17.90557769,80.9,110.9,1.35,8.2,27.9,5,0.4
974,11/02/2023 03:15,11/02/2023 03:30,603,108,17.91165339,79.9,111.7,1.24,8.2,27.7,4.5,0.3
975,11/02/2023 03:30,11/02/2023 03:45,603,108,17.91772908,79.9,111.7,1.28,8.2,28,5.8,0.3
976,11/02/2023 03:45,11/02/2023 04:00,354,80,17.92380478,80.4,110.5,1.31,8.2,28.3,4.7,0.3
977,11/02/2023 04:00,11/02/2023 04:15,354,80,17.92988048,82.5,108.8,1.32,8.2,27.5,3.9,0.3
978,11/02/2023 04:15,11/02/2023 04:30,354,80,17.93595618,81,105.5,1.29,8.2,28.1,4.9,0.3
979,11/02/2023 04:30,11/02/2023 04:45,354,80,17.94203187,81.6,102.2,1.34,8.2,26.3,5.3,0.3
980,11/02/2023 04:45,11/02/2023 05:00,194,80,17.94810757,79.9,99.9,1.21,8.2,24.8,5.4,0.3
981,11/02/2023 05:00,11/02/2023 05:15,194,80,17.95418327,77.6,98.2,1.21,8.2,23.7,5.7,0.3
982,11/02/2023 05:15,11/02/2023 05:30,194,80,17.96025896,75.8,96.1,1.33,8.2,22.6,5.2,0.3
983,11/02/2023 05:30,11/02/2023 05:45,194,80,17.96633466,74.3,93.5,1.79,8.2,22.2,5.3,0.3
984,11/02/2023 05:45,11/02/2023 06:00,266,99,17.97241036,73.4,91.7,1.89,8.2,22.2,5.5,0.3
985,11/02/2023 06:00,11/02/2023 06:15,266,99,17.97848606,71.5,90,2.06,8.2,21.7,5.2,0.3
986,11/02/2023 06:15,11/02/2023 06:30,266,99,17.98456175,71.4,89.9,1.97,8.2,21,5.4,0.3
987,11/02/2023 06:30,11/02/2023 06:45,266,99,17.99063745,69.2,88.4,1.99,8.2,21.1,5.4,0.3
988,11/02/2023 06:45,11/02/2023 07:00,280,107,17.99671315,67.7,88.3,1.95,8.2,21.3,5.3,0.3
989,11/02/2023 07:00,11/02/2023 07:15,280,107,18.00278884,67.6,88.8,2.03,8.2,21.4,5.3,0.4
990,11/02/2023 07:15,11/02/2023 07:30,280,107,18.00886454,66.9,89.5,2.23,8.2,21.2,5.4,0.4
991,11/02/2023 07:30,11/02/2023 07:45,280,107,18.01494024,66.9,91.3,2.71,8.2,21,4.8,0.4
992,11/02/2023 07:45,11/02/2023 08:00,317,203,18.02101594,67.7,94.9,2.9,8.2,21.6,5.5,0.4
993,11/02/2023 08:00,11/02/2023 08:15,317,203,18.02709163,69.1,98.6,2.28,8.2,21.9,5.6,0.4
994,11/02/2023 08:15,11/02/2023 08:30,317,203,18.03316733,71,100.2,1.71,8.2,21.9,7,0.4
995,11/02/2023 08:30,11/02/2023 08:45,317,203,18.03924303,71.6,98.3,1.37,8.2,23.3,8.3,0.4
996,11/02/2023 08:45,11/02/2023 09:00,537,109,18.04531873,71.6,94.7,1.39,8.2,25.4,11.13333334,0.4
997,11/02/2023 09:00,11/02/2023 09:15,537,109,18.05139442,74.8,93,1.42,8.2,27.4,13.96666667,0.4
998,11/02/2023 09:15,11/02/2023 09:30,537,109,18.05747012,80.7,91.8,1.12,8.2,28.9,16.8,0.4
999,11/02/2023 09:30,11/02/2023 09:45,537,109,18.06354582,84.3,89.4,0.5,8.2,30.6,30.8,0.4
1000,11/02/2023 09:45,11/02/2023 10:00,304,73,18.06962151,84,83.4,0.756666667,8.2,31.1,38,0.4
1001,11/02/2023 10:00,11/02/2023 10:15,304,73,18.07569721,82.2,76.4,1.013333333,8.2,31.7,43.2,0.3
1002,11/02/2023 10:15,11/02/2023 10:30,304,73,18.08177291,79.8,69.5,1.27,8.2,31.4,47.8,0.3
1003,11/02/2023 10:30,11/02/2023 10:45,304,73,18.08784861,77,63.6,0.38,8.2,31.3,52.4,0.3
1004,11/02/2023 10:45,11/02/2023 11:00,110,26,18.0939243,75.9,58.1,0.38,8.2,32.4,55.8,0.3
1005,11/02/2023 11:00,11/02/2023 11:15,110,26,18.1,74.9,54.5,0.38,8.2,32,59.5,0.3
1006,11/02/2023 11:15,11/02/2023 11:30,110,26,14.4,73.1,50.6,0.35,8.2,32,56.7,0.2
1007,11/02/2023 11:30,11/02/2023 11:45,110,26,11.5,72.4,47.8,0.29,7.9,31.8,52,0.2
1008,11/02/2023 11:45,11/02/2023 12:00,110,20,11.1,70.6,46.55,0.23,8,29.33333333,56,0.2
1009,11/02/2023 12:00,11/02/2023 12:15,110,20,10.7,68.8,45.3,0.25,8,26.86666667,54.7,0.2
1010,11/02/2023 12:15,11/02/2023 12:30,110,20,10.3,67,44.05,0.29,7.8,24.4,53.4,0.2
1011,11/02/2023 12:30,11/02/2023 12:45,110,20,9.9,65.2,42.8,0.3,7.5,22.8,52.4,0.2
1012,11/02/2023 12:45,11/02/2023 13:00,90,13,9.8,67.8,44,0.3,7.8,22.9,54.5,0.2
1013,11/02/2023 13:00,11/02/2023 13:15,90,13,8.9,65.7,42.2,0.62,7.9,21.3,57.5,0.2
1014,11/02/2023 13:15,11/02/2023 13:30,90,13,8.8,61.1,39.6,0.6,7.9,19.7,57.5,0.1
1015,11/02/2023 13:30,11/02/2023 13:45,90,13,8.4,57.7,37.6,0.57,7.8,18.6,57.7,0.1
1016,11/02/2023 13:45,11/02/2023 14:00,158,15,7.8,57.8,37.1,0.54,7.7,18.3,57,0.1
1017,11/02/2023 14:00,11/02/2023 14:15,158,15,6.8,58.1,36.4,0.52,7.8,20.8,57.5,0.1
1018,11/02/2023 14:15,11/02/2023 14:30,158,15,6.2,55.4,34.5,0.56,7.8,20.5,57.4,0.1
1019,11/02/2023 14:30,11/02/2023 14:45,158,15,5.4,53.2,32.6,0.56,7.5,18.8,55.9,0.1
1020,11/02/2023 14:45,11/02/2023 15:00,158,22,4.8,51.2,31.1,0.53,7.6,18.1,54.5,0.1
1021,11/02/2023 15:00,11/02/2023 15:15,158,22,5.1,50.1,30.8,0.53,7.5,17.8,54.7,0.1
1022,11/02/2023 15:15,11/02/2023 15:30,158,22,4.9,51.9,31.6,0.53,7.5,17.2,56.3,0.1
1023,11/02/2023 15:30,11/02/2023 15:45,158,22,4.5,54.4,32.6,0.53,7.8,20.7,58,0.1
1024,11/02/2023 15:45,11/02/2023 16:00,158.0882957,22.77777778,4.64,50.32,30.54,0.735,8.26,20.8,60.875,0.1
1025,11/02/2023 16:00,11/02/2023 16:15,158.1765914,23.55555556,4.78,46.24,28.48,0.94,8.72,20.9,63.75,0.1
1026,11/02/2023 16:15,11/02/2023 16:30,158.2648871,24.33333333,4.92,42.16,26.42,1.145,9.18,21,66.625,0.1
1027,11/02/2023 16:30,11/02/2023 16:45,158.3531828,25.11111111,5.06,38.08,24.36,1.35,9.64,21.1,69.5,0.1
1028,11/02/2023 16:45,11/02/2023 17:00,158.4414784,25.88888889,5.2,34,22.3,1.31,10.1,21.2,64.7,0.1
1029,11/02/2023 17:00,11/02/2023 17:15,158.5297741,26.66666667,5.6,38.9,25.2,1.27,9,20.5,64.4,0.1
1030,11/02/2023 17:15,11/02/2023 17:30,158.6180698,27.44444444,7.1,39.7,26.9,1.25,9,21.4,49.9,0.1
1031,11/02/2023 17:30,11/02/2023 17:45,158.7063655,28.22222222,7.5,36.3,25.4,1.23,7.6,23.4,46.8,0.1
1032,11/02/2023 17:45,11/02/2023 18:00,158.7946612,29,7.5,36.2,25.3,1.23,8.8,26.4,42.2,0.1
1033,11/02/2023 18:00,11/02/2023 18:15,158.8829569,29,7.3,38.3,26.3,0.64,8.8,28.7,40.2,0.1
1034,11/02/2023 18:15,11/02/2023 18:30,158.9712526,29,7.5,41.7,28.3,0.56,9,29.2,35.8,0.1
1035,11/02/2023 18:30,11/02/2023 18:45,159.0595483,29,7.5,45.8,30.5,0.58,11.2,29.2,33,0.1
1036,11/02/2023 18:45,11/02/2023 19:00,159.1478439,34,8,49.5,32.8,0.6,12.3,29.3,35.8,0.1
1037,11/02/2023 19:00,11/02/2023 19:15,159.2361396,34,9.5,52.1,35.4,0.62,10.9,28.4,39.9,0.1
1038,11/02/2023 19:15,11/02/2023 19:30,159.3244353,34,10.2,52.9,36.4,0.66,10.4,27.9,39.1,0.1
1039,11/02/2023 19:30,11/02/2023 19:45,159.412731,34,11.3,54.8,38.3,0.65,13.5,27.1,33.7,0.1
1040,11/02/2023 19:45,11/02/2023 20:00,159.5010267,34,12.2,55.3,39.3,0.62,13,26.9,36,0.1
1041,11/02/2023 20:00,11/02/2023 20:15,159.5893224,34,12.6,58.2,41.2,0.63,14,26.1,26,0.1
1042,11/02/2023 20:15,11/02/2023 20:30,159.6776181,34,12.8,61,42.9,0.71,18.9,25.3,12,0.1
1043,11/02/2023 20:30,11/02/2023 20:45,159.7659138,34,13.4,59.4,42.5,0.72,22.1,26.9,9.3,0.1
1044,11/02/2023 20:45,11/02/2023 21:00,159.8542094,36,14.8,57.4,42.5,0.73,26.9,29.2,7,0.1
1045,11/02/2023 21:00,11/02/2023 21:15,159.9425051,36,14.5,57.6,42.5,0.74,23.8,30.7,10.7,0.1
1046,11/02/2023 21:15,11/02/2023 21:30,160.0308008,36,14.8,59.4,43.6,0.81,13.4,30.6,19.9,0.1
1047,11/02/2023 21:30,11/02/2023 21:45,160.1190965,36,15.4,61.9,45.5,0.84,10,31.2,25.4,0.1
1048,11/02/2023 21:45,11/02/2023 22:00,160.2073922,43,15.1,63.1,45.8,0.84,8.9,28.9,26.3,0.1
1049,11/02/2023 22:00,11/02/2023 22:15,160.2956879,43,15.4,65,47.1,0.84,8.7,24.8,25.2,0.1
1050,11/02/2023 22:15,11/02/2023 22:30,160.3839836,43,15.7,66.3,48,0.82,8.9,22.5,23.6,0.1
1051,11/02/2023 22:30,11/02/2023 22:45,160.4722793,43,15.5,66,47.7,0.76,9,21.7,25.2,0.1
1052,11/02/2023 22:45,11/02/2023 23:00,160.5605749,44,15.1,66.4,47.6,0.76,8.9,21.2,22.7,0.1
1053,11/02/2023 23:00,11/02/2023 23:15,160.6488706,44,15.2,67.1,48,0.78,8.6,20.6,21.3,0.1
1054,11/02/2023 23:15,11/02/2023 23:30,160.7371663,44,15.2,67,48,0.85,8.8,19.9,19.5,0.1
1055,11/02/2023 23:30,11/02/2023 23:45,160.825462,44,15.2,65.9,47.4,0.86,8.8,19.7,17.3,0.1
1056,11/02/2023 23:45,12/02/2023 00:00,160.9137577,48,15.6,65.8,47.7,0.815,8.75,20,18.1,0.1
1057,12/02/2023 00:00,12/02/2023 00:15,161.0020534,48,15.7,66.4,48.1,0.77,8.7,19.9,19.3,0.1
1058,12/02/2023 00:15,12/02/2023 00:30,161.0903491,48,15.7,66.1,47.9,0.73,8.9,20.1,17.4,0.1
1059,12/02/2023 00:30,12/02/2023 00:45,161.1786448,48,15.3,66,47.6,0.69,8.5,20.1,13,0.1
1060,12/02/2023 00:45,12/02/2023 01:00,161.2669405,32,14.9,67.2,47.8,0.7,9,19.6,10,0.1
1061,12/02/2023 01:00,12/02/2023 01:15,161.3552361,32,15.7,66.8,48.3,0.73,9.7,20,9.1,0.1
1062,12/02/2023 01:15,12/02/2023 01:30,161.4435318,32,16.3,67.8,49.3,0.73,10.5,19.5,12.3,0.1
1063,12/02/2023 01:30,12/02/2023 01:45,161.5318275,32,15.2,68.4,48.7,0.65,10.6,20,21.4,0.1
1064,12/02/2023 01:45,12/02/2023 02:00,161.6201232,30,14.8,67.9,48.2,0.6,9.6,21.7,30,0.1
1065,12/02/2023 02:00,12/02/2023 02:15,161.7084189,30,14.5,69,48.5,0.57,9.4,23.8,30.4,0.1
1066,12/02/2023 02:15,12/02/2023 02:30,161.7967146,30,14.9,69.9,49.3,0.65,9.7,25.5,17.8,0.1
1067,12/02/2023 02:30,12/02/2023 02:45,161.8850103,30,14.2,71.1,49.3,0.61,10.3,27.1,23.2,0.1
1068,12/02/2023 02:45,12/02/2023 03:00,161.973306,32,13.7,72.7,49.8,0.58,9.6,27.9,31.8,0.1
1069,12/02/2023 03:00,12/02/2023 03:15,162.0616016,32,13.5,75.9,51.4,0.56,8.8,27.4,34.3,0.1
1070,12/02/2023 03:15,12/02/2023 03:30,162.1498973,32,13,77.1,51.5,0.56,8.5,27.6,39.6,0.1
1071,12/02/2023 03:30,12/02/2023 03:45,162.238193,32,12.6,78.4,51.9,0.61,8.3,27.8,38.8,0.1
1072,12/02/2023 03:45,12/02/2023 04:00,162.3264887,31,11.9,78.4,51.4,0.66,8.1,28.2,42,0.1
1073,12/02/2023 04:00,12/02/2023 04:15,162.4147844,31,10.9,79.9,51.4,0.65,8,27.8,42.7,0.1
1074,12/02/2023 04:15,12/02/2023 04:30,162.5030801,31,11.1,80.2,51.6,0.65,8,27.8,45.4,0.1
1075,12/02/2023 04:30,12/02/2023 04:45,162.5913758,31,10.2,80.1,50.9,0.68,7.8,27.5,45.8,0.1
1076,12/02/2023 04:45,12/02/2023 05:00,162.6796715,39,10,79.9,50.7,0.7,7.6,27.3,45.5,0.1
1079,12/02/2023 05:30,12/02/2023 05:45,162.9445585,39,9.5,83.3,52,0.72,8.1,26,26.1,0.1
1080,12/02/2023 05:45,12/02/2023 06:00,163.0328542,35,9.1,81.3,50.7,0.7,8.3,25.5,24.7,0.1
1081,12/02/2023 06:00,12/02/2023 06:15,163.1211499,35,9.3,80.2,50.2,0.69,8.8,24.1,22.8,0.1
1082,12/02/2023 06:15,12/02/2023 06:30,163.2094456,35,10,78.4,49.9,0.69,9.2,23.1,20.2,0.1
1083,12/02/2023 06:30,12/02/2023 06:45,163.2977413,35,10.4,75.8,48.8,0.68,10.2,21.8,17.6,0.1
1084,12/02/2023 06:45,12/02/2023 07:00,163.386037,47,10.2,73.5,47.4,0.66,10.8,21.5,18.5,0.1
1085,12/02/2023 07:00,12/02/2023 07:15,163.4743326,47,10.3,72.3,46.9,0.68,10.5,20.7,24.6,0.1
1086,12/02/2023 07:15,12/02/2023 07:30,163.5626283,47,10.5,70.6,46.1,0.66,9.7,20.4,28,0.1
1087,12/02/2023 07:30,12/02/2023 07:45,163.650924,47,10.6,69.5,45.6,0.72,9.1,19.9,29.2,0.1
1088,12/02/2023 07:45,12/02/2023 08:00,163.7392197,54,10.2,68.8,44.9,0.74,8.7,19.5,32.2,0.1
1089,12/02/2023 08:00,12/02/2023 08:15,163.8275154,54,10.1,69.1,45,0.73,8.8,19.3,35.2,0.1
1090,12/02/2023 08:15,12/02/2023 08:30,163.9158111,54,10,67.7,44.1,0.78,8.9,19.5,35,0.1
1091,12/02/2023 08:30,12/02/2023 08:45,164.0041068,54,9.6,66.9,43.4,0.74,8.8,19.8,39.3,0.1
1092,12/02/2023 08:45,12/02/2023 09:00,164.0924025,69,9.5,66.2,43,0.7,8.9,20.2,42,0.1
1093,12/02/2023 09:00,12/02/2023 09:15,164.1806982,69,8.4,65.4,41.6,0.71,9.7,21.2,44.7,0.1
1094,12/02/2023 09:15,12/02/2023 09:30,164.2689938,69,7.1,65.1,40.4,0.72,10.1,21.4,47.4,0.1
1095,12/02/2023 09:30,12/02/2023 09:45,164.3572895,69,5.8,65.3,39.5,0.71,10.1,20.9,49.7,0.1
1096,12/02/2023 09:45,12/02/2023 10:00,164.4455852,56,5,65.2,38.8,0.956666667,10.7,23.4,52.5,0.1
1097,12/02/2023 10:00,12/02/2023 10:15,164.5338809,56,5,63.9,38.1,1.203333333,11.6,27,56.5,0.1
1098,12/02/2023 10:15,12/02/2023 10:30,164.6221766,56,5.4,61.8,37.3,1.45,11.2,28.7,62.1,0.1
1099,12/02/2023 10:30,12/02/2023 10:45,164.7104723,56,5.2,59.7,36,0.62,10.2,29.5,64.3,0.1
1100,12/02/2023 10:45,12/02/2023 11:00,164.798768,53,3.5,58,33.7,0.61,8.3,31.3,62.9,0.1
1101,12/02/2023 11:00,12/02/2023 11:15,164.8870637,53,4.1,56.2,33.2,0.6,6.399999999,32.6,62.6,0.1
1102,12/02/2023 11:15,12/02/2023 11:30,164.9753593,53,5.1,54.6,33.1,0.58,4.499999999,33.5,62.9,0.1
1103,12/02/2023 11:30,12/02/2023 11:45,165.063655,53,5.6,53.9,33.2,0.57,2.6,32.9,60,0.1
1104,12/02/2023 11:45,12/02/2023 12:00,165.1519507,48,5.875,54.25,33.6,0.56,2,30.1,58.5,0.1
1105,12/02/2023 12:00,12/02/2023 12:15,165.2402464,48,6.15,54.6,34,0.55,1.9,27.3,57.6,0.1
1106,12/02/2023 12:15,12/02/2023 12:30,165.3285421,48,6.425,54.95,34.4,0.6,2,24.5,58.2,0.1
1107,12/02/2023 12:30,12/02/2023 12:45,165.4168378,48,6.7,55.3,34.8,0.56,2,23.6,57.4,0.1
1108,12/02/2023 12:45,12/02/2023 13:00,165.5051335,67,5.4,56.1,34.2,0.55,2,25,58.4,0.1
1109,12/02/2023 13:00,12/02/2023 13:15,165.5934292,67,5.3,55.6,33.9,0.54,2,26.7,56.9,0.1
1110,12/02/2023 13:15,12/02/2023 13:30,165.6817248,67,6,54.5,33.8,0.54,2.4,28.6,56.3,0.1
1111,12/02/2023 13:30,12/02/2023 13:45,165.7700205,67,6.4,53.7,33.7,0.54,3.3,30.9,54.6,0.1
1112,12/02/2023 13:45,12/02/2023 14:00,165.8583162,71,6.6,53.5,33.8,0.53,2.6,33.7,55.4,0.1
1113,12/02/2023 14:00,12/02/2023 14:15,165.9466119,71,6.9,50.4,32.5,0.49,3,29.9,52.9,0.1
1114,12/02/2023 14:15,12/02/2023 14:30,166.0349076,71,7,47.7,31,0.48,3,26.6,51.7,0.1
1115,12/02/2023 14:30,12/02/2023 14:45,166.1232033,71,7.2,45.8,30.3,0.45,3.3,24.6,51.9,0.1
1116,12/02/2023 14:45,12/02/2023 15:00,166.211499,48,6.5,44.4,28.9,0.47,3.3,23.9,53.3,0.1
1117,12/02/2023 15:00,12/02/2023 15:15,166.2997947,48,6.8,43.6,28.7,0.49,3.2,24.1,50.4,0.1
1118,12/02/2023 15:15,12/02/2023 15:30,166.3880903,48,6.7,42.7,28.1,0.5,3.5,24.7,50.2,0.1
1119,12/02/2023 15:30,12/02/2023 15:45,166.476386,48,6.3,41.8,27.4,0.5,4,25.5,50.3,0.1
1120,12/02/2023 15:45,12/02/2023 16:00,166.5646817,39,6.7,41.2,27.4,0.53,3.6,26,51.1,0.1
1121,12/02/2023 16:00,12/02/2023 16:15,166.6529774,39,6.6,41,27.1,0.5,3.4,26.2,51.4,0.1
1122,12/02/2023 16:15,12/02/2023 16:30,166.7412731,39,7,40.7,27.3,0.5,3.1,25.8,49.2,0.1
1123,12/02/2023 16:30,12/02/2023 16:45,166.8295688,40,6.7,40.6,27.1,0.48,3.5,27,49.2,0.1
1124,12/02/2023 16:45,12/02/2023 17:00,166.9178645,41,6.2,42.2,27.5,0.46,3.9,29,48.3,0.1
1125,12/02/2023 17:00,12/02/2023 17:15,167.0061602,42,6.8,42.5,28.1,0.48,3.5,29.8,44.5,0.1
1126,12/02/2023 17:15,12/02/2023 17:30,167.0944559,43,7,43.7,28.9,0.5,3.3,30.6,43.6,0.1
1127,12/02/2023 17:30,12/02/2023 17:45,167.1827515,44,7.4,43.1,28.9,0.52,2.6,32,43.3,0.1
1128,12/02/2023 17:45,12/02/2023 18:00,167.2710472,45,7.4,42.5,28.7,0.52,2.1,35.8,42.5,0.1
1129,12/02/2023 18:00,12/02/2023 18:15,167.3593429,45,7.4,43.6,29.2,0.54,9.1,37.2,39.2,0.1
1130,12/02/2023 18:15,12/02/2023 18:30,167.4476386,45,6.9,45.1,29.6,0.57,10.5,37.3,37.9,0.1
1131,12/02/2023 18:30,12/02/2023 18:45,167.5359343,45,6.9,47.1,30.6,0.62,10.6,36.5,36.1,0.1
1132,12/02/2023 18:45,12/02/2023 19:00,167.62423,36,7,49.5,32,0.64,11.3,35.5,32.3,0.1
1133,12/02/2023 19:00,12/02/2023 19:15,167.7125257,36,8.2,50.6,33.5,0.66,12.6,34.5,26.2,0.1
1134,12/02/2023 19:15,12/02/2023 19:30,167.8008214,36,11.1,49.8,35.5,0.69,14.4,33.2,19.8,0.1
