From,CO (mg/m3)
22/02/2023 05:15,0.62
22/02/2023 05:30,0.63
22/02/2023 05:45,0.89
22/02/2023 06:00,1
22/02/2023 06:15,1.02
22/02/2023 06:30,1.48
22/02/2023 06:45,1.2
22/02/2023 07:00,1.2
22/02/2023 07:15,0.87
22/02/2023 07:30,0.76
22/02/2023 07:45,0.66
22/02/2023 08:00,0.65
22/02/2023 08:15,0.65
22/02/2023 08:30,0.69
22/02/2023 08:45,0.73
22/02/2023 09:00,0.64
22/02/2023 09:15,0.61
22/02/2023 09:30,0.46
22/02/2023 09:45,0.653333333
22/02/2023 10:00,0.846666667
22/02/2023 10:15,1.04
22/02/2023 10:30,0.29
22/02/2023 10:45,0.26
22/02/2023 11:00,0.23
22/02/2023 11:15,0.21
22/02/2023 11:30,0.19
22/02/2023 11:45,0.17
22/02/2023 12:00,0.15
22/02/2023 12:15,0.1
22/02/2023 12:30,0.1
22/02/2023 12:45,0.1
22/02/2023 13:00,0.1
22/02/2023 13:15,0.1
22/02/2023 13:30,0.1
22/02/2023 13:45,0.1
22/02/2023 14:00,0.1
22/02/2023 14:15,0.1
22/02/2023 14:30,0.1
22/02/2023 14:45,0.1
22/02/2023 15:00,0.1
22/02/2023 15:15,0.1
22/02/2023 15:30,0.1
22/02/2023 15:45,0.1
22/02/2023 16:00,0.15
22/02/2023 16:15,0.14
22/02/2023 16:30,0.125
22/02/2023 16:45,0.11
22/02/2023 17:00,0.13
22/02/2023 17:15,0.21
22/02/2023 17:30,0.23
22/02/2023 17:45,0.26
22/02/2023 18:00,0.26
22/02/2023 18:15,0.31
22/02/2023 18:30,0.38
22/02/2023 18:45,0.39
22/02/2023 19:00,0.32
22/02/2023 19:15,0.3
22/02/2023 19:30,0.34
22/02/2023 19:45,0.27
22/02/2023 20:00,0.31
22/02/2023 20:15,0.45
22/02/2023 20:30,0.49
22/02/2023 20:45,0.52
22/02/2023 21:00,0.72
22/02/2023 21:15,0.94
22/02/2023 21:30,0.95
22/02/2023 21:45,1.01
22/02/2023 22:00,1.42
22/02/2023 22:15,1.43
22/02/2023 22:30,1.48
22/02/2023 22:45,1.23
22/02/2023 23:00,1.19
22/02/2023 23:15,0.98
22/02/2023 23:30,0.97
22/02/2023 23:45,1.145
23/02/2023 00:00,1.32
23/02/2023 00:15,1.29
23/02/2023 00:30,1.28
23/02/2023 00:45,1.49
23/02/2023 01:00,1.64
23/02/2023 01:15,1.57
23/02/2023 01:30,1.45
23/02/2023 01:45,1.68
23/02/2023 02:00,1.9
23/02/2023 02:15,1.71
23/02/2023 02:30,1.56
23/02/2023 02:45,1.55
23/02/2023 03:00,1.49
23/02/2023 03:15,1.48
23/02/2023 03:30,1.53
23/02/2023 03:45,1.57
23/02/2023 04:00,1.73
23/02/2023 04:15,2.03
23/02/2023 04:30,2.23
23/02/2023 04:45,2.2
23/02/2023 05:00,2.13
23/02/2023 05:15,2.12
23/02/2023 05:30,2.1
23/02/2023 05:45,2.11
23/02/2023 06:00,2.29
23/02/2023 06:15,2.21
23/02/2023 06:30,2.2
23/02/2023 06:45,2.91
23/02/2023 07:00,3.32
23/02/2023 07:15,3.06
23/02/2023 07:30,2.6
23/02/2023 07:45,2.04
23/02/2023 08:00,1.39
23/02/2023 08:15,1.44
23/02/2023 08:30,1.58
23/02/2023 08:45,1.67
23/02/2023 09:00,1.39
23/02/2023 09:15,1.28
23/02/2023 09:30,1.23
23/02/2023 09:45,1.53
23/02/2023 10:00,1.83
23/02/2023 10:15,2.13
23/02/2023 10:30,1.66
23/02/2023 10:45,1.64
23/02/2023 11:00,1.4
23/02/2023 11:15,1.31
23/02/2023 11:30,1.29
23/02/2023 11:45,1.28
23/02/2023 12:00,1.28
23/02/2023 12:15,1.27
23/02/2023 12:30,1.26
23/02/2023 12:45,1.25
23/02/2023 13:00,1.26
23/02/2023 13:15,1.27
23/02/2023 13:30,1.26
23/02/2023 13:45,1.24
23/02/2023 14:00,1.23
23/02/2023 14:15,1.21
23/02/2023 14:30,1.21
23/02/2023 14:45,1.23
23/02/2023 15:00,1.1
23/02/2023 15:15,0.92
23/02/2023 15:30,0.93
23/02/2023 15:45,0.93
23/02/2023 16:00,0.92
23/02/2023 16:15,0.92
23/02/2023 16:30,0.94
23/02/2023 16:45,0.95
23/02/2023 17:00,1
23/02/2023 17:15,0.8
23/02/2023 17:30,0.64
23/02/2023 17:45,0.65
23/02/2023 18:00,0.62
23/02/2023 18:15,0.47
23/02/2023 18:30,0.44
23/02/2023 18:45,0.47
23/02/2023 19:00,0.44
23/02/2023 19:15,0.42
23/02/2023 19:30,0.37
23/02/2023 19:45,0.34
23/02/2023 20:00,0.34
23/02/2023 20:15,0.35
23/02/2023 20:30,0.4
23/02/2023 20:45,0.46
23/02/2023 21:00,0.47
23/02/2023 21:15,0.52
23/02/2023 21:30,0.6
23/02/2023 21:45,0.52
23/02/2023 22:00,0.61
23/02/2023 22:15,0.65
23/02/2023 22:30,0.72
23/02/2023 22:45,0.7
23/02/2023 23:00,0.81
23/02/2023 23:15,0.87
23/02/2023 23:30,1.16
23/02/2023 23:45,1.1
24/02/2023 00:00,1.04
24/02/2023 00:15,0.94
24/02/2023 00:30,1.1
24/02/2023 00:45,1
24/02/2023 01:00,0.93
24/02/2023 01:15,0.89
24/02/2023 01:30,0.87
24/02/2023 01:45,0.87
24/02/2023 02:00,0.9
24/02/2023 02:15,0.87
24/02/2023 02:30,0.94
24/02/2023 02:45,0.96
24/02/2023 03:00,0.96
24/02/2023 03:15,0.98
24/02/2023 03:30,0.95
24/02/2023 03:45,0.92
24/02/2023 04:00,0.87
24/02/2023 04:15,0.84
24/02/2023 04:30,0.89
24/02/2023 04:45,1
24/02/2023 05:00,0.95
24/02/2023 05:15,0.94
24/02/2023 05:30,1.08
24/02/2023 05:45,1.49
24/02/2023 06:00,1.4
24/02/2023 06:15,1.33
24/02/2023 06:30,1.28
24/02/2023 06:45,1.25
24/02/2023 07:00,1.56
24/02/2023 07:15,1.72
24/02/2023 07:30,1.23
24/02/2023 07:45,0.8
24/02/2023 08:00,0.81
24/02/2023 08:15,1.05
24/02/2023 08:30,1.04
24/02/2023 08:45,1.02
24/02/2023 09:00,0.93
24/02/2023 09:15,0.87
24/02/2023 09:30,0.87
24/02/2023 09:45,1.086666667
24/02/2023 10:00,1.303333333
24/02/2023 10:15,1.52
24/02/2023 10:30,0.78
24/02/2023 10:45,0.78
24/02/2023 11:00,0.6
24/02/2023 11:15,0.33
24/02/2023 11:30,0.37
24/02/2023 11:45,0.33
24/02/2023 12:00,0.27
24/02/2023 12:15,0.24
24/02/2023 12:30,0.18
24/02/2023 12:45,0.13
24/02/2023 13:00,0.14
24/02/2023 13:15,0.14625
24/02/2023 13:30,0.1525
24/02/2023 13:45,0.15875
24/02/2023 14:00,0.165
24/02/2023 14:15,0.17125
24/02/2023 14:30,0.1775
24/02/2023 14:45,0.18375
24/02/2023 15:00,0.19
24/02/2023 15:15,0.19625
24/02/2023 15:30,0.2025
24/02/2023 15:45,0.20875
24/02/2023 16:00,0.215
24/02/2023 16:15,0.22125
24/02/2023 16:30,0.2275
24/02/2023 16:45,0.23375
24/02/2023 17:00,0.24
24/02/2023 17:15,0.35
24/02/2023 17:30,0.31
24/02/2023 17:45,0.29
24/02/2023 18:00,0.3
24/02/2023 18:15,0.3
24/02/2023 18:30,0.33
24/02/2023 18:45,0.35
24/02/2023 19:00,0.37
24/02/2023 19:15,0.39
24/02/2023 19:30,0.3
24/02/2023 19:45,0.25
24/02/2023 20:00,0.26
24/02/2023 20:15,0.27
24/02/2023 20:30,0.29
24/02/2023 20:45,0.35
24/02/2023 21:00,0.64
24/02/2023 21:15,0.72
24/02/2023 21:30,0.74
24/02/2023 21:45,0.78
24/02/2023 22:00,0.76
24/02/2023 22:15,0.82
24/02/2023 22:30,0.9
24/02/2023 22:45,0.87
24/02/2023 23:00,0.94
24/02/2023 23:15,1.11
24/02/2023 23:30,0.85
24/02/2023 23:45,1
25/02/2023 00:00,1.15
25/02/2023 00:15,1.5
25/02/2023 00:30,1.41
25/02/2023 00:45,1.42
25/02/2023 01:00,1.48
25/02/2023 01:15,1.47
25/02/2023 01:30,1.43
25/02/2023 01:45,1.64
25/02/2023 02:00,1.63
25/02/2023 02:15,1.64
25/02/2023 02:30,1.58
25/02/2023 02:45,1.51
25/02/2023 03:00,1.5
25/02/2023 03:15,1.5
25/02/2023 03:30,1.39
25/02/2023 03:45,1.48
25/02/2023 04:00,1.49
25/02/2023 04:15,1.55
25/02/2023 04:30,1.45
25/02/2023 04:45,1.44
25/02/2023 05:00,1.55
25/02/2023 05:15,1.66
25/02/2023 05:30,1.65
25/02/2023 05:45,1.59
25/02/2023 06:00,1.66
25/02/2023 06:15,1.71
25/02/2023 06:30,2.04
25/02/2023 06:45,2.32
25/02/2023 07:00,1.98
25/02/2023 07:15,2.32
25/02/2023 07:30,3.1
25/02/2023 07:45,3.15
25/02/2023 08:00,2.68
25/02/2023 08:15,2.52
25/02/2023 08:30,2.39
25/02/2023 08:45,2.03
25/02/2023 09:00,1.81
25/02/2023 09:15,1.59
25/02/2023 09:30,1.43
25/02/2023 09:45,1.5
25/02/2023 10:00,1.57
25/02/2023 10:15,1.64
25/02/2023 10:30,0.82
25/02/2023 10:45,0.79
25/02/2023 11:00,0.76
25/02/2023 11:15,0.7
25/02/2023 11:30,0.6
25/02/2023 11:45,0.49
25/02/2023 12:00,0.44
25/02/2023 12:15,0.42
25/02/2023 12:30,0.44
25/02/2023 12:45,0.54
25/02/2023 13:00,0.69
25/02/2023 13:15,0.7
25/02/2023 13:30,0.82
25/02/2023 13:45,0.79
25/02/2023 14:00,0.77
25/02/2023 14:15,0.74
25/02/2023 14:30,0.71
25/02/2023 14:45,0.65
25/02/2023 15:00,0.58
25/02/2023 15:15,0.58
25/02/2023 15:30,0.6
25/02/2023 15:45,0.64
25/02/2023 16:00,0.66
25/02/2023 16:15,0.68
25/02/2023 16:30,0.66
25/02/2023 16:45,0.66
25/02/2023 17:00,0.69
25/02/2023 17:15,0.72
25/02/2023 17:30,0.76
25/02/2023 17:45,0.78
25/02/2023 18:00,0.79
25/02/2023 18:15,0.9
25/02/2023 18:30,0.94
25/02/2023 18:45,0.94
25/02/2023 19:00,0.94
25/02/2023 19:15,0.77
25/02/2023 19:30,0.65
25/02/2023 19:45,0.57
25/02/2023 20:00,0.61
25/02/2023 20:15,0.71
25/02/2023 20:30,0.98
25/02/2023 20:45,0.97
25/02/2023 21:00,0.96
25/02/2023 21:15,1.03
25/02/2023 21:30,1.09
25/02/2023 21:45,1.13
25/02/2023 22:00,1.36
25/02/2023 22:15,1.72
25/02/2023 22:30,1.67
25/02/2023 22:45,1.85
25/02/2023 23:00,1.73
25/02/2023 23:15,1.58
25/02/2023 23:30,1.42
25/02/2023 23:45,1.305
26/02/2023 00:00,1.19
26/02/2023 00:15,1.23
26/02/2023 00:30,1.34
26/02/2023 00:45,1.23
26/02/2023 01:00,1.25
26/02/2023 01:15,1.29
26/02/2023 01:30,1.33
26/02/2023 01:45,1.34
26/02/2023 02:00,1.35
26/02/2023 02:15,1.37
26/02/2023 02:30,1.35
26/02/2023 02:45,1.32
26/02/2023 03:00,1.32
26/02/2023 03:15,1.33
26/02/2023 03:30,1.39
26/02/2023 03:45,1.37
26/02/2023 04:00,1.42
26/02/2023 04:15,1.45
26/02/2023 04:30,1.49
26/02/2023 04:45,1.49
26/02/2023 05:00,1.49
26/02/2023 05:15,1.51
26/02/2023 05:30,1.48
26/02/2023 05:45,1.49
26/02/2023 06:00,1.49
26/02/2023 06:15,1.49
26/02/2023 06:30,1.49
26/02/2023 06:45,1.68
26/02/2023 07:00,1.94
26/02/2023 07:15,1.91
26/02/2023 07:30,1.59
26/02/2023 07:45,1.33
26/02/2023 08:00,1.01
26/02/2023 08:15,1
26/02/2023 08:30,1.01
26/02/2023 08:45,1.09
26/02/2023 09:00,1.09
26/02/2023 09:15,1.24
26/02/2023 09:30,1.37
26/02/2023 09:45,1.563333333
26/02/2023 10:00,1.756666667
26/02/2023 10:15,1.95
26/02/2023 10:30,1.23
26/02/2023 10:45,1.2
26/02/2023 11:00,1.19
26/02/2023 11:15,1.18
26/02/2023 11:30,1.13
26/02/2023 11:45,1.1
26/02/2023 12:00,1.12
26/02/2023 12:15,1.11
26/02/2023 12:30,1.1
26/02/2023 12:45,1.09
26/02/2023 13:00,1.06
26/02/2023 13:15,1.06
26/02/2023 13:30,1.08
26/02/2023 13:45,1.06
26/02/2023 14:00,1.06
26/02/2023 14:15,1.06
26/02/2023 14:30,1.08
26/02/2023 14:45,1.11
26/02/2023 15:00,1.06
26/02/2023 15:15,1.01
26/02/2023 15:30,0.97
26/02/2023 15:45,0.97
26/02/2023 16:00,0.96
26/02/2023 16:15,0.95
26/02/2023 16:30,0.95
26/02/2023 16:45,0.96
26/02/2023 17:00,0.94
26/02/2023 17:15,0.96
26/02/2023 17:30,1.04
26/02/2023 17:45,1.09
26/02/2023 18:00,1.12
26/02/2023 18:15,1.15
26/02/2023 18:30,1.26
26/02/2023 18:45,1.12
26/02/2023 19:00,0.98
26/02/2023 19:15,0.95
26/02/2023 19:30,0.97
26/02/2023 19:45,1.02
26/02/2023 20:00,1.1
26/02/2023 20:15,1.31
26/02/2023 20:30,1.5
26/02/2023 20:45,1.84
26/02/2023 21:00,2.07
26/02/2023 21:15,1.68
26/02/2023 21:30,1.55
26/02/2023 21:45,1.34
26/02/2023 22:00,1.33
26/02/2023 22:15,1.37
26/02/2023 22:30,1.47
26/02/2023 22:45,1.51
26/02/2023 23:00,1.53
26/02/2023 23:15,1.74
26/02/2023 23:30,1.75
26/02/2023 23:45,1.67
27/02/2023 00:00,1.59
27/02/2023 00:15,1.47
27/02/2023 00:30,1.48
27/02/2023 00:45,1.42
27/02/2023 01:00,1.57
27/02/2023 01:15,1.74
27/02/2023 01:30,1.67
27/02/2023 01:45,1.43
27/02/2023 02:00,1.15
27/02/2023 02:15,1.11
27/02/2023 02:30,1.1
27/02/2023 02:45,1.1
27/02/2023 03:00,1.17
27/02/2023 03:15,1.16
27/02/2023 03:30,1.15
27/02/2023 03:45,1.17
27/02/2023 04:00,1.26
27/02/2023 04:15,1.28
27/02/2023 04:30,1.23
27/02/2023 04:45,1.11
27/02/2023 05:00,0.96
27/02/2023 05:15,0.88
27/02/2023 05:30,0.81
27/02/2023 05:45,0.78
27/02/2023 06:00,1.06
27/02/2023 06:15,0.92
27/02/2023 06:30,0.87
27/02/2023 06:45,0.85
27/02/2023 07:00,1
27/02/2023 07:15,1.11
27/02/2023 07:30,0.77
27/02/2023 07:45,0.77
27/02/2023 08:00,0.82
27/02/2023 08:15,0.81
27/02/2023 08:30,0.74
27/02/2023 08:45,0.66
27/02/2023 09:00,0.63
27/02/2023 09:15,0.6
27/02/2023 09:30,0.52
27/02/2023 09:45,0.733333333
27/02/2023 10:00,0.946666667
27/02/2023 10:15,1.16
27/02/2023 10:30,0.39
27/02/2023 10:45,0.38
27/02/2023 11:00,0.38
27/02/2023 11:15,0.39
27/02/2023 11:30,0.38
27/02/2023 11:45,0.37
27/02/2023 12:00,0.27
27/02/2023 12:15,0.21
27/02/2023 12:30,0.24
27/02/2023 12:45,0.24
27/02/2023 13:00,0.23
27/02/2023 13:15,0.22
27/02/2023 13:30,0.24
27/02/2023 13:45,0.22
27/02/2023 14:00,0.19
27/02/2023 14:15,0.22
27/02/2023 14:30,0.24
27/02/2023 14:45,0.19
27/02/2023 15:00,0.17
27/02/2023 15:15,0.16
27/02/2023 15:30,0.15
27/02/2023 15:45,0.16
27/02/2023 16:00,0.18
27/02/2023 16:15,0.16
27/02/2023 16:30,0.17
27/02/2023 16:45,0.19
27/02/2023 17:00,0.18
27/02/2023 17:15,0.19
27/02/2023 17:30,0.23
27/02/2023 17:45,0.23
27/02/2023 18:00,0.27
27/02/2023 18:15,0.37
27/02/2023 18:30,0.52
27/02/2023 18:45,0.87
27/02/2023 19:00,1.11
27/02/2023 19:15,1.05
27/02/2023 19:30,1.24
27/02/2023 19:45,1.29
27/02/2023 20:00,1.35
27/02/2023 20:15,1.08
27/02/2023 20:30,0.92
27/02/2023 20:45,0.93
27/02/2023 21:00,0.86
27/02/2023 21:15,0.89
27/02/2023 21:30,0.88
27/02/2023 21:45,0.95
27/02/2023 22:00,1
27/02/2023 22:15,1.08
27/02/2023 22:30,1.52
27/02/2023 22:45,1.16
27/02/2023 23:00,1.39
27/02/2023 23:15,1.55
27/02/2023 23:30,1.34
27/02/2023 23:45,1.615
28/02/2023 00:00,1.89
28/02/2023 00:15,1.65
28/02/2023 00:30,1.76
28/02/2023 00:45,1.64
28/02/2023 01:00,1.48
28/02/2023 01:15,1.6
28/02/2023 01:30,1.65
28/02/2023 01:45,1.71
28/02/2023 02:00,1.8
28/02/2023 02:15,1.58
28/02/2023 02:30,1.58
28/02/2023 02:45,1.65
28/02/2023 03:00,1.73
28/02/2023 03:15,1.61
28/02/2023 03:30,1.52
28/02/2023 03:45,1.48
28/02/2023 04:00,1.51
28/02/2023 04:15,1.69
28/02/2023 04:30,1.77
28/02/2023 04:45,1.82
28/02/2023 05:00,1.73
28/02/2023 05:15,1.67
28/02/2023 05:30,1.51
28/02/2023 05:45,1.51
28/02/2023 06:00,1.49
28/02/2023 06:15,1.51
28/02/2023 06:30,1.58
28/02/2023 06:45,1.82
28/02/2023 07:00,1.94
28/02/2023 07:15,1.63
28/02/2023 07:30,1.61
28/02/2023 07:45,1.77
28/02/2023 08:00,1.76
28/02/2023 08:15,1.45
28/02/2023 08:30,1.37
28/02/2023 08:45,1.36
28/02/2023 09:00,1.52
28/02/2023 09:15,1.48
28/02/2023 09:30,1.25
28/02/2023 09:45,1.333333333
28/02/2023 10:00,1.416666667
28/02/2023 10:15,1.5
28/02/2023 10:30,0.76
28/02/2023 10:45,0.73
28/02/2023 11:00,0.72
28/02/2023 11:15,0.72
28/02/2023 11:30,0.71
28/02/2023 11:45,0.71
28/02/2023 12:00,0.72
28/02/2023 12:15,0.71
28/02/2023 12:30,0.72
28/02/2023 12:45,0.78
28/02/2023 13:00,0.79
28/02/2023 13:15,0.79
28/02/2023 13:30,0.8
28/02/2023 13:45,0.81
28/02/2023 14:00,0.84
28/02/2023 14:15,0.81
28/02/2023 14:30,0.78
28/02/2023 14:45,0.78
28/02/2023 15:00,0.78
28/02/2023 15:15,0.76
28/02/2023 15:30,0.73
28/02/2023 15:45,0.73
28/02/2023 16:00,0.8
28/02/2023 16:15,0.79
28/02/2023 16:30,0.77
28/02/2023 16:45,0.7
28/02/2023 17:00,0.64
28/02/2023 17:15,0.65
28/02/2023 17:30,0.66
28/02/2023 17:45,0.64
28/02/2023 18:00,0.66
28/02/2023 18:15,0.65
28/02/2023 18:30,0.65
28/02/2023 18:45,0.76
28/02/2023 19:00,0.85
28/02/2023 19:15,0.71
28/02/2023 19:30,0.85
28/02/2023 19:45,0.95
28/02/2023 20:00,1.04
28/02/2023 20:15,1.08
28/02/2023 20:30,1.19
28/02/2023 20:45,1.23
28/02/2023 21:00,1.17
28/02/2023 21:15,1.17
28/02/2023 21:30,1.29
28/02/2023 21:45,1.6
28/02/2023 22:00,1.39
28/02/2023 22:15,1.29
28/02/2023 22:30,1.36
28/02/2023 22:45,1.34
28/02/2023 23:00,1.56
28/02/2023 23:15,1.45
28/02/2023 23:30,1.21
28/02/2023 23:45,1.6
01/03/2023 00:00,1.99
01/03/2023 00:15,1.79
01/03/2023 00:30,1.71
01/03/2023 00:45,1.79
01/03/2023 01:00,1.73
01/03/2023 01:15,1.77
01/03/2023 01:30,1.69
01/03/2023 01:45,1.77
01/03/2023 02:00,1.64
01/03/2023 02:15,1.55
01/03/2023 02:30,1.61
01/03/2023 02:45,1.67
01/03/2023 03:00,1.63
01/03/2023 03:15,1.45
01/03/2023 03:30,1.53
01/03/2023 03:45,1.52
01/03/2023 04:00,1.45
01/03/2023 04:15,1.44
01/03/2023 04:30,1.49
01/03/2023 04:45,1.68
01/03/2023 05:00,1.8
01/03/2023 05:15,1.69
01/03/2023 05:30,1.72
01/03/2023 05:45,1.57
01/03/2023 06:00,1.52
01/03/2023 06:15,1.47
01/03/2023 06:30,1.43
01/03/2023 06:45,1.52
01/03/2023 07:00,1.75
01/03/2023 07:15,1.89
01/03/2023 07:30,2.13
01/03/2023 07:45,1.94
01/03/2023 08:00,1.9
01/03/2023 08:15,1.94
01/03/2023 08:30,2.21
01/03/2023 08:45,2.16
01/03/2023 09:00,1.85
01/03/2023 09:15,1.77
01/03/2023 09:30,1.58
01/03/2023 09:45,1.726666667
01/03/2023 10:00,1.873333333
01/03/2023 10:15,2.02
01/03/2023 10:30,1.29
01/03/2023 10:45,1.23
01/03/2023 11:00,1.13
01/03/2023 11:15,1.05
01/03/2023 11:30,1
01/03/2023 11:45,1.01
01/03/2023 12:00,1
01/03/2023 12:15,1
01/03/2023 12:30,0.98
01/03/2023 12:45,0.97
01/03/2023 13:00,1.01
01/03/2023 13:15,1
01/03/2023 13:30,0.98
01/03/2023 13:45,1.01
01/03/2023 14:00,1
01/03/2023 14:15,0.98
01/03/2023 14:30,0.97
01/03/2023 14:45,0.98
01/03/2023 15:00,0.96
01/03/2023 15:15,0.94
01/03/2023 15:30,0.95
01/03/2023 15:45,0.96
01/03/2023 16:00,1.01
01/03/2023 16:15,1.03
01/03/2023 16:30,1.12
01/03/2023 16:45,1.11
01/03/2023 17:00,1.08
01/03/2023 17:15,0.94
01/03/2023 17:30,0.98
01/03/2023 17:45,1.06
01/03/2023 18:00,1.12
01/03/2023 18:15,1.27
01/03/2023 18:30,1.92
01/03/2023 18:45,1.59
01/03/2023 19:00,1.03
01/03/2023 19:15,1.01
01/03/2023 19:30,1.02
01/03/2023 19:45,1.23
01/03/2023 20:00,1.2
01/03/2023 20:15,1.21
01/03/2023 20:30,1.28
01/03/2023 20:45,1.2
01/03/2023 21:00,1.13
01/03/2023 21:15,1.2
01/03/2023 21:30,1.35
01/03/2023 21:45,1.42
01/03/2023 22:00,1.81
01/03/2023 22:15,1.66
01/03/2023 22:30,1.64
01/03/2023 22:45,1.6
01/03/2023 23:00,1.61
01/03/2023 23:15,1.79
01/03/2023 23:30,2.22
01/03/2023 23:45,1.905
02/03/2023 00:00,1.59
02/03/2023 00:15,1.42
02/03/2023 00:30,1.36
02/03/2023 00:45,1.4
02/03/2023 01:00,1.36
02/03/2023 01:15,1.37
02/03/2023 01:30,1.67
02/03/2023 01:45,1.73
02/03/2023 02:00,1.61
02/03/2023 02:15,2.1
02/03/2023 02:30,2.04
02/03/2023 02:45,1.71
02/03/2023 03:00,1.59
02/03/2023 03:15,1.51
02/03/2023 03:30,1.44
02/03/2023 03:45,1.45
02/03/2023 04:00,1.58
02/03/2023 04:15,1.35
02/03/2023 04:30,1.48
02/03/2023 04:45,1.53
02/03/2023 05:00,1.58
02/03/2023 05:15,1.52
02/03/2023 05:30,1.4
02/03/2023 05:45,1.31
02/03/2023 06:00,1.23
02/03/2023 06:15,1.23
02/03/2023 06:30,1.19
02/03/2023 06:45,1.31
02/03/2023 07:00,1.75
02/03/2023 07:15,1.6
02/03/2023 07:30,1.32
02/03/2023 07:45,1.11
02/03/2023 08:00,0.98
02/03/2023 08:15,1.03
02/03/2023 08:30,1.12
02/03/2023 08:45,1.24
02/03/2023 09:00,1.26
02/03/2023 09:15,1.19
02/03/2023 09:30,1.12
02/03/2023 09:45,1.33
02/03/2023 10:00,1.54
02/03/2023 10:15,1.75
02/03/2023 10:30,0.95
02/03/2023 10:45,0.89
02/03/2023 11:00,0.88
02/03/2023 11:15,0.88
02/03/2023 11:30,0.87
02/03/2023 11:45,0.84
02/03/2023 12:00,0.81
02/03/2023 12:15,0.81
02/03/2023 12:30,0.79
02/03/2023 12:45,0.8
02/03/2023 13:00,0.84
02/03/2023 13:15,0.85
02/03/2023 13:30,0.85
02/03/2023 13:45,0.86
02/03/2023 14:00,0.86
02/03/2023 14:15,0.86
02/03/2023 14:30,0.84
02/03/2023 14:45,0.79
02/03/2023 15:00,0.77
02/03/2023 15:15,0.76
02/03/2023 15:30,0.74
02/03/2023 15:45,0.74
02/03/2023 16:00,0.76
02/03/2023 16:15,0.78
02/03/2023 16:30,0.97
02/03/2023 16:45,0.98
02/03/2023 17:00,1.02
02/03/2023 17:15,1.04
02/03/2023 17:30,1.13
02/03/2023 17:45,1.25
02/03/2023 18:00,1.32
02/03/2023 18:15,1.34
02/03/2023 18:30,1.18
02/03/2023 18:45,0.95
02/03/2023 19:00,0.93
02/03/2023 19:15,0.92
02/03/2023 19:30,0.92
02/03/2023 19:45,0.86
02/03/2023 20:00,0.89
02/03/2023 20:15,1
02/03/2023 20:30,1.08
02/03/2023 20:45,1.18
02/03/2023 21:00,1.12
02/03/2023 21:15,1.05
02/03/2023 21:30,1
02/03/2023 21:45,1.2
02/03/2023 22:00,1.36
02/03/2023 22:15,1.34
02/03/2023 22:30,1.39
02/03/2023 22:45,1.44
02/03/2023 23:00,1.29
02/03/2023 23:15,1.34
02/03/2023 23:30,1.37
02/03/2023 23:45,1.355
03/03/2023 00:00,1.34
03/03/2023 00:15,1.28
03/03/2023 00:30,1.24
03/03/2023 00:45,1.25
03/03/2023 01:00,1.35
03/03/2023 01:15,1.36
03/03/2023 01:30,1.4
03/03/2023 01:45,1.4
03/03/2023 02:00,1.41
03/03/2023 02:15,1.5
03/03/2023 02:30,1.55
03/03/2023 02:45,1.49
03/03/2023 03:00,1.58
03/03/2023 03:15,1.65
03/03/2023 03:30,1.55
03/03/2023 03:45,1.42
03/03/2023 04:00,1.01
03/03/2023 04:15,1.06
03/03/2023 04:30,1.13
03/03/2023 04:45,1.21
03/03/2023 05:00,1.12
03/03/2023 05:15,1.09
03/03/2023 05:30,1.16
03/03/2023 05:45,1.17
03/03/2023 06:00,1.33
03/03/2023 06:15,1.35
03/03/2023 06:30,1.21
03/03/2023 06:45,1.06
03/03/2023 07:00,0.92
03/03/2023 07:15,0.97
03/03/2023 07:30,0.92
03/03/2023 07:45,0.84
03/03/2023 08:00,0.87
03/03/2023 08:15,0.92
03/03/2023 08:30,0.93
03/03/2023 08:45,1
03/03/2023 09:00,1.33
03/03/2023 09:15,1.19
03/03/2023 09:30,0.77
03/03/2023 09:45,0.913333333
03/03/2023 10:00,1.056666667
03/03/2023 10:15,1.2
03/03/2023 10:30,0.45
03/03/2023 10:45,0.4
03/03/2023 11:00,0.38
03/03/2023 11:15,0.37
03/03/2023 11:30,0.35
03/03/2023 11:45,0.33
03/03/2023 12:00,0.27
03/03/2023 12:15,0.26
03/03/2023 12:30,0.21
03/03/2023 12:45,0.17
03/03/2023 13:00,0.15
03/03/2023 13:15,0.16
03/03/2023 13:30,0.24
03/03/2023 13:45,0.24
03/03/2023 14:00,0.24
03/03/2023 14:15,0.25
03/03/2023 14:30,0.33
03/03/2023 14:45,0.38
03/03/2023 15:00,0.38
03/03/2023 15:15,0.38
03/03/2023 15:30,0.39
03/03/2023 15:45,0.38
03/03/2023 16:00,0.38
03/03/2023 16:15,0.38
03/03/2023 16:30,0.4
03/03/2023 16:45,0.41
03/03/2023 17:00,0.42
03/03/2023 17:15,0.44
03/03/2023 17:30,0.5
03/03/2023 17:45,0.76
03/03/2023 18:00,0.78
03/03/2023 18:15,0.71
03/03/2023 18:30,0.73
03/03/2023 18:45,0.84
03/03/2023 19:00,0.96
03/03/2023 19:15,1.18
03/03/2023 19:30,1.17
03/03/2023 19:45,1.1
03/03/2023 20:00,1.05
03/03/2023 20:15,1.04
03/03/2023 20:30,1.24
03/03/2023 20:45,1.17
03/03/2023 21:00,1.17
03/03/2023 21:15,1.24
03/03/2023 21:30,1.31
03/03/2023 21:45,1.5
03/03/2023 22:00,1.69
