From,Ozone (µg/m3)
18/03/2023 11:45,64
18/03/2023 12:00,66.4
18/03/2023 12:15,74.5
18/03/2023 12:30,75.9
18/03/2023 12:45,75.9
18/03/2023 13:00,73.9
18/03/2023 13:15,74.8
18/03/2023 13:30,65.5
18/03/2023 13:45,62.4
18/03/2023 14:00,60.1
18/03/2023 14:15,58.3
18/03/2023 14:30,57.7
18/03/2023 14:45,58.5
18/03/2023 15:00,61.6
18/03/2023 15:15,61.5
18/03/2023 15:30,61.1
18/03/2023 15:45,60.1
18/03/2023 16:00,63.8
18/03/2023 16:15,61.3
18/03/2023 16:30,54.3
18/03/2023 16:45,47.8
18/03/2023 17:00,42.8
18/03/2023 17:15,42.3
18/03/2023 17:30,41.5
18/03/2023 17:45,57.8
18/03/2023 18:00,60.2
18/03/2023 18:15,59.2
18/03/2023 18:30,57.8
18/03/2023 18:45,54.3
18/03/2023 19:00,53.9
18/03/2023 19:15,50.7
18/03/2023 19:30,44.1
18/03/2023 19:45,34.1
18/03/2023 20:00,27
18/03/2023 20:15,23
18/03/2023 20:30,22.9
18/03/2023 20:45,23.5
18/03/2023 21:00,25.8
18/03/2023 21:15,28
18/03/2023 21:30,43
18/03/2023 21:45,44.8
18/03/2023 22:00,38.9
18/03/2023 22:15,34.1
18/03/2023 22:30,31.3
18/03/2023 22:45,25.7
18/03/2023 23:00,22.9
18/03/2023 23:15,26.4
18/03/2023 23:30,28.6
18/03/2023 23:45,22.6
19/03/2023 00:00,20.8
19/03/2023 00:15,18.8
19/03/2023 00:30,14.2
19/03/2023 00:45,11.1
19/03/2023 01:00,6.8
19/03/2023 01:15,6.5
19/03/2023 01:30,10.7
19/03/2023 01:45,13.5
19/03/2023 02:00,7.2
19/03/2023 02:15,3.5
19/03/2023 02:30,2.8
19/03/2023 02:45,2.7
19/03/2023 03:00,2.1
19/03/2023 03:15,2.3
19/03/2023 03:30,2.9
19/03/2023 03:45,4
19/03/2023 04:00,4.2
19/03/2023 04:15,2.9
19/03/2023 04:30,2.9
19/03/2023 04:45,2.9
19/03/2023 05:00,3.2
19/03/2023 05:15,2.8
19/03/2023 05:30,3.2
19/03/2023 05:45,3.4
19/03/2023 06:00,1.8
19/03/2023 06:15,2.9
19/03/2023 06:30,3.2
19/03/2023 06:45,4
19/03/2023 07:00,3.8
19/03/2023 07:15,4.6
19/03/2023 07:30,5.6
19/03/2023 07:45,5.8
19/03/2023 08:00,7.2
19/03/2023 08:15,7.6
19/03/2023 08:30,15.3
19/03/2023 08:45,16.33333333
19/03/2023 09:00,17.36666667
19/03/2023 09:15,18.4
19/03/2023 09:30,18.5
19/03/2023 09:45,22
19/03/2023 10:00,21.7
19/03/2023 10:15,26.2
19/03/2023 10:30,30.3
19/03/2023 10:45,36.1
19/03/2023 11:00,39.2
19/03/2023 11:15,44.8
19/03/2023 11:30,49.3
19/03/2023 11:45,54.2
19/03/2023 12:00,44.5
19/03/2023 12:15,45.3
19/03/2023 12:30,51.3
19/03/2023 12:45,46.6
19/03/2023 13:00,13.6
19/03/2023 13:15,6.3
19/03/2023 13:30,5.3
19/03/2023 13:45,8.6
19/03/2023 14:00,9.6
19/03/2023 14:15,11.9
19/03/2023 14:30,17.2
19/03/2023 14:45,26
19/03/2023 15:00,23
19/03/2023 15:15,20.9
19/03/2023 15:30,28.8
19/03/2023 15:45,40.3
19/03/2023 16:00,42.6
19/03/2023 16:15,55.6
19/03/2023 16:30,69.3
19/03/2023 16:45,67.6
19/03/2023 17:00,67.8
19/03/2023 17:15,63.1
19/03/2023 17:30,64
19/03/2023 17:45,61.2
19/03/2023 18:00,58.7
19/03/2023 18:15,48.4
19/03/2023 18:30,49.2
19/03/2023 18:45,55.8
19/03/2023 19:00,58.2
19/03/2023 19:15,54.1
19/03/2023 19:30,47.9
19/03/2023 19:45,46.4
19/03/2023 20:00,47.4
19/03/2023 20:15,48.7
19/03/2023 20:30,49.1
19/03/2023 20:45,47.5
19/03/2023 21:00,46
19/03/2023 21:15,46.7
19/03/2023 21:30,48.5
19/03/2023 21:45,48.1
19/03/2023 22:00,46.7
19/03/2023 22:15,44.5
19/03/2023 22:30,44.7
19/03/2023 22:45,41.6
19/03/2023 23:00,40.6
19/03/2023 23:15,38.9
19/03/2023 23:30,36.9
19/03/2023 23:45,32.9
20/03/2023 00:00,34.5
20/03/2023 00:15,30.4
20/03/2023 00:30,30.5
20/03/2023 00:45,28.8
20/03/2023 01:00,26.5
20/03/2023 01:15,26.9
20/03/2023 01:30,19.6
20/03/2023 01:45,14.3
20/03/2023 02:00,6.8
20/03/2023 02:15,6
20/03/2023 02:30,7.2
20/03/2023 02:45,8.3
20/03/2023 03:00,8.3
20/03/2023 03:15,8
20/03/2023 03:30,8.2
20/03/2023 03:45,8.1
20/03/2023 04:00,7.6
20/03/2023 04:15,10.1
20/03/2023 04:30,21.8
20/03/2023 04:45,26.4
20/03/2023 05:00,21.5
20/03/2023 05:15,12.7
20/03/2023 05:30,12
20/03/2023 05:45,15.6
20/03/2023 06:00,17.3
20/03/2023 06:15,15
20/03/2023 06:30,12
20/03/2023 06:45,6.8
20/03/2023 07:00,7
20/03/2023 07:15,5.4
20/03/2023 07:30,6.8
20/03/2023 07:45,7
20/03/2023 08:00,7
20/03/2023 08:15,8.7
20/03/2023 08:30,13.6
20/03/2023 08:45,15.56666667
20/03/2023 09:00,17.53333334
20/03/2023 09:15,19.5
20/03/2023 09:30,23.8
20/03/2023 09:45,31.5
20/03/2023 10:00,32.4
20/03/2023 10:15,28.7
20/03/2023 10:30,24.6
20/03/2023 10:45,24.4
20/03/2023 11:00,20.8
20/03/2023 11:15,23.8
20/03/2023 11:30,23.6
20/03/2023 11:45,25.4
20/03/2023 12:00,16.7
20/03/2023 12:15,15.1
20/03/2023 12:30,20.8
20/03/2023 12:45,24.4
20/03/2023 13:00,44.4
20/03/2023 13:15,50.5
20/03/2023 13:30,55.5
20/03/2023 13:45,61
20/03/2023 14:00,61
20/03/2023 14:15,40
20/03/2023 14:30,21.6
20/03/2023 14:45,27.3
20/03/2023 15:00,32.8
20/03/2023 15:15,38.3
20/03/2023 15:30,34.2
20/03/2023 15:45,37.9
20/03/2023 16:00,46.3
20/03/2023 16:15,30.4
20/03/2023 16:30,26
20/03/2023 16:45,24.3
20/03/2023 17:00,31.6
20/03/2023 17:15,45.7
20/03/2023 17:30,44.8
20/03/2023 17:45,32.6
20/03/2023 18:00,30
20/03/2023 18:15,23.4
20/03/2023 18:30,21.7
20/03/2023 18:45,12.1
20/03/2023 19:00,6.5
20/03/2023 19:15,5.7
20/03/2023 19:30,4.5
20/03/2023 19:45,3.2
20/03/2023 20:00,3
20/03/2023 20:15,3.2
20/03/2023 20:30,2
20/03/2023 20:45,2.6
20/03/2023 21:00,3.1
20/03/2023 21:15,2.6
20/03/2023 21:30,7.8
20/03/2023 21:45,17.8
20/03/2023 22:00,17.7
20/03/2023 22:15,18.4
20/03/2023 22:30,18.1
20/03/2023 22:45,21.1
20/03/2023 23:00,23.3
20/03/2023 23:15,21.9
20/03/2023 23:30,21.9
20/03/2023 23:45,22.7
21/03/2023 00:00,22.9
21/03/2023 00:15,28.2
21/03/2023 00:30,33.1
21/03/2023 00:45,31.5
21/03/2023 01:00,29.3
21/03/2023 01:15,27.9
21/03/2023 01:30,26.1
21/03/2023 01:45,30.1
21/03/2023 02:00,32.9
21/03/2023 02:15,32.6
21/03/2023 02:30,28.1
21/03/2023 02:45,25.3
21/03/2023 03:00,23.9
21/03/2023 03:15,24.6
21/03/2023 03:30,26.9
21/03/2023 03:45,28.8
21/03/2023 04:00,27.4
21/03/2023 04:15,25.7
21/03/2023 04:30,23.7
21/03/2023 04:45,21.8
21/03/2023 05:00,23
21/03/2023 05:15,22.4
21/03/2023 05:30,19.8
21/03/2023 05:45,20.4
21/03/2023 06:00,21.6
21/03/2023 06:15,22.9
21/03/2023 06:30,21.7
21/03/2023 06:45,22.4
21/03/2023 07:00,33.9
21/03/2023 07:15,37.3
21/03/2023 07:30,39.1
21/03/2023 07:45,40.7
21/03/2023 08:00,42.8
21/03/2023 08:15,46.5
21/03/2023 08:30,50.7
21/03/2023 08:45,52.06666667
21/03/2023 09:00,53.43333333
21/03/2023 09:15,54.8
21/03/2023 09:30,50.8
21/03/2023 09:45,49.3
21/03/2023 10:00,56
21/03/2023 10:15,61
21/03/2023 10:30,67.9
21/03/2023 10:45,71.3
21/03/2023 11:00,73.2
21/03/2023 11:15,75.8
21/03/2023 11:30,77.6
21/03/2023 11:45,78.9
21/03/2023 12:00,81
21/03/2023 12:15,81.8
21/03/2023 12:30,81.7
21/03/2023 12:45,81.5
21/03/2023 13:00,81.9
21/03/2023 13:15,81.3
21/03/2023 13:30,81.4
21/03/2023 13:45,83.6
21/03/2023 14:00,85.4
21/03/2023 14:15,86.4
21/03/2023 14:30,86.4
21/03/2023 14:45,83.6
21/03/2023 15:00,82
21/03/2023 15:15,79.7
21/03/2023 15:30,80.4
21/03/2023 15:45,78.9
21/03/2023 16:00,77.9
21/03/2023 16:15,80.9
21/03/2023 16:30,77.4
21/03/2023 16:45,72.9
21/03/2023 17:00,72.8
21/03/2023 17:15,69.9
21/03/2023 17:30,67.8
21/03/2023 17:45,71.6
21/03/2023 18:00,62.8
21/03/2023 18:15,60.5
21/03/2023 18:30,54.4
21/03/2023 18:45,51.7
21/03/2023 19:00,52
21/03/2023 19:15,46.6
21/03/2023 19:30,42.5
21/03/2023 19:45,44.9
21/03/2023 20:00,53.6
21/03/2023 20:15,47.2
21/03/2023 20:30,44.5
21/03/2023 20:45,46.7
21/03/2023 21:00,45.1
21/03/2023 21:15,32.6
21/03/2023 21:30,33.6
21/03/2023 21:45,32.1
21/03/2023 22:00,33.2
21/03/2023 22:15,31.7
21/03/2023 22:30,28.3
21/03/2023 22:45,19.5
21/03/2023 23:00,18.9
21/03/2023 23:15,22.1
21/03/2023 23:30,25.8
21/03/2023 23:45,27.5
22/03/2023 00:00,25.5
22/03/2023 00:15,22.5
22/03/2023 00:30,19.1
22/03/2023 00:45,17.8
22/03/2023 01:00,18.1
22/03/2023 01:15,17.6
22/03/2023 01:30,18
22/03/2023 01:45,17.7
22/03/2023 02:00,18.1
22/03/2023 02:15,17.7
22/03/2023 02:30,17.3
22/03/2023 02:45,17.9
22/03/2023 03:00,17.8
22/03/2023 03:15,17.9
22/03/2023 03:30,17.5
22/03/2023 03:45,17.8
22/03/2023 04:00,17.1
22/03/2023 04:15,16.8
22/03/2023 04:30,17.8
22/03/2023 04:45,18
22/03/2023 05:00,17.9
22/03/2023 05:15,18.3
22/03/2023 05:30,17.6
22/03/2023 05:45,17.7
22/03/2023 06:00,17.9
22/03/2023 06:15,18.2
22/03/2023 06:30,17.9
22/03/2023 06:45,19.1
22/03/2023 07:00,20.9
22/03/2023 07:15,26.3
22/03/2023 07:30,31.6
22/03/2023 07:45,38.7
22/03/2023 08:00,41.7
22/03/2023 08:15,44.7
22/03/2023 08:30,34.5
22/03/2023 08:45,37.6
22/03/2023 09:00,40.7
22/03/2023 09:15,43.8
22/03/2023 09:30,48.3
22/03/2023 09:45,51.4
22/03/2023 10:00,52.5
22/03/2023 10:15,55.5
22/03/2023 10:30,58.3
22/03/2023 10:45,59.1
22/03/2023 11:00,61.6
22/03/2023 11:15,62.3
22/03/2023 11:30,62.7
22/03/2023 11:45,63.5
22/03/2023 12:00,64.2
22/03/2023 12:15,64.9
22/03/2023 12:30,67.5
22/03/2023 12:45,67.2
22/03/2023 13:00,66.3
22/03/2023 13:15,64.5
22/03/2023 13:30,64
22/03/2023 13:45,65.7
22/03/2023 14:00,64.7
22/03/2023 14:15,64.9
22/03/2023 14:30,63.2
22/03/2023 14:45,60
22/03/2023 15:00,62.3
22/03/2023 15:15,64.5
22/03/2023 15:30,66.6
22/03/2023 15:45,64.7
22/03/2023 16:00,66.5
22/03/2023 16:15,63.4
22/03/2023 16:30,66.4
22/03/2023 16:45,63.1
22/03/2023 17:00,60.6
22/03/2023 17:15,61.2
22/03/2023 17:30,59.2
22/03/2023 17:45,57.6
22/03/2023 18:00,55.7
22/03/2023 18:15,46.7
22/03/2023 18:30,41.3
22/03/2023 18:45,40.1
22/03/2023 19:00,53.8
22/03/2023 19:15,59.2
22/03/2023 19:30,56.2
22/03/2023 19:45,56.7
22/03/2023 20:00,56.1
22/03/2023 20:15,57.1
22/03/2023 20:30,56.1
22/03/2023 20:45,55.3
22/03/2023 21:00,36.8
22/03/2023 21:15,32.9
22/03/2023 21:30,30.1
22/03/2023 21:45,17.6
22/03/2023 22:00,17.6
22/03/2023 22:15,17.8
22/03/2023 22:30,18.3
22/03/2023 22:45,18.2
22/03/2023 23:00,15.9
22/03/2023 23:15,19
22/03/2023 23:30,18.1
22/03/2023 23:45,10.7
23/03/2023 00:00,7.9
23/03/2023 00:15,8.3
23/03/2023 00:30,7.2
23/03/2023 00:45,3.6
23/03/2023 01:00,2.9
23/03/2023 01:15,2.8
23/03/2023 01:30,1.5
23/03/2023 01:45,1.9
23/03/2023 02:00,2
23/03/2023 02:15,1.2
23/03/2023 02:30,2
23/03/2023 02:45,1.6
23/03/2023 03:00,1.1
23/03/2023 03:15,1.9
23/03/2023 03:30,1.2
23/03/2023 03:45,1.3
23/03/2023 04:00,1.8
23/03/2023 04:15,2
23/03/2023 04:30,1.7
23/03/2023 04:45,1.4
23/03/2023 05:00,2.1
23/03/2023 05:15,1.9
23/03/2023 05:30,1.2
23/03/2023 05:45,1.8
23/03/2023 06:00,1.4
23/03/2023 06:15,1.5
23/03/2023 06:30,2.1
23/03/2023 06:45,2.3
23/03/2023 07:00,3.7
23/03/2023 07:15,7.7
23/03/2023 07:30,13.4
23/03/2023 07:45,18.2
23/03/2023 08:00,19.5
23/03/2023 08:15,21.1
23/03/2023 08:30,23
23/03/2023 08:45,31
23/03/2023 09:00,39
23/03/2023 09:15,47
23/03/2023 09:30,47.7
23/03/2023 09:45,47
23/03/2023 10:00,48.8
23/03/2023 10:15,53.7
23/03/2023 10:30,56.9
23/03/2023 10:45,59.5
23/03/2023 11:00,61.6
23/03/2023 11:15,66.1
23/03/2023 11:30,67.1
23/03/2023 11:45,62.9
23/03/2023 12:00,63.2
23/03/2023 12:15,66.2
23/03/2023 12:30,71.1
23/03/2023 12:45,73.4
23/03/2023 13:00,74.4
23/03/2023 13:15,74.8
23/03/2023 13:30,73.1
23/03/2023 13:45,68.8
23/03/2023 14:00,63.8
23/03/2023 14:15,63.3
23/03/2023 14:30,63.6
23/03/2023 14:45,67.9
23/03/2023 15:00,67.5
23/03/2023 15:15,66.1
23/03/2023 15:30,65.8
23/03/2023 15:45,67.4
23/03/2023 16:00,65
23/03/2023 16:15,63.8
23/03/2023 16:30,63
23/03/2023 16:45,60.6
23/03/2023 17:00,59.3
23/03/2023 17:15,58.5
23/03/2023 17:30,52.2
23/03/2023 17:45,53
23/03/2023 18:00,52
23/03/2023 18:15,44
23/03/2023 18:30,43.6
23/03/2023 18:45,42.8
23/03/2023 19:00,32.6
23/03/2023 19:15,27
23/03/2023 19:30,14.3
23/03/2023 19:45,13.6
23/03/2023 20:00,12.9
23/03/2023 20:15,4.4
23/03/2023 20:30,1.8
23/03/2023 20:45,5
23/03/2023 21:00,4.9
23/03/2023 21:15,12.2
23/03/2023 21:30,14.7
23/03/2023 21:45,19.5
23/03/2023 22:00,23.1
23/03/2023 22:15,23.3
23/03/2023 22:30,19
23/03/2023 22:45,17.9
23/03/2023 23:00,16.1
23/03/2023 23:15,15.1
23/03/2023 23:30,15.2
23/03/2023 23:45,11.8
24/03/2023 00:00,11.4
24/03/2023 00:15,11.1
24/03/2023 00:30,11.5
24/03/2023 00:45,11.8
24/03/2023 01:00,11.8
24/03/2023 01:15,11.4
24/03/2023 01:30,11.8
24/03/2023 01:45,11.7
24/03/2023 02:00,11.4
24/03/2023 02:15,11.4
24/03/2023 02:30,11.3
24/03/2023 02:45,11.7
24/03/2023 03:00,11.8
24/03/2023 03:15,11.7
24/03/2023 03:30,11.5
24/03/2023 03:45,11.6
24/03/2023 04:00,12.1
24/03/2023 04:15,11.3
24/03/2023 04:30,11.1
24/03/2023 04:45,11.2
24/03/2023 05:00,11.4
24/03/2023 05:15,11.1
24/03/2023 05:30,11.2
24/03/2023 05:45,11.4
24/03/2023 06:00,12.3
24/03/2023 06:15,11.2
24/03/2023 06:30,12
24/03/2023 06:45,11.7
24/03/2023 07:00,11.2
24/03/2023 07:15,12.2
24/03/2023 07:30,12
24/03/2023 07:45,14.6
24/03/2023 08:00,16.4
24/03/2023 08:15,25.8
24/03/2023 08:30,31
24/03/2023 08:45,31.66666667
24/03/2023 09:00,32.33333333
24/03/2023 09:15,33
24/03/2023 09:30,36.1
24/03/2023 09:45,41.8
24/03/2023 10:00,38.5
24/03/2023 10:15,13.9
24/03/2023 10:30,13.2
24/03/2023 10:45,19.4
24/03/2023 11:00,19.7
24/03/2023 11:15,34.7
24/03/2023 11:30,62.9
24/03/2023 11:45,65.6
24/03/2023 12:00,72.6
24/03/2023 12:15,68.9
24/03/2023 12:30,61.2
24/03/2023 12:45,63.7
24/03/2023 13:00,70
24/03/2023 13:15,73
24/03/2023 13:30,73.6
24/03/2023 13:45,74.9
24/03/2023 14:00,75.7
24/03/2023 14:15,76.5
24/03/2023 14:30,76.8
24/03/2023 14:45,77
24/03/2023 15:00,76.8
24/03/2023 15:15,78.2
24/03/2023 15:30,79.2
24/03/2023 15:45,74.5
24/03/2023 16:00,66.7
24/03/2023 16:15,66.8
24/03/2023 16:30,57.2
24/03/2023 16:45,55.7
24/03/2023 17:00,50.9
24/03/2023 17:15,47.5
24/03/2023 17:30,37.6
24/03/2023 17:45,30.7
24/03/2023 18:00,17.1
24/03/2023 18:15,15.9
24/03/2023 18:30,10.7
24/03/2023 18:45,4.4
24/03/2023 19:00,10.9
24/03/2023 19:15,11.6
24/03/2023 19:30,11.8
24/03/2023 19:45,13.3
24/03/2023 20:00,13.2
24/03/2023 20:15,31.1
24/03/2023 20:30,34.6
24/03/2023 20:45,14.8
24/03/2023 21:00,18.8
24/03/2023 21:15,16.4
24/03/2023 21:30,11.5
24/03/2023 21:45,11.1
24/03/2023 22:00,12.1
24/03/2023 22:15,11.6
24/03/2023 22:30,11.2
24/03/2023 22:45,11.4
24/03/2023 23:00,11.9
24/03/2023 23:15,11.5
24/03/2023 23:30,11.6
24/03/2023 23:45,11.6
25/03/2023 00:00,11.2
25/03/2023 00:15,10.9
25/03/2023 00:30,11.3
25/03/2023 00:45,11.7
25/03/2023 01:00,12.1
25/03/2023 01:15,11.8
25/03/2023 01:30,11.5
25/03/2023 01:45,11.9
25/03/2023 02:00,12.2
25/03/2023 02:15,14.3
25/03/2023 02:30,15
25/03/2023 02:45,12.3
25/03/2023 03:00,12.6
25/03/2023 03:15,14.2
25/03/2023 03:30,13.3
25/03/2023 03:45,14
25/03/2023 04:00,12.6
25/03/2023 04:15,12.8
25/03/2023 04:30,13.7
25/03/2023 04:45,13.9
25/03/2023 05:00,12.6
25/03/2023 05:15,13
25/03/2023 05:30,14
25/03/2023 05:45,13.6
25/03/2023 06:00,12.6
25/03/2023 06:15,13.4
25/03/2023 06:30,14.3
25/03/2023 06:45,16.3
25/03/2023 07:00,19.7
25/03/2023 07:15,26.5
25/03/2023 07:30,30.4
25/03/2023 07:45,37.2
25/03/2023 08:00,47.7
25/03/2023 08:15,48.6
25/03/2023 08:30,52.5
25/03/2023 08:45,51.9
25/03/2023 09:00,51.3
25/03/2023 09:15,50.7
25/03/2023 09:30,57
25/03/2023 09:45,61.6
25/03/2023 10:00,63.9
25/03/2023 10:15,66.5
25/03/2023 10:30,69
25/03/2023 10:45,71.9
25/03/2023 11:00,70.7
25/03/2023 11:15,70
25/03/2023 11:30,68.6
25/03/2023 11:45,64
25/03/2023 12:00,63.9
25/03/2023 12:15,61.6
25/03/2023 12:30,62.4
25/03/2023 12:45,63.2
25/03/2023 13:00,63.5
25/03/2023 13:15,64.3
25/03/2023 13:30,65.7
25/03/2023 13:45,65.5
25/03/2023 14:00,64.3
25/03/2023 14:15,64.6
25/03/2023 14:30,64.8
25/03/2023 14:45,66.1
25/03/2023 15:00,66.2
25/03/2023 15:15,66.4
25/03/2023 15:30,66.3
25/03/2023 15:45,66.7
25/03/2023 16:00,68.2
25/03/2023 16:15,67.6
25/03/2023 16:30,65.9
25/03/2023 16:45,65.3
25/03/2023 17:00,64.5
25/03/2023 17:15,61.9
25/03/2023 17:30,57.5
25/03/2023 17:45,54.4
25/03/2023 18:00,46
25/03/2023 18:15,37.1
25/03/2023 18:30,33.4
25/03/2023 18:45,24.4
25/03/2023 19:00,16
25/03/2023 19:15,10.2
25/03/2023 19:30,19.3
25/03/2023 19:45,21.2
25/03/2023 20:00,15.5
25/03/2023 20:15,13.4
25/03/2023 20:30,14.2
25/03/2023 20:45,16.1
25/03/2023 21:00,18.7
25/03/2023 21:15,30.6
25/03/2023 21:30,20.3
25/03/2023 21:45,13.8
25/03/2023 22:00,12.9
25/03/2023 22:15,11.9
25/03/2023 22:30,12.1
25/03/2023 22:45,11.2
25/03/2023 23:00,11.7
25/03/2023 23:15,12.4
25/03/2023 23:30,12.2
25/03/2023 23:45,11.7
26/03/2023 00:00,11.5
26/03/2023 00:15,11.5
26/03/2023 00:30,12.2
26/03/2023 00:45,12.4
26/03/2023 01:00,13
26/03/2023 01:15,14.1
26/03/2023 01:30,13.2
26/03/2023 01:45,11.4
26/03/2023 02:00,11.2
26/03/2023 02:15,11.4
26/03/2023 02:30,11.6
26/03/2023 02:45,11.3
26/03/2023 03:00,11.6
26/03/2023 03:15,11.6
26/03/2023 03:30,11.7
26/03/2023 03:45,11.2
26/03/2023 04:00,12.3
26/03/2023 04:15,20.6
26/03/2023 04:30,26.5
26/03/2023 04:45,24.6
26/03/2023 05:00,19.9
26/03/2023 05:15,13.3
26/03/2023 05:30,14.1
26/03/2023 05:45,12.1
26/03/2023 06:00,12.3
26/03/2023 06:15,12.5
26/03/2023 06:30,12.6
26/03/2023 06:45,13.6
26/03/2023 07:00,14.9
26/03/2023 07:15,15.2
26/03/2023 07:30,19.3
26/03/2023 07:45,25.5
26/03/2023 08:00,30.8
26/03/2023 08:15,33.1
26/03/2023 08:30,39.4
26/03/2023 08:45,41.46666667
26/03/2023 09:00,43.53333334
26/03/2023 09:15,45.6
26/03/2023 09:30,49.4
26/03/2023 09:45,54
26/03/2023 10:00,56.3
26/03/2023 10:15,52.5
26/03/2023 10:30,52.2
26/03/2023 10:45,38.1
26/03/2023 11:00,38.7
26/03/2023 11:15,68.3
26/03/2023 11:30,59.1
26/03/2023 11:45,78.1
26/03/2023 12:00,82.7
26/03/2023 12:15,87
26/03/2023 12:30,86.8
26/03/2023 12:45,83.3
26/03/2023 13:00,80.8
26/03/2023 13:15,78.4
26/03/2023 13:30,73
26/03/2023 13:45,74.4
26/03/2023 14:00,73.1
26/03/2023 14:15,73.6
26/03/2023 14:30,73.9
26/03/2023 14:45,74
26/03/2023 15:00,75.4
26/03/2023 15:15,75.9
26/03/2023 15:30,75
26/03/2023 15:45,64.2
26/03/2023 16:00,57.3
26/03/2023 16:15,64.5
26/03/2023 16:30,66.4
26/03/2023 16:45,67.4
26/03/2023 17:00,64.3
26/03/2023 17:15,60.5
26/03/2023 17:30,54.5
26/03/2023 17:45,54.9
26/03/2023 18:00,54.7
26/03/2023 18:15,57.8
26/03/2023 18:30,53.8
26/03/2023 18:45,48
26/03/2023 19:00,38
26/03/2023 19:15,42.3
26/03/2023 19:30,37
26/03/2023 19:45,37.1
26/03/2023 20:00,37.7
26/03/2023 20:15,37.9
26/03/2023 20:30,37.5
26/03/2023 20:45,34.4
26/03/2023 21:00,29
26/03/2023 21:15,21.3
26/03/2023 21:30,22.7
26/03/2023 21:45,21
26/03/2023 22:00,13.9
26/03/2023 22:15,12.9
26/03/2023 22:30,12
26/03/2023 22:45,11.6
26/03/2023 23:00,10.9
26/03/2023 23:15,11.4
26/03/2023 23:30,11.8
26/03/2023 23:45,11.1
27/03/2023 00:00,15.9
27/03/2023 00:15,15.6
27/03/2023 00:30,14
27/03/2023 00:45,13.6
27/03/2023 01:00,14.2
27/03/2023 01:15,15.3
27/03/2023 01:30,12.7
27/03/2023 01:45,11.5
27/03/2023 02:00,11.6
27/03/2023 02:15,12.6
27/03/2023 02:30,11.9
27/03/2023 02:45,12
27/03/2023 03:00,11.4
27/03/2023 03:15,11.6
27/03/2023 03:30,11.4
27/03/2023 03:45,11.6
27/03/2023 04:00,11.6
27/03/2023 04:15,12.2
27/03/2023 04:30,11.5
27/03/2023 04:45,11.3
27/03/2023 05:00,10.8
27/03/2023 05:15,11.2
27/03/2023 05:30,11.1
27/03/2023 05:45,12.2
27/03/2023 06:00,11.6
27/03/2023 06:15,11.9
27/03/2023 06:30,11.3
27/03/2023 06:45,11.4
27/03/2023 07:00,11.5
27/03/2023 07:15,11.7
27/03/2023 07:30,12
27/03/2023 07:45,12.2
27/03/2023 08:00,13
27/03/2023 08:15,15.9
27/03/2023 08:30,24.1
27/03/2023 08:45,27.63333334
27/03/2023 09:00,31.16666667
27/03/2023 09:15,34.7
27/03/2023 09:30,37.2
27/03/2023 09:45,42.9
27/03/2023 10:00,51.1
27/03/2023 10:15,54.1
27/03/2023 10:30,57.1
27/03/2023 10:45,54.4
27/03/2023 11:00,51.5
27/03/2023 11:15,47.3
27/03/2023 11:30,39.6
27/03/2023 11:45,41.4
27/03/2023 12:00,36.4
27/03/2023 12:15,30.4
27/03/2023 12:30,26.5
27/03/2023 12:45,31.9
27/03/2023 13:00,32.4
27/03/2023 13:15,36.1
27/03/2023 13:30,38.6
27/03/2023 13:45,68.4
27/03/2023 14:00,85.6
27/03/2023 14:15,87.9
27/03/2023 14:30,88.5
27/03/2023 14:45,89
27/03/2023 15:00,91.8
27/03/2023 15:15,89.2
27/03/2023 15:30,87.3
27/03/2023 15:45,87.4
27/03/2023 16:00,87.5
27/03/2023 16:15,84.7
27/03/2023 16:30,85.5
27/03/2023 16:45,84.3
27/03/2023 17:00,79.4
27/03/2023 17:15,78.4
27/03/2023 17:30,75.6
27/03/2023 17:45,72.3
27/03/2023 18:00,69.5
27/03/2023 18:15,60.1
27/03/2023 18:30,51.9
27/03/2023 18:45,44.8
27/03/2023 19:00,34.5
27/03/2023 19:15,34.7
27/03/2023 19:30,37.4
27/03/2023 19:45,30
27/03/2023 20:00,22.7
27/03/2023 20:15,21.7
27/03/2023 20:30,25.3
27/03/2023 20:45,16.8
27/03/2023 21:00,17.5
27/03/2023 21:15,19.6
27/03/2023 21:30,14.5
27/03/2023 21:45,13.1
27/03/2023 22:00,12.5
27/03/2023 22:15,11.8
27/03/2023 22:30,11.1
27/03/2023 22:45,12.4
27/03/2023 23:00,12.9
27/03/2023 23:15,12.2
27/03/2023 23:30,11.6
27/03/2023 23:45,11.6
28/03/2023 00:00,11.9
28/03/2023 00:15,11.2
28/03/2023 00:30,11.2
28/03/2023 00:45,11.3
28/03/2023 01:00,10.8
28/03/2023 01:15,11.1
28/03/2023 01:30,11
28/03/2023 01:45,11.4
28/03/2023 02:00,11.7
28/03/2023 02:15,11.5
28/03/2023 02:30,11.2
28/03/2023 02:45,11.4
28/03/2023 03:00,11.2
28/03/2023 03:15,10.9
28/03/2023 03:30,11.4
28/03/2023 03:45,11.8
28/03/2023 04:00,11.4
28/03/2023 04:15,11.7
28/03/2023 04:30,11.5
28/03/2023 04:45,11.2
28/03/2023 05:00,10.8
28/03/2023 05:15,10.8
28/03/2023 05:30,11.3
28/03/2023 05:45,11.9
28/03/2023 06:00,11.5
28/03/2023 06:15,12.1
28/03/2023 06:30,11.7
28/03/2023 06:45,11.5
28/03/2023 07:00,13.4
