From,Ozone (µg/m3)
22/02/2023 06:00,1.66
22/02/2023 06:15,1.32
22/02/2023 06:30,0.98
22/02/2023 06:45,0.64
22/02/2023 07:00,0.3
22/02/2023 07:15,0.9
22/02/2023 07:30,5
22/02/2023 07:45,11.2
22/02/2023 08:00,16
22/02/2023 08:15,20.3
22/02/2023 08:30,25.1
22/02/2023 08:45,32.7
22/02/2023 09:00,40.3
22/02/2023 09:15,47.9
22/02/2023 09:30,53.2
22/02/2023 09:45,58.3
22/02/2023 10:00,62
22/02/2023 10:15,63.5
22/02/2023 10:30,62.6
22/02/2023 10:45,57.8
22/02/2023 11:00,51.9
22/02/2023 11:15,52
22/02/2023 11:30,56.4
22/02/2023 11:45,58.6
22/02/2023 12:00,60.9
22/02/2023 12:15,63.9
22/02/2023 12:30,64.1
22/02/2023 12:45,65.6
22/02/2023 13:00,65.4
22/02/2023 13:15,65
22/02/2023 13:30,66.7
22/02/2023 13:45,67.7
22/02/2023 14:00,67.5
22/02/2023 14:15,66.1
22/02/2023 14:30,66
22/02/2023 14:45,69
22/02/2023 15:00,68.8
22/02/2023 15:15,70.4
22/02/2023 15:30,69.7
22/02/2023 15:45,68.4
22/02/2023 16:00,68.1
22/02/2023 16:15,68.1
22/02/2023 16:30,68.4
22/02/2023 16:45,63.6
22/02/2023 17:00,57.8
22/02/2023 17:15,53.6
22/02/2023 17:30,54.9
22/02/2023 17:45,55.9
22/02/2023 18:00,54.4
22/02/2023 18:15,38.4
22/02/2023 18:30,32
22/02/2023 18:45,38.9
22/02/2023 19:00,49.1
22/02/2023 19:15,55.9
22/02/2023 19:30,54
22/02/2023 19:45,51.4
22/02/2023 20:00,44.1
22/02/2023 20:15,9.8
22/02/2023 20:30,2.3
22/02/2023 20:45,1.4
22/02/2023 21:00,1.7
22/02/2023 21:15,2.8
22/02/2023 21:30,8.2
22/02/2023 21:45,10.8
22/02/2023 22:00,3.2
22/02/2023 22:15,2.1
22/02/2023 22:30,1.5
22/02/2023 22:45,1.6
22/02/2023 23:00,1.3
22/02/2023 23:15,1.6
22/02/2023 23:30,2.5
22/02/2023 23:45,3
23/02/2023 00:00,3.3
23/02/2023 00:15,4.9
23/02/2023 00:30,5.5
23/02/2023 00:45,2
23/02/2023 01:00,1.9
23/02/2023 01:15,1.8
23/02/2023 01:30,1.2
23/02/2023 01:45,1.7
23/02/2023 02:00,2
23/02/2023 02:15,1.9
23/02/2023 02:30,2.1
23/02/2023 02:45,1.9
23/02/2023 03:00,2.5
23/02/2023 03:15,1.5
23/02/2023 03:30,1.3
23/02/2023 03:45,2
23/02/2023 04:00,1.7
23/02/2023 04:15,1.7
23/02/2023 04:30,1.1
23/02/2023 04:45,1.1
23/02/2023 05:00,1.2
23/02/2023 05:15,1.2
23/02/2023 05:30,0.9
23/02/2023 05:45,1.3
23/02/2023 06:00,1.8
23/02/2023 06:15,1.6
23/02/2023 06:30,1.2
23/02/2023 06:45,1.6
23/02/2023 07:00,1.6
23/02/2023 07:15,1.8
23/02/2023 07:30,1.9
23/02/2023 07:45,1.7
23/02/2023 08:00,7.5
23/02/2023 08:15,11.5
23/02/2023 08:30,16.9
23/02/2023 08:45,26.5
23/02/2023 09:00,36.1
23/02/2023 09:15,45.7
23/02/2023 09:30,47.2
23/02/2023 09:45,33.3
23/02/2023 10:00,38.6
23/02/2023 10:15,42.8
23/02/2023 10:30,32.7
23/02/2023 10:45,44.9
23/02/2023 11:00,45.5
23/02/2023 11:15,30.8
23/02/2023 11:30,41.5
23/02/2023 11:45,50.1
23/02/2023 12:00,64.1
23/02/2023 12:15,69.5
23/02/2023 12:30,73.5
23/02/2023 12:45,81.9
23/02/2023 13:00,85.8
23/02/2023 13:15,85.5
23/02/2023 13:30,83.1
23/02/2023 13:45,81.4
23/02/2023 14:00,81
23/02/2023 14:15,78.9
23/02/2023 14:30,77.8
23/02/2023 14:45,78.4
23/02/2023 15:00,79.8
23/02/2023 15:15,85.2
23/02/2023 15:30,85
23/02/2023 15:45,83.7
23/02/2023 16:00,81
23/02/2023 16:15,78.5
23/02/2023 16:30,75
23/02/2023 16:45,74.4
23/02/2023 17:00,68.4
23/02/2023 17:15,63.7
23/02/2023 17:30,63.6
23/02/2023 17:45,64.3
23/02/2023 18:00,64.8
23/02/2023 18:15,66.1
23/02/2023 18:30,62.8
23/02/2023 18:45,59.6
23/02/2023 19:00,63.6
23/02/2023 19:15,70
23/02/2023 19:30,66.3
23/02/2023 19:45,69.1
23/02/2023 20:00,71.1
23/02/2023 20:15,72.6
23/02/2023 20:30,71.9
23/02/2023 20:45,62.9
23/02/2023 21:00,42.1
23/02/2023 21:15,28.4
23/02/2023 21:30,23.9
23/02/2023 21:45,24.8
23/02/2023 22:00,24.1
23/02/2023 22:15,17.6
23/02/2023 22:30,18.7
23/02/2023 22:45,22.4
23/02/2023 23:00,16.6
23/02/2023 23:15,8.3
23/02/2023 23:30,2.5
23/02/2023 23:45,2.1
24/02/2023 00:00,2
24/02/2023 00:15,1.7
24/02/2023 00:30,1.9
24/02/2023 00:45,1.6
24/02/2023 01:00,1.2
24/02/2023 01:15,2.2
24/02/2023 01:30,2.1
24/02/2023 01:45,1.8
24/02/2023 02:00,1.7
24/02/2023 02:15,1.7
24/02/2023 02:30,1.8
24/02/2023 02:45,2.1
24/02/2023 03:00,2
24/02/2023 03:15,2.2
24/02/2023 03:30,2
24/02/2023 03:45,1.5
24/02/2023 04:00,2.1
24/02/2023 04:15,2.6
24/02/2023 04:30,3
24/02/2023 04:45,1.6
24/02/2023 05:00,1.4
24/02/2023 05:15,1.6
24/02/2023 05:30,2
24/02/2023 05:45,2.2
24/02/2023 06:00,2.5
24/02/2023 06:15,1.4
24/02/2023 06:30,2
24/02/2023 06:45,1.6
24/02/2023 07:00,1.4
24/02/2023 07:15,2
24/02/2023 07:30,2.9
24/02/2023 07:45,10.9
24/02/2023 08:00,22.6
24/02/2023 08:15,21
24/02/2023 08:30,30.6
24/02/2023 08:45,36.86666667
24/02/2023 09:00,43.13333333
24/02/2023 09:15,49.4
24/02/2023 09:30,54.7
24/02/2023 09:45,61.5
24/02/2023 10:00,65.9
24/02/2023 10:15,65.1
24/02/2023 10:30,66.7
24/02/2023 10:45,72.5
24/02/2023 11:00,75.1
24/02/2023 11:15,77
24/02/2023 11:30,79.2
24/02/2023 11:45,79.1
24/02/2023 12:00,78.8
24/02/2023 12:15,82.1
24/02/2023 12:30,86.4
24/02/2023 12:45,85.8
24/02/2023 13:00,83.1
24/02/2023 13:15,76.8
24/02/2023 13:30,74
24/02/2023 13:45,73.6
24/02/2023 14:00,74
24/02/2023 14:15,74
24/02/2023 14:30,75.6
24/02/2023 14:45,74.1
24/02/2023 15:00,75.5
24/02/2023 15:15,76.9
24/02/2023 15:30,78.2
24/02/2023 15:45,79.1
24/02/2023 16:00,77
24/02/2023 16:15,75.9
24/02/2023 16:30,79.3
24/02/2023 16:45,75.4
24/02/2023 17:00,76.6
24/02/2023 17:15,75.5
24/02/2023 17:30,69.8
24/02/2023 17:45,64
24/02/2023 18:00,54.1
24/02/2023 18:15,44.8
24/02/2023 18:30,44.3
24/02/2023 18:45,40.4
24/02/2023 19:00,38
24/02/2023 19:15,35.9
24/02/2023 19:30,44.2
24/02/2023 19:45,49.7
24/02/2023 20:00,49.8
24/02/2023 20:15,53.8
24/02/2023 20:30,56.6
24/02/2023 20:45,47.2
24/02/2023 21:00,8.3
24/02/2023 21:15,1.4
24/02/2023 21:30,3.6
24/02/2023 21:45,8
24/02/2023 22:00,7.4
24/02/2023 22:15,3.2
24/02/2023 22:30,4.8
24/02/2023 22:45,9.6
24/02/2023 23:00,9.1
24/02/2023 23:15,2.5
24/02/2023 23:30,6.1
24/02/2023 23:45,8.5
25/02/2023 00:00,11.3
25/02/2023 00:15,4.7
25/02/2023 00:30,2
25/02/2023 00:45,1.3
25/02/2023 01:00,1.9
25/02/2023 01:15,2.1
25/02/2023 01:30,1.5
25/02/2023 01:45,1.1
25/02/2023 02:00,1.4
25/02/2023 02:15,1.9
25/02/2023 02:30,1.3
25/02/2023 02:45,1.5
25/02/2023 03:00,1.7
25/02/2023 03:15,2
25/02/2023 03:30,1.5
25/02/2023 03:45,1.4
25/02/2023 04:00,2
25/02/2023 04:15,1.7
25/02/2023 04:30,1.6
25/02/2023 04:45,1.8
25/02/2023 05:00,1.2
25/02/2023 05:15,1.8
25/02/2023 05:30,1.9
25/02/2023 05:45,2.5
25/02/2023 06:00,1.7
25/02/2023 06:15,2.3
25/02/2023 06:30,1.5
25/02/2023 06:45,1.4
25/02/2023 07:00,1.5
25/02/2023 07:15,0.9
25/02/2023 07:30,0.9
25/02/2023 07:45,1.6
25/02/2023 08:00,1.6
25/02/2023 08:15,1.4
25/02/2023 08:30,2
25/02/2023 08:45,6.133333337
25/02/2023 09:00,10.26666667
25/02/2023 09:15,14.4
25/02/2023 09:30,21.2
25/02/2023 09:45,24.4
25/02/2023 10:00,27.5
25/02/2023 10:15,24.7
25/02/2023 10:30,23.7
25/02/2023 10:45,19
25/02/2023 11:00,30.6
25/02/2023 11:15,36.7
25/02/2023 11:30,34.7
25/02/2023 11:45,30.4
25/02/2023 12:00,26.1
25/02/2023 12:15,27.1
25/02/2023 12:30,37.8
25/02/2023 12:45,36.4
25/02/2023 13:00,26.9
25/02/2023 13:15,32.1
25/02/2023 13:30,35.4
25/02/2023 13:45,38.4
25/02/2023 14:00,42.8
25/02/2023 14:15,50.2
25/02/2023 14:30,51.6
25/02/2023 14:45,64.5
25/02/2023 15:00,74
25/02/2023 15:15,76.3
25/02/2023 15:30,78.9
25/02/2023 15:45,78.1
25/02/2023 16:00,75
25/02/2023 16:15,72.1
25/02/2023 16:30,71.3
25/02/2023 16:45,69.7
25/02/2023 17:00,65.4
25/02/2023 17:15,60.8
25/02/2023 17:30,57.5
25/02/2023 17:45,54
25/02/2023 18:00,49.3
25/02/2023 18:15,47
25/02/2023 18:30,43.3
25/02/2023 18:45,37.1
25/02/2023 19:00,35.8
25/02/2023 19:15,36.5
25/02/2023 19:30,41.3
25/02/2023 19:45,41.7
25/02/2023 20:00,49.6
25/02/2023 20:15,38.3
25/02/2023 20:30,13
25/02/2023 20:45,13
25/02/2023 21:00,14.1
25/02/2023 21:15,10.9
25/02/2023 21:30,6.6
25/02/2023 21:45,6.3
25/02/2023 22:00,2.3
25/02/2023 22:15,1.3
25/02/2023 22:30,1
25/02/2023 22:45,1
25/02/2023 23:00,1.3
25/02/2023 23:15,0.6
25/02/2023 23:30,1.3
25/02/2023 23:45,1.6
26/02/2023 00:00,1.4
26/02/2023 00:15,1.4
26/02/2023 00:30,1.2
26/02/2023 00:45,1.6
26/02/2023 01:00,1.5
26/02/2023 01:15,1.7
26/02/2023 01:30,1.6
26/02/2023 01:45,1.8
26/02/2023 02:00,2.1
26/02/2023 02:15,2
26/02/2023 02:30,2
26/02/2023 02:45,1.9
26/02/2023 03:00,1.5
26/02/2023 03:15,1.6
26/02/2023 03:30,1.7
26/02/2023 03:45,1.5
26/02/2023 04:00,1.1
26/02/2023 04:15,1.5
26/02/2023 04:30,1.7
26/02/2023 04:45,1.9
26/02/2023 05:00,1.3
26/02/2023 05:15,1.3
26/02/2023 05:30,1.6
26/02/2023 05:45,1.7
26/02/2023 06:00,1.5
26/02/2023 06:15,1
26/02/2023 06:30,1.4
26/02/2023 06:45,1.6
26/02/2023 07:00,1.2
26/02/2023 07:15,1.2
26/02/2023 07:30,1.8
26/02/2023 07:45,3.1
26/02/2023 08:00,9.4
26/02/2023 08:15,14.3
26/02/2023 08:30,21.2
26/02/2023 08:45,29.73333333
26/02/2023 09:00,38.26666667
26/02/2023 09:15,46.8
26/02/2023 09:30,55.3
26/02/2023 09:45,60.8
26/02/2023 10:00,65.4
26/02/2023 10:15,69.4
26/02/2023 10:30,71.5
26/02/2023 10:45,75.4
26/02/2023 11:00,77.8
26/02/2023 11:15,79.1
26/02/2023 11:30,79.7
26/02/2023 11:45,76.5
26/02/2023 12:00,77.8
26/02/2023 12:15,71.9
26/02/2023 12:30,68.7
26/02/2023 12:45,69.1
26/02/2023 13:00,70.5
26/02/2023 13:15,69.6
26/02/2023 13:30,65.3
26/02/2023 13:45,66.7
26/02/2023 14:00,67.5
26/02/2023 14:15,67.2
26/02/2023 14:30,67.6
26/02/2023 14:45,69.2
26/02/2023 15:00,71.7
26/02/2023 15:15,74.4
26/02/2023 15:30,77
26/02/2023 15:45,70
26/02/2023 16:00,71.8
26/02/2023 16:15,73.2
26/02/2023 16:30,73.6
26/02/2023 16:45,71.1
26/02/2023 17:00,74.2
26/02/2023 17:15,66.4
26/02/2023 17:30,53.5
26/02/2023 17:45,50
26/02/2023 18:00,40.1
26/02/2023 18:15,33.3
26/02/2023 18:30,33.9
26/02/2023 18:45,43.5
26/02/2023 19:00,44.7
26/02/2023 19:15,50.7
26/02/2023 19:30,47.6
26/02/2023 19:45,45.9
26/02/2023 20:00,34.7
26/02/2023 20:15,13.6
26/02/2023 20:30,4
26/02/2023 20:45,1.7
26/02/2023 21:00,1.1
26/02/2023 21:15,1.4
26/02/2023 21:30,1.8
26/02/2023 21:45,2.2
26/02/2023 22:00,4.4
26/02/2023 22:15,4.6
26/02/2023 22:30,3
26/02/2023 22:45,3.3
26/02/2023 23:00,5.5
26/02/2023 23:15,2.2
26/02/2023 23:30,1.2
26/02/2023 23:45,1.4
27/02/2023 00:00,1.6
27/02/2023 00:15,1.3
27/02/2023 00:30,0.9
27/02/2023 00:45,1.3
27/02/2023 01:00,1.5
27/02/2023 01:15,1.7
27/02/2023 01:30,1.9
27/02/2023 01:45,1.9
27/02/2023 02:00,1.9
27/02/2023 02:15,1.8
27/02/2023 02:30,1.8
27/02/2023 02:45,1.9
27/02/2023 03:00,1.9
27/02/2023 03:15,1.7
27/02/2023 03:30,2.1
27/02/2023 03:45,2.2
27/02/2023 04:00,2.1
27/02/2023 04:15,1.8
27/02/2023 04:30,2.5
27/02/2023 04:45,2.2
27/02/2023 05:00,2.2
27/02/2023 05:15,2.6
27/02/2023 05:30,4.6
27/02/2023 05:45,7.1
27/02/2023 06:00,2.7
27/02/2023 06:15,1.9
27/02/2023 06:30,2
27/02/2023 06:45,2.4
27/02/2023 07:00,2.5
27/02/2023 07:15,2.9
27/02/2023 07:30,10.4
27/02/2023 07:45,16.7
27/02/2023 08:00,24.6
27/02/2023 08:15,28.1
27/02/2023 08:30,32.1
27/02/2023 08:45,37.86666667
27/02/2023 09:00,43.63333334
27/02/2023 09:15,49.4
27/02/2023 09:30,56.4
27/02/2023 09:45,61.6
27/02/2023 10:00,68.2
27/02/2023 10:15,72.8
27/02/2023 10:30,76.2
27/02/2023 10:45,78.2
27/02/2023 11:00,81.7
27/02/2023 11:15,85.2
27/02/2023 11:30,66.6
27/02/2023 11:45,64.2
27/02/2023 12:00,65
27/02/2023 12:15,68.4
27/02/2023 12:30,71.9
27/02/2023 12:45,70.2
27/02/2023 13:00,71.1
27/02/2023 13:15,70.4
27/02/2023 13:30,69.3
27/02/2023 13:45,71.1
27/02/2023 14:00,75.2
27/02/2023 14:15,74.7
27/02/2023 14:30,76.4
27/02/2023 14:45,75.6
27/02/2023 15:00,76
27/02/2023 15:15,76.3
27/02/2023 15:30,74.1
27/02/2023 15:45,73.4
27/02/2023 16:00,75.7
27/02/2023 16:15,79.4
27/02/2023 16:30,79
27/02/2023 16:45,78.6
27/02/2023 17:00,79.5
27/02/2023 17:15,77.4
27/02/2023 17:30,63.7
27/02/2023 17:45,65.9
27/02/2023 18:00,52.6
27/02/2023 18:15,38.1
27/02/2023 18:30,25.5
27/02/2023 18:45,11.4
27/02/2023 19:00,3.7
27/02/2023 19:15,2.9
27/02/2023 19:30,1.6
27/02/2023 19:45,2.1
27/02/2023 20:00,2.1
27/02/2023 20:15,4.1
27/02/2023 20:30,6.3
27/02/2023 20:45,6.2
27/02/2023 21:00,10.7
27/02/2023 21:15,12.7
27/02/2023 21:30,9
27/02/2023 21:45,5.9
27/02/2023 22:00,3.5
27/02/2023 22:15,2.7
27/02/2023 22:30,1.6
27/02/2023 22:45,1.6
27/02/2023 23:00,1.2
27/02/2023 23:15,1.6
27/02/2023 23:30,1.3
27/02/2023 23:45,1.9
28/02/2023 00:00,1.8
28/02/2023 00:15,1.9
28/02/2023 00:30,1.5
28/02/2023 00:45,1.3
28/02/2023 01:00,1.9
28/02/2023 01:15,1.8
28/02/2023 01:30,2.5
28/02/2023 01:45,2.2
28/02/2023 02:00,2.2
28/02/2023 02:15,2.5
28/02/2023 02:30,2.4
28/02/2023 02:45,1.6
28/02/2023 03:00,2
28/02/2023 03:15,2.4
28/02/2023 03:30,2.1
28/02/2023 03:45,2.1
28/02/2023 04:00,2.2
28/02/2023 04:15,1.9
28/02/2023 04:30,1.7
28/02/2023 04:45,2.1
28/02/2023 05:00,2.1
28/02/2023 05:15,2.7
28/02/2023 05:30,2.2
28/02/2023 05:45,1.9
28/02/2023 06:00,1.7
28/02/2023 06:15,1.7
28/02/2023 06:30,2.4
28/02/2023 06:45,1.7
28/02/2023 07:00,1.8
28/02/2023 07:15,2.7
28/02/2023 07:30,2.8
28/02/2023 07:45,4.3
28/02/2023 08:00,7.4
28/02/2023 08:15,16.9
28/02/2023 08:30,23.6
28/02/2023 08:45,25.43333333
28/02/2023 09:00,27.26666667
28/02/2023 09:15,29.1
28/02/2023 09:30,45.6
28/02/2023 09:45,52.1
28/02/2023 10:00,55.1
28/02/2023 10:15,60.5
28/02/2023 10:30,64.3
28/02/2023 10:45,64.5
28/02/2023 11:00,61.3
28/02/2023 11:15,54.7
28/02/2023 11:30,46.2
28/02/2023 11:45,55.3
28/02/2023 12:00,57.6
28/02/2023 12:15,49.1
28/02/2023 12:30,27.6
28/02/2023 12:45,18.1
28/02/2023 13:00,35.3
28/02/2023 13:15,46.2
28/02/2023 13:30,56.2
28/02/2023 13:45,60.4
28/02/2023 14:00,63.8
28/02/2023 14:15,72.6
28/02/2023 14:30,77
28/02/2023 14:45,78.6
28/02/2023 15:00,77.8
28/02/2023 15:15,82.5
28/02/2023 15:30,81.6
28/02/2023 15:45,67.3
28/02/2023 16:00,40.3
28/02/2023 16:15,41.7
28/02/2023 16:30,56
28/02/2023 16:45,72.7
28/02/2023 17:00,75
28/02/2023 17:15,73.1
28/02/2023 17:30,73.5
28/02/2023 17:45,73.2
28/02/2023 18:00,68.8
28/02/2023 18:15,68.2
28/02/2023 18:30,61.5
28/02/2023 18:45,51.5
28/02/2023 19:00,47.5
28/02/2023 19:15,49.7
28/02/2023 19:30,36
28/02/2023 19:45,12
28/02/2023 20:00,5
28/02/2023 20:15,4.5
28/02/2023 20:30,5
28/02/2023 20:45,4.6
28/02/2023 21:00,3.5
28/02/2023 21:15,7.1
28/02/2023 21:30,9.6
28/02/2023 21:45,7.4
28/02/2023 22:00,11.4
28/02/2023 22:15,15
28/02/2023 22:30,10.8
28/02/2023 22:45,9.9
28/02/2023 23:00,5.3
28/02/2023 23:15,3.2
28/02/2023 23:30,6.1
28/02/2023 23:45,3.800000001
01/03/2023 00:00,1.5
01/03/2023 00:15,1.6
01/03/2023 00:30,1.6
01/03/2023 00:45,1.7
01/03/2023 01:00,1.6
01/03/2023 01:15,1.9
01/03/2023 01:30,1.9
01/03/2023 01:45,2.5
01/03/2023 02:00,2.5
01/03/2023 02:15,1.5
01/03/2023 02:30,1.8
01/03/2023 02:45,2.3
01/03/2023 03:00,2.1
01/03/2023 03:15,2
01/03/2023 03:30,1.9
01/03/2023 03:45,2.3
01/03/2023 04:00,2.4
01/03/2023 04:15,2.4
01/03/2023 04:30,2.6
01/03/2023 04:45,2.4
01/03/2023 05:00,2.3
01/03/2023 05:15,2.2
01/03/2023 05:30,2.3
01/03/2023 05:45,1.7
01/03/2023 06:00,1.8
01/03/2023 06:15,2.1
01/03/2023 06:30,2.4
01/03/2023 06:45,2.5
01/03/2023 07:00,2.4
01/03/2023 07:15,2.2
01/03/2023 07:30,3.1
01/03/2023 07:45,3.8
01/03/2023 08:00,5.1
01/03/2023 08:15,5.6
01/03/2023 08:30,5.6
01/03/2023 08:45,12.03333334
01/03/2023 09:00,18.46666667
01/03/2023 09:15,24.9
01/03/2023 09:30,33.9
01/03/2023 09:45,43.6
01/03/2023 10:00,56.7
01/03/2023 10:15,67.7
01/03/2023 10:30,71.3
01/03/2023 10:45,59.9
01/03/2023 11:00,58.2
01/03/2023 11:15,57.7
01/03/2023 11:30,43.8
01/03/2023 11:45,12.8
01/03/2023 12:00,9.8
01/03/2023 12:15,12.1
01/03/2023 12:30,4.8
01/03/2023 12:45,2.8
01/03/2023 13:00,19.5
01/03/2023 13:15,22.5
01/03/2023 13:30,16.7
01/03/2023 13:45,15.2
01/03/2023 14:00,22.3
01/03/2023 14:15,34.4
01/03/2023 14:30,37.5
01/03/2023 14:45,33.6
01/03/2023 15:00,31.2
01/03/2023 15:15,39.4
01/03/2023 15:30,35.9
01/03/2023 15:45,39.6
01/03/2023 16:00,32.9
01/03/2023 16:15,31.4
01/03/2023 16:30,38.5
01/03/2023 16:45,35.9
01/03/2023 17:00,48.1
01/03/2023 17:15,67.6
01/03/2023 17:30,64.9
01/03/2023 17:45,55.7
01/03/2023 18:00,47.4
01/03/2023 18:15,37.5
01/03/2023 18:30,13.4
01/03/2023 18:45,21.6
01/03/2023 19:00,47.1
01/03/2023 19:15,40.3
01/03/2023 19:30,31.7
01/03/2023 19:45,24.6
01/03/2023 20:00,25.7
01/03/2023 20:15,17.7
01/03/2023 20:30,17.3
01/03/2023 20:45,20.6
01/03/2023 21:00,18.6
01/03/2023 21:15,13.5
01/03/2023 21:30,9.9
01/03/2023 21:45,8.4
01/03/2023 22:00,5.2
01/03/2023 22:15,2.8
01/03/2023 22:30,2.4
01/03/2023 22:45,1.9
01/03/2023 23:00,2.1
01/03/2023 23:15,1.9
01/03/2023 23:30,1.5
01/03/2023 23:45,1.7
02/03/2023 00:00,0.7
02/03/2023 00:15,1.2
02/03/2023 00:30,1.6
02/03/2023 00:45,1.9
02/03/2023 01:00,1.9
02/03/2023 01:15,1.8
02/03/2023 01:30,2.5
02/03/2023 01:45,2.5
02/03/2023 02:00,2
02/03/2023 02:15,2.3
02/03/2023 02:30,2.2
02/03/2023 02:45,2.5
02/03/2023 03:00,2.4
02/03/2023 03:15,2.5
02/03/2023 03:30,2.5
02/03/2023 03:45,2.7
02/03/2023 04:00,2.1
02/03/2023 04:15,2.4
02/03/2023 04:30,2.8
02/03/2023 04:45,2.7
02/03/2023 05:00,2.3
02/03/2023 05:15,2.1
02/03/2023 05:30,2.3
02/03/2023 05:45,2.5
02/03/2023 06:00,2.3
02/03/2023 06:15,1.8
02/03/2023 06:30,1.8
02/03/2023 06:45,2.5
02/03/2023 07:00,2.1
02/03/2023 07:15,2.9
02/03/2023 07:30,4
02/03/2023 07:45,10.2
02/03/2023 08:00,17.1
02/03/2023 08:15,15.8
02/03/2023 08:30,12.6
02/03/2023 08:45,15.7
02/03/2023 09:00,18.8
02/03/2023 09:15,21.9
02/03/2023 09:30,28.6
02/03/2023 09:45,42.4
02/03/2023 10:00,46.4
02/03/2023 10:15,45.5
02/03/2023 10:30,49.1
02/03/2023 10:45,51
02/03/2023 11:00,50.1
02/03/2023 11:15,53.2
02/03/2023 11:30,57.1
02/03/2023 11:45,61.1
02/03/2023 12:00,65.6
02/03/2023 12:15,66.4
02/03/2023 12:30,67.6
02/03/2023 12:45,61
02/03/2023 13:00,53.8
02/03/2023 13:15,45.8
02/03/2023 13:30,40.9
02/03/2023 13:45,41.6
02/03/2023 14:00,46
02/03/2023 14:15,48.4
02/03/2023 14:30,44.2
02/03/2023 14:45,42.6
02/03/2023 15:00,54.5
02/03/2023 15:15,43.1
02/03/2023 15:30,45.1
02/03/2023 15:45,21.4
02/03/2023 16:00,14.9
02/03/2023 16:15,14.6
02/03/2023 16:30,16.9
02/03/2023 16:45,17.3
02/03/2023 17:00,16.5
02/03/2023 17:15,14.9
02/03/2023 17:30,8.5
02/03/2023 17:45,10.7
02/03/2023 18:00,12.5
02/03/2023 18:15,16
02/03/2023 18:30,27.1
02/03/2023 18:45,35.1
02/03/2023 19:00,38.7
02/03/2023 19:15,42.5
02/03/2023 19:30,39.5
02/03/2023 19:45,41.4
02/03/2023 20:00,41.7
02/03/2023 20:15,34.8
02/03/2023 20:30,22.2
02/03/2023 20:45,15.1
02/03/2023 21:00,16
02/03/2023 21:15,18.2
02/03/2023 21:30,22.7
02/03/2023 21:45,21.8
02/03/2023 22:00,14.7
02/03/2023 22:15,14.6
02/03/2023 22:30,17.9
02/03/2023 22:45,13.5
02/03/2023 23:00,14.6
02/03/2023 23:15,16.4
02/03/2023 23:30,16.3
02/03/2023 23:45,10.6
03/03/2023 00:00,5
03/03/2023 00:15,3.8
03/03/2023 00:30,2.9
03/03/2023 00:45,2
03/03/2023 01:00,2.4
03/03/2023 01:15,1.7
03/03/2023 01:30,1.5
03/03/2023 01:45,3.4
03/03/2023 02:00,2.5
03/03/2023 02:15,2.4
03/03/2023 02:30,2.4
03/03/2023 02:45,2.8
03/03/2023 03:00,2.2
03/03/2023 03:15,2
03/03/2023 03:30,2.4
03/03/2023 03:45,2.7
03/03/2023 04:00,2.7
03/03/2023 04:15,2.4
03/03/2023 04:30,2.4
03/03/2023 04:45,2.3
03/03/2023 05:00,2.1
03/03/2023 05:15,2.4
03/03/2023 05:30,2.5
03/03/2023 05:45,2.2
03/03/2023 06:00,1.6
03/03/2023 06:15,2.3
03/03/2023 06:30,2.2
03/03/2023 06:45,2.3
03/03/2023 07:00,3.2
03/03/2023 07:15,4.4
03/03/2023 07:30,7.7
03/03/2023 07:45,12.7
03/03/2023 08:00,15.6
03/03/2023 08:15,16.3
03/03/2023 08:30,17.7
03/03/2023 08:45,20.6
03/03/2023 09:00,23.5
03/03/2023 09:15,26.4
03/03/2023 09:30,44
03/03/2023 09:45,56.3
03/03/2023 10:00,60.7
03/03/2023 10:15,60
03/03/2023 10:30,58.7
03/03/2023 10:45,64
03/03/2023 11:00,69.2
03/03/2023 11:15,70.05
03/03/2023 11:30,70.9
03/03/2023 11:45,70.1
03/03/2023 12:00,65.8
03/03/2023 12:15,61
03/03/2023 12:30,61.3
03/03/2023 12:45,59.3
03/03/2023 13:00,57.2
03/03/2023 13:15,58.4
03/03/2023 13:30,58.7
03/03/2023 13:45,60.1
03/03/2023 14:00,60.5
03/03/2023 14:15,60.7
03/03/2023 14:30,62
03/03/2023 14:45,61.3
03/03/2023 15:00,62.5
03/03/2023 15:15,63.5
03/03/2023 15:30,60.4
03/03/2023 15:45,59.8
03/03/2023 16:00,57.9
03/03/2023 16:15,57.1
03/03/2023 16:30,55.9
03/03/2023 16:45,57.9
03/03/2023 17:00,58.3
03/03/2023 17:15,57.3
03/03/2023 17:30,52.8
03/03/2023 17:45,47
03/03/2023 18:00,41
03/03/2023 18:15,27
03/03/2023 18:30,14.2
03/03/2023 18:45,7.4
03/03/2023 19:00,5.9
03/03/2023 19:15,8.5
03/03/2023 19:30,6.6
03/03/2023 19:45,5.5
03/03/2023 20:00,6.2
03/03/2023 20:15,6.4
03/03/2023 20:30,5.9
03/03/2023 20:45,5.9
03/03/2023 21:00,6.2
03/03/2023 21:15,7.4
03/03/2023 21:30,8.4
03/03/2023 21:45,8.5
03/03/2023 22:00,10.3
03/03/2023 22:15,12
03/03/2023 22:30,12.7
03/03/2023 22:45,14.1
03/03/2023 23:00,15.1
03/03/2023 23:15,15.1
03/03/2023 23:30,14.4
03/03/2023 23:45,14.6
04/03/2023 00:00,16
04/03/2023 00:15,12.6
04/03/2023 00:30,9.6
04/03/2023 00:45,10.4
04/03/2023 01:00,9.8
04/03/2023 01:15,9.7
