From,To (Interval: 15M),PM10 (µg/m3),PM2.5 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
19/02/2023 03:15,19/02/2023 03:30,210,157,15,63.1,45.8,1.12,29.8,13.9,0.1,0.3
19/02/2023 03:30,19/02/2023 03:45,210,157,15.6,62.1,45.7,1.15,29.7,14.2,0.1,0.3
19/02/2023 03:45,19/02/2023 04:00,261,143,16.1,60.8,45.5,1.18,30,14.1,0.1,0.3
19/02/2023 04:00,19/02/2023 04:15,261,143,16.7,60.1,45.5,1.13,29.1,14.2,0.5,0.3
19/02/2023 04:15,19/02/2023 04:30,261,143,17.4,59.3,45.7,1.08,29.2,14.8,0.7,0.3
19/02/2023 04:30,19/02/2023 04:45,261,143,17.6,56.9,44.6,0.95,30.2,14.8,3.2,0.3
19/02/2023 04:45,19/02/2023 05:00,216,124,16.9,55.4,43.2,0.94,29.4,14.8,2.9,0.3
19/02/2023 05:00,19/02/2023 05:15,216,124,16.8,54.8,42.8,0.92,29.6,14.6,3.3,0.3
19/02/2023 05:15,19/02/2023 05:30,216,124,16.2,53.5,41.6,0.87,29.8,14.7,2.3,0.3
19/02/2023 05:30,19/02/2023 05:45,216,124,15.4,52,40.1,0.86,28.2,14.7,1.6,0.3
19/02/2023 05:45,19/02/2023 06:00,180,117,15.6,51.2,39.9,0.87,28.1,15,1.6,0.3
19/02/2023 06:00,19/02/2023 06:15,180,117,16.2,49,39.2,0.9,27.7,15.1,1.1,0.2
19/02/2023 06:15,19/02/2023 06:30,180,117,15.8,48.2,38.5,1.02,28.4,14.6,0.1,0.2
19/02/2023 06:30,19/02/2023 06:45,180,117,16.5,48.1,39,1.11,28.5,14.5,0.1,0.2
19/02/2023 06:45,19/02/2023 07:00,157,131,17.7,46.8,39.3,1.47,28.8,14.8,0.1,0.3
19/02/2023 07:00,19/02/2023 07:15,157,131,19.6,46.9,40.9,1.73,29.2,14.8,0.1,0.3
19/02/2023 07:15,19/02/2023 07:30,157,131,22.5,47.7,43.7,1.84,30.7,15.1,0.5,0.3
19/02/2023 07:30,19/02/2023 07:45,157,131,26.4,46.5,46.2,1.61,30.5,15.5,0.9,0.3
19/02/2023 07:45,19/02/2023 08:00,222,189,27.7,47.1,47.6,1.25,28.9,16.4,1.5,0.3
19/02/2023 08:00,19/02/2023 08:15,222,189,28.2,47.2,48,1.18,31.3,15.9,3,0.3
19/02/2023 08:15,19/02/2023 08:30,222,189,27.2,49,48.2,1.12,34.4,15.2,7.3,0.3
19/02/2023 08:30,19/02/2023 08:45,222,189,25.5,51.5,48.2,1.19,34.3,15.2,11.7,0.3
19/02/2023 08:45,19/02/2023 09:00,306,240,24.1,52.1,47.3,1.17,35.8,15.4,22.23333334,0.3
19/02/2023 09:00,19/02/2023 09:15,306,240,22.1,51.4,45.3,1.02,35.7,15.9,32.76666667,0.3
19/02/2023 09:15,19/02/2023 09:30,306,240,20.1,50.6,43.2,0.79,36.9,15.7,43.3,0.3
19/02/2023 09:30,19/02/2023 09:45,306,240,16.8,53.3,42,0.63,38,14.7,55.9,0.3
19/02/2023 09:45,19/02/2023 10:00,329,143,13.7,53.5,39.6,0.886666666,39.4,14.1,62,0.3
19/02/2023 10:00,19/02/2023 10:15,329,143,10.5,49.9,35.1,1.143333333,43.9,14.4,64.1,0.3
19/02/2023 10:15,19/02/2023 10:30,329,143,7.5,48.4,31.8,1.4,44.8,14,70.4,0.3
19/02/2023 10:30,19/02/2023 10:45,329,143,7,46.1,30.2,0.6,42.7,14.3,71,0.3
19/02/2023 10:45,19/02/2023 11:00,329,120,5.2,36.4,23.6,0.86,41.825,16.2,69.9,0.3
19/02/2023 11:00,19/02/2023 11:15,329,120,3.9,24.9,16.4,1.02,40.95,17.8,67.9,0.2
19/02/2023 11:15,19/02/2023 11:30,329,120,3.8,19.1,13.3,0.96,40.075,18.2,75.1,0.2
19/02/2023 11:30,19/02/2023 11:45,329,120,3.4,21.3,14.1,0.92,39.2,16.3,80.5,0.2
19/02/2023 11:45,19/02/2023 12:00,182,96,3.325,20,13.35,0.88,39.5,16.66666667,89.7,0.2
19/02/2023 12:00,19/02/2023 12:15,182,96,3.25,18.7,12.6,0.84,38,17.03333333,95.8,0.2
19/02/2023 12:15,19/02/2023 12:30,182,96,3.175,17.4,11.85,0.81,46.4,17.4,99.6,0.2
19/02/2023 12:30,19/02/2023 12:45,182,96,3.1,16.1,11.1,0.74,61.4,16.3,104.1,0.2
19/02/2023 12:45,19/02/2023 13:00,173,75,3.3,15.4,10.9,0.66,91.2,16.9,93.1,0.1
19/02/2023 13:00,19/02/2023 13:15,173,75,3.5,22.1,14.6,0.65,86,15.8,84.8,0.1
19/02/2023 13:15,19/02/2023 13:30,173,75,2.9,29.5,18,0.66,115.4,14.7,75.1,0.1
19/02/2023 13:30,19/02/2023 13:45,173,75,2.8,36.8,21.9,0.65,117.2,13.8,69.4,0.1
19/02/2023 13:45,19/02/2023 14:00,123,64,2.9,42.5,25,0.69,91.8,13.3,82.9,0.1
19/02/2023 14:00,19/02/2023 14:15,123,64,3,46.6,27.2,0.7,85.8,12.9,88.5,0.1
19/02/2023 14:15,19/02/2023 14:30,123,64,3.4,48,28.3,0.72,62.9,13.1,98,0.1
19/02/2023 14:30,19/02/2023 14:45,123,64,2.7,48,27.7,0.73,57.2,13.3,101.7,0.1
19/02/2023 14:45,19/02/2023 15:00,102,68,3.4,39.8,23.9,0.74,52.6,14.4,105.2,0.1
19/02/2023 15:00,19/02/2023 15:15,102,68,3.3,34.9,21.3,0.73,47.3,14.3,105.5,0.1
19/02/2023 15:15,19/02/2023 15:30,102,68,3.3,25.2,16.1,0.69,38.8,15.6,97,0.1
19/02/2023 15:30,19/02/2023 15:45,102,68,3.9,19.1,13.3,0.64,34.8,15.8,95.1,0.1
19/02/2023 15:45,19/02/2023 16:00,122,54,4.1,20.3,14.1,0.68,33.9,15.4,94.6,0.1
19/02/2023 16:00,19/02/2023 16:15,122,54,3.2,23,14.9,0.69,39.6,14,98.8,0.1
19/02/2023 16:15,19/02/2023 16:30,122,54,3.1,27,16.8,0.69,40.2,12.1,98,0.1
19/02/2023 16:30,19/02/2023 16:45,122,54,3.7,31.5,19.8,0.72,46.7,11.3,95.8,0.1
19/02/2023 16:45,19/02/2023 17:00,101,63,4.3,36.1,22.7,0.79,50.8,11.4,93.5,0.1
19/02/2023 17:00,19/02/2023 17:15,101,63,4,35,21.9,0.81,54.6,12.2,90.9,0.1
19/02/2023 17:15,19/02/2023 17:30,101,63,3.7,33.8,21,0.84,54.2,13,84.9,0.1
19/02/2023 17:30,19/02/2023 17:45,101,63,3.4,33.7,20.6,0.87,49.4,14,82.2,0.1
19/02/2023 17:45,19/02/2023 18:00,123,91,3.6,35.1,21.6,0.92,44.4,14,72.1,0.1
19/02/2023 18:00,19/02/2023 18:15,123,91,3.5,37.3,22.7,0.92,42.7,14.3,69.9,0.1
19/02/2023 18:15,19/02/2023 18:30,123,91,3.7,40.6,24.6,0.92,40.3,14.5,65.1,0.2
19/02/2023 18:30,19/02/2023 18:45,123,91,3.8,42.2,25.5,0.94,40.4,14.3,63.5,0.2
19/02/2023 18:45,19/02/2023 19:00,123,98,4.1,43.5,26.5,1.03,40,14.7,52.3,0.2
19/02/2023 19:00,19/02/2023 19:15,123,98,3.6,46.4,27.6,1.11,45.8,15.1,53.8,0.2
19/02/2023 19:15,19/02/2023 19:30,123,98,3.8,48.4,28.9,1.11,46.2,15.4,64.7,0.2
19/02/2023 19:30,19/02/2023 19:45,123,98,3.5,48,28.4,1.06,46.8,15,82.3,0.2
19/02/2023 19:45,19/02/2023 20:00,201,93,3.8,45.3,27.1,1.12,47.5,15.9,84.1,0.2
19/02/2023 20:00,19/02/2023 20:15,201,93,4.1,43.7,26.6,1.13,50.8,16.1,85.1,0.2
19/02/2023 20:15,19/02/2023 20:30,201,93,3.8,41.8,25.4,1.11,49.8,16.8,87.8,0.2
19/02/2023 20:30,19/02/2023 20:45,201,93,3.8,40.3,24.5,1.17,48.8,17.1,74.3,0.1
19/02/2023 20:45,19/02/2023 21:00,174,111,3.1,39,23.3,1.13,46.2,17.7,64.6,0.1
19/02/2023 21:00,19/02/2023 21:15,174,111,3.2,39,23.4,1.15,45.3,17.6,55,0.1
19/02/2023 21:15,19/02/2023 21:30,174,111,3.4,39.9,24,1.18,42.1,17.9,42.1,0.1
19/02/2023 21:30,19/02/2023 21:45,174,111,3.6,43.7,26.1,1.23,37.9,18,27.5,0.1
19/02/2023 21:45,19/02/2023 22:00,171,117,4.5,47.9,29.1,1.27,40.6,18.1,37.6,0.2
19/02/2023 22:00,19/02/2023 22:15,171,117,4.7,50.1,30.5,1.34,40.4,18.2,29,0.2
19/02/2023 22:15,19/02/2023 22:30,171,117,4.7,50.4,30.6,1.44,37.2,18.9,22.7,0.2
19/02/2023 22:30,19/02/2023 22:45,171,117,4.6,49.5,30.1,1.6,36.7,18.9,22.3,0.2
19/02/2023 22:45,19/02/2023 23:00,188,145,4.2,50.8,30.5,1.92,38,18.9,7.4,0.2
19/02/2023 23:00,19/02/2023 23:15,188,145,5.5,54.8,33.6,2.05,36.9,19,3.9,0.2
19/02/2023 23:15,19/02/2023 23:30,188,145,5.8,58.1,35.6,1.91,35.1,19.2,5.3,0.2
19/02/2023 23:30,19/02/2023 23:45,188,145,6.3,60,37,1.76,36.2,19.1,9.3,0.3
19/02/2023 23:45,20/02/2023 00:00,239,165,6.6,59.6,37.1,1.5,36.15,19.2,4.7,0.3
20/02/2023 00:00,20/02/2023 00:15,239,165,7.6,59.7,37.9,1.24,36.1,18.2,0.4,0.3
20/02/2023 00:15,20/02/2023 00:30,239,165,10.9,59.5,40.5,1.23,38,18.4,0.366666667,0.3
20/02/2023 00:30,20/02/2023 00:45,239,165,12.7,61.4,43,1.01,37.4,18.2,0.333333333,0.3
20/02/2023 00:45,20/02/2023 01:00,248,197,13.2,62.4,43.9,1,34.5,18.1,0.3,0.3
20/02/2023 01:00,20/02/2023 01:15,248,197,12.8,63.6,44.2,0.85,34.2,18,0.25,0.3
20/02/2023 01:15,20/02/2023 01:30,248,197,12.5,64.7,44.6,0.81,33.5,18.3,0.2,0.3
20/02/2023 01:30,20/02/2023 01:45,248,197,15.1,64.4,46.5,0.84,33.5,18.9,0.2,0.3
20/02/2023 01:45,20/02/2023 02:00,254.4,168,15.9,64.6,47.3,0.79,35.1,19.2,0.2,0.3
20/02/2023 02:00,20/02/2023 02:15,260.8,168,15.8,62.9,46.4,0.92,35.5,18.4,0.2,0.3
20/02/2023 02:15,20/02/2023 02:30,267.2,168,13.9,58.4,42.4,0.94,33.4,18,0.2,0.3
20/02/2023 02:30,20/02/2023 02:45,273.6,168,12.7,52.3,38.2,0.92,31,18.4,1.6,0.3
20/02/2023 02:45,20/02/2023 03:00,280,155,11,47.1,34,0.88,27.8,18.3,2.8,0.3
20/02/2023 03:00,20/02/2023 03:15,280,155,9.2,42.7,30.2,0.78,30.5,18,6.9,0.3
20/02/2023 03:15,20/02/2023 03:30,280,155,8,38.2,26.9,0.73,31.7,18,6.5,0.3
20/02/2023 03:30,20/02/2023 03:45,280,155,6.9,36.2,24.9,0.71,29.8,17.7,5.3,0.2
20/02/2023 03:45,20/02/2023 04:00,226,136,6.7,35.5,24.3,0.68,28.6,17.4,3.5,0.2
20/02/2023 04:00,20/02/2023 04:15,226,136,7.8,35.9,25.5,0.58,31,17.2,5.5,0.2
20/02/2023 04:15,20/02/2023 04:30,226,136,6.6,34.9,23.9,0.56,27.4,17.7,4.4,0.2
20/02/2023 04:30,20/02/2023 04:45,226,136,6.2,34.7,23.6,0.54,26.6,18.1,4.3,0.2
20/02/2023 04:45,20/02/2023 05:00,186,132,6.6,35.5,24.2,0.72,26.5,18.2,3.3,0.2
20/02/2023 05:00,20/02/2023 05:15,186,132,6.5,37.3,25.1,0.63,23.8,18.5,1.4,0.2
20/02/2023 05:15,20/02/2023 05:30,186,132,7.9,38.2,26.8,0.61,25.9,18.5,1.7,0.2
20/02/2023 05:30,20/02/2023 05:45,186,132,8.6,39.3,27.9,0.63,25.2,18.7,0.2,0.2
20/02/2023 05:45,20/02/2023 06:00,190,149,9,41,29.1,0.61,26.5,18.5,0.2,0.2
20/02/2023 06:00,20/02/2023 06:15,190,149,9.4,41.9,29.9,0.64,25.2,18.2,0.7,0.2
20/02/2023 06:15,20/02/2023 06:30,190,149,10.6,41.3,30.5,0.8,24.9,18.2,1.2,0.2
20/02/2023 06:30,20/02/2023 06:45,190,149,12.2,39.8,31.1,0.71,24.8,18.7,1.7,0.2
20/02/2023 06:45,20/02/2023 07:00,190,158,11.9,37.6,29.7,0.63,24.5,19.2,2.2,0.2
20/02/2023 07:00,20/02/2023 07:15,190,158,10.2,35.9,27.4,0.65,24.9,19.3,2.9,0.2
20/02/2023 07:15,20/02/2023 07:30,190,158,9.1,34,25.5,0.74,26,19.4,2,0.2
20/02/2023 07:30,20/02/2023 07:45,190,158,8.2,33.4,24.5,0.77,26.3,19.7,3.6,0.2
20/02/2023 07:45,20/02/2023 08:00,223,175,8.3,34.4,25,0.85,25.1,20.3,3.7,0.3
20/02/2023 08:00,20/02/2023 08:15,223,175,9.5,38.4,28.1,1.02,25.1,22.6,4.2,0.3
20/02/2023 08:15,20/02/2023 08:30,223,175,10.4,41.4,30.5,0.82,25.7,22,11,0.3
20/02/2023 08:30,20/02/2023 08:45,223,175,9,44.3,30.9,0.57,27.2,21.1,20,0.3
20/02/2023 08:45,20/02/2023 09:00,246,194,7,45.6,30,0.68,30.8,20.6,31.56666667,0.3
20/02/2023 09:00,20/02/2023 09:15,246,194,4.9,44.6,27.7,0.72,33.3,21.3,43.13333333,0.3
20/02/2023 09:15,20/02/2023 09:30,246,194,4.1,41.5,25.4,0.58,37.2,20.6,54.7,0.3
20/02/2023 09:30,20/02/2023 09:45,246,194,3.5,39.3,23.8,0.34,46.1,19.2,69.4,0.2
20/02/2023 09:45,20/02/2023 10:00,277,135,3.7,35,21.6,0.593333333,51.1,18.7,79.3,0.2
20/02/2023 10:00,20/02/2023 10:15,277,135,3.3,31.5,19.4,0.846666666,52.3,18.5,81.9,0.2
20/02/2023 10:15,20/02/2023 10:30,277,135,3.1,29.1,18,1.1,52.1,18.3,85.2,0.2
20/02/2023 10:30,20/02/2023 10:45,277,135,4.2,28,18.3,0.27,52.5,17.6,89.2,0.2
20/02/2023 10:45,20/02/2023 11:00,199,104,4.1,26.9,17.6,0.24,48.8,17.3,90.2,0.2
20/02/2023 11:00,20/02/2023 11:15,199,104,3.2,25.8,16.3,0.23,45.1,16.9,89.5,0.1
20/02/2023 11:15,20/02/2023 11:30,199,104,3.7,24.9,16.2,0.22,41.4,16.3,88.2,0.1
20/02/2023 11:30,20/02/2023 11:45,199,104,4.1,25.8,17,0.19,37.7,15.5,89.8,0.1
20/02/2023 11:45,20/02/2023 12:00,149,77,4.225,26.55,17.525,0.18,38,15.56666667,90.3,0.1
20/02/2023 12:00,20/02/2023 12:15,149,77,4.35,27.3,18.05,0.16,41.1,15.63333333,84.7,0.1
20/02/2023 12:15,20/02/2023 12:30,149,77,4.475,28.05,18.575,0.156153846,47.7,15.7,74.9,0.1
20/02/2023 12:30,20/02/2023 12:45,149,77,4.6,28.8,19.1,0.152307692,37.7,13,75.2,0.1
20/02/2023 12:45,20/02/2023 13:00,129,44,4,28.3,18.3,0.148461538,25.8,12.9,73.9,0.1
20/02/2023 13:00,20/02/2023 13:15,129,44,3.6,27.7,17.6,0.144615385,23.8,12.3,73.9,0.1
20/02/2023 13:15,20/02/2023 13:30,129,44,3.5,27.6,17.5,0.140769231,23.1,11.8,75.7,0.1
20/02/2023 13:30,20/02/2023 13:45,129,44,3.1,26.9,16.8,0.136923077,23.6,11.8,74.1,0.1
20/02/2023 13:45,20/02/2023 14:00,123,30,3.2,26.5,16.7,0.133076923,25.6,12.3,74.1,0.1
20/02/2023 14:00,20/02/2023 14:15,123,30,3,27.4,17,0.129230769,25,12.3,74.4,0.1
20/02/2023 14:15,20/02/2023 14:30,123,30,2.7,28.7,17.4,0.125384615,25,12.1,75.8,0.1
20/02/2023 14:30,20/02/2023 14:45,123,30,3.1,29.7,18.3,0.121538462,22.8,11.8,76.5,0.1
20/02/2023 14:45,20/02/2023 15:00,99,35,3.6,28.8,18.3,0.117692308,23,12.2,77.7,0.1
20/02/2023 15:00,20/02/2023 15:15,99,35,3.7,28.3,18.1,0.113846154,22.8,12.4,77.2,0.1
20/02/2023 15:15,20/02/2023 15:30,99,35,3.5,28,17.7,0.11,27,12.5,81.8,0.1
20/02/2023 15:30,20/02/2023 15:45,99,35,3.3,27.6,17.3,0.15,27,13.1,81.8,0.1
20/02/2023 15:45,20/02/2023 16:00,99,33,3.3,26.7,16.9,0.17,25.9,13.3,79.7,0.1
20/02/2023 16:00,20/02/2023 16:15,99,33,2.9,27.5,16.9,0.19,25,13.6,77.9,0.1
20/02/2023 16:15,20/02/2023 16:30,99,33,2.9,27.2,16.8,0.19,27.7,13,77.1,0.1
20/02/2023 16:30,20/02/2023 16:45,99,33,3.1,26,16.4,0.19,26.9,11.7,72.5,0.1
20/02/2023 16:45,20/02/2023 17:00,84,37,3.2,26.2,16.6,0.21,28.8,11.2,70.5,0.1
20/02/2023 17:00,20/02/2023 17:15,84,37,3.5,27.7,17.6,0.23,28.2,10.9,66.9,0.1
20/02/2023 17:15,20/02/2023 17:30,84,37,3.7,29.8,18.9,0.25,26.7,11.1,63.1,0.1
20/02/2023 17:30,20/02/2023 17:45,84,37,3.8,31.2,19.7,0.27,26.6,11.7,60.4,0.1
20/02/2023 17:45,20/02/2023 18:00,99,52,2.7,33.8,20.2,0.29,27.7,12.4,54.1,0.1
20/02/2023 18:00,20/02/2023 18:15,99,52,2,36.3,20.9,0.35,30.9,12.4,41.7,0.1
20/02/2023 18:15,20/02/2023 18:30,99,52,3,40.5,23.9,0.66,30.6,12.2,20.4,0.1
20/02/2023 18:30,20/02/2023 18:45,99,52,4.1,47.4,28.6,0.95,37.8,12.7,6.9,0.1
20/02/2023 18:45,20/02/2023 19:00,136,175,5.4,56,34.3,1.33,45.1,13.4,0.2,0.2
20/02/2023 19:00,20/02/2023 19:15,136,175,12.7,64.5,44.8,2.03,49.9,16.8,0.213461538,0.2
20/02/2023 19:15,20/02/2023 19:30,136,175,33.3,68.2,63.1,2.5,51.3,17,0.226923077,0.3
20/02/2023 19:30,20/02/2023 19:45,136,175,49.9,70.4,78,2.86,49.7,16.3,0.240384615,0.4
20/02/2023 19:45,20/02/2023 20:00,436,474,70.2,69,93.8,3.15,52.9,18.5,0.253846154,0.5
20/02/2023 20:00,20/02/2023 20:15,436,474,78.8,72.9,102.8,2.1,49.4,22.2,0.267307692,0.5
20/02/2023 20:15,20/02/2023 20:30,436,474,68.4,78.4,97.2,1.02,39.9,20.2,0.280769231,0.6
20/02/2023 20:30,20/02/2023 20:45,436,474,59.2,72.5,86.8,1.28,36.1,14.8,0.294230769,0.5
20/02/2023 20:45,20/02/2023 21:00,793,209,54.1,68.2,80.2,1.94,35,14.2,0.307692308,0.5
20/02/2023 21:00,20/02/2023 21:15,793,209,54.9,67.4,80.5,1.99,37.1,15,0.321153846,0.4
20/02/2023 21:15,20/02/2023 21:30,793,209,56.5,67,81.5,1.29,33.6,15.4,0.334615385,0.4
20/02/2023 21:30,20/02/2023 21:45,793,209,50.3,65,75.5,1.16,30.3,15.6,0.348076923,0.4
20/02/2023 21:45,20/02/2023 22:00,512,166,42.8,65.4,69.6,1.65,31.8,12.6,0.361538462,0.4
20/02/2023 22:00,20/02/2023 22:15,512,166,42.6,64.5,69,1.51,32.2,13.7,0.375,0.4
20/02/2023 22:15,20/02/2023 22:30,512,166,46.9,64.8,72.6,1.34,35.8,14.3,0.388461538,0.4
20/02/2023 22:30,20/02/2023 22:45,512,166,53.8,64.2,77.9,1.24,36.4,14.7,0.401923077,0.4
20/02/2023 22:45,20/02/2023 23:00,367,184,57.7,63.2,80.5,1.56,34.6,14.7,0.415384615,0.4
20/02/2023 23:00,20/02/2023 23:15,367,184,61.2,62.7,83.1,1.77,32.8,14.6,0.428846154,0.3
20/02/2023 23:15,20/02/2023 23:30,367,184,66.3,61.7,86.7,1.5,30.9,15,0.442307692,0.3
20/02/2023 23:30,20/02/2023 23:45,367,184,69.5,59.8,88.3,1.23,31.6,15.2,0.455769231,0.3
20/02/2023 23:45,21/02/2023 00:00,367,158,67.4,60,86.7,1.43,29.15,15.3,0.469230769,0.3
21/02/2023 00:00,21/02/2023 00:15,367,158,65.1,60.4,85,1.63,26.7,15,0.482692308,0.3
21/02/2023 00:15,21/02/2023 00:30,367,158,67.7,59.2,86.5,1.63,23.2,13.9,0.496153846,0.3
21/02/2023 00:30,21/02/2023 00:45,367,158,71.1,58.1,88.7,1.39,26.2,13.4,0.509615385,0.3
21/02/2023 00:45,21/02/2023 01:00,304,141,71.4,58.9,89.4,1.37,27,12.6,0.523076923,0.3
21/02/2023 01:00,21/02/2023 01:15,304,141,72.3,58.1,89.7,1.25,25,12.5,0.536538462,0.3
21/02/2023 01:15,21/02/2023 01:30,304,141,71.9,57.5,89.1,1.19,23.9,12.7,0.55,0.3
21/02/2023 01:30,21/02/2023 01:45,304,141,69.7,58.2,87.7,1.16,26.1,12.7,0.563461538,0.3
21/02/2023 01:45,21/02/2023 02:00,298.4,117,66.7,57.1,84.6,1.19,26.1,13,0.576923077,0.2
21/02/2023 02:00,21/02/2023 02:15,292.8,117,60,56.4,78.7,1.24,25.7,13,0.590384615,0.2
21/02/2023 02:15,21/02/2023 02:30,287.2,117,52.9,55.3,72.4,1.41,23.7,12.9,0.603846154,0.2
21/02/2023 02:30,21/02/2023 02:45,281.6,117,50.3,54.4,69.8,1.49,22.3,12.8,0.617307692,0.2
21/02/2023 02:45,21/02/2023 03:00,276,122,53.1,51.2,70.4,1.32,20.7,13.2,0.630769231,0.2
21/02/2023 03:00,21/02/2023 03:15,276,122,60.3,51.7,76.5,1.36,20.8,13,0.644230769,0.3
21/02/2023 03:15,21/02/2023 03:30,276,122,72,53.6,87,1.29,21.6,12.8,0.657692308,0.3
21/02/2023 03:30,21/02/2023 03:45,276,122,91,54.6,103.1,1.25,21.4,12.3,0.671153846,0.3
21/02/2023 03:45,21/02/2023 04:00,276,121,101.4,59.7,114.2,1.17,21.8,10.1,0.684615385,0.3
21/02/2023 04:00,21/02/2023 04:15,335,121,102.6,59.6,115.1,1.24,22.4,11.2,0.698076923,0.3
21/02/2023 04:15,21/02/2023 04:30,335,121,98.6,57.5,110.7,1.21,20.7,12.5,0.711538462,0.2
21/02/2023 04:30,21/02/2023 04:45,335,121,91.6,55.9,104.2,1.25,20.5,13.2,0.725,0.2
21/02/2023 04:45,21/02/2023 05:00,335,103,83.2,56.3,97.5,1.26,19,13.3,0.738461538,0.2
21/02/2023 05:00,21/02/2023 05:15,259,103,76.1,56.2,91.7,1.56,19.5,13.2,0.751923077,0.3
21/02/2023 05:15,21/02/2023 05:30,259,103,75.4,54.7,90.5,1.5,24.2,13,0.765384615,0.3
21/02/2023 05:30,21/02/2023 05:45,259,103,77.6,53.6,91.7,1.37,23.2,12.9,0.778846154,0.3
21/02/2023 05:45,21/02/2023 06:00,259,164,80,52.3,92.8,1.26,21.1,13.2,0.792307692,0.3
21/02/2023 06:00,21/02/2023 06:15,221,164,77.9,49.6,89.7,1.32,21.2,13.2,0.805769231,0.3
21/02/2023 06:15,21/02/2023 06:30,221,164,75.5,49.2,87.6,1.32,21.4,12.6,0.819230769,0.3
21/02/2023 06:30,21/02/2023 06:45,221,164,76.1,49.2,88,1.32,21.2,12.7,0.832692308,0.3
21/02/2023 06:45,21/02/2023 07:00,221,121,76.3,49.6,88.4,1.47,20.4,13.1,0.846153846,0.3
21/02/2023 07:00,21/02/2023 07:15,221,121,77.9,52.2,91.1,2.52,26.5,14,0.859615385,0.3
21/02/2023 07:15,21/02/2023 07:30,221,121,85.6,55.9,99.4,2.75,28.9,15.4,0.873076923,0.3
21/02/2023 07:30,21/02/2023 07:45,221,121,93.2,57.5,106.3,2.31,31.2,18.9,0.886538462,0.4
21/02/2023 07:45,21/02/2023 08:00,221,427,81,67.6,101.8,1.02,26.5,19,0.9,0.6
21/02/2023 08:00,21/02/2023 08:15,238,427,44.9,62.8,70.1,0.69,21.9,16.2,10.9,0.6
21/02/2023 08:15,21/02/2023 08:30,238,427,20.1,60.7,48.7,0.61,22.2,11.8,25.1,0.5
21/02/2023 08:30,21/02/2023 08:45,238,427,8.7,51.2,34.4,0.62,23.1,13.6,33.6,0.4
21/02/2023 08:45,21/02/2023 09:00,238,69,5,43.7,27.3,0.62,23.1,13.6,39.33333334,0.3
21/02/2023 09:00,21/02/2023 09:15,487,69,5.2,37,23.9,0.61,24.6,14.1,45.06666667,0.2
21/02/2023 09:15,21/02/2023 09:30,487,69,4,33.6,21.1,0.62,24,13.7,50.8,0.2
21/02/2023 09:30,21/02/2023 09:45,487,69,3.7,31.8,19.9,0.63,22.5,13,53.5,0.2
21/02/2023 09:45,21/02/2023 10:00,487,64,3.5,30.8,19.2,0.876666667,19.9,14.3,58.6,0.2
21/02/2023 10:00,21/02/2023 10:15,101,64,4.3,29.6,19.2,1.123333333,19.7,14.5,64.2,0.1
21/02/2023 10:15,21/02/2023 10:30,101,64,4.1,28.3,18.4,1.37,20.3,14.5,68.9,0.1
21/02/2023 10:30,21/02/2023 10:45,101,64,4,27.9,18.1,0.61,19.3,14.1,69.3,0.1
21/02/2023 10:45,21/02/2023 11:00,101,46,3.8,26.8,17.4,0.57,19.25,13.9,73.1,0.1
21/02/2023 11:00,21/02/2023 11:15,110,46,3.8,26,16.9,0.56,19.2,13.5,76.1,0.1
21/02/2023 11:15,21/02/2023 11:30,110,46,3.8,25.9,16.9,0.54,19.15,13.2,79.7,0.1
21/02/2023 11:30,21/02/2023 11:45,110,46,3.3,26.3,16.7,0.54,19.1,12.3,80.8,0.1
21/02/2023 11:45,21/02/2023 12:00,110,37,3.45,25.7,16.5,0.54,18.9,12.7,81.1,0.1
21/02/2023 12:00,21/02/2023 12:15,89,37,3.6,25.1,16.3,0.49,20.3,13.1,81.8,0.1
21/02/2023 12:15,21/02/2023 12:30,89,37,3.75,24.5,16.1,0.49,16.8,13.5,82.2,0.1
21/02/2023 12:30,21/02/2023 12:45,89,37,3.9,23.9,15.9,0.55,17.4,11,81.7,0.1
21/02/2023 12:45,21/02/2023 13:00,89,31,3.6,24.2,15.8,0.63,17.9,11,80.4,0.1
21/02/2023 13:00,21/02/2023 13:15,79,31,3.9,23.7,15.8,0.63,18.2,10.7,78.6,0.1
21/02/2023 13:15,21/02/2023 13:30,79,31,3.8,24.1,15.9,0.58,17.9,10.3,77.3,0.1
21/02/2023 13:30,21/02/2023 13:45,79,31,4.1,23,15.6,0.57,20.2,10.9,74.1,0.1
21/02/2023 13:45,21/02/2023 14:00,79,21,4.2,23.6,16,0.55,16.7,10.7,72.5,0.1
21/02/2023 14:00,21/02/2023 14:15,72,21,4.3,23.4,15.9,0.57,16.2,10.8,73.2,0.1
21/02/2023 14:15,21/02/2023 14:30,72,21,4.2,23.9,16.1,0.55,17,10.9,71.6,0.1
21/02/2023 14:30,21/02/2023 14:45,72,21,4.3,24.6,16.6,0.53,15.7,11,70.2,0.1
21/02/2023 14:45,21/02/2023 15:00,72,17,4,25.8,17,0.54,15.1,10.9,70.7,0.1
21/02/2023 15:00,21/02/2023 15:15,46,17,4.2,25.9,17.2,0.54,14.4,10.9,70.8,0.1
21/02/2023 15:15,21/02/2023 15:30,46,17,4.2,25.9,17.2,0.52,15.9,10.9,71.1,0.1
