From,To (Interval: 15M),PM10 (µg/m3),PM2.5 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
21/04/2023 20:30,21/04/2023 20:45,78,59,4.2,46.3,28.1,1.12,19.4,15.4,60.3,0.1
21/04/2023 20:45,21/04/2023 21:00,114,80,3.4,40.1,24.1,1.11,19,15.7,60.6,0.1
21/04/2023 21:00,21/04/2023 21:15,114,80,3.5,35.8,21.9,1.09,18.7,15.1,59.5,0.1
21/04/2023 21:15,21/04/2023 21:30,114,80,3.1,33.1,20.2,1.12,18.6,14.9,56.2,0.1
21/04/2023 21:30,21/04/2023 21:45,114,80,2.7,33.3,19.9,1.19,19.1,14.7,50,0.1
21/04/2023 21:45,21/04/2023 22:00,343,43,3.4,33.7,20.7,1.19,19.3,14.7,50.8,0.1
21/04/2023 22:00,21/04/2023 22:15,343,43,3.5,33.2,20.5,1.21,19.6,14.1,48.6,0.1
21/04/2023 22:15,21/04/2023 22:30,343,43,3.9,33.1,20.8,1.24,21.2,13.8,46.5,0.1
21/04/2023 22:30,21/04/2023 22:45,343,43,4.1,31.6,20.1,1.42,21.5,12.7,42.6,0.1
21/04/2023 22:45,21/04/2023 23:00,153,34,4,30.6,19.6,1.47,20.4,12,36.5,0.1
21/04/2023 23:00,21/04/2023 23:15,153,34,4.1,32.3,20.5,1.59,20.4,11.3,30.2,0.1
21/04/2023 23:15,21/04/2023 23:30,153,34,4.1,33.2,21,1.61,20.8,11.3,29.5,0.1
21/04/2023 23:30,21/04/2023 23:45,153,34,3.9,35.9,22.2,1.83,22.3,11.6,19.3,0.1
21/04/2023 23:45,22/04/2023 00:00,99,47,3.9,39.2,24,1.825,21.65,11.7,8.9,0.1
22/04/2023 00:00,22/04/2023 00:15,99,47,4.7,42.8,26.6,1.82,21,12.2,19.5,0.1
22/04/2023 00:15,22/04/2023 00:30,99,47,5.5,44.5,28.2,1.63,19.8,12.1,13.8,0.1
22/04/2023 00:30,22/04/2023 00:45,99,47,5.2,49.3,30.5,1.65,16.6,12.1,5.3,0.1
22/04/2023 00:45,22/04/2023 01:00,124,59,9.1,56.6,37.5,1.73,17.1,11.7,1.4,0.1
22/04/2023 01:00,22/04/2023 01:15,124,59,36.1,65.3,64.1,1.73,17.8,6.6,1.2,0.1
22/04/2023 01:15,22/04/2023 01:30,124,59,49.1,72.6,78.5,1.48,17.6,12.4,1.2,0.1
22/04/2023 01:30,22/04/2023 01:45,124,59,59.1,70.8,85.7,1.11,17.1,11.7,0.6,0.1
22/04/2023 01:45,22/04/2023 02:00,124,84,56.6,71.2,83.9,1.06,19.5,12,3.5,0.1
22/04/2023 02:00,22/04/2023 02:15,124,84,34.4,79.9,70.4,1.03,23.2,10.2,10,0.1
22/04/2023 02:15,22/04/2023 02:30,124,84,23.9,58.4,50.5,1.02,24.2,15.5,10.6,0.1
22/04/2023 02:30,22/04/2023 02:45,124,84,16.5,57.5,44,1.04,23.2,14.1,4.9,0.1
22/04/2023 02:45,22/04/2023 03:00,268,56,13.5,57.2,41.4,1.05,22.7,13.1,3.2,0.1
22/04/2023 03:00,22/04/2023 03:15,268,56,12.1,56.8,40,1.06,22,12.9,3.1,0.1
22/04/2023 03:15,22/04/2023 03:30,268,56,11.4,55.3,38.7,1.01,22.4,13.3,10.6,0.1
22/04/2023 03:30,22/04/2023 03:45,268,56,9.8,51.7,35.5,0.93,23.1,13.5,23.4,0.1
22/04/2023 03:45,22/04/2023 04:00,140,49,8,47.2,31.6,0.9,23,13.1,24.6,0.1
22/04/2023 04:00,22/04/2023 04:15,140,49,6.6,43.1,28.3,0.92,22.8,12.9,22.1,0.1
22/04/2023 04:15,22/04/2023 04:30,140,49,6.3,41.9,27.4,1,23.2,12.8,16.5,0.1
22/04/2023 04:30,22/04/2023 04:45,140,49,5.9,42.6,27.5,1.35,23.5,13.1,10.3,0.1
22/04/2023 04:45,22/04/2023 05:00,117,59,5.8,45,28.7,1.39,22.2,12.9,4.1,0.1
22/04/2023 05:00,22/04/2023 05:15,117,59,6.3,47.8,30.6,1.35,24.1,12.6,3.3,0.1
22/04/2023 05:15,22/04/2023 05:30,117,59,7.9,48.5,32.2,1.41,23.3,12.8,3.9,0.1
22/04/2023 05:30,22/04/2023 05:45,117,59,10.9,48.7,34.8,1.57,24.8,13.3,1.6,0.1
22/04/2023 05:45,22/04/2023 06:00,119,101,20.6,46.8,41.6,1.66,24.3,13.4,2,0.1
22/04/2023 06:00,22/04/2023 06:15,119,101,30.2,45.3,48.7,1.84,25.6,13.4,1.6,0.1
22/04/2023 06:15,22/04/2023 06:30,119,101,36.3,48.6,55.4,1.96,28.3,13.7,2.7,0.1
22/04/2023 06:30,22/04/2023 06:45,119,101,37.7,51.2,57.9,1.8,27,13.8,3.1,0.1
22/04/2023 06:45,22/04/2023 07:00,206,201,33.2,52.8,55.1,1.53,25.3,14,11.3,0.1
22/04/2023 07:00,22/04/2023 07:15,206,201,23.5,55.7,48.8,1.63,25,14.3,17.7,0.1
22/04/2023 07:15,22/04/2023 07:30,206,201,11.1,60.7,41.3,1.49,23.8,14.4,24.2,0.1
22/04/2023 07:30,22/04/2023 07:45,206,201,7.3,49.3,32.1,1.29,19.7,14.9,27.3,0.1
22/04/2023 07:45,22/04/2023 08:00,326,114,5.9,46.5,29.6,1.34,18.3,13,26,0.1
22/04/2023 08:00,22/04/2023 08:15,326,114,5.3,44,27.7,1.39,18.4,12.2,23.8,0.1
22/04/2023 08:15,22/04/2023 08:30,326,114,4.7,42.8,26.6,1.5,18.4,12.2,17.4,0.1
22/04/2023 08:30,22/04/2023 08:45,326,114,4.6,44.1,27.2,1.66,20.1,12.1,16.6,0.1
22/04/2023 08:45,22/04/2023 09:00,326,113,5.5,44.6,28.2,1.61,23.1,13.1,27.53333334,0.1
22/04/2023 09:00,22/04/2023 09:15,326,113,5.7,45.7,28.9,1.44,23,13,38.46666667,0.1
22/04/2023 09:15,22/04/2023 09:30,326,113,5,45.7,28.4,1.28,22.4,12.5,49.4,0.1
22/04/2023 09:30,22/04/2023 09:45,326,113,4.4,45.2,27.6,1.19,26.7,12.1,56.1,0.1
22/04/2023 09:45,22/04/2023 10:00,215,67,4,41.4,25.3,1.466666667,30.2,11.9,60.7,0.1
22/04/2023 10:00,22/04/2023 10:15,215,67,3.5,37.4,22.8,1.743333333,36.4,11.6,66,0.1
22/04/2023 10:15,22/04/2023 10:30,215,67,3.8,35.6,22.1,2.02,42.2,12,74.2,0.1
22/04/2023 10:30,22/04/2023 10:45,215,67,3.1,35,21.1,1.17,39,12,76.9,0.1
22/04/2023 10:45,22/04/2023 11:00,123,55,2.3,33.4,19.6,1.15,41.7,12.2,78.6,0.1
22/04/2023 11:00,22/04/2023 11:15,123,55,2.9,32.9,19.9,1.13,44.4,12.5,77,0.1
22/04/2023 11:15,22/04/2023 11:30,123,55,3.7,33.6,20.8,1.12,47.1,12.1,77,0.1
22/04/2023 11:30,22/04/2023 11:45,123,55,3.2,33.6,20.5,1.08,49.8,11.3,78.7,0.1
22/04/2023 11:45,22/04/2023 12:00,86,38,3.25,33.45,20.45,1.08,41.3,12.86666667,85.8,0.1
22/04/2023 12:00,22/04/2023 12:15,86,38,3.3,33.3,20.4,1.09,39.4,14.43333333,85.5,0.1
22/04/2023 12:15,22/04/2023 12:30,86,38,3.35,33.15,20.35,1.12,31.4,16,63.3,0.1
22/04/2023 12:30,22/04/2023 12:45,86,38,3.4,33,20.3,1.04,22.7,12.9,57,0.1
22/04/2023 12:45,22/04/2023 13:00,64,66,4.1,34,21.4,0.96,19.4,11.9,55.4,0.1
22/04/2023 13:00,22/04/2023 13:15,64,66,4.5,32.6,21,1.04,19.1,11.5,45.9,0.1
22/04/2023 13:15,22/04/2023 13:30,64,66,4.2,32.9,20.9,1.13,19.2,11.9,36.2,0.1
22/04/2023 13:30,22/04/2023 13:45,64,66,4.1,34.5,21.7,1.05,24.6,12.1,40.3,0.1
22/04/2023 13:45,22/04/2023 14:00,180,48,4.5,35.3,22.5,1.02,24.7,12.4,47.8,0.1
22/04/2023 14:00,22/04/2023 14:15,180,48,4.1,35.7,22.3,0.95,18.9,11.9,54.5,0.1
22/04/2023 14:15,22/04/2023 14:30,180,48,3.8,34.7,21.5,0.92,16.6,11.9,60.3,0.1
22/04/2023 14:30,22/04/2023 14:45,180,48,3.6,33.6,20.8,0.94,15.5,10.8,61,0.1
22/04/2023 14:45,22/04/2023 15:00,103,35,4,31,19.8,0.93,12.8,9.5,58.5,0.1
22/04/2023 15:00,22/04/2023 15:15,103,35,4.2,29.6,19.2,0.92,11.4,8.6,56,0.1
22/04/2023 15:15,22/04/2023 15:30,103,35,3.8,29.1,18.6,0.9,11.2,8.6,58.1,0.1
22/04/2023 15:30,22/04/2023 15:45,103,35,3.8,28.5,18.3,0.89,10.9,8.3,55,0.1
22/04/2023 15:45,22/04/2023 16:00,52,22,3.9,28.9,18.5,0.92,12.2,8.6,52.1,0.1
22/04/2023 16:00,22/04/2023 16:15,52,22,3.1,31.5,19.3,0.94,12,8.2,50.8,0.1
22/04/2023 16:15,22/04/2023 16:30,52,22,3.2,32.6,19.9,0.93,12.5,8.6,51,0.1
22/04/2023 16:30,22/04/2023 16:45,52,22,3.7,33.4,20.8,0.93,12.1,8.9,48.8,0.1
22/04/2023 16:45,22/04/2023 17:00,52,27,3.8,33.7,21,0.95,12.3,9.1,55.8,0.1
22/04/2023 17:00,22/04/2023 17:15,52,27,4,34,21.3,0.97,12.1,8.9,54.1,0.1
22/04/2023 17:15,22/04/2023 17:30,52,27,3.5,34.3,21.1,0.96,11.8,9.2,54.4,0.1
22/04/2023 17:30,22/04/2023 17:45,52,27,3.9,34.7,21.6,0.97,12.5,9.7,50.5,0.1
22/04/2023 17:45,22/04/2023 18:00,61,35,3.4,35.3,21.6,1.09,13.9,10,46.3,0.1
22/04/2023 18:00,22/04/2023 18:15,61,35,3.3,36.6,22.1,1.12,14,9.9,47,0.1
22/04/2023 18:15,22/04/2023 18:30,61,35,3.3,37.6,22.6,1.03,19.2,10.2,44.7,0.1
22/04/2023 18:30,22/04/2023 18:45,61,35,3.3,39.3,23.6,1.04,24,10.8,39,0.1
22/04/2023 18:45,22/04/2023 19:00,58,58,3.4,42,25.1,1.06,22.2,10.9,41.8,0.1
22/04/2023 19:00,22/04/2023 19:15,58,58,4.4,42.5,26.2,1.02,18.3,10.8,40.8,0.1
22/04/2023 19:15,22/04/2023 19:30,58,58,4.4,45.3,27.7,1.58,18.9,11,14.4,0.1
22/04/2023 19:30,22/04/2023 19:45,58,58,5.6,52.5,32.5,1.66,23,11.4,3,0.1
22/04/2023 19:45,22/04/2023 20:00,99,107,8.5,58.9,38.2,1.48,22.5,11.9,5.9,0.1
22/04/2023 20:00,22/04/2023 20:15,99,107,10.4,63.7,42.3,1.48,23,11.7,10.6,0.1
22/04/2023 20:15,22/04/2023 20:30,99,107,10.1,66.5,43.6,1.52,26.7,11.5,7.9,0.1
22/04/2023 20:30,22/04/2023 20:45,99,107,12.4,67.8,46.1,1.75,33.8,11.6,4.4,0.1
22/04/2023 20:45,22/04/2023 21:00,201,76,14.5,69.1,48.5,1.42,42.1,11.4,7.9,0.1
22/04/2023 21:00,22/04/2023 21:15,201,76,14.1,69.5,48.4,1.32,53,11.4,11.3,0.1
22/04/2023 21:15,22/04/2023 21:30,201,76,11.8,68.3,46,1.13,53.3,11.3,27.2,0.1
22/04/2023 21:30,22/04/2023 21:45,201,76,8,63,40,0.98,33.6,11.4,44.1,0.1
22/04/2023 21:45,22/04/2023 22:00,172,48,5.7,53.7,33.2,0.97,21.6,10.6,46.7,0.1
22/04/2023 22:00,22/04/2023 22:15,172,48,5.1,45.5,28.4,0.94,18.4,9.4,47.5,0.1
22/04/2023 22:15,22/04/2023 22:30,172,48,5.1,40.4,25.6,0.93,16.4,10.1,45,0.1
22/04/2023 22:30,22/04/2023 22:45,172,48,4.7,37.5,23.8,0.97,14.9,10,43.9,0.1
22/04/2023 22:45,22/04/2023 23:00,90,26,4.1,34.7,21.8,1.2,15,9.8,46.5,0.1
22/04/2023 23:00,22/04/2023 23:15,90,26,3.7,32.8,20.4,1.32,14.7,9.6,45.5,0.1
22/04/2023 23:15,22/04/2023 23:30,90,26,3.9,31.1,19.7,1.29,13.5,9.5,43.9,0.1
22/04/2023 23:30,22/04/2023 23:45,90,26,3.9,29.9,19.1,1.29,13,9.5,42.2,0.1
22/04/2023 23:45,23/04/2023 00:00,30,22,3.8,29.2,18.7,1.52,13.7,9.3,40.9,0.1
23/04/2023 00:00,23/04/2023 00:15,30,22,4,29.1,18.7,1.75,14.4,9.2,39.4,0.1
23/04/2023 00:15,23/04/2023 00:30,30,22,3.9,29.1,18.7,1.74,15.1,9.1,39.6,0.1
23/04/2023 00:30,23/04/2023 00:45,30,22,4.1,29.8,19.1,1.76,15.6,9.1,36.8,0.1
23/04/2023 00:45,23/04/2023 01:00,30,22,3.9,29.9,19.1,1.77,17.7,9.4,39.2,0.1
23/04/2023 01:00,23/04/2023 01:15,30,22,4,30.9,19.7,1.76,18.1,9,39.6,0.1
23/04/2023 01:15,23/04/2023 01:30,30,22,3.1,31.7,19.4,1.77,19,8.9,39.1,0.1
23/04/2023 01:30,23/04/2023 01:45,30,22,3.2,31.5,19.4,1.88,19.7,9.4,39.4,0.1
23/04/2023 01:45,23/04/2023 02:00,28,17,4.1,31.2,19.9,1.98,20.9,9.6,39.2,0.1
23/04/2023 02:00,23/04/2023 02:15,28,17,4.4,30.9,20,1.98,22,9,38.3,0.1
23/04/2023 02:15,23/04/2023 02:30,28,17,4.2,30.2,19.5,1.98,21.9,9.6,38.3,0.1
23/04/2023 02:30,23/04/2023 02:45,28,17,4.1,30.2,19.4,1.96,23,9.7,38.4,0.1
23/04/2023 02:45,23/04/2023 03:00,19,24,4.5,30.1,19.7,1.95,25.2,9.7,38.5,0.1
23/04/2023 03:00,23/04/2023 03:15,19,24,4.9,30.1,20,1.96,25.4,9.7,39.4,0.1
23/04/2023 03:15,23/04/2023 03:30,19,24,3.6,30.5,19.2,1.96,25.5,10.1,36.9,0.1
23/04/2023 03:30,23/04/2023 03:45,19,24,3.4,30.7,19.1,1.95,26.5,10.5,34.4,0.1
23/04/2023 03:45,23/04/2023 04:00,24,16,3.7,31.9,20,1.87,29.4,10.1,35.6,0.1
23/04/2023 04:00,23/04/2023 04:15,24,16,3.4,31.8,19.7,1.88,31.5,10.1,35.7,0.1
23/04/2023 04:15,23/04/2023 04:30,24,16,3.8,31.8,20,1.89,32.2,9.9,32.5,0.1
23/04/2023 04:30,23/04/2023 04:45,24,16,4.2,32.6,20.7,1.95,30.6,9.9,22.9,0.1
23/04/2023 04:45,23/04/2023 05:00,23,25,4.9,34.3,22.2,1.96,29.9,10,19.4,0.1
23/04/2023 05:00,23/04/2023 05:15,23,25,5.6,37.6,24.6,2.04,30.2,9.8,10.2,0.1
23/04/2023 05:15,23/04/2023 05:30,23,25,5.8,40.8,26.4,2.05,30.1,9.6,12.9,0.1
23/04/2023 05:30,23/04/2023 05:45,23,25,6.3,42.7,27.9,2.05,30.5,9.9,11.4,0.1
23/04/2023 05:45,23/04/2023 06:00,35,66,6.2,46,29.5,2.22,31.5,9.7,5.7,0.1
23/04/2023 06:00,23/04/2023 06:15,35,66,10.4,46.4,33.1,2.52,30.2,9.9,2.1,0.1
23/04/2023 06:15,23/04/2023 06:30,35,66,18.6,42.7,37.8,2.32,28.2,11,4.8,0.1
23/04/2023 06:30,23/04/2023 06:45,35,66,20.9,43.8,40.3,2.39,27.2,11.3,6.1,0.1
23/04/2023 06:45,23/04/2023 07:00,133,165,19.6,45.6,40.2,2.84,29.2,11.2,5.2,0.1
23/04/2023 07:00,23/04/2023 07:15,133,165,18.5,47.3,40.2,2.69,30.4,11.6,8.8,0.1
23/04/2023 07:15,23/04/2023 07:30,133,165,14.9,47.5,37.4,2.36,32,11.9,16.8,0.1
23/04/2023 07:30,23/04/2023 07:45,133,165,10.9,47.6,34.1,2.35,32.7,12,22.2,0.1
23/04/2023 07:45,23/04/2023 08:00,133,121,7.3,45.6,30.2,2.2,32,11.6,31.1,0.1
23/04/2023 08:00,23/04/2023 08:15,133,121,5.8,42.3,27.2,2.14,32.1,10.6,39.7,0.1
23/04/2023 08:15,23/04/2023 08:30,133,121,4.1,38.3,23.7,2.14,31.5,10.6,45.2,0.1
23/04/2023 08:30,23/04/2023 08:45,133,121,3.5,35.1,21.6,2.15,31.2,10.6,48.4,0.1
23/04/2023 08:45,23/04/2023 09:00,146,33,3.7,32.7,20.4,2.14,30.6,10.7,51.53333334,0.1
23/04/2023 09:00,23/04/2023 09:15,146,33,3.7,31.5,19.8,2.13,28.1,10.3,54.66666667,0.1
23/04/2023 09:15,23/04/2023 09:30,146,33,3.2,30.6,18.9,2.11,26.8,10.6,57.8,0.1
23/04/2023 09:30,23/04/2023 09:45,146,33,3.4,30.7,19.1,2.12,26.5,10.7,61.2,0.1
23/04/2023 09:45,23/04/2023 10:00,52,35,3.8,30.3,19.1,2.433333333,30.9,10.8,63.7,0.1
23/04/2023 10:00,23/04/2023 10:15,52,35,3.1,28.5,17.7,2.746666667,32.6,10.8,66.1,0.1
23/04/2023 10:15,23/04/2023 10:30,52,35,3.3,27.6,17.4,3.06,30.9,10.4,71.5,0.1
23/04/2023 10:30,23/04/2023 10:45,52,35,3,28.3,17.5,2.24,30.9,10.1,72.8,0.1
23/04/2023 10:45,23/04/2023 11:00,45,35,3.6,28.8,18.2,2.23,39.8,10.5,73.9,0.1
23/04/2023 11:00,23/04/2023 11:15,45,35,4,29,18.7,2.6,48.70000001,11.2,73,0.1
23/04/2023 11:15,23/04/2023 11:30,45,35,4.3,30.5,19.7,2.95,57.60000001,11.4,74.8,0.1
23/04/2023 11:30,23/04/2023 11:45,45,35,3.9,33,20.7,2.95,66.5,10.8,52.5,0.1
23/04/2023 11:45,23/04/2023 12:00,52,36,4,35.375,22.05,2.93,73.6,11.56666667,50.2,0.1
23/04/2023 12:00,23/04/2023 12:15,52,36,4.1,37.75,23.4,2.93,78,12.33333333,49.2,0.1
23/04/2023 12:15,23/04/2023 12:30,52,36,4.2,40.125,24.75,2.91,62.6,13.1,54.5,0.1
23/04/2023 12:30,23/04/2023 12:45,52,36,4.3,42.5,26.1,2.82,33.9,9.7,67,0.1
23/04/2023 12:45,23/04/2023 13:00,63,45,3.7,42.7,25.7,2.84,62.4,9.6,53.6,0.1
23/04/2023 13:00,23/04/2023 13:15,63,45,3.3,43.9,26,2.82,55.9,9.5,62.7,0.1
23/04/2023 13:15,23/04/2023 13:30,63,45,3.5,43.6,26.1,2.78,47.4,9.2,67.1,0.1
23/04/2023 13:30,23/04/2023 13:45,63,45,3.7,41.2,24.9,2.78,33.4,9.1,74.1,0.1
23/04/2023 13:45,23/04/2023 14:00,190,33,4,38.5,23.7,2.74,45.7,8.9,69.3,0.1
23/04/2023 14:00,23/04/2023 14:15,190,33,4,36.7,22.8,2.74,42.7,8.3,73,0.1
23/04/2023 14:15,23/04/2023 14:30,190,33,4.1,33,20.9,2.74,24,8.7,73,0.1
23/04/2023 14:30,23/04/2023 14:45,190,33,2.5,30.7,18.4,2.74,17.3,8.8,70.9,0.1
23/04/2023 14:45,23/04/2023 15:00,62,30,2.6,28.4,17.2,2.75,14.5,8,71.6,0.1
23/04/2023 15:00,23/04/2023 15:15,62,30,2.8,27.4,16.9,2.74,12.4,7.1,70.7,0.1
23/04/2023 15:15,23/04/2023 15:30,62,30,3.4,27.2,17.2,2.75,11.9,7,71.4,0.1
23/04/2023 15:30,23/04/2023 15:45,62,30,3.5,26.6,17,2.71,17.3,7.3,71.4,0.1
23/04/2023 15:45,23/04/2023 16:00,62,18,5.8,47.5,30.1,2.71,165.3,4.8,27.1,0.1
23/04/2023 16:00,23/04/2023 16:15,62,18,6.8,63.8,39.4,2.73,76.9,7.1,55.1,0.1
23/04/2023 16:15,23/04/2023 16:30,62,18,6,63.2,38.5,2.73,179.3,7.4,28.8,0.1
23/04/2023 16:30,23/04/2023 16:45,62,18,5.1,64.5,38.5,2.71,62,7.8,60.4,0.1
23/04/2023 16:45,23/04/2023 17:00,34,31,3.7,58,33.8,2.74,24.1,7.6,69.7,0.1
23/04/2023 17:00,23/04/2023 17:15,34,31,3.6,48.1,28.5,2.73,31,7.8,66.9,0.1
23/04/2023 17:15,23/04/2023 17:30,34,31,3.5,43.8,26.2,2.74,92.8,7.8,39.6,0.1
23/04/2023 17:30,23/04/2023 17:45,34,31,4.2,47,28.4,2.77,95.3,7.3,38.7,0.1
23/04/2023 17:45,23/04/2023 18:00,47,30,3.6,50.6,29.8,2.83,96.1,7.8,35.7,0.1
23/04/2023 18:00,23/04/2023 18:15,47,30,3.5,53.5,31.3,2.97,82.2,7.7,28,0.1
23/04/2023 18:15,23/04/2023 18:30,47,30,4.2,55.3,32.8,3.01,70.7,8,26,0.1
23/04/2023 18:30,23/04/2023 18:45,47,30,4.8,55.5,33.5,3.26,60.4,9.1,9.6,0.1
23/04/2023 18:45,23/04/2023 19:00,56,92,5.4,58.3,35.4,3.23,54.9,9.8,10.4,0.1
23/04/2023 19:00,23/04/2023 19:15,56,92,6.2,60.6,37.3,3.18,51.1,10.2,12.3,0.1
23/04/2023 19:15,23/04/2023 19:30,56,92,7.1,60.3,37.9,2.62,37.9,10.4,59.3,0.1
23/04/2023 19:30,23/04/2023 19:45,56,92,6.3,53.5,33.6,2.61,25.5,10.2,51.7,0.1
23/04/2023 19:45,23/04/2023 20:00,149,133,5.6,46.9,29.5,2.63,36.9,10.1,44.8,0.1
23/04/2023 20:00,23/04/2023 20:15,149,133,4.8,43.3,26.9,2.61,40.5,9.8,49.6,0.1
23/04/2023 20:15,23/04/2023 20:30,149,133,4.1,41.4,25.3,2.63,35.4,9.8,52.4,0.1
23/04/2023 20:30,23/04/2023 20:45,149,133,4,40.2,24.6,2.69,32.9,9.8,48.4,0.1
23/04/2023 20:45,23/04/2023 21:00,726,26,3.4,38.4,23.2,2.6,29.6,9.9,49.8,0.1
23/04/2023 21:00,23/04/2023 21:15,726,26,3.8,36.4,22.5,2.59,27.7,9.8,46.4,0.1
23/04/2023 21:15,23/04/2023 21:30,726,26,3.9,36,22.4,2.62,32.4,9.6,42.3,0.1
23/04/2023 21:30,23/04/2023 21:45,726,26,3.9,36.7,22.7,2.63,54.5,9.9,37.6,0.1
23/04/2023 21:45,23/04/2023 22:00,56,26,4.2,38.4,23.8,2.59,57.3,10,44.1,0.1
23/04/2023 22:00,23/04/2023 22:15,56,26,4.2,37.8,23.5,2.61,39.7,9.5,42.3,0.1
23/04/2023 22:15,23/04/2023 22:30,56,26,3.4,36.3,22.1,2.6,25.3,9.3,41,0.1
23/04/2023 22:30,23/04/2023 22:45,56,26,4.4,33.9,21.7,2.58,23.3,9.4,38.6,0.1
23/04/2023 22:45,23/04/2023 23:00,30,26,4.5,33.4,21.4,2.63,22.6,8.9,33.4,0.1
23/04/2023 23:00,23/04/2023 23:15,30,26,4.3,34.9,22,2.66,24.2,8.4,33.1,0.1
23/04/2023 23:15,23/04/2023 23:30,30,26,4.6,36.7,23.3,2.75,24.9,8.6,30,0.1
23/04/2023 23:30,23/04/2023 23:45,30,26,3.7,37.7,23,2.66,26.2,9.2,33.9,0.1
23/04/2023 23:45,24/04/2023 00:00,30,28,3.9,37.2,22.9,2.235,25.75,9.4,32.6,0.1
24/04/2023 00:00,24/04/2023 00:15,30,28,3.7,37.2,22.9,1.81,25.3,9,29.1,0.1
24/04/2023 00:15,24/04/2023 00:30,30,28,4.2,36.3,22.8,1.77,24.5,9,26.2,0.1
24/04/2023 00:30,24/04/2023 00:45,30,28,5,35.4,22.9,1.89,23.5,9.7,20.1,0.1
24/04/2023 00:45,24/04/2023 01:00,44,33,4.8,36.1,23.1,1.97,23.9,9.9,16.9,0.1
24/04/2023 01:00,24/04/2023 01:15,44,33,5.2,38.1,24.5,2.02,23.9,9.6,14.2,0.1
24/04/2023 01:15,24/04/2023 01:30,44,33,6,39.8,26,2.11,23,10.1,9.4,0.1
24/04/2023 01:30,24/04/2023 01:45,44,33,5.7,41.1,26.5,2.11,23.8,10.3,9.3,0.1
24/04/2023 01:45,24/04/2023 02:00,45,40,7,43.2,28.7,2.13,23.8,10,6.5,0.1
24/04/2023 02:00,24/04/2023 02:15,45,40,7.9,45.1,30.4,2.12,23.4,9.7,6,0.1
24/04/2023 02:15,24/04/2023 02:30,45,40,8.7,44.6,30.8,2.07,23.1,9.8,5.4,0.1
24/04/2023 02:30,24/04/2023 02:45,45,40,8.7,44.3,30.6,2.11,23.1,10.2,6.4,0.1
24/04/2023 02:45,24/04/2023 03:00,72,37,8.7,45.4,31.3,2.08,24.5,10,5.4,0.1
24/04/2023 03:00,24/04/2023 03:15,72,37,8.3,46.8,31.7,2.04,24.3,9.7,8.2,0.1
24/04/2023 03:15,24/04/2023 03:30,72,37,8.2,45.5,30.8,2.04,22,9.9,11.2,0.1
24/04/2023 03:30,24/04/2023 03:45,72,37,7.5,44.5,29.8,2.06,20.6,9.8,8.6,0.1
24/04/2023 03:45,24/04/2023 04:00,72,39,7.1,42.9,28.6,2.04,19.9,10,9.6,0.1
24/04/2023 04:00,24/04/2023 04:15,72,39,6.9,40.6,27.2,2.1,18.9,10,7.2,0.1
24/04/2023 04:15,24/04/2023 04:30,72,39,7.3,39.3,26.8,2.12,18.3,10.2,4.6,0.1
24/04/2023 04:30,24/04/2023 04:45,72,39,8.1,40.3,28,2.1,18.6,10.4,3.9,0.1
24/04/2023 04:45,24/04/2023 05:00,52,43,10.1,42.4,30.7,2.12,18.5,10.3,2.3,0.1
24/04/2023 05:00,24/04/2023 05:15,52,43,13.4,41.8,33.2,2.13,17.4,9.9,2.5,0.1
24/04/2023 05:15,24/04/2023 05:30,52,43,15.1,40.9,34.1,2.11,16.6,10.1,2.8,0.1
24/04/2023 05:30,24/04/2023 05:45,52,43,14.4,39.6,32.8,2.14,15.8,10.2,2.3,0.1
24/04/2023 05:45,24/04/2023 06:00,62,46,12.9,38.5,30.9,2.15,14.8,10.6,5,0.1
24/04/2023 06:00,24/04/2023 06:15,62,46,14.3,39,32.4,2.39,15.3,10.6,3.1,0.1
24/04/2023 06:15,24/04/2023 06:30,62,46,16.7,40.8,35.2,2.23,17.1,11,4.4,0.1
24/04/2023 06:30,24/04/2023 06:45,62,46,15.5,43.8,35.9,2.13,19.4,11.1,9.2,0.1
24/04/2023 06:45,24/04/2023 07:00,62,121,13.5,46,35.4,2.13,21.8,10.4,13.9,0.1
24/04/2023 07:00,24/04/2023 07:15,62,121,10.4,46.9,33.4,1.98,27.5,9.8,27.6,0.1
24/04/2023 07:15,24/04/2023 07:30,62,121,7.5,47.1,31.1,1.96,31.2,9.5,36,0.1
24/04/2023 07:30,24/04/2023 07:45,62,121,5.4,44.7,28.1,1.94,37.8,9.8,31.7,0.1
24/04/2023 07:45,24/04/2023 08:00,161,36,6,45.4,29,1.95,99.2,9.9,28,0.1
24/04/2023 08:00,24/04/2023 08:15,161,36,5.7,46.7,29.5,1.94,27.7,10,40.7,0.1
24/04/2023 08:15,24/04/2023 08:30,161,36,4.9,43.7,27.2,1.95,32,9.7,38.4,0.1
24/04/2023 08:30,24/04/2023 08:45,161,36,4.8,39.7,25,1.95,29.4,9.6,44.5,0.1
24/04/2023 08:45,24/04/2023 09:00,48,24,4.2,35.5,22.3,1.96,22.9,9.7,45.33333333,0.1
24/04/2023 09:00,24/04/2023 09:15,48,24,3.6,31.9,19.9,1.95,19,9.3,46.16666667,0.1
