From,NH3 (µg/m3)
18/03/2023 09:45,10.8
18/03/2023 10:00,10.6
18/03/2023 10:15,10.5
18/03/2023 10:30,9.8
18/03/2023 10:45,10.3
18/03/2023 11:00,11
18/03/2023 11:15,11.2
18/03/2023 11:30,10.3
18/03/2023 11:45,11.93333333
18/03/2023 12:00,13.56666667
18/03/2023 12:15,15.2
18/03/2023 12:30,10.1
18/03/2023 12:45,10.5
18/03/2023 13:00,10.5
18/03/2023 13:15,10.4
18/03/2023 13:30,10.1
18/03/2023 13:45,10.2
18/03/2023 14:00,10
18/03/2023 14:15,9.8
18/03/2023 14:30,9.7
18/03/2023 14:45,10.4
18/03/2023 15:00,10
18/03/2023 15:15,9.1
18/03/2023 15:30,9.1
18/03/2023 15:45,9.2
18/03/2023 16:00,9.5
18/03/2023 16:15,9.9
18/03/2023 16:30,10.1
18/03/2023 16:45,10.1
18/03/2023 17:00,9.5
18/03/2023 17:15,9.7
18/03/2023 17:30,9.8
18/03/2023 17:45,9.9
18/03/2023 18:00,9.7
18/03/2023 18:15,9.2
18/03/2023 18:30,9.1
18/03/2023 18:45,8.8
18/03/2023 19:00,8.3
18/03/2023 19:15,8.6
18/03/2023 19:30,8.9
18/03/2023 19:45,9.4
18/03/2023 20:00,9.1
18/03/2023 20:15,9.1
18/03/2023 20:30,9.1
18/03/2023 20:45,9.5
18/03/2023 21:00,9.4
18/03/2023 21:15,9.6
18/03/2023 21:30,9.4
18/03/2023 21:45,9.6
18/03/2023 22:00,9.7
18/03/2023 22:15,10.1
18/03/2023 22:30,10
18/03/2023 22:45,10.2
18/03/2023 23:00,9.5
18/03/2023 23:15,9.5
18/03/2023 23:30,9.8
18/03/2023 23:45,9.8
19/03/2023 00:00,9.7
19/03/2023 00:15,9.7
19/03/2023 00:30,9.7
19/03/2023 00:45,9.5
19/03/2023 01:00,9.5
19/03/2023 01:15,9.6
19/03/2023 01:30,9.3
19/03/2023 01:45,8.9
19/03/2023 02:00,8.7
19/03/2023 02:15,8.7
19/03/2023 02:30,9
19/03/2023 02:45,9
19/03/2023 03:00,9.6
19/03/2023 03:15,9.4
19/03/2023 03:30,9.2
19/03/2023 03:45,8.7
19/03/2023 04:00,8.9
19/03/2023 04:15,9.7
19/03/2023 04:30,9.8
19/03/2023 04:45,9.7
19/03/2023 05:00,10.1
19/03/2023 05:15,10.2
19/03/2023 05:30,10.3
19/03/2023 05:45,10.7
19/03/2023 06:00,10
19/03/2023 06:15,10.1
19/03/2023 06:30,10.6
19/03/2023 06:45,10.7
19/03/2023 07:00,10.6
19/03/2023 07:15,11.2
19/03/2023 07:30,10.5
19/03/2023 07:45,10.9
19/03/2023 08:00,11.4
19/03/2023 08:15,11.1
19/03/2023 08:30,11.2
19/03/2023 08:45,11.8
19/03/2023 09:00,12.2
19/03/2023 09:15,11.7
19/03/2023 09:30,11
19/03/2023 09:45,10.7
19/03/2023 10:00,10.7
19/03/2023 10:15,10.6
19/03/2023 10:30,10.6
19/03/2023 10:45,10.1
19/03/2023 11:00,11
19/03/2023 11:15,11.3
19/03/2023 11:30,11.2
19/03/2023 11:45,12.73333333
19/03/2023 12:00,14.26666667
19/03/2023 12:15,15.8
19/03/2023 12:30,10.8
19/03/2023 12:45,11
19/03/2023 13:00,11.1
19/03/2023 13:15,10.6
19/03/2023 13:30,10.1
19/03/2023 13:45,8.4
19/03/2023 14:00,9.6
19/03/2023 14:15,10.8
19/03/2023 14:30,10.5
19/03/2023 14:45,11.3
19/03/2023 15:00,13.2
19/03/2023 15:15,11.4
19/03/2023 15:30,10.8
19/03/2023 15:45,10
19/03/2023 16:00,9.7
19/03/2023 16:15,9.8
19/03/2023 16:30,10.1
19/03/2023 16:45,9.7
19/03/2023 17:00,9.7
19/03/2023 17:15,10
19/03/2023 17:30,9.8
19/03/2023 17:45,9.3
19/03/2023 18:00,8.7
19/03/2023 18:15,8.5
19/03/2023 18:30,8.2
19/03/2023 18:45,8.4
19/03/2023 19:00,8.5
19/03/2023 19:15,8.1
19/03/2023 19:30,8.5
19/03/2023 19:45,8.5
19/03/2023 20:00,8.4
19/03/2023 20:15,8.1
19/03/2023 20:30,7.9
19/03/2023 20:45,7.9
19/03/2023 21:00,7.6
19/03/2023 21:15,7.9
19/03/2023 21:30,9
19/03/2023 21:45,8.8
19/03/2023 22:00,8.2
19/03/2023 22:15,7.9
19/03/2023 22:30,7.8
19/03/2023 22:45,7.5
19/03/2023 23:00,7.3
19/03/2023 23:15,7.3
19/03/2023 23:30,7
19/03/2023 23:45,6.8
20/03/2023 00:00,7
20/03/2023 00:15,7.1
20/03/2023 00:30,7
20/03/2023 00:45,7.2
20/03/2023 01:00,7.3
20/03/2023 01:15,7.6
20/03/2023 01:30,7.2
20/03/2023 01:45,7.2
20/03/2023 02:00,7.3
20/03/2023 02:15,7.5
20/03/2023 02:30,7.8
20/03/2023 02:45,8
20/03/2023 03:00,8
20/03/2023 03:15,7.9
20/03/2023 03:30,7.8
20/03/2023 03:45,8.3
20/03/2023 04:00,8.5
20/03/2023 04:15,8.5
20/03/2023 04:30,8.3
20/03/2023 04:45,8.1
20/03/2023 05:00,8.1
20/03/2023 05:15,8.4
20/03/2023 05:30,8.1
20/03/2023 05:45,7.6
20/03/2023 06:00,8
20/03/2023 06:15,8.1
20/03/2023 06:30,8.4
20/03/2023 06:45,8.5
20/03/2023 07:00,8.7
20/03/2023 07:15,8.6
20/03/2023 07:30,8.1
20/03/2023 07:45,8.1
20/03/2023 08:00,7.8
20/03/2023 08:15,7.7
20/03/2023 08:30,8.4
20/03/2023 08:45,8.3
20/03/2023 09:00,8.5
20/03/2023 09:15,8.7
20/03/2023 09:30,8.7
20/03/2023 09:45,8.4
20/03/2023 10:00,8.8
20/03/2023 10:15,8.9
20/03/2023 10:30,8.5
20/03/2023 10:45,8.4
20/03/2023 11:00,8.8
20/03/2023 11:15,8.5
20/03/2023 11:30,7.9
20/03/2023 11:45,9.866666667
20/03/2023 12:00,11.83333333
20/03/2023 12:15,13.8
20/03/2023 12:30,8.6
20/03/2023 12:45,9.1
20/03/2023 13:00,9.4
20/03/2023 13:15,9.1
20/03/2023 13:30,9.2
20/03/2023 13:45,9.3
20/03/2023 14:00,9.4
20/03/2023 14:15,9.5
20/03/2023 14:30,10.3
20/03/2023 14:45,10.8
20/03/2023 15:00,11.2
20/03/2023 15:15,11.6
20/03/2023 15:30,11
20/03/2023 15:45,9.8
20/03/2023 16:00,9.8
20/03/2023 16:15,10.1
20/03/2023 16:30,10
20/03/2023 16:45,10.1
20/03/2023 17:00,9.9
20/03/2023 17:15,10.1
20/03/2023 17:30,10.2
20/03/2023 17:45,10.1
20/03/2023 18:00,10.3
20/03/2023 18:15,10.7
20/03/2023 18:30,10.4
20/03/2023 18:45,11.4
20/03/2023 19:00,12.2
20/03/2023 19:15,12.6
20/03/2023 19:30,13.6
20/03/2023 19:45,12.8
20/03/2023 20:00,11.9
20/03/2023 20:15,12.1
20/03/2023 20:30,12.4
20/03/2023 20:45,12.9
20/03/2023 21:00,12.8
20/03/2023 21:15,11.7
20/03/2023 21:30,11.7
20/03/2023 21:45,12
20/03/2023 22:00,12
20/03/2023 22:15,12
20/03/2023 22:30,11.2
20/03/2023 22:45,10.9
20/03/2023 23:00,11.2
20/03/2023 23:15,11.4
20/03/2023 23:30,11.8
20/03/2023 23:45,11.9
21/03/2023 00:00,11.4
21/03/2023 00:15,11
21/03/2023 00:30,10.3
21/03/2023 00:45,9.8
21/03/2023 01:00,9.9
21/03/2023 01:15,10.3
21/03/2023 01:30,9.9
21/03/2023 01:45,9.9
21/03/2023 02:00,10.1
21/03/2023 02:15,10
21/03/2023 02:30,9.9
21/03/2023 02:45,10
21/03/2023 03:00,9.9
21/03/2023 03:15,9.9
21/03/2023 03:30,10.1
21/03/2023 03:45,10.6
21/03/2023 04:00,10.6
21/03/2023 04:15,10.4
21/03/2023 04:30,10.8
21/03/2023 04:45,11
21/03/2023 05:00,10.9
21/03/2023 05:15,11.1
21/03/2023 05:30,11
21/03/2023 05:45,10.9
21/03/2023 06:00,10.6
21/03/2023 06:15,10.7
21/03/2023 06:30,10.6
21/03/2023 06:45,10.9
21/03/2023 07:00,11.2
21/03/2023 07:15,11
21/03/2023 07:30,11.4
21/03/2023 07:45,10.8
21/03/2023 08:00,10.3
21/03/2023 08:15,10.1
21/03/2023 08:30,10
21/03/2023 08:45,10
21/03/2023 09:00,10.7
21/03/2023 09:15,10.9
21/03/2023 09:30,10.3
21/03/2023 09:45,10.1
21/03/2023 10:00,9.9
21/03/2023 10:15,9.3
21/03/2023 10:30,9.4
21/03/2023 10:45,9.5
21/03/2023 11:00,9.7
21/03/2023 11:15,9.6
21/03/2023 11:30,9.5
21/03/2023 11:45,10.76666667
21/03/2023 12:00,12.03333333
21/03/2023 12:15,13.3
21/03/2023 12:30,8.8
21/03/2023 12:45,9.4
21/03/2023 13:00,9.6
21/03/2023 13:15,9.7
21/03/2023 13:30,10
21/03/2023 13:45,10.3
21/03/2023 14:00,10.7
21/03/2023 14:15,10.6
21/03/2023 14:30,10.2
21/03/2023 14:45,10
21/03/2023 15:00,10
21/03/2023 15:15,10.1
21/03/2023 15:30,10.2
21/03/2023 15:45,10.1
21/03/2023 16:00,9.5
21/03/2023 16:15,9.4
21/03/2023 16:30,9.4
21/03/2023 16:45,10.2
21/03/2023 17:00,10.6
21/03/2023 17:15,10.3
21/03/2023 17:30,10.1
21/03/2023 17:45,9.8
21/03/2023 18:00,9.9
21/03/2023 18:15,9.5
21/03/2023 18:30,9.4
21/03/2023 18:45,9.1
21/03/2023 19:00,8.8
21/03/2023 19:15,9.2
21/03/2023 19:30,9.4
21/03/2023 19:45,9.4
21/03/2023 20:00,9.7
21/03/2023 20:15,9.5
21/03/2023 20:30,9.4
21/03/2023 20:45,9.7
21/03/2023 21:00,9.9
21/03/2023 21:15,9.7
21/03/2023 21:30,9.7
21/03/2023 21:45,9.6
21/03/2023 22:00,9.7
21/03/2023 22:15,9.9
21/03/2023 22:30,10.1
21/03/2023 22:45,9.7
21/03/2023 23:00,9.5
21/03/2023 23:15,9.7
21/03/2023 23:30,9.7
21/03/2023 23:45,9.5
22/03/2023 00:00,9.2
22/03/2023 00:15,8.6
22/03/2023 00:30,9
22/03/2023 00:45,9.1
22/03/2023 01:00,9.3
22/03/2023 01:15,8.9
22/03/2023 01:30,9.1
22/03/2023 01:45,9.2
22/03/2023 02:00,9.5
22/03/2023 02:15,9.9
22/03/2023 02:30,9.7
22/03/2023 02:45,9.6
22/03/2023 03:00,9.7
22/03/2023 03:15,9
22/03/2023 03:30,9.2
22/03/2023 03:45,9.3
22/03/2023 04:00,10
22/03/2023 04:15,10.2
22/03/2023 04:30,9.9
22/03/2023 04:45,9.9
22/03/2023 05:00,10.1
22/03/2023 05:15,9.4
22/03/2023 05:30,9.4
22/03/2023 05:45,9.2
22/03/2023 06:00,9.3
22/03/2023 06:15,9.5
22/03/2023 06:30,9.4
22/03/2023 06:45,9.5
22/03/2023 07:00,10.1
22/03/2023 07:15,10.5
22/03/2023 07:30,10.3
22/03/2023 07:45,10
22/03/2023 08:00,9.2
22/03/2023 08:15,9.1
22/03/2023 08:30,9
22/03/2023 08:45,9.1
22/03/2023 09:00,9.6
22/03/2023 09:15,10
22/03/2023 09:30,9.8
22/03/2023 09:45,9.5
22/03/2023 10:00,9.8
22/03/2023 10:15,9.9
22/03/2023 10:30,9.3
22/03/2023 10:45,9.5
22/03/2023 11:00,9.6
22/03/2023 11:15,9.4
22/03/2023 11:30,9.2
22/03/2023 11:45,10.83333333
22/03/2023 12:00,12.46666667
22/03/2023 12:15,14.1
22/03/2023 12:30,9.2
22/03/2023 12:45,9
22/03/2023 13:00,8.8
22/03/2023 13:15,8.5
22/03/2023 13:30,8.6
22/03/2023 13:45,8.4
22/03/2023 14:00,8.6
22/03/2023 14:15,8.5
22/03/2023 14:30,8.4
22/03/2023 14:45,8.4
22/03/2023 15:00,8.3
22/03/2023 15:15,8.5
22/03/2023 15:30,8.8
22/03/2023 15:45,8.6
22/03/2023 16:00,7.4
22/03/2023 16:15,7
22/03/2023 16:30,6.9
22/03/2023 16:45,6.8
22/03/2023 17:00,7
22/03/2023 17:15,7.4
22/03/2023 17:30,7.5
22/03/2023 17:45,7.4
22/03/2023 18:00,7.3
22/03/2023 18:15,7.4
22/03/2023 18:30,7.8
22/03/2023 18:45,8.1
22/03/2023 19:00,7.9
22/03/2023 19:15,8
22/03/2023 19:30,7.8
22/03/2023 19:45,8.1
22/03/2023 20:00,7.8
22/03/2023 20:15,7.7
22/03/2023 20:30,7.6
22/03/2023 20:45,8
22/03/2023 21:00,7.9
22/03/2023 21:15,8.1
22/03/2023 21:30,8.4
22/03/2023 21:45,8.5
22/03/2023 22:00,8.2
22/03/2023 22:15,8.5
22/03/2023 22:30,8.8
22/03/2023 22:45,8.8
22/03/2023 23:00,9.3
22/03/2023 23:15,9.4
22/03/2023 23:30,9.8
22/03/2023 23:45,9.7
23/03/2023 00:00,9.2
23/03/2023 00:15,9.8
23/03/2023 00:30,9.5
23/03/2023 00:45,9.2
23/03/2023 01:00,9.1
23/03/2023 01:15,8.5
23/03/2023 01:30,8.4
23/03/2023 01:45,9.2
23/03/2023 02:00,8.8
23/03/2023 02:15,8.7
23/03/2023 02:30,8.5
23/03/2023 02:45,8.5
23/03/2023 03:00,8.6
23/03/2023 03:15,8.5
23/03/2023 03:30,8.9
23/03/2023 03:45,8.9
23/03/2023 04:00,8.9
23/03/2023 04:15,9.5
23/03/2023 04:30,9.8
23/03/2023 04:45,9.6
23/03/2023 05:00,9.5
23/03/2023 05:15,9.8
23/03/2023 05:30,9.4
23/03/2023 05:45,9.8
23/03/2023 06:00,9
23/03/2023 06:15,7.2
23/03/2023 06:30,6.3
23/03/2023 06:45,14.9
23/03/2023 07:00,14.1
23/03/2023 07:15,9.7
23/03/2023 07:30,12.2
23/03/2023 07:45,12
23/03/2023 08:00,9.6
23/03/2023 08:15,9.4
23/03/2023 08:30,9.9
23/03/2023 08:45,10.4
23/03/2023 09:00,11.1
23/03/2023 09:15,10.9
23/03/2023 09:30,10.4
23/03/2023 09:45,9.8
23/03/2023 10:00,9.8
23/03/2023 10:15,9.9
23/03/2023 10:30,10
23/03/2023 10:45,10.1
23/03/2023 11:00,9.9
23/03/2023 11:15,9.7
23/03/2023 11:30,9.8
23/03/2023 11:45,10.83333333
23/03/2023 12:00,11.86666667
23/03/2023 12:15,12.9
23/03/2023 12:30,8.7
23/03/2023 12:45,9.3
23/03/2023 13:00,9.3
23/03/2023 13:15,9.2
23/03/2023 13:30,8.9
23/03/2023 13:45,9.1
23/03/2023 14:00,9.1
23/03/2023 14:15,9.2
23/03/2023 14:30,9.3
23/03/2023 14:45,9.4
23/03/2023 15:00,9.8
23/03/2023 15:15,10.1
23/03/2023 15:30,10.6
23/03/2023 15:45,11
23/03/2023 16:00,10.2
23/03/2023 16:15,9.1
23/03/2023 16:30,8.9
23/03/2023 16:45,8.9
23/03/2023 17:00,9.3
23/03/2023 17:15,9.7
23/03/2023 17:30,9.8
23/03/2023 17:45,9.9
23/03/2023 18:00,9.9
23/03/2023 18:15,10.2
23/03/2023 18:30,10.3
23/03/2023 18:45,10.4
23/03/2023 19:00,10.4
23/03/2023 19:15,10.4
23/03/2023 19:30,10.4
23/03/2023 19:45,10.8
23/03/2023 20:00,11.2
23/03/2023 20:15,11.5
23/03/2023 20:30,11.3
23/03/2023 20:45,11.3
23/03/2023 21:00,10.8
23/03/2023 21:15,10.6
23/03/2023 21:30,10.5
23/03/2023 21:45,10.8
23/03/2023 22:00,10.9
23/03/2023 22:15,11.5
23/03/2023 22:30,11.4
23/03/2023 22:45,11.1
23/03/2023 23:00,11.7
23/03/2023 23:15,11.6
23/03/2023 23:30,11.7
23/03/2023 23:45,11.6
24/03/2023 00:00,11.4
24/03/2023 00:15,10.7
24/03/2023 00:30,10.5
24/03/2023 00:45,11.2
24/03/2023 01:00,11.5
24/03/2023 01:15,10.8
24/03/2023 01:30,10.5
24/03/2023 01:45,10.2
24/03/2023 02:00,10.3
24/03/2023 02:15,10.4
24/03/2023 02:30,10.5
24/03/2023 02:45,10.7
24/03/2023 03:00,10.6
24/03/2023 03:15,10.4
24/03/2023 03:30,10.1
24/03/2023 03:45,9.5
24/03/2023 04:00,8.1
24/03/2023 04:15,8.9
24/03/2023 04:30,9.8
24/03/2023 04:45,10.6
24/03/2023 05:00,11.1
24/03/2023 05:15,11.3
24/03/2023 05:30,11.4
24/03/2023 05:45,11.3
24/03/2023 06:00,11.8
24/03/2023 06:15,11.8
24/03/2023 06:30,11.5
24/03/2023 06:45,11.3
24/03/2023 07:00,12.1
24/03/2023 07:15,12.8
24/03/2023 07:30,13.3
24/03/2023 07:45,13.2
24/03/2023 08:00,12.5
24/03/2023 08:15,10.6
24/03/2023 08:30,10.4
24/03/2023 08:45,10.8
24/03/2023 09:00,11.2
24/03/2023 09:15,11.4
24/03/2023 09:30,10.6
24/03/2023 09:45,10.3
24/03/2023 10:00,10.1
24/03/2023 10:15,9.3
24/03/2023 10:30,7.6
24/03/2023 10:45,9.2
24/03/2023 11:00,9
24/03/2023 11:15,8.8
24/03/2023 11:30,8.4
24/03/2023 11:45,10.6
24/03/2023 12:00,12.8
24/03/2023 12:15,15
24/03/2023 12:30,10.9
24/03/2023 12:45,10.6
24/03/2023 13:00,10.8
24/03/2023 13:15,10.6
24/03/2023 13:30,10.6
24/03/2023 13:45,10.5
24/03/2023 14:00,10
24/03/2023 14:15,10.3
24/03/2023 14:30,10.5
24/03/2023 14:45,11
24/03/2023 15:00,11
24/03/2023 15:15,11.4
24/03/2023 15:30,11.9
24/03/2023 15:45,12.1
24/03/2023 16:00,12.1
24/03/2023 16:15,13.4
24/03/2023 16:30,12.4
24/03/2023 16:45,11.1
24/03/2023 17:00,10.2
24/03/2023 17:15,10.3
24/03/2023 17:30,10.8
24/03/2023 17:45,11.5
24/03/2023 18:00,11.3
24/03/2023 18:15,11.6
24/03/2023 18:30,12.2
24/03/2023 18:45,12.6
24/03/2023 19:00,14.3
24/03/2023 19:15,14.9
24/03/2023 19:30,15.4
24/03/2023 19:45,14.6
24/03/2023 20:00,13.9
24/03/2023 20:15,14.3
24/03/2023 20:30,14.3
24/03/2023 20:45,14.6
24/03/2023 21:00,14.1
24/03/2023 21:15,14.1
24/03/2023 21:30,14
24/03/2023 21:45,13.8
24/03/2023 22:00,14.6
24/03/2023 22:15,14.5
24/03/2023 22:30,14.2
24/03/2023 22:45,14
24/03/2023 23:00,13.6
24/03/2023 23:15,12.6
24/03/2023 23:30,13.1
24/03/2023 23:45,13
25/03/2023 00:00,13.6
25/03/2023 00:15,13.8
25/03/2023 00:30,12.9
25/03/2023 00:45,12.7
25/03/2023 01:00,12.6
25/03/2023 01:15,12.6
25/03/2023 01:30,12.6
25/03/2023 01:45,12.3
25/03/2023 02:00,11.8
25/03/2023 02:15,11.5
25/03/2023 02:30,11.6
25/03/2023 02:45,11.5
25/03/2023 03:00,11.8
25/03/2023 03:15,11.8
25/03/2023 03:30,12
25/03/2023 03:45,11.7
25/03/2023 04:00,11.7
25/03/2023 04:15,12.2
25/03/2023 04:30,12.3
25/03/2023 04:45,12.3
25/03/2023 05:00,12.6
25/03/2023 05:15,12.7
25/03/2023 05:30,12.8
25/03/2023 05:45,12.8
25/03/2023 06:00,12.9
25/03/2023 06:15,13.2
25/03/2023 06:30,13.2
25/03/2023 06:45,13.1
25/03/2023 07:00,12.5
25/03/2023 07:15,12.3
25/03/2023 07:30,12.4
25/03/2023 07:45,12.5
25/03/2023 08:00,12.5
25/03/2023 08:15,12.5
25/03/2023 08:30,11.8
25/03/2023 08:45,11.7
25/03/2023 09:00,12
25/03/2023 09:15,12
25/03/2023 09:30,11.6
25/03/2023 09:45,11.9
25/03/2023 10:00,12.6
25/03/2023 10:15,12.2
25/03/2023 10:30,11.3
25/03/2023 10:45,11.3
25/03/2023 11:00,11.1
25/03/2023 11:15,11
25/03/2023 11:30,10.7
25/03/2023 11:45,12.13333333
25/03/2023 12:00,13.56666667
25/03/2023 12:15,15
25/03/2023 12:30,10.8
25/03/2023 12:45,11
25/03/2023 13:00,10.7
25/03/2023 13:15,10.5
25/03/2023 13:30,10.4
25/03/2023 13:45,10.5
25/03/2023 14:00,10.4
25/03/2023 14:15,10.5
25/03/2023 14:30,10.7
25/03/2023 14:45,10.5
25/03/2023 15:00,10.5
25/03/2023 15:15,10.4
25/03/2023 15:30,10.4
25/03/2023 15:45,10.6
25/03/2023 16:00,10.7
25/03/2023 16:15,11.1
25/03/2023 16:30,11.2
25/03/2023 16:45,9.9
25/03/2023 17:00,9
25/03/2023 17:15,8.7
25/03/2023 17:30,8.4
25/03/2023 17:45,8.3
25/03/2023 18:00,8.7
25/03/2023 18:15,9.2
25/03/2023 18:30,9.3
25/03/2023 18:45,9.6
25/03/2023 19:00,9.6
25/03/2023 19:15,9.8
25/03/2023 19:30,10.1
25/03/2023 19:45,10.2
25/03/2023 20:00,10.2
25/03/2023 20:15,10.3
25/03/2023 20:30,10
25/03/2023 20:45,9.4
25/03/2023 21:00,9.4
25/03/2023 21:15,9.5
25/03/2023 21:30,9.8
25/03/2023 21:45,10.5
25/03/2023 22:00,11.5
25/03/2023 22:15,11.5
25/03/2023 22:30,11.2
25/03/2023 22:45,11.2
25/03/2023 23:00,11.3
25/03/2023 23:15,12
25/03/2023 23:30,11.8
25/03/2023 23:45,12.5
26/03/2023 00:00,12.5
26/03/2023 00:15,12.6
26/03/2023 00:30,12.5
26/03/2023 00:45,11.8
26/03/2023 01:00,12.1
26/03/2023 01:15,11.4
26/03/2023 01:30,11.5
26/03/2023 01:45,12
26/03/2023 02:00,12.1
26/03/2023 02:15,11.9
26/03/2023 02:30,11.7
26/03/2023 02:45,11.6
26/03/2023 03:00,11.6
26/03/2023 03:15,11.7
26/03/2023 03:30,12.1
26/03/2023 03:45,12.5
26/03/2023 04:00,12
26/03/2023 04:15,11.9
26/03/2023 04:30,11.8
26/03/2023 04:45,12
26/03/2023 05:00,12.2
26/03/2023 05:15,12.3
26/03/2023 05:30,11.8
26/03/2023 05:45,11.7
26/03/2023 06:00,12.1
26/03/2023 06:15,11.9
26/03/2023 06:30,11.6
26/03/2023 06:45,11.5
26/03/2023 07:00,11.6
26/03/2023 07:15,11.7
26/03/2023 07:30,12
26/03/2023 07:45,12.2
26/03/2023 08:00,12.5
26/03/2023 08:15,12.5
26/03/2023 08:30,12.4
26/03/2023 08:45,11.8
26/03/2023 09:00,12.7
26/03/2023 09:15,13
26/03/2023 09:30,12.1
26/03/2023 09:45,11.9
26/03/2023 10:00,12.1
26/03/2023 10:15,12.1
26/03/2023 10:30,11.8
26/03/2023 10:45,11.7
26/03/2023 11:00,11.6
26/03/2023 11:15,11.6
26/03/2023 11:30,10.5
26/03/2023 11:45,12
26/03/2023 12:00,13.5
26/03/2023 12:15,15
26/03/2023 12:30,11.2
26/03/2023 12:45,11.3
26/03/2023 13:00,10.9
26/03/2023 13:15,10.3
26/03/2023 13:30,10.3
26/03/2023 13:45,10.5
26/03/2023 14:00,10.1
26/03/2023 14:15,10
26/03/2023 14:30,9.8
26/03/2023 14:45,9.8
26/03/2023 15:00,9.6
26/03/2023 15:15,9.8
26/03/2023 15:30,10.1
26/03/2023 15:45,10.4
26/03/2023 16:00,10.3
26/03/2023 16:15,10.2
26/03/2023 16:30,10.1
26/03/2023 16:45,9.5
26/03/2023 17:00,9.3
26/03/2023 17:15,9.3
26/03/2023 17:30,9.2
26/03/2023 17:45,9.5
26/03/2023 18:00,9.3
26/03/2023 18:15,9.1
26/03/2023 18:30,8.9
26/03/2023 18:45,9.2
26/03/2023 19:00,9.2
26/03/2023 19:15,8.6
26/03/2023 19:30,9.4
26/03/2023 19:45,9.8
26/03/2023 20:00,10.3
26/03/2023 20:15,10.4
26/03/2023 20:30,10.5
26/03/2023 20:45,10.4
26/03/2023 21:00,10.4
26/03/2023 21:15,10.7
26/03/2023 21:30,11.1
26/03/2023 21:45,10.8
26/03/2023 22:00,11
26/03/2023 22:15,10.8
26/03/2023 22:30,11.2
26/03/2023 22:45,10.9
26/03/2023 23:00,11.2
26/03/2023 23:15,11.3
26/03/2023 23:30,11.5
26/03/2023 23:45,11.1
27/03/2023 00:00,10.8
27/03/2023 00:15,10.6
27/03/2023 00:30,10.6
27/03/2023 00:45,10.5
27/03/2023 01:00,10.1
27/03/2023 01:15,9.6
27/03/2023 01:30,9.5
27/03/2023 01:45,9.9
27/03/2023 02:00,9.8
27/03/2023 02:15,9.8
27/03/2023 02:30,10
27/03/2023 02:45,10.1
27/03/2023 03:00,9.9
27/03/2023 03:15,9.8
27/03/2023 03:30,9.6
27/03/2023 03:45,9.8
27/03/2023 04:00,9.9
27/03/2023 04:15,10.1
27/03/2023 04:30,10.1
27/03/2023 04:45,10.1
27/03/2023 05:00,10.5
27/03/2023 05:15,10.5
27/03/2023 05:30,10.5
27/03/2023 05:45,10.5
27/03/2023 06:00,10.4
27/03/2023 06:15,10.4
27/03/2023 06:30,11
27/03/2023 06:45,11.5
27/03/2023 07:00,11.1
27/03/2023 07:15,14.2
27/03/2023 07:30,13.4
27/03/2023 07:45,12.8
27/03/2023 08:00,12.5
27/03/2023 08:15,12.6
27/03/2023 08:30,16.3
27/03/2023 08:45,13.1
27/03/2023 09:00,11.8
27/03/2023 09:15,12.5
27/03/2023 09:30,11.9
27/03/2023 09:45,11.5
27/03/2023 10:00,11.4
27/03/2023 10:15,10.9
27/03/2023 10:30,10.4
27/03/2023 10:45,10.5
27/03/2023 11:00,10.3
27/03/2023 11:15,10.3
27/03/2023 11:30,9.8
27/03/2023 11:45,11.6
27/03/2023 12:00,13.4
27/03/2023 12:15,15.2
27/03/2023 12:30,10.4
27/03/2023 12:45,9.9
27/03/2023 13:00,10.1
27/03/2023 13:15,9.8
27/03/2023 13:30,9.6
27/03/2023 13:45,9.8
27/03/2023 14:00,11.3
27/03/2023 14:15,11.2
27/03/2023 14:30,10.1
27/03/2023 14:45,10.4
27/03/2023 15:00,10.1
27/03/2023 15:15,10.1
27/03/2023 15:30,10.3
27/03/2023 15:45,10.8
27/03/2023 16:00,10.9
27/03/2023 16:15,11.2
27/03/2023 16:30,11
27/03/2023 16:45,9.9
27/03/2023 17:00,8.7
27/03/2023 17:15,8.3
27/03/2023 17:30,8
27/03/2023 17:45,8.2
27/03/2023 18:00,7.8
27/03/2023 18:15,8.3
27/03/2023 18:30,8.7
27/03/2023 18:45,8.5
27/03/2023 19:00,8.9
27/03/2023 19:15,9.2
27/03/2023 19:30,9.2
27/03/2023 19:45,9.1
27/03/2023 20:00,9.2
27/03/2023 20:15,9.4
27/03/2023 20:30,9.6
27/03/2023 20:45,9.9
27/03/2023 21:00,10.6
27/03/2023 21:15,10.9
27/03/2023 21:30,10.9
27/03/2023 21:45,11.2
27/03/2023 22:00,11.4
27/03/2023 22:15,11.1
27/03/2023 22:30,11.7
27/03/2023 22:45,11.3
27/03/2023 23:00,10.9
27/03/2023 23:15,10.4
27/03/2023 23:30,10.2
27/03/2023 23:45,10.3
28/03/2023 00:00,10.3
28/03/2023 00:15,10.4
28/03/2023 00:30,11
28/03/2023 00:45,10
28/03/2023 01:00,9.4
28/03/2023 01:15,9.2
28/03/2023 01:30,9.5
28/03/2023 01:45,9.7
28/03/2023 02:00,9.6
28/03/2023 02:15,9.9
28/03/2023 02:30,9.3
28/03/2023 02:45,9.7
28/03/2023 03:00,10.1
28/03/2023 03:15,9.4
28/03/2023 03:30,9.3
28/03/2023 03:45,8.7
28/03/2023 04:00,5.7
28/03/2023 04:15,9.7
28/03/2023 04:30,9.4
28/03/2023 04:45,9.2
