From,NH3 (µg/m3)
23/02/2023 08:45,12.7
23/02/2023 09:00,16.7
23/02/2023 09:15,16.3
23/02/2023 09:30,13.6
23/02/2023 09:45,13.4
23/02/2023 10:00,13.1
23/02/2023 10:15,12.8
23/02/2023 10:30,12.3
23/02/2023 10:45,12.1
23/02/2023 11:00,12.5
23/02/2023 11:15,12
23/02/2023 11:30,11.2
23/02/2023 11:45,12.33333333
23/02/2023 12:00,13.46666667
23/02/2023 12:15,14.6
23/02/2023 12:30,11.1
23/02/2023 12:45,10.7
23/02/2023 13:00,10.5
23/02/2023 13:15,10.6
23/02/2023 13:30,10.6
23/02/2023 13:45,10.9
23/02/2023 14:00,10.7
23/02/2023 14:15,10.7
23/02/2023 14:30,10.8
23/02/2023 14:45,11
23/02/2023 15:00,11.3
23/02/2023 15:15,11.7
23/02/2023 15:30,11.6
23/02/2023 15:45,11.5
23/02/2023 16:00,11.3
23/02/2023 16:15,11.1
23/02/2023 16:30,11.4
23/02/2023 16:45,11.5
23/02/2023 17:00,10.6
23/02/2023 17:15,10.1
23/02/2023 17:30,10.1
23/02/2023 17:45,9.9
23/02/2023 18:00,10
23/02/2023 18:15,10.4
23/02/2023 18:30,11.1
23/02/2023 18:45,11.4
23/02/2023 19:00,11
23/02/2023 19:15,11
23/02/2023 19:30,10.8
23/02/2023 19:45,10.6
23/02/2023 20:00,10.9
23/02/2023 20:15,11.1
23/02/2023 20:30,11
23/02/2023 20:45,11.3
23/02/2023 21:00,11.3
23/02/2023 21:15,11.5
23/02/2023 21:30,11.5
23/02/2023 21:45,11.8
23/02/2023 22:00,12.2
23/02/2023 22:15,12.4
23/02/2023 22:30,12.6
23/02/2023 22:45,12.6
23/02/2023 23:00,13.2
23/02/2023 23:15,13.2
23/02/2023 23:30,13.2
23/02/2023 23:45,13.1
24/02/2023 00:00,13.1
24/02/2023 00:15,13.4
24/02/2023 00:30,13.2
24/02/2023 00:45,12.6
24/02/2023 01:00,11.7
24/02/2023 01:15,11.4
24/02/2023 01:30,11.3
24/02/2023 01:45,11
24/02/2023 02:00,10.8
24/02/2023 02:15,10.5
24/02/2023 02:30,10.9
24/02/2023 02:45,11.5
24/02/2023 03:00,11.6
24/02/2023 03:15,12.1
24/02/2023 03:30,12.1
24/02/2023 03:45,12.5
24/02/2023 04:00,12.4
24/02/2023 04:15,12.1
24/02/2023 04:30,12
24/02/2023 04:45,12.4
24/02/2023 05:00,12.9
24/02/2023 05:15,13.2
24/02/2023 05:30,13.3
24/02/2023 05:45,13.6
24/02/2023 06:00,11.2
24/02/2023 06:15,15.1
24/02/2023 06:30,14.9
24/02/2023 06:45,13.8
24/02/2023 07:00,13.6
24/02/2023 07:15,14.1
24/02/2023 07:30,13.8
24/02/2023 07:45,11.4
24/02/2023 08:00,12.6
24/02/2023 08:15,13.2
24/02/2023 08:30,15.1
24/02/2023 08:45,13.5
24/02/2023 09:00,13.5
24/02/2023 09:15,13.7
24/02/2023 09:30,13.2
24/02/2023 09:45,13.9
24/02/2023 10:00,14.7
24/02/2023 10:15,14.4
24/02/2023 10:30,13.1
24/02/2023 10:45,12.9
24/02/2023 11:00,13.3
24/02/2023 11:15,13.6
24/02/2023 11:30,13
24/02/2023 11:45,13.4
24/02/2023 12:00,13.8
24/02/2023 12:15,14.2
24/02/2023 12:30,10.8
24/02/2023 12:45,11.4
24/02/2023 13:00,11.3
24/02/2023 13:15,11.2
24/02/2023 13:30,10.9
24/02/2023 13:45,10.7
24/02/2023 14:00,10.5
24/02/2023 14:15,10.8
24/02/2023 14:30,10.9
24/02/2023 14:45,11
24/02/2023 15:00,10.9
24/02/2023 15:15,10.9
24/02/2023 15:30,11
24/02/2023 15:45,10.9
24/02/2023 16:00,10.7
24/02/2023 16:15,11.1
24/02/2023 16:30,11.2
24/02/2023 16:45,12
24/02/2023 17:00,11.2
24/02/2023 17:15,10.2
24/02/2023 17:30,9.7
24/02/2023 17:45,9.4
24/02/2023 18:00,8.8
24/02/2023 18:15,8.9
24/02/2023 18:30,9.5
24/02/2023 18:45,9.6
24/02/2023 19:00,9.4
24/02/2023 19:15,9.6
24/02/2023 19:30,10
24/02/2023 19:45,10.1
24/02/2023 20:00,10.2
24/02/2023 20:15,10.2
24/02/2023 20:30,10.2
24/02/2023 20:45,10.6
24/02/2023 21:00,10.6
24/02/2023 21:15,10.4
24/02/2023 21:30,8.2
24/02/2023 21:45,10.1
24/02/2023 22:00,11.8
24/02/2023 22:15,12.3
24/02/2023 22:30,12.1
24/02/2023 22:45,11.9
24/02/2023 23:00,12.3
24/02/2023 23:15,12.5
24/02/2023 23:30,13.2
24/02/2023 23:45,13.3
25/02/2023 00:00,13.1
25/02/2023 00:15,13.2
25/02/2023 00:30,13.4
25/02/2023 00:45,13.4
25/02/2023 01:00,12.5
25/02/2023 01:15,10.8
25/02/2023 01:30,11.3
25/02/2023 01:45,11.6
25/02/2023 02:00,11.6
25/02/2023 02:15,11.3
25/02/2023 02:30,11.2
25/02/2023 02:45,11.1
25/02/2023 03:00,11.5
25/02/2023 03:15,11.6
25/02/2023 03:30,11.3
25/02/2023 03:45,11.2
25/02/2023 04:00,11.6
25/02/2023 04:15,11.8
25/02/2023 04:30,11.9
25/02/2023 04:45,12.1
25/02/2023 05:00,12.4
25/02/2023 05:15,12
25/02/2023 05:30,11.5
25/02/2023 05:45,11.7
25/02/2023 06:00,12.2
25/02/2023 06:15,12.2
25/02/2023 06:30,12.5
25/02/2023 06:45,13.8
25/02/2023 07:00,14.6
25/02/2023 07:15,14.7
25/02/2023 07:30,14.3
25/02/2023 07:45,13.8
25/02/2023 08:00,15.6
25/02/2023 08:15,15.5
25/02/2023 08:30,15.5
25/02/2023 08:45,16.2
25/02/2023 09:00,19.3
25/02/2023 09:15,16.1
25/02/2023 09:30,12.1
25/02/2023 09:45,15.3
25/02/2023 10:00,17.6
25/02/2023 10:15,15.8
25/02/2023 10:30,14.6
25/02/2023 10:45,14
25/02/2023 11:00,14.6
25/02/2023 11:15,13.7
25/02/2023 11:30,12.9
25/02/2023 11:45,13.93333333
25/02/2023 12:00,14.96666667
25/02/2023 12:15,16
25/02/2023 12:30,11.9
25/02/2023 12:45,10.9
25/02/2023 13:00,10.3
25/02/2023 13:15,10.3
25/02/2023 13:30,10.7
25/02/2023 13:45,10.9
25/02/2023 14:00,10.9
25/02/2023 14:15,10.9
25/02/2023 14:30,11
25/02/2023 14:45,10.9
25/02/2023 15:00,10.7
25/02/2023 15:15,10.5
25/02/2023 15:30,10.7
25/02/2023 15:45,11
25/02/2023 16:00,10.6
25/02/2023 16:15,10.4
25/02/2023 16:30,10.3
25/02/2023 16:45,10.5
25/02/2023 17:00,10.5
25/02/2023 17:15,9.1
25/02/2023 17:30,9
25/02/2023 17:45,9
25/02/2023 18:00,9.1
25/02/2023 18:15,9.4
25/02/2023 18:30,9.9
25/02/2023 18:45,10.2
25/02/2023 19:00,10.2
25/02/2023 19:15,10.3
25/02/2023 19:30,10.2
25/02/2023 19:45,9.9
25/02/2023 20:00,9.8
25/02/2023 20:15,9.5
25/02/2023 20:30,9.2
25/02/2023 20:45,9.8
25/02/2023 21:00,10.3
25/02/2023 21:15,10.5
25/02/2023 21:30,10.8
25/02/2023 21:45,11.4
25/02/2023 22:00,11.4
25/02/2023 22:15,11.6
25/02/2023 22:30,11.5
25/02/2023 22:45,11.6
25/02/2023 23:00,11.6
25/02/2023 23:15,11.8
25/02/2023 23:30,12
25/02/2023 23:45,12.4
26/02/2023 00:00,11.6
26/02/2023 00:15,11.4
26/02/2023 00:30,11.2
26/02/2023 00:45,12.4
26/02/2023 01:00,11.4
26/02/2023 01:15,10.8
26/02/2023 01:30,11.4
26/02/2023 01:45,11.1
26/02/2023 02:00,10.8
26/02/2023 02:15,10.5
26/02/2023 02:30,10.6
26/02/2023 02:45,10.4
26/02/2023 03:00,10.5
26/02/2023 03:15,10.7
26/02/2023 03:30,10.5
26/02/2023 03:45,10.1
26/02/2023 04:00,10.2
26/02/2023 04:15,10.5
26/02/2023 04:30,10.1
26/02/2023 04:45,10
26/02/2023 05:00,10.6
26/02/2023 05:15,10.4
26/02/2023 05:30,10.7
26/02/2023 05:45,11
26/02/2023 06:00,11.2
26/02/2023 06:15,11.1
26/02/2023 06:30,10.7
26/02/2023 06:45,10.8
26/02/2023 07:00,10.9
26/02/2023 07:15,12.7
26/02/2023 07:30,13.7
26/02/2023 07:45,13.4
26/02/2023 08:00,14.4
26/02/2023 08:15,12.1
26/02/2023 08:30,11.9
26/02/2023 08:45,13.2
26/02/2023 09:00,13.7
26/02/2023 09:15,13.2
26/02/2023 09:30,12.6
26/02/2023 09:45,12.3
26/02/2023 10:00,12.5
26/02/2023 10:15,12.2
26/02/2023 10:30,11.2
26/02/2023 10:45,11
26/02/2023 11:00,11.2
26/02/2023 11:15,11
26/02/2023 11:30,10.5
26/02/2023 11:45,11.66666667
26/02/2023 12:00,12.83333333
26/02/2023 12:15,14
26/02/2023 12:30,11.4
26/02/2023 12:45,10.3
26/02/2023 13:00,10
26/02/2023 13:15,9.9
26/02/2023 13:30,9.4
26/02/2023 13:45,8.8
26/02/2023 14:00,9
26/02/2023 14:15,8.9
26/02/2023 14:30,8.7
26/02/2023 14:45,8.3
26/02/2023 15:00,8.6
26/02/2023 15:15,9
26/02/2023 15:30,9.3
26/02/2023 15:45,9.3
26/02/2023 16:00,9
26/02/2023 16:15,8.5
26/02/2023 16:30,8.6
26/02/2023 16:45,8.5
26/02/2023 17:00,8.5
26/02/2023 17:15,8.1
26/02/2023 17:30,7.7
26/02/2023 17:45,7.5
26/02/2023 18:00,7.1
26/02/2023 18:15,7.3
26/02/2023 18:30,7.6
26/02/2023 18:45,7.7
26/02/2023 19:00,7.1
26/02/2023 19:15,7.2
26/02/2023 19:30,7.1
26/02/2023 19:45,7.3
26/02/2023 20:00,7.4
26/02/2023 20:15,7.3
26/02/2023 20:30,7.2
26/02/2023 20:45,7.3
26/02/2023 21:00,7.3
26/02/2023 21:15,8
26/02/2023 21:30,8.2
26/02/2023 21:45,8.7
26/02/2023 22:00,8.8
26/02/2023 22:15,8.7
26/02/2023 22:30,8.9
26/02/2023 22:45,8.9
26/02/2023 23:00,9.1
26/02/2023 23:15,9.8
26/02/2023 23:30,10.3
26/02/2023 23:45,10.2
27/02/2023 00:00,9.6
27/02/2023 00:15,9.9
27/02/2023 00:30,10.2
27/02/2023 00:45,10.5
27/02/2023 01:00,10.7
27/02/2023 01:15,10.2
27/02/2023 01:30,9.3
27/02/2023 01:45,8.8
27/02/2023 02:00,8.7
27/02/2023 02:15,8
27/02/2023 02:30,8.4
27/02/2023 02:45,8.6
27/02/2023 03:00,9.1
27/02/2023 03:15,9.7
27/02/2023 03:30,9.6
27/02/2023 03:45,9.1
27/02/2023 04:00,9.3
27/02/2023 04:15,9.4
27/02/2023 04:30,9.1
27/02/2023 04:45,8.9
27/02/2023 05:00,9.1
27/02/2023 05:15,9.6
27/02/2023 05:30,10.2
27/02/2023 05:45,10.4
27/02/2023 06:00,11
27/02/2023 06:15,10.6
27/02/2023 06:30,10.5
27/02/2023 06:45,10.6
27/02/2023 07:00,10.7
27/02/2023 07:15,10.9
27/02/2023 07:30,11
27/02/2023 07:45,11.2
27/02/2023 08:00,11.6
27/02/2023 08:15,11.9
27/02/2023 08:30,12
27/02/2023 08:45,12.2
27/02/2023 09:00,13.4
27/02/2023 09:15,13
27/02/2023 09:30,12
27/02/2023 09:45,11.3
27/02/2023 10:00,11
27/02/2023 10:15,12.3
27/02/2023 10:30,12.9
27/02/2023 10:45,13.9
27/02/2023 11:00,14.2
27/02/2023 11:15,13.5
27/02/2023 11:30,12.8
27/02/2023 11:45,13.4
27/02/2023 12:00,14
27/02/2023 12:15,14.6
27/02/2023 12:30,11.1
27/02/2023 12:45,11.3
27/02/2023 13:00,10.9
27/02/2023 13:15,10.9
27/02/2023 13:30,10
27/02/2023 13:45,9.4
27/02/2023 14:00,9.3
27/02/2023 14:15,8.9
27/02/2023 14:30,8.9
27/02/2023 14:45,8.8
27/02/2023 15:00,8.9
27/02/2023 15:15,9.2
27/02/2023 15:30,9.1
27/02/2023 15:45,8.7
27/02/2023 16:00,8.5
27/02/2023 16:15,8.8
27/02/2023 16:30,8.5
27/02/2023 16:45,8.8
27/02/2023 17:00,8.9
27/02/2023 17:15,9.3
27/02/2023 17:30,8.3
27/02/2023 17:45,7.5
27/02/2023 18:00,7.9
27/02/2023 18:15,7.9
27/02/2023 18:30,8.1
27/02/2023 18:45,7.9
27/02/2023 19:00,7.9
27/02/2023 19:15,8.1
27/02/2023 19:30,7.8
27/02/2023 19:45,7.8
27/02/2023 20:00,8.2
27/02/2023 20:15,8.2
27/02/2023 20:30,8.7
27/02/2023 20:45,8.7
27/02/2023 21:00,8.5
27/02/2023 21:15,9.2
27/02/2023 21:30,9.1
27/02/2023 21:45,9
27/02/2023 22:00,9.1
27/02/2023 22:15,9.4
27/02/2023 22:30,9.6
27/02/2023 22:45,9.1
27/02/2023 23:00,9.3
27/02/2023 23:15,9.9
27/02/2023 23:30,10.5
27/02/2023 23:45,10.4
28/02/2023 00:00,10.4
28/02/2023 00:15,10.8
28/02/2023 00:30,10.9
28/02/2023 00:45,10.2
28/02/2023 01:00,10.9
28/02/2023 01:15,10.7
28/02/2023 01:30,9.4
28/02/2023 01:45,9
28/02/2023 02:00,8.5
28/02/2023 02:15,8.3
28/02/2023 02:30,8.5
28/02/2023 02:45,8.5
28/02/2023 03:00,8.8
28/02/2023 03:15,9.1
28/02/2023 03:30,9
28/02/2023 03:45,8.7
28/02/2023 04:00,9.5
28/02/2023 04:15,9.1
28/02/2023 04:30,8.6
28/02/2023 04:45,8.7
28/02/2023 05:00,8.6
28/02/2023 05:15,9.6
28/02/2023 05:30,10.3
28/02/2023 05:45,10.7
28/02/2023 06:00,11
28/02/2023 06:15,11.2
28/02/2023 06:30,11
28/02/2023 06:45,10.9
28/02/2023 07:00,10.5
28/02/2023 07:15,11.3
28/02/2023 07:30,11.9
28/02/2023 07:45,11.5
28/02/2023 08:00,12.3
28/02/2023 08:15,12.1
28/02/2023 08:30,11.8
28/02/2023 08:45,12.5
28/02/2023 09:00,13.2
28/02/2023 09:15,14.3
28/02/2023 09:30,13.1
28/02/2023 09:45,11.9
28/02/2023 10:00,11.5
28/02/2023 10:15,11.7
28/02/2023 10:30,11.8
28/02/2023 10:45,13.8
28/02/2023 11:00,11.7
28/02/2023 11:15,11.8
28/02/2023 11:30,11.8
28/02/2023 11:45,12.33333333
28/02/2023 12:00,12.86666667
28/02/2023 12:15,13.4
28/02/2023 12:30,11
28/02/2023 12:45,10.1
28/02/2023 13:00,9.4
28/02/2023 13:15,9.3
28/02/2023 13:30,9.4
28/02/2023 13:45,9.5
28/02/2023 14:00,9.6
28/02/2023 14:15,9.3
28/02/2023 14:30,9.8
28/02/2023 14:45,10.1
28/02/2023 15:00,10.1
28/02/2023 15:15,9.8
28/02/2023 15:30,9.5
28/02/2023 15:45,12.8
28/02/2023 16:00,10.4
28/02/2023 16:15,10.5
28/02/2023 16:30,10.6
28/02/2023 16:45,10.6
28/02/2023 17:00,9.9
28/02/2023 17:15,10
28/02/2023 17:30,9.3
28/02/2023 17:45,8
28/02/2023 18:00,7.5
28/02/2023 18:15,7.5
28/02/2023 18:30,7.2
28/02/2023 18:45,7.5
28/02/2023 19:00,7.4
28/02/2023 19:15,7.5
28/02/2023 19:30,7.7
28/02/2023 19:45,7.8
28/02/2023 20:00,7.4
28/02/2023 20:15,7.3
28/02/2023 20:30,7.4
28/02/2023 20:45,7.2
28/02/2023 21:00,7.4
28/02/2023 21:15,7.9
28/02/2023 21:30,8.1
28/02/2023 21:45,8.4
28/02/2023 22:00,8
28/02/2023 22:15,8.1
28/02/2023 22:30,8.5
28/02/2023 22:45,8.5
28/02/2023 23:00,8.8
28/02/2023 23:15,8.9
28/02/2023 23:30,9
28/02/2023 23:45,9.15
01/03/2023 00:00,9.3
01/03/2023 00:15,9.4
01/03/2023 00:30,9.2
01/03/2023 00:45,9.6
01/03/2023 01:00,9.5
01/03/2023 01:15,9.5
01/03/2023 01:30,8.9
01/03/2023 01:45,8.1
01/03/2023 02:00,7.7
01/03/2023 02:15,7.5
01/03/2023 02:30,7.1
01/03/2023 02:45,7.6
01/03/2023 03:00,7.8
01/03/2023 03:15,8.1
01/03/2023 03:30,8.2
01/03/2023 03:45,7.7
01/03/2023 04:00,7.8
01/03/2023 04:15,8.4
01/03/2023 04:30,8.6
01/03/2023 04:45,8.2
01/03/2023 05:00,8.1
01/03/2023 05:15,8.3
01/03/2023 05:30,8.5
01/03/2023 05:45,8.7
01/03/2023 06:00,9.3
01/03/2023 06:15,9.9
01/03/2023 06:30,9.7
01/03/2023 06:45,9.7
01/03/2023 07:00,10
01/03/2023 07:15,9.8
01/03/2023 07:30,10.3
01/03/2023 07:45,10.7
01/03/2023 08:00,10.4
01/03/2023 08:15,10.6
01/03/2023 08:30,11.3
01/03/2023 08:45,11.8
01/03/2023 09:00,12.6
01/03/2023 09:15,13.1
01/03/2023 09:30,12.3
01/03/2023 09:45,11.4
01/03/2023 10:00,11.4
01/03/2023 10:15,11.3
01/03/2023 10:30,10.1
01/03/2023 10:45,12.3
01/03/2023 11:00,11.4
01/03/2023 11:15,11.4
01/03/2023 11:30,11.2
01/03/2023 11:45,11.6
01/03/2023 12:00,12
01/03/2023 12:15,12.4
01/03/2023 12:30,10.5
01/03/2023 12:45,10.3
01/03/2023 13:00,9.8
01/03/2023 13:15,9.3
01/03/2023 13:30,8.5
01/03/2023 13:45,8.8
01/03/2023 14:00,8.1
01/03/2023 14:15,7.8
01/03/2023 14:30,7.4
01/03/2023 14:45,7.3
01/03/2023 15:00,7
01/03/2023 15:15,7.2
01/03/2023 15:30,7.2
01/03/2023 15:45,8.2
01/03/2023 16:00,7.8
01/03/2023 16:15,7.9
01/03/2023 16:30,7.8
01/03/2023 16:45,8
01/03/2023 17:00,9.4
01/03/2023 17:15,10
01/03/2023 17:30,9.9
01/03/2023 17:45,7.8
01/03/2023 18:00,7.7
01/03/2023 18:15,7.6
01/03/2023 18:30,7.6
01/03/2023 18:45,7.6
01/03/2023 19:00,7.3
01/03/2023 19:15,6.8
01/03/2023 19:30,7
01/03/2023 19:45,7
01/03/2023 20:00,6.8
01/03/2023 20:15,6.3
01/03/2023 20:30,6.6
01/03/2023 20:45,6.9
01/03/2023 21:00,6.3
01/03/2023 21:15,6.1
01/03/2023 21:30,6.3
01/03/2023 21:45,6.5
01/03/2023 22:00,7.1
01/03/2023 22:15,7.4
01/03/2023 22:30,7.4
01/03/2023 22:45,7.3
01/03/2023 23:00,7.1
01/03/2023 23:15,6.9
01/03/2023 23:30,7.2
01/03/2023 23:45,7.9
02/03/2023 00:00,7.8
02/03/2023 00:15,8
02/03/2023 00:30,8.3
02/03/2023 00:45,8.4
02/03/2023 01:00,8.3
02/03/2023 01:15,8.2
02/03/2023 01:30,7.7
02/03/2023 01:45,7.7
02/03/2023 02:00,7.6
02/03/2023 02:15,7.4
02/03/2023 02:30,7.5
02/03/2023 02:45,7.3
02/03/2023 03:00,7.3
02/03/2023 03:15,6.7
02/03/2023 03:30,6.7
02/03/2023 03:45,6.6
02/03/2023 04:00,6.9
02/03/2023 04:15,6.8
02/03/2023 04:30,6.6
02/03/2023 04:45,7.1
02/03/2023 05:00,7.3
02/03/2023 05:15,7.5
02/03/2023 05:30,7.2
02/03/2023 05:45,7.3
02/03/2023 06:00,7.6
02/03/2023 06:15,7.8
02/03/2023 06:30,7.9
02/03/2023 06:45,8.5
02/03/2023 07:00,9.2
02/03/2023 07:15,9
02/03/2023 07:30,8.6
02/03/2023 07:45,8.7
02/03/2023 08:00,8.4
02/03/2023 08:15,8.7
02/03/2023 08:30,9.5
02/03/2023 08:45,9.3
02/03/2023 09:00,9.6
02/03/2023 09:15,10.5
02/03/2023 09:30,10.2
02/03/2023 09:45,9.6
02/03/2023 10:00,9.6
02/03/2023 10:15,9.6
02/03/2023 10:30,11.4
02/03/2023 10:45,10.8
02/03/2023 11:00,10.7
02/03/2023 11:15,10.3
02/03/2023 11:30,10
02/03/2023 11:45,10.56666667
02/03/2023 12:00,11.13333333
02/03/2023 12:15,11.7
02/03/2023 12:30,9
02/03/2023 12:45,9
02/03/2023 13:00,8.2
02/03/2023 13:15,8
02/03/2023 13:30,8
02/03/2023 13:45,7.6
02/03/2023 14:00,7.8
02/03/2023 14:15,8.4
02/03/2023 14:30,8.4
02/03/2023 14:45,8.2
02/03/2023 15:00,7.7
02/03/2023 15:15,8
02/03/2023 15:30,8
02/03/2023 15:45,7.4
02/03/2023 16:00,7.5
02/03/2023 16:15,7.7
02/03/2023 16:30,8.1
02/03/2023 16:45,9.6
02/03/2023 17:00,10.2
02/03/2023 17:15,10.1
02/03/2023 17:30,10.5
02/03/2023 17:45,9.3
02/03/2023 18:00,8.4
02/03/2023 18:15,8.5
02/03/2023 18:30,8.2
02/03/2023 18:45,7.2
02/03/2023 19:00,7.1
02/03/2023 19:15,7
02/03/2023 19:30,7
02/03/2023 19:45,6.6
02/03/2023 20:00,6.7
02/03/2023 20:15,6.6
02/03/2023 20:30,6.4
02/03/2023 20:45,6.6
02/03/2023 21:00,6.3
02/03/2023 21:15,6.3
02/03/2023 21:30,6.4
02/03/2023 21:45,6.2
02/03/2023 22:00,6.7
02/03/2023 22:15,6.5
02/03/2023 22:30,6.7
02/03/2023 22:45,7.1
02/03/2023 23:00,6.5
02/03/2023 23:15,6.9
02/03/2023 23:30,7.2
02/03/2023 23:45,7.4
03/03/2023 00:00,6.8
03/03/2023 00:15,7.1
03/03/2023 00:30,6.9
03/03/2023 00:45,7.1
03/03/2023 01:00,7.2
03/03/2023 01:15,7.2
03/03/2023 01:30,7
03/03/2023 01:45,6.1
03/03/2023 02:00,5.4
03/03/2023 02:15,5.6
03/03/2023 02:30,5.9
03/03/2023 02:45,5.8
03/03/2023 03:00,5.9
03/03/2023 03:15,6.4
03/03/2023 03:30,6.3
03/03/2023 03:45,6.4
03/03/2023 04:00,6.8
03/03/2023 04:15,7
03/03/2023 04:30,6.7
03/03/2023 04:45,6.6
03/03/2023 05:00,7
03/03/2023 05:15,6.8
03/03/2023 05:30,6.8
03/03/2023 05:45,7.2
03/03/2023 06:00,7.6
03/03/2023 06:15,7.8
03/03/2023 06:30,7.9
03/03/2023 06:45,8
03/03/2023 07:00,7.9
03/03/2023 07:15,8
03/03/2023 07:30,8
03/03/2023 07:45,7.6
03/03/2023 08:00,7.6
03/03/2023 08:15,9.1
03/03/2023 08:30,9
03/03/2023 08:45,9.4
03/03/2023 09:00,10.1
03/03/2023 09:15,10.1
03/03/2023 09:30,10
03/03/2023 09:45,9.5
03/03/2023 10:00,8.8
03/03/2023 10:15,8.5
03/03/2023 10:30,11.5
03/03/2023 10:45,9.3
03/03/2023 11:00,9
03/03/2023 11:15,9.7
03/03/2023 11:30,9
03/03/2023 11:45,9.533333334
03/03/2023 12:00,10.06666667
03/03/2023 12:15,10.6
03/03/2023 12:30,6.8
03/03/2023 12:45,6.4
03/03/2023 13:00,6.7
03/03/2023 13:15,6.9
03/03/2023 13:30,7
03/03/2023 13:45,7.5
03/03/2023 14:00,7.5
03/03/2023 14:15,7.7
03/03/2023 14:30,7.9
03/03/2023 14:45,7.9
03/03/2023 15:00,7.7
03/03/2023 15:15,7.6
03/03/2023 15:30,7.9
03/03/2023 15:45,7.9
03/03/2023 16:00,8
03/03/2023 16:15,8.2
03/03/2023 16:30,8
03/03/2023 16:45,8.1
03/03/2023 17:00,7.7
03/03/2023 17:15,7.7
03/03/2023 17:30,8.2
03/03/2023 17:45,9
03/03/2023 18:00,8.5
03/03/2023 18:15,7.8
03/03/2023 18:30,7.7
03/03/2023 18:45,7.8
03/03/2023 19:00,7.7
03/03/2023 19:15,7.8
03/03/2023 19:30,7.3
03/03/2023 19:45,7.9
03/03/2023 20:00,7.9
03/03/2023 20:15,7.9
03/03/2023 20:30,8
03/03/2023 20:45,7.7
03/03/2023 21:00,7.5
03/03/2023 21:15,7.7
03/03/2023 21:30,8.7
03/03/2023 21:45,9.8
03/03/2023 22:00,10.5
03/03/2023 22:15,11
03/03/2023 22:30,11.8
03/03/2023 22:45,12.1
03/03/2023 23:00,12.5
03/03/2023 23:15,12.4
03/03/2023 23:30,12.4
03/03/2023 23:45,12.2
04/03/2023 00:00,12.1
04/03/2023 00:15,12
04/03/2023 00:30,11.5
04/03/2023 00:45,11.5
04/03/2023 01:00,10.8
04/03/2023 01:15,10.3
04/03/2023 01:30,10.6
04/03/2023 01:45,11
04/03/2023 02:00,10.4
04/03/2023 02:15,10.2
04/03/2023 02:30,9.8
04/03/2023 02:45,9.6
04/03/2023 03:00,9.8
04/03/2023 03:15,9.6
04/03/2023 03:30,9.5
04/03/2023 03:45,9.5
04/03/2023 04:00,9.2
04/03/2023 04:15,9.6
04/03/2023 04:30,9.8
04/03/2023 04:45,10.2
04/03/2023 05:00,10.6
04/03/2023 05:15,10.8
04/03/2023 05:30,10.8
04/03/2023 05:45,10.9
04/03/2023 06:00,12.9
04/03/2023 06:15,14
04/03/2023 06:30,13.1
04/03/2023 06:45,12.2
04/03/2023 07:00,11.6
04/03/2023 07:15,12
04/03/2023 07:30,12
04/03/2023 07:45,12.2
04/03/2023 08:00,12.1
04/03/2023 08:15,11.9
04/03/2023 08:30,12.1
04/03/2023 08:45,12.3
04/03/2023 09:00,13.3
04/03/2023 09:15,13.8
04/03/2023 09:30,13
04/03/2023 09:45,13
04/03/2023 10:00,13.1
04/03/2023 10:15,13.3
04/03/2023 10:30,13.4
04/03/2023 10:45,13.3
04/03/2023 11:00,13.8
04/03/2023 11:15,13.5
04/03/2023 11:30,12.8
04/03/2023 11:45,13.03333333
04/03/2023 12:00,13.26666667
04/03/2023 12:15,13.5
04/03/2023 12:30,9.7
04/03/2023 12:45,9.3
04/03/2023 13:00,9.2
04/03/2023 13:15,9.6
04/03/2023 13:30,9.4
04/03/2023 13:45,9.7
04/03/2023 14:00,10.6
04/03/2023 14:15,10.7
04/03/2023 14:30,10.7
04/03/2023 14:45,10.9
04/03/2023 15:00,10.5
04/03/2023 15:15,10.9
04/03/2023 15:30,10.9
04/03/2023 15:45,11.2
04/03/2023 16:00,11.2
04/03/2023 16:15,10.8
04/03/2023 16:30,11.2
04/03/2023 16:45,11.8
04/03/2023 17:00,11.7
04/03/2023 17:15,11.4
04/03/2023 17:30,11.4
04/03/2023 17:45,11.3
04/03/2023 18:00,10.5
04/03/2023 18:15,8.8
04/03/2023 18:30,8.5
04/03/2023 18:45,8.8
04/03/2023 19:00,8.7
04/03/2023 19:15,9
04/03/2023 19:30,9.2
04/03/2023 19:45,9
04/03/2023 20:00,8.9
04/03/2023 20:15,9.1
04/03/2023 20:30,9.4
04/03/2023 20:45,9.9
04/03/2023 21:00,9.7
04/03/2023 21:15,9.6
04/03/2023 21:30,9.7
04/03/2023 21:45,10
04/03/2023 22:00,10.1
04/03/2023 22:15,10
04/03/2023 22:30,10
04/03/2023 22:45,10.5
04/03/2023 23:00,10.9
04/03/2023 23:15,11
04/03/2023 23:30,11.3
04/03/2023 23:45,11.6
05/03/2023 00:00,11.5
05/03/2023 00:15,11.9
05/03/2023 00:30,11.8733945
05/03/2023 00:45,11.84678899
05/03/2023 01:00,11.82018349
05/03/2023 01:15,11.79357798
05/03/2023 01:30,11.76697248
05/03/2023 01:45,11.74036697
05/03/2023 02:00,11.71376147
05/03/2023 02:15,11.68715596
05/03/2023 02:30,11.66055046
05/03/2023 02:45,11.63394495
05/03/2023 03:00,11.60733945
05/03/2023 03:15,11.58073394
05/03/2023 03:30,11.55412844
05/03/2023 03:45,11.52752294
